"","source","target","mor"
"23744","CREB1","EGR3",1
"23745","NRG1","EGR3",1
"23746","SRF","EGR3",1
"23747","FOSL1","GABRB3",1
"23748","JUND","GABRB3",1
"23749","SP1","GABRB3",1
"23750","SP1","JUND",1
"23751","TAL1","PDZK1IP1",1
"23752","FOXP3","BRCA1",-1
"23753","FLI1","FLT3LG",1
"23754","SOX11","PAX5",1
"23755","NKX2-1","LMO3",1
"23756","TP63","H2AZ1",1
"23757","BMAL1","VEGFA",1
"23758","NR3C1","CFTR",1
"23759","SP3","AFAP1L1",1
"23760","WT1","INHA",1
"23761","TBX6","HES7",1
"23762","AR","SOX2",-1
"23763","THRA","BCO1",1
"23764","MYB","SPHK1",1
"23765","TET1","IL1B",1
"23766","ZBTB8B","CDKN1A",-1
"23767","AR","PSCA",1
"23768","PDX1","MAPK1",1
"23769","ZGLP1","MAPK1",1
"23770","MBD1","CDH1",1
"23771","TFAP2E","COL2A1",1
"23772","TBX21","IL37",1
"23773","TP53","ME1",-1
"23774","TP53","ME2",-1
"23775","ATF3","IRAK3",1
"23776","DNMT1","IGF1",1
"23777","RELA","SOCS3",1
"23778","EGR1","MST1R",1
"23779","EGR2","CYP19A1",1
"23780","SMARCA1","MYOCD",1
"23781","PTF1A","KAT2B",1
"23782","RBPJL","KAT2B",1
"23783","RBPJL","PTF1A",1
"23784","CEBPG","BAK1",1
"23785","NFIL3","CD28",1
"23786","NFIL3","CD3E",1
"23787","NFIL3","CD40LG",1
"23788","ZEB1","PLAU",1
"23789","KAT7","PLAU",1
"23790","NR5A1","NR5A2",1
"23791","CEBPA","FLT3",1
"23792","MYB","FLT3",1
"23793","POU2F3","LORICRIN",1
"23794","POU3F1","LORICRIN",1
"23795","PAX6","EFNB2",1
"23796","PAX6","FAT4",1
"23797","PAX6","HAS2",1
"23798","PAX6","NAV1",1
"23799","PAX6","TRPM3",-1
"23800","ISL1","PCSK1N",1
"23801","ISL1","SNCA",1
"23802","PAX6","SNCA",1
"23803","NR3C1","POT1",1
"23804","NR3C1","TERF1",1
"23805","NR3C1","TINF2",1
"23806","TBPL1","TINF2",1
"23807","TBPL1","TNF",1
"23808","EZH2","CARM1",1
"23809","EZH2","TBXA2R",1
"23810","TFAP2A","CARM1",1
"23811","TFAP2A","CTBP1",1
"23812","TFAP2A","TBXA2R",1
"23813","TFAP2A","TP63",1
"23814","TP63","CARM1",1
"23815","TP63","CTBP1",1
"23816","TP63","TBXA2R",1
"23817","EZH2","MLLT1",1
"23818","MYOD1","SFMBT1",1
"23819","MITF","IGF1",1
"23820","MITF","SPP1",1
"23821","AR","DDX5",1
"23822","PITX2","DACT2",1
"23823","STAT1","CDK8",1
"23824","ESR1","ACKR3",1
"23825","NFE2L2","BRCA1",1
"23826","E2F3","SLC1A5",1
"23827","FOS","PIK3R3",1
"23828","PITX2","ABCB1",1
"23829","PRRX1","SOX9",1
"23830","ZBTB7A","SPRY1",-1
"23831","EGR2","SLAMF6",1
"23832","ZBTB16","SLAMF6",1
"23833","SOX11","GDF5",1
"23834","POU3F2","TTF1",1
"23835","FOXA1","TTF1",1
"23836","DBP","CREBBP",1
"23837","PPARA","FSHR",1
"23838","KMT2A","KMT2B",1
"23839","KMT2A","MAGOHB",1
"23840","ARNT","TNF",-1
"23841","ETS1","TRA2B",1
"23842","ZNF224","VDR",1
"23843","ZNF91","VDR",1
"23844","MYCN","CLU",-1
"23845","OTX2","GDF7",1
"23846","OTX2","WNT2",1
"23847","OTX2","WNT4",1
"23848","NRG1","CTBP1",1
"23849","NRG1","MAPK1",1
"23850","AR","MAPKAPK2",1
"23851","AR","PIK3CB",1
"23852","STAT1","MAPKAPK2",1
"23853","STAT1","PIK3CB",1
"23854","AR","ABCC3",1
"23855","NKX3-1","TWIST1",-1
"23856","PPARG","EGFR",-1
"23857","NCOR2","CIC",1
"23858","KLF4","SOD1",-1
"23859","MTA1","VIM",1
"23860","MSX1","GNRHR",-1
"23861","NR1H4","MYD88",1
"23862","IRF7","NR1H4",1
"23863","FOXL2","GNRHR",1
"23864","MTF1","FGFR1",1
"23865","STAT3","MCAT",1
"23866","PAX6","CYP1B1",1
"23867","STAT5A","IL9",1
"23868","DLX5","GJA1",1
"23869","RUNX2","GJA1",1
"23870","SP7","GJA1",1
"23871","CREB1","ACSL4",1
"23872","SP1","ACSL4",1
"23873","STAT1","TNFRSF1A",1
"23874","AR","EPCAM",1
"23875","NRG1","MMP9",1
"23876","HR","TNFRSF12A",1
"23877","RELA","EGFR",1
"23878","DNMT3A","KDM1A",1
"23879","DNMT3B","KDM1A",1
"23880","TET1","KDM1A",1
"23881","MITF","ATP6V0D2",1
"23882","NFE2L2","DPP3",1
"23883","FOXO3","ARC",1
"23884","NKX6-1","ARX",1
"23885","ISL1","ARX",1
"23886","CEBPG","ASNS",1
"23887","YY1","ASNS",1
"23888","CEBPG","PAPSS2",1
"23889","FOXQ1","NRXN3",1
"23890","FOXQ1","FOXQ1",1
"23891","VDR","TRPC6",1
"23892","HSF1","ATG7",1
"23893","HSF1","SESN3",-1
"23894","NCOA3","TP53",1
"23895","NFATC4","VEGFA",1
"23896","SMAD3","SLC5A2",1
"23897","HMGA1","TAT",1
"23898","VDR","SLC6A6",1
"23899","SSRP1","RRN3",1
"23900","NPM1","ELF4",1
"23901","ELF4","NPM1",1
"23902","ELF4","CHD7",1
"23903","ELF4","MDM2",1
"23904","ISX","BCO1",1
"23905","CDX2","AXIN2",1
"23906","CDX2","APC",1
"23907","DNMT1","APC",1
"23908","CDX2","GSK3B",1
"23909","TFAP2A","AQP1",1
"23910","EZH2","BCL2L11",1
"23911","HIF1A","PROX1",1
"23912","PROX1","HIF1A",1
"23913","GATA3","USP21",1
"23914","FOXP3","USP21",1
"23915","NOTO","USP21",1
"23916","DNMT3B","STS",1
"23917","MYB","STK17B",1
"23918","CLOCK","CCK",1
"23919","KMT2A","CCK",1
"23920","SP3","NSMF",1
"23921","RELA","PARP1",1
"23922","SP7","CAMK2A",1
"23923","AR","MED19",1
"23924","SNAI1","CDH2",1
"23925","SNAI1","MAPK1",1
"23926","EZH2","CDK4",1
"23927","HIF1A","FSHB",1
"23928","DNMT1","CDH3",1
"23929","NFATC4","NFIC",1
"23930","NFATC4","NUP214",1
"23931","NFATC1","NFIC",1
"23932","NFATC1","NUP214",1
"23933","NFIC","NUP214",1
"23934","ZNF143","POLR2F",1
"23935","ZNF143","ZNF91",1
"23936","ZNF91","ZNF143",1
"23937","ZNF91","POLR2F",1
"23938","DNMT3B","DPP6",-1
"23939","DNMT3A","DPP6",-1
"23940","FOXP3","IL17A",-1
"23941","LITAF","VEGFA",1
"23942","STAT6","VEGFA",1
"23943","AR","AREG",1
"23944","THRB","DHCR24",1
"23945","NR4A1","TYRP1",1
"23946","NR4A2","TYRP1",1
"23947","RELA","IGF1R",-1
"23948","STAT3","PTTG1",1
"23949","EPAS1","MMP13",1
"23950","POU5F1","MESP1",1
"23951","IRF1","HSPA4",1
"23952","MYB","RALBP1",1
"23953","ENO1","ERBB2",1
"23954","CEBPA","SREBF1",1
"23955","NFIL3","SREBF1",-1
"23956","EN2","EN2",1
"23957","NKX6-1","WNT1",1
"23958","NKX6-2","WNT1",1
"23959","GLI1","ABCB1",1
"23960","GLI1","ABCG2",1
"23961","VDR","EZH2",1
"23962","EZH2","VDR",1
"23963","STAT3","EZH2",1
"23964","TCF3","SNAI1",1
"23965","DLX5","EPHA7",1
"23966","MSX2","EFNA5",1
"23967","MSX2","EPHA7",1
"23968","NR3C1","NFIL3",1
"23969","PPARG","ACSL1",1
"23970","STAT1","ACSL1",1
"23971","GATA1","DICER1",1
"23972","NCOR1","NR3C1",-1
"23973","CIC","CCNE1",-1
"23974","NR1D1","DRD3",-1
"23975","RORA","DRD3",1
"23976","KLF4","DSPP",1
"23977","SP7","DMP1",1
"23978","SP7","DSPP",1
"23979","SALL4","ABCA3",1
"23980","EGR1","BRCA1",1
"23981","BRCA1","EGR1",1
"23982","POU5F1","BIRC5",1
"23983","POU5F1","CCND1",1
"23984","NR5A1","FDX1",1
"23985","JARID2","MYL1",1
"23986","ELF3","AR",1
"23987","HOXA1","HOXA1",1
"23988","MITF","HOXA1",1
"23989","HOXA1","MITF",1
"23990","NR5A1","NPR1",1
"23991","AR","CTLA4",1
"23992","TLX2","ANXA5",1
"23993","SMAD7","STRAP",1
"23994","STAT3","DAPK1",-1
"23995","HOXB6","KDR",1
"23996","CUX1","CDH13",1
"23997","GATA5","CDH13",1
"23998","PAX5","THBS1",1
"23999","VDR","TNFSF4",1
"24000","NFKB1","TNFSF4",1
"24001","DNMT3A","GFAP",1
"24002","DNMT3A","RRP8",1
"24003","DNMT3B","GFAP",1
"24004","DNMT3B","RRP8",1
"24005","CXXC1","SLC12A5",1
"24006","MYCN","ODC1",1
"24007","TBX21","B3GAT1",1
"24008","TBX21","KLRG1",1
"24009","DNMT1","DPEP1",1
"24010","ATF4","EDN1",1
"24011","FOXA1","CDKN2A",1
"24012","SP1","INPP5J",1
"24013","KAT5","ABL1",1
"24014","KAT5","CLASP1",1
"24015","KAT5","MAPRE1",1
"24016","TOX3","BRCA1",-1
"24017","SOX2","NEUROD1",1
"24018","NEUROD1","SOX2",-1
"24019","NEUROG1","SOX2",-1
"24020","ZEB1","TP63",1
"24021","HOXB7","SMARCA4",1
"24022","TP63","SMARCA4",1
"24023","HOXB2","MMP9",1
"24024","SPDEF","CDH1",1
"24025","MEIS1","POU5F1",-1
"24026","POU5F1","MEIS1",1
"24027","KLF4","MAPK8",-1
"24028","KLF4","CDH2",1
"24029","KLF4","CTNNB1",1
"24030","CTNNB1","KLF4",-1
"24031","KLF4","EDN1",1
"24032","KLF4","VEGFA",-1
"24033","KLF4","VIM",1
"24034","MYB","GLUL",1
"24035","AHR","IL1B",1
"24036","PHF20","CDKN2A",1
"24037","LHX2","LHX2",1
"24038","SNAI1","MAML1",1
"24039","STAT3","ARG1",1
"24040","JUN","PTOV1",1
"24041","FOSL1","CHUK",1
"24042","FOSL1","EGFR",1
"24043","FOSL1","IKBKB",1
"24044","FOSL1","TGFA",1
"24045","JUN","IKBKB",1
"24046","JUNB","CHUK",1
"24047","SHOX2","SHOX2",1
"24048","CEBPB","SIN3A",1
"24049","KLF2","GATA4",1
"24050","KLF2","TBX5",1
"24051","KLF2","UGDH",1
"24052","RELA","DNMT1",1
"24053","KLF12","IGFBP1",1
"24054","KLF12","PRL",-1
"24055","RFX3","ODF2",1
"24056","HIF1A","MAD1L1",1
"24057","NR2C2","FGF10",1
"24058","BATF","CCR9",1
"24059","BATF","IGBP1",1
"24060","BATF","RARA",1
"24061","BATF","SLC11A1",1
"24062","RARA","IGBP1",1
"24063","RARA","SLC11A1",1
"24064","STAT6","ORMDL3",1
"24065","ATF3","AGRP",1
"24066","HIF1A","DEFB1",1
"24067","SP1","TXLNG",1
"24068","SP3","TXLNG",-1
"24069","SP7","TXLNG",1
"24070","PAX3","TNIP1",1
"24071","SP1","TNIP1",1
"24072","SP3","TNIP1",1
"24073","GFI1","HOXA9",1
"24074","EGR3","NGF",1
"24075","MYC","RAN",1
"24076","SOX9","HAPLN1",1
"24077","ZNF202","APOE",-1
"24078","CREB1","LAPTM4B",1
"24079","SOX3","FGF3",-1
"24080","SOX3","FGF8",-1
"24081","WT1","CDH2",1
"24082","WT1","TJP1",1
"24083","WT1","SNAI2",-1
"24084","WT1","TBX18",1
"24085","TBX18","SNAI2",1
"24086","BMAL1","ANGPTL2",1
"24087","HR","CCND1",1
"24088","HR","CDK4",1
"24089","PAX3","CDK4",1
"24090","MAZ","KRAS",1
"24091","CREB1","RAB18",1
"24092","GATA3","CHD4",1
"24093","RELA","RNH1",1
"24094","TP53","RNH1",1
"24095","JUN","WNT16",1
"24096","JUN","WNT9A",1
"24097","MITF","PPARGC1A",1
"24098","BHLHA15","MIB1",1
"24099","AHR","NCF4",1
"24100","NR0B2","INPP5D",1
"24101","GLI1","IL6",1
"24102","FOSL2","GCKR",1
"24103","JUND","GCKR",1
"24104","SOX4","GCKR",1
"24105","FOSL2","SOX4",1
"24106","JUND","SOX4",1
"24107","KLF1","PRMT1",1
"24108","EGR1","BMI1",1
"24109","HOXC9","STAB2",1
"24110","ZNF384","BDNF",1
"24111","KLF7","SLC13A4",1
"24112","NHLH1","SLC13A4",1
"24113","SP1","SLC13A4",1
"24114","ZIC2","SLC13A4",1
"24115","EGR2","TNF",1
"24116","EGR3","CYP19A1",1
"24117","EGR3","TNF",1
"24118","CREB1","FGF2",1
"24119","DLX5","FGF2",1
"24120","MEF2A","SYT1",1
"24121","RUNX1","CDKN1B",-1
"24122","RUNX1","CDKN1C",-1
"24123","ESR2","EGLN1",1
"24124","IRF7","FOXP3",1
"24125","NKX3-1","CHD1",1
"24126","RUNX1","TNFSF10",-1
"24127","TBP","LAMTOR5",1
"24128","TBP","LIN28B",1
"24129","TBP","MYH1",1
"24130","ATF4","CTNNB1",1
"24131","DBP","PER2",1
"24132","HLF","PER2",1
"24133","HLF","TNF",1
"24134","TEF","PER2",1
"24135","TEF","TNF",1
"24136","HIF1A","SNAI1",1
"24137","TP53","MINK1",1
"24138","KAT7","PAF1",1
"24139","NR5A2","KISS1",1
"24140","MYOD1","MUSTN1",1
"24141","MYOG","MUSTN1",1
"24142","HSF4","DNASE2B",1
"24143","TBX15","DNASE2B",1
"24144","NR1H4","RARRES2",1
"24145","ESRRB","NR0B1",1
"24146","NR0B1","ESRRB",1
"24147","KLF15","KLF15",1
"24148","KLF15","MT2A",1
"24149","NR3C1","MT2A",1
"24150","SRF","MMP9",1
"24151","XBP1","G6PC1",1
"24152","MYC","GRK4",1
"24153","SPI1","IL6",1
"24154","MZF1","PIK3R3",1
"24155","PITX2","XBP1",1
"24156","MTA3","CGB8",-1
"24157","MTA3","CTSG",1
"24158","MTA3","MTA3",1
"24159","SNAI1","CTSG",1
"24160","SNAI1","MTA3",1
"24161","MTA3","SNAI1",-1
"24162","NR3C1","SP3",1
"24163","DDIT3","PPM1D",1
"24164","SP1","TFB1M",1
"24165","SP1","TFB2M",1
"24166","ESRRA","LDHB",1
"24167","MECOM","CLDN1",1
"24168","RUNX1","CLDN1",1
"24169","CREB1","KCNA5",1
"24170","ATF6","IFRD1",1
"24171","KLF8","CD44",1
"24172","TP53","KRT15",1
"24173","ESR1","KRT15",1
"24174","ESR1","TSPYL5",1
"24175","SP1","EMC7",1
"24176","SP3","EMC7",1
"24177","DNMT1","ABCA1",1
"24178","TP53","B3GNT9",1
"24179","ID3","JUN",1
"24180","MEF2D","MYOG",1
"24181","KAT6A","SMARCA2",1
"24182","KAT6B","SMARCA2",1
"24183","KAT7","SMARCA2",1
"24184","KAT8","SMARCA2",1
"24185","RELA","TRPC6",-1
"24186","NFKB1","TRPC6",1
"24187","SIX1","CCND1",1
"24188","SP1","MICB",1
"24189","SP3","MICB",1
"24190","PAX6","SOST",1
"24191","GLI2","IFITM5",1
"24192","SP1","IFITM5",1
"24193","SP7","IFITM5",1
"24194","LHX8","PKLR",1
"24195","E2F3","IGF2",1
"24196","CREB1","YAP1",1
"24197","ELK1","FUT1",1
"24198","JUN","CD24",1
"24199","ELF1","GHRHR",1
"24200","SPI1","GHRHR",1
"24201","SPI1","TLR2",1
"24202","CEBPG","HMGB1",1
"24203","CEBPB","ATP1B1",1
"24204","TP53","RAP2B",1
"24205","ATF3","GSN",1
"24206","UTF1","CDKN1B",1
"24207","UTF1","UTF1",1
"24208","TCF3","CD8A",1
"24209","TCF3","ID2",1
"24210","ID2","TCF3",1
"24211","TP53","CYP3A4",1
"24212","NR5A2","SF1",1
"24213","MLXIP","MLH1",1
"24214","E2F1","ABCB1",1
"24215","E2F1","CTSV",1
"24216","ZBTB17","LEP",1
"24217","SOX2","CTNNB1",1
"24218","KDM5C","FGFR1",1
"24219","NR1H4","SUMO1",1
"24220","RXRA","ABCB11",1
"24221","RXRA","NR0B2",1
"24222","NR2C2","GSK3A",1
"24223","NFKBIZ","CCL2",1
"24224","NCOA3","NRIP1",1
"24225","CAMTA1","HSP90B2P",1
"24226","CAMTA1","NELFE",1
"24227","CAMTA1","RAB18",1
"24228","RBPJ","RAB18",1
"24229","SRF","PFKFB3",1
"24230","SOX9","ADAM17",1
"24231","VDR","PODXL",1
"24232","IRF1","NCF1C",1
"24233","HIF1A","IL11",1
"24234","MYC","PSMA5",1
"24235","NFYB","ABI3",1
"24236","ETS1","FLT4",1
"24237","ETS1","PDPN",1
"24238","JUND","RASSF10",1
"24239","HOXA13","ALDH1A2",1
"24240","SOX2","KIT",1
"24241","POU5F1","CDKN2A",-1
"24242","SATB1","SHKBP1",1
"24243","AR","IL4",1
"24244","FOXO3","MYOCD",-1
"24245","MYCN","MPO",1
"24246","SPI1","MPO",1
"24247","TAL1","MPO",1
"24248","SOX10","PHOX2B",-1
"24249","TWIST1","PHOX2B",-1
"24250","YY1","CXCL12",1
"24251","ID1","CDH1",-1
"24252","TWIST2","FBLN5",1
"24253","LRRFIP1","ERVW-1",1
"24254","LRRFIP1","IFNB1",1
"24255","LRRFIP1","MYD88",1
"24256","NKX2-5","SLC47A1",1
"24257","USF1","SLC47A1",1
"24258","RELA","FGF10",-1
"24259","SP3","FGF10",-1
"24260","GATA4","CCND1",1
"24261","KLF4","DMP1",1
"24262","KDM2A","CDKN1B",1
"24263","KDM2A","CDKN2B",1
"24264","MBD2","CDKN1B",1
"24265","MBD2","CDKN2B",1
"24266","KDM2A","KDM2B",1
"24267","NR5A1","GDNF",1
"24268","WT1","GDNF",1
"24269","USF2","CFTR",1
"24270","CEBPB","CFTR",1
"24271","PPARG","FAM3A",1
"24272","PPARA","FAM3A",1
"24273","WT1","CORO1B",1
"24274","FOS","AFF2",1
"24275","FOS","SGCA",1
"24276","JUN","AFF2",1
"24277","CEBPB","IL1A",1
"24278","SATB1","MYC",-1
"24279","SATB1","NUMB",-1
"24280","CEBPA","SOAT1",1
"24281","CEBPA","ACAT1",1
"24282","CEBPB","SIRT1",-1
"24283","HES1","AKT1",1
"24284","HES1","PTEN",-1
"24285","CRX","SAMD7",1
"24286","AR","SNW1",1
"24287","SNW1","AR",1
"24288","FOXL2","INHBA",1
"24289","DBP","ARNT",1
"24290","NFIL3","ARNT",1
"24291","CEBPB","UBR2",1
"24292","CEBPG","UBR2",1
"24293","KLF10","FGFR1",-1
"24294","JUN","CPB2",1
"24295","FOXO1","CDKN2A",1
"24296","FOXO1","CDKN1A",1
"24297","TP63","GLS2",1
"24298","CEBPD","TLR4",1
"24299","NFKB1","SDC4",1
"24300","REL","SDC4",1
"24301","RELA","SDC4",1
"24302","AR","AKR1C3",-1
"24303","VDR","SULT2B1",1
"24304","CEBPA","CTSK",1
"24305","GLI1","AKT1",1
"24306","STAT3","NME1",1
"24307","KDM5D","KDM5D",1
"24308","KDM5D","LPIN1",1
"24309","JUN","PLEKHO1",1
"24310","GATA6","CX3CL1",1
"24311","GATA6","NOS3",1
"24312","GATA6","SERPINE1",1
"24313","CASZ1","BRMS1",1
"24314","CASZ1","KISS1",1
"24315","RARB","KISS1",1
"24316","EOMES","KDM6B",1
"24317","EOMES","TBATA",1
"24318","HSF1","RGS2",1
"24319","FOS","MAT2A",1
"24320","CEBPB","SFTPB",1
"24321","HMX1","NTRK1",1
"24322","HMX1","TH",1
"24323","TLX3","NTRK1",1
"24324","TLX3","TH",1
"24325","HIF1A","TIGAR",1
"24326","POU2F1","SLC7A11",-1
"24327","E2F4","KIFBP",-1
"24328","E2F6","KIFBP",-1
"24329","PITX2","MICA",1
"24330","YBX1","NOTCH4",1
"24331","HR","CYP2B6",1
"24332","KLF4","FOXM1",-1
"24333","AR","HCN4",1
"24334","AR","MEF2C",1
"24335","STAT1","REST",1
"24336","REST","STAT1",-1
"24337","KLF4","IVL",1
"24338","SP1","BMI1",1
"24339","ZNF384","ADAMTS4",1
"24340","NEUROD1","MAPK14",1
"24341","XBP1","WNT10B",1
"24342","MYC","HNRNPD",1
"24343","FOXM1","ACP5",1
"24344","STAT3","DIRAS3",1
"24345","NKX2-8","AKIP1",1
"24346","RELA","AKIP1",1
"24347","PPARA","PLIN5",1
"24348","PPARD","PLIN5",1
"24349","TFAP2A","AP3B1",1
"24350","JUN","MMP3",1
"24351","FOS","MMP3",1
"24352","JUNB","MMP3",1
"24353","EOMES","TH",1
"24354","KAT5","CD4",1
"24355","KAT5","TH",1
"24356","EOMES","KAT5",1
"24357","KAT7","TH",1
"24358","KAT5","IFNG",1
"24359","MITF","INS",1
"24360","MITF","SLC2A2",1
"24361","MITF","PAX4",-1
"24362","SREBF1","DGKQ",1
"24363","HES1","NOC3L",-1
"24364","MYC","ATF4",1
"24365","SSRP1","CREBBP",1
"24366","RARA","CSN3",1
"24367","CREB1","CHAC1",1
"24368","PGR","TNFSF11",1
"24369","MYC","ANGPTL4",1
"24370","CTCF","IPO13",1
"24371","VDR","BMP2",1
"24372","PAX6","CDK6",-1
"24373","NRF1","KITLG",1
"24374","NRF1","RNF123",1
"24375","BBX","BBX",1
"24376","BBX","KDM5D",1
"24377","KDM5D","BBX",1
"24378","EZH2","CHD4",1
"24379","EZH2","BRCA1",1
"24380","FOXA1","UCP2",-1
"24381","RUNX3","ACAN",1
"24382","RUNX2","ACAN",1
"24383","NKX2-1","HMGA2",1
"24384","TTF1","HMGA2",1
"24385","TTF1","SREBF2",1
"24386","SRF","EDN1",1
"24387","ESR1","TRIM63",1
"24388","FOXN1","CYP7A1",1
"24389","ESR1","ST8SIA1",1
"24390","ESR1","NFKB1",1
"24391","RELA","ST8SIA1",1
"24392","TLX1","CD44",1
"24393","HNF4A","C3",1
"24394","KMT2A","ATM",1
"24395","KMT2A","SLC25A5",1
"24396","KMT2A","RBBP5",1
"24397","THRB","PLA2G2A",1
"24398","TBX6","DCSTAMP",1
"24399","NFIL3","TNFSF10",1
"24400","NFIL3","GADD45B",1
"24401","PLAGL1","SOCS3",1
"24402","RELA","MED1",1
"24403","GATA4","BMP2",1
"24404","ESRRG","SPP1",1
"24405","KLF3","C1QTNF12",-1
"24406","NR1H3","HSD11B1",-1
"24407","NR1H3","PGRMC1",1
"24408","SMAD7","BMP4",1
"24409","FOXM1","PTGS2",1
"24410","FOXO3","MMP9",1
"24411","FOXA1","TH",1
"24412","FOXA2","TH",1
"24413","JUN","MIR155HG",1
"24414","MYRF","SMARCA4",1
"24415","CREB1","SCD",1
"24416","HEY1","H2BC11",1
"24417","NFKB1","EIF4E",1
"24418","KAT8","BCL2",1
"24419","FOXO6","PPARGC1A",-1
"24420","PTF1A","PRDM13",1
"24421","PRDM13","PTF1A",1
"24422","PRDM13","TLX1",-1
"24423","PRDM13","TLX3",1
"24424","PTF1A","TLX1",1
"24425","PTF1A","TLX3",1
"24426","NONO","OCLN",1
"24427","HIF1A","ITGB3",1
"24428","THRB","ITGB3",1
"24429","MTF1","SLC39A11",1
"24430","PGR","CCT6A",1
"24431","SFPQ","CTBP1",1
"24432","GSC","CDH5",1
"24433","HIF1A","CDH5",1
"24434","KLF4","TGFB1",1
"24435","RFX2","GSK3B",1
"24436","RFX3","GSK3B",1
"24437","SMAD2","POU5F1",1
"24438","SP1","CCL19",1
"24439","TP53","RLIM",-1
"24440","SP1","RLIM",1
"24441","TP53","KIF23",-1
"24442","KCNIP3","KIF23",1
"24443","CREB1","CNTF",1
"24444","USF1","AGTRAP",1
"24445","USF2","AGTRAP",1
"24446","ATF2","MYLK",1
"24447","NPAS4","INS",1
"24448","ESR1","NPAS4",1
"24449","MAFB","FBP1",1
"24450","DLX3","MMP9",1
"24451","ID1","PTGS2",1
"24452","HNF1B","EGF",1
"24453","OLIG2","OLIG1",1
"24454","OLIG1","OLIG2",1
"24455","ZBTB7A","MBD3",1
"24456","NCOR1","MBD3",1
"24457","NCOR2","MBD3",1
"24458","TCF3","FGFR1",1
"24459","TCF3","ME3",1
"24460","TFAP2A","HOXA7",1
"24461","TFAP2A","HOXA9",1
"24462","TFAP2A","MEIS1",1
"24463","MYB","CS",1
"24464","MYB","NPY6R",1
"24465","SOX9","IGFBP4",1
"24466","FOXG1","NCOA3",1
"24467","SP1","NCOA3",1
"24468","JUN","NANOG",1
"24469","WT1","ADAMTS16",1
"24470","NCOR1","BACE1",1
"24471","ATF4","SIRT4",1
"24472","ATF6B","KDR",1
"24473","HNF4A","PC",1
"24474","HHEX","CD81",1
"24475","ZEB1","EPCAM",-1
"24476","SMARCA5","WNT5B",1
"24477","TBX2","WNT5B",1
"24478","NR3C1","IL10",1
"24479","BSX","APP",1
"24480","BSX","MT-ATP6",1
"24481","MTA3","CDH1",1
"24482","HOXA2","PCP4",-1
"24483","SOX9","MYOCD",1
"24484","MYB","IGF1R",1
"24485","NFE2L2","CLDN4",1
"24486","FEZF2","MDM2",-1
"24487","STAT3","WASF3",1
"24488","LEF1","FN1",1
"24489","IRF8","BCL2L1",1
"24490","TFAP2A","TLR2",1
"24491","STAT3","GADD45G",-1
"24492","SP7","PTH",1
"24493","EBF1","GATA3",-1
"24494","ZBTB16","CDKN2B",1
"24495","PPARA","SULT1E1",-1
"24496","SATB1","CCNE1",1
"24497","HSF1","MICA",1
"24498","DNMT1","FOXP3",-1
"24499","POU5F1","CCN2",1
"24500","SOX2","CCN2",1
"24501","TP53","JUP",1
"24502","NFE2L2","THOC1",1
"24503","ATF2","PLD1",1
"24504","AHR","NR5A2",1
"24505","AR","AHR",1
"24506","TCF12","SETD7",1
"24507","NFE2L2","SHC1",1
"24508","SNAI1","PPARG",1
"24509","AHR","JUP",1
"24510","NCOR2","CHEK2",1
"24511","NCOR2","PPM1D",1
"24512","ATF3","GADD45A",1
"24513","NFE2L2","OGG1",1
"24514","DLX4","NLGN1",1
"24515","DLX4","NTRK2",1
"24516","RORA","ITPR1",1
"24517","RORA","NLGN1",1
"24518","RORA","NTRK2",1
"24519","MAF","TAL1",1
"24520","AR","KDM4C",1
"24521","RELA","CBS",1
"24522","HR","MSX2",-1
"24523","STAT3","BST2",1
"24524","NANOG","BMI1",1
"24525","NFE2L2","PIK3R1",1
"24526","ELK3","SERPINE1",-1
"24527","SREBF2","HMGCS1",1
"24528","PPARA","MBL2",1
"24529","MBD2","ACOT13",1
"24530","MBD2","SMO",1
"24531","HNF4A","EPHX1",1
"24532","NR1I3","EPHX1",1
"24533","SFPQ","EPHX1",1
"24534","FOXO6","MYC",1
"24535","DNMT3A","MGMT",1
"24536","MYC","MGMT",-1
"24537","STAT5A","SOCS1",1
"24538","ATF6","ESRRG",1
"24539","ESRRG","ATF6",1
"24540","TET1","HOXA7",1
"24541","TET1","HOXA9",1
"24542","RUNX1","ATP7A",1
"24543","NR4A3","KRT5",1
"24544","EGR2","EGFR",1
"24545","MYC","MMP1",1
"24546","PROX1","RORC",-1
"24547","CXXC1","KLF2",1
"24548","EZH2","KLF2",1
"24549","ESR1","EPHB4",1
"24550","ESR1","EPHA1",1
"24551","HEY2","MYL2",1
"24552","HEY2","MYL7",1
"24553","IRX4","MYL7",1
"24554","NR2F2","MYL4",1
"24555","NR2F2","MYL7",1
"24556","TBX5","MYL2",1
"24557","TBX5","MYL7",1
"24558","SPI1","SLC31A1",1
"24559","TP53","GBP1",1
"24560","STAT6","IL9",1
"24561","TET1","OGT",1
"24562","STAT5A","CALCA",1
"24563","CTBP2","BRCA1",-1
"24564","NR1H3","CYP3A4",1
"24565","NR1H3","NR1I2",1
"24566","KLF4","CIITA",1
"24567","GATA3","CCL27",1
"24568","POU5F1","TERF1",1
"24569","MAFA","GSR",1
"24570","PDX1","GSR",1
"24571","SALL3","SLC25A5",1
"24572","SALL3","SST",1
"24573","ZNF699","SLC25A5",1
"24574","ZNF699","SST",1
"24575","EZH2","CCNE2",1
"24576","GLI1","CCND1",1
"24577","BCL11B","BCL11B",1
