"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"559","Efna1","Ephb6","EFNA1_EPHB6","ENSMUSG00000027954","ENSMUSG00000029869"
"560","Efna2","Epha1","EFNA2_EPHA1","ENSMUSG00000003070","ENSMUSG00000029859"
"561","Efna2","Epha2","EFNA2_EPHA2","ENSMUSG00000003070","ENSMUSG00000006445"
"562","Efna2","Epha3","EFNA2_EPHA3","ENSMUSG00000003070","ENSMUSG00000052504"
"563","Efna2","Epha4","EFNA2_EPHA4","ENSMUSG00000003070","ENSMUSG00000026235"
"564","Efna2","Epha5","EFNA2_EPHA5","ENSMUSG00000003070","ENSMUSG00000029245"
"565","Efna2","Epha6","EFNA2_EPHA6","ENSMUSG00000003070","ENSMUSG00000055540"
"566","Efna2","Epha7","EFNA2_EPHA7","ENSMUSG00000003070","ENSMUSG00000028289"
"567","Efna2","Epha8","EFNA2_EPHA8","ENSMUSG00000003070","ENSMUSG00000028661"
"568","Efna3","Epha1","EFNA3_EPHA1","ENSMUSG00000028039","ENSMUSG00000029859"
"569","Efna3","Epha2","EFNA3_EPHA2","ENSMUSG00000028039","ENSMUSG00000006445"
"570","Efna3","Epha3","EFNA3_EPHA3","ENSMUSG00000028039","ENSMUSG00000052504"
"571","Efna3","Epha4","EFNA3_EPHA4","ENSMUSG00000028039","ENSMUSG00000026235"
"572","Efna3","Epha5","EFNA3_EPHA5","ENSMUSG00000028039","ENSMUSG00000029245"
"573","Efna3","Epha6","EFNA3_EPHA6","ENSMUSG00000028039","ENSMUSG00000055540"
"574","Efna3","Epha7","EFNA3_EPHA7","ENSMUSG00000028039","ENSMUSG00000028289"
"575","Efna3","Epha8","EFNA3_EPHA8","ENSMUSG00000028039","ENSMUSG00000028661"
"576","Efna3","Ephb1","EFNA3_EPHB1","ENSMUSG00000028039","ENSMUSG00000032537"
"577","Efna3","Ephb6","EFNA3_EPHB6","ENSMUSG00000028039","ENSMUSG00000029869"
"578","Efna4","Epha1","EFNA4_EPHA1","ENSMUSG00000028040","ENSMUSG00000029859"
"579","Efna4","Epha2","EFNA4_EPHA2","ENSMUSG00000028040","ENSMUSG00000006445"
"580","Efna4","Epha3","EFNA4_EPHA3","ENSMUSG00000028040","ENSMUSG00000052504"
"581","Efna4","Epha4","EFNA4_EPHA4","ENSMUSG00000028040","ENSMUSG00000026235"
"582","Efna4","Epha5","EFNA4_EPHA5","ENSMUSG00000028040","ENSMUSG00000029245"
"583","Efna4","Epha6","EFNA4_EPHA6","ENSMUSG00000028040","ENSMUSG00000055540"
"584","Efna4","Epha7","EFNA4_EPHA7","ENSMUSG00000028040","ENSMUSG00000028289"
"585","Efna4","Epha8","EFNA4_EPHA8","ENSMUSG00000028040","ENSMUSG00000028661"
"586","Efna5","Epha1","EFNA5_EPHA1","ENSMUSG00000048915","ENSMUSG00000029859"
"587","Efna5","Epha2","EFNA5_EPHA2","ENSMUSG00000048915","ENSMUSG00000006445"
"588","Efna5","Epha3","EFNA5_EPHA3","ENSMUSG00000048915","ENSMUSG00000052504"
"589","Efna5","Epha4","EFNA5_EPHA4","ENSMUSG00000048915","ENSMUSG00000026235"
"590","Efna5","Epha5","EFNA5_EPHA5","ENSMUSG00000048915","ENSMUSG00000029245"
"591","Efna5","Epha6","EFNA5_EPHA6","ENSMUSG00000048915","ENSMUSG00000055540"
"592","Efna5","Epha7","EFNA5_EPHA7","ENSMUSG00000048915","ENSMUSG00000028289"
"593","Efna5","Epha8","EFNA5_EPHA8","ENSMUSG00000048915","ENSMUSG00000028661"
"594","Efna5","Ephb1","EFNA5_EPHB1","ENSMUSG00000048915","ENSMUSG00000032537"
"595","Efna5","Ephb2","EFNA5_EPHB2","ENSMUSG00000048915","ENSMUSG00000028664"
"596","Efna5","Ephb6","EFNA5_EPHB6","ENSMUSG00000048915","ENSMUSG00000029869"
"597","Efnb1","Epha4","EFNB1_EPHA4","ENSMUSG00000031217","ENSMUSG00000026235"
"598","Efnb1","Epha6","EFNB1_EPHA6","ENSMUSG00000031217","ENSMUSG00000055540"
"599","Efnb1","Ephb1","EFNB1_EPHB1","ENSMUSG00000031217","ENSMUSG00000032537"
"600","Efnb1","Ephb2","EFNB1_EPHB2","ENSMUSG00000031217","ENSMUSG00000028664"
"601","Efnb1","Ephb3","EFNB1_EPHB3","ENSMUSG00000031217","ENSMUSG00000005958"
"602","Efnb1","Ephb4","EFNB1_EPHB4","ENSMUSG00000031217","ENSMUSG00000029710"
"603","Efnb1","Ephb6","EFNB1_EPHB6","ENSMUSG00000031217","ENSMUSG00000029869"
"604","Efnb1","Erbb2","EFNB1_ERBB2","ENSMUSG00000031217","ENSMUSG00000062312"
"605","Efnb2","Epha3","EFNB2_EPHA3","ENSMUSG00000001300","ENSMUSG00000052504"
"606","Efnb2","Epha4","EFNB2_EPHA4","ENSMUSG00000001300","ENSMUSG00000026235"
"607","Efnb2","Epha6","EFNB2_EPHA6","ENSMUSG00000001300","ENSMUSG00000055540"
"608","Efnb2","Ephb1","EFNB2_EPHB1","ENSMUSG00000001300","ENSMUSG00000032537"
"609","Efnb2","Ephb2","EFNB2_EPHB2","ENSMUSG00000001300","ENSMUSG00000028664"
"610","Efnb2","Ephb3","EFNB2_EPHB3","ENSMUSG00000001300","ENSMUSG00000005958"
"611","Efnb2","Ephb4","EFNB2_EPHB4","ENSMUSG00000001300","ENSMUSG00000029710"
"612","Efnb2","Ephb6","EFNB2_EPHB6","ENSMUSG00000001300","ENSMUSG00000029869"
"613","Efnb2","Grm1","EFNB2_GRM1","ENSMUSG00000001300","ENSMUSG00000019828"
"614","Efnb2","Grm5","EFNB2_GRM5","ENSMUSG00000001300","ENSMUSG00000049583"
"615","Efnb2","Pecam1","EFNB2_PECAM1","ENSMUSG00000001300","ENSMUSG00000020717"
"616","Efnb2","Rhbdl2","EFNB2_RHBDL2","ENSMUSG00000001300","ENSMUSG00000043333"
"617","Efnb3","Epha4","EFNB3_EPHA4","ENSMUSG00000003934","ENSMUSG00000026235"
"618","Efnb3","Ephb1","EFNB3_EPHB1","ENSMUSG00000003934","ENSMUSG00000032537"
"619","Efnb3","Ephb2","EFNB3_EPHB2","ENSMUSG00000003934","ENSMUSG00000028664"
"620","Efnb3","Ephb3","EFNB3_EPHB3","ENSMUSG00000003934","ENSMUSG00000005958"
"621","Efnb3","Ephb4","EFNB3_EPHB4","ENSMUSG00000003934","ENSMUSG00000029710"
"622","Efnb3","Ephb6","EFNB3_EPHB6","ENSMUSG00000003934","ENSMUSG00000029869"
"623","Efnb3","Rhbdl2","EFNB3_RHBDL2","ENSMUSG00000003934","ENSMUSG00000043333"
"624","Egf","Cav1","EGF_CAV1","ENSMUSG00000028017","ENSMUSG00000007655"
"625","Egf","Egfr","EGF_EGFR","ENSMUSG00000028017","ENSMUSG00000020122"
"626","Egf","Erbb2","EGF_ERBB2","ENSMUSG00000028017","ENSMUSG00000062312"
"627","Egf","Erbb3","EGF_ERBB3","ENSMUSG00000028017","ENSMUSG00000018166"
"628","Egf","Erbb4","EGF_ERBB4","ENSMUSG00000028017","ENSMUSG00000062209"
"629","Egf","Fshr","EGF_FSHR","ENSMUSG00000028017","ENSMUSG00000032937"
"630","Epgn","Egfr","EPGN_EGFR","ENSMUSG00000035020","ENSMUSG00000020122"
"631","Epo","Epor","EPO_EPOR","ENSMUSG00000029711","ENSMUSG00000006235"
"632","Ereg","Egfr","EREG_EGFR","ENSMUSG00000029377","ENSMUSG00000020122"
"633","Ereg","Erbb2","EREG_ERBB2","ENSMUSG00000029377","ENSMUSG00000062312"
"634","Ereg","Erbb3","EREG_ERBB3","ENSMUSG00000029377","ENSMUSG00000018166"
"635","Ereg","Erbb4","EREG_ERBB4","ENSMUSG00000029377","ENSMUSG00000062209"
"636","F10","F3","F10_F3","ENSMUSG00000031444","ENSMUSG00000028128"
"637","F10","Itgam","F10_ITGAM","ENSMUSG00000031444","ENSMUSG00000030786"
"638","F10","Itgb2","F10_ITGB2","ENSMUSG00000031444","ENSMUSG00000000290"
"639","F11","Gp1ba","F11_GP1BA","ENSMUSG00000031645","ENSMUSG00000050675"
"640","F12","Cd93","F12_CD93","ENSMUSG00000021492","ENSMUSG00000027435"
"641","F12","Gp1ba","F12_GP1BA","ENSMUSG00000021492","ENSMUSG00000050675"
"642","F13a1","Itga4","F13A1_ITGA4","ENSMUSG00000039109","ENSMUSG00000027009"
"643","F13a1","Itga9","F13A1_ITGA9","ENSMUSG00000039109","ENSMUSG00000039115"
"644","F13a1","Itgb1","F13A1_ITGB1","ENSMUSG00000039109","ENSMUSG00000025809"
"645","F2","F2r","F2_F2R","ENSMUSG00000027249","ENSMUSG00000048376"
"646","F2","F2rl1","F2_F2RL1","ENSMUSG00000027249","ENSMUSG00000021678"
"647","F2","F2rl2","F2_F2RL2","ENSMUSG00000027249","ENSMUSG00000021675"
"648","F2","F2rl3","F2_F2RL3","ENSMUSG00000027249","ENSMUSG00000050147"
"649","F2","Gp1ba","F2_GP1BA","ENSMUSG00000027249","ENSMUSG00000050675"
"650","F2","Gp1bb","F2_GP1BB","ENSMUSG00000027249","ENSMUSG00000050761"
"651","F2","Gp9","F2_GP9","ENSMUSG00000027249","ENSMUSG00000030054"
"652","F2","Itga2b","F2_ITGA2B","ENSMUSG00000027249","ENSMUSG00000034664"
"653","F2","Thbd","F2_THBD","ENSMUSG00000027249","ENSMUSG00000074743"
"654","F7","F3","F7_F3","ENSMUSG00000031443","ENSMUSG00000028128"
"655","F8","Asgr2","F8_ASGR2","ENSMUSG00000031196","ENSMUSG00000040963"
"656","F8","Ldlr","F8_LDLR","ENSMUSG00000031196","ENSMUSG00000032193"
"657","F8","Lrp1","F8_LRP1","ENSMUSG00000031196","ENSMUSG00000040249"
"658","F9","Lrp1","F9_LRP1","ENSMUSG00000031138","ENSMUSG00000040249"
"659","Farp2","Plxna1","FARP2_PLXNA1","ENSMUSG00000034066","ENSMUSG00000030084"
"660","Farp2","Plxna2","FARP2_PLXNA2","ENSMUSG00000034066","ENSMUSG00000026640"
"661","Farp2","Plxna3","FARP2_PLXNA3","ENSMUSG00000034066","ENSMUSG00000031398"
"662","Farp2","Plxna4","FARP2_PLXNA4","ENSMUSG00000034066","ENSMUSG00000029765"
"663","Fasl","Fas","FASLG_FAS","ENSMUSG00000000817","ENSMUSG00000024778"
"664","Fasl","Tnfrsf1a","FASLG_TNFRSF1A","ENSMUSG00000000817","ENSMUSG00000030341"
"665","Fat4","Dchs1","FAT4_DCHS1","ENSMUSG00000046743","ENSMUSG00000036862"
"666","Fbln1","Itgb1","FBLN1_ITGB1","ENSMUSG00000006369","ENSMUSG00000025809"
"667","Fbln2","Itgb3","FBLN2_ITGB3","ENSMUSG00000064080","ENSMUSG00000020689"
"668","Fbn1","Itga5","FBN1_ITGA5","ENSMUSG00000027204","ENSMUSG00000000555"
"669","Fbn1","Itgav","FBN1_ITGAV","ENSMUSG00000027204","ENSMUSG00000027087"
"670","Fbn1","Itgb1","FBN1_ITGB1","ENSMUSG00000027204","ENSMUSG00000025809"
"671","Fbn1","Itgb3","FBN1_ITGB3","ENSMUSG00000027204","ENSMUSG00000020689"
"672","Fbn1","Itgb6","FBN1_ITGB6","ENSMUSG00000027204","ENSMUSG00000026971"
"673","Fcnb","Lrp1","FCN2_LRP1","ENSMUSG00000026835","ENSMUSG00000040249"
"674","Fga","Cdh5","FGA_CDH5","ENSMUSG00000028001","ENSMUSG00000031871"
"675","Fga","Itga2b","FGA_ITGA2B","ENSMUSG00000028001","ENSMUSG00000034664"
"676","Fga","Itga5","FGA_ITGA5","ENSMUSG00000028001","ENSMUSG00000000555"
"677","Fga","Itgam","FGA_ITGAM","ENSMUSG00000028001","ENSMUSG00000030786"
"678","Fga","Itgav","FGA_ITGAV","ENSMUSG00000028001","ENSMUSG00000027087"
"679","Fga","Itgb1","FGA_ITGB1","ENSMUSG00000028001","ENSMUSG00000025809"
"680","Fga","Itgb2","FGA_ITGB2","ENSMUSG00000028001","ENSMUSG00000000290"
"681","Fga","Itgb3","FGA_ITGB3","ENSMUSG00000028001","ENSMUSG00000020689"
"682","Fga","Plaur","FGA_PLAUR","ENSMUSG00000028001","ENSMUSG00000046223"
"683","Fgb","Itga2b","FGB_ITGA2B","ENSMUSG00000033831","ENSMUSG00000034664"
"684","Fgb","Itga5","FGB_ITGA5","ENSMUSG00000033831","ENSMUSG00000000555"
"685","Fgb","Itgam","FGB_ITGAM","ENSMUSG00000033831","ENSMUSG00000030786"
"686","Fgb","Itgav","FGB_ITGAV","ENSMUSG00000033831","ENSMUSG00000027087"
"687","Fgb","Itgb1","FGB_ITGB1","ENSMUSG00000033831","ENSMUSG00000025809"
"688","Fgb","Itgb2","FGB_ITGB2","ENSMUSG00000033831","ENSMUSG00000000290"
"689","Fgf1","Cd44","FGF1_CD44","ENSMUSG00000036585","ENSMUSG00000005087"
"690","Fgf1","Egfr","FGF1_EGFR","ENSMUSG00000036585","ENSMUSG00000020122"
"691","Fgf1","Fgfr1","FGF1_FGFR1","ENSMUSG00000036585","ENSMUSG00000031565"
"692","Fgf1","Fgfr2","FGF1_FGFR2","ENSMUSG00000036585","ENSMUSG00000030849"
"693","Fgf1","Fgfr3","FGF1_FGFR3","ENSMUSG00000036585","ENSMUSG00000054252"
"694","Fgf1","Fgfr4","FGF1_FGFR4","ENSMUSG00000036585","ENSMUSG00000005320"
"695","Fgf1","Fgfrl1","FGF1_FGFRL1","ENSMUSG00000036585","ENSMUSG00000008090"
"696","Fgf1","Nrp1","FGF1_NRP1","ENSMUSG00000036585","ENSMUSG00000025810"
"697","Fgf10","Fgfr1","FGF10_FGFR1","ENSMUSG00000021732","ENSMUSG00000031565"
"698","Fgf10","Fgfr2","FGF10_FGFR2","ENSMUSG00000021732","ENSMUSG00000030849"
"699","Fgf10","Fgfr3","FGF10_FGFR3","ENSMUSG00000021732","ENSMUSG00000054252"
"700","Fgf10","Fgfr4","FGF10_FGFR4","ENSMUSG00000021732","ENSMUSG00000005320"
"701","Fgf11","Fgfr1","FGF11_FGFR1","ENSMUSG00000042826","ENSMUSG00000031565"
"702","Fgf11","Fgfr2","FGF11_FGFR2","ENSMUSG00000042826","ENSMUSG00000030849"
"703","Fgf11","Fgfr3","FGF11_FGFR3","ENSMUSG00000042826","ENSMUSG00000054252"
"704","Fgf11","Fgfr4","FGF11_FGFR4","ENSMUSG00000042826","ENSMUSG00000005320"
"705","Fgf12","Fgfr1","FGF12_FGFR1","ENSMUSG00000022523","ENSMUSG00000031565"
"706","Fgf12","Fgfr2","FGF12_FGFR2","ENSMUSG00000022523","ENSMUSG00000030849"
"707","Fgf12","Fgfr3","FGF12_FGFR3","ENSMUSG00000022523","ENSMUSG00000054252"
"708","Fgf12","Fgfr4","FGF12_FGFR4","ENSMUSG00000022523","ENSMUSG00000005320"
"709","Fgf13","Egfr","FGF13_EGFR","ENSMUSG00000031137","ENSMUSG00000020122"
"710","Fgf13","Fgfr1","FGF13_FGFR1","ENSMUSG00000031137","ENSMUSG00000031565"
"711","Fgf13","Fgfr2","FGF13_FGFR2","ENSMUSG00000031137","ENSMUSG00000030849"
"712","Fgf13","Fgfr3","FGF13_FGFR3","ENSMUSG00000031137","ENSMUSG00000054252"
"713","Fgf13","Fgfr4","FGF13_FGFR4","ENSMUSG00000031137","ENSMUSG00000005320"
"714","Fgf13","Scn5a","FGF13_SCN5A","ENSMUSG00000031137","ENSMUSG00000032511"
"715","Fgf13","Scn8a","FGF13_SCN8A","ENSMUSG00000031137","ENSMUSG00000023033"
"716","Fgf14","Fgfr1","FGF14_FGFR1","ENSMUSG00000025551","ENSMUSG00000031565"
"717","Fgf14","Fgfr2","FGF14_FGFR2","ENSMUSG00000025551","ENSMUSG00000030849"
"718","Fgf14","Fgfr3","FGF14_FGFR3","ENSMUSG00000025551","ENSMUSG00000054252"
"719","Fgf14","Fgfr4","FGF14_FGFR4","ENSMUSG00000025551","ENSMUSG00000005320"
"720","Fgf16","Fgfr1","FGF16_FGFR1","ENSMUSG00000031230","ENSMUSG00000031565"
"721","Fgf16","Fgfr2","FGF16_FGFR2","ENSMUSG00000031230","ENSMUSG00000030849"
"722","Fgf16","Fgfr3","FGF16_FGFR3","ENSMUSG00000031230","ENSMUSG00000054252"
"723","Fgf16","Fgfr4","FGF16_FGFR4","ENSMUSG00000031230","ENSMUSG00000005320"
"724","Fgf17","Fgfr1","FGF17_FGFR1","ENSMUSG00000022101","ENSMUSG00000031565"
"725","Fgf17","Fgfr2","FGF17_FGFR2","ENSMUSG00000022101","ENSMUSG00000030849"
"726","Fgf17","Fgfr3","FGF17_FGFR3","ENSMUSG00000022101","ENSMUSG00000054252"
"727","Fgf17","Fgfr4","FGF17_FGFR4","ENSMUSG00000022101","ENSMUSG00000005320"
"728","Fgf18","Fgfr1","FGF18_FGFR1","ENSMUSG00000057967","ENSMUSG00000031565"
"729","Fgf18","Fgfr2","FGF18_FGFR2","ENSMUSG00000057967","ENSMUSG00000030849"
"730","Fgf18","Fgfr3","FGF18_FGFR3","ENSMUSG00000057967","ENSMUSG00000054252"
"731","Fgf18","Fgfr4","FGF18_FGFR4","ENSMUSG00000057967","ENSMUSG00000005320"
"732","Fgf15","Fgfr1","FGF19_FGFR1","ENSMUSG00000031073","ENSMUSG00000031565"
"733","Fgf15","Fgfr2","FGF19_FGFR2","ENSMUSG00000031073","ENSMUSG00000030849"
"734","Fgf15","Fgfr3","FGF19_FGFR3","ENSMUSG00000031073","ENSMUSG00000054252"
"735","Fgf15","Fgfr4","FGF19_FGFR4","ENSMUSG00000031073","ENSMUSG00000005320"
"736","Fgf15","Klb","FGF19_KLB","ENSMUSG00000031073","ENSMUSG00000029195"
"737","Fgf2","Cd44","FGF2_CD44","ENSMUSG00000037225","ENSMUSG00000005087"
"738","Fgf2","Fgfr1","FGF2_FGFR1","ENSMUSG00000037225","ENSMUSG00000031565"
"739","Fgf2","Fgfr2","FGF2_FGFR2","ENSMUSG00000037225","ENSMUSG00000030849"
"740","Fgf2","Fgfr3","FGF2_FGFR3","ENSMUSG00000037225","ENSMUSG00000054252"
"741","Fgf2","Fgfr4","FGF2_FGFR4","ENSMUSG00000037225","ENSMUSG00000005320"
"742","Fgf2","Fgfrl1","FGF2_FGFRL1","ENSMUSG00000037225","ENSMUSG00000008090"
"743","Fgf2","Gpc4","FGF2_GPC4","ENSMUSG00000037225","ENSMUSG00000031119"
"744","Fgf2","Nrp1","FGF2_NRP1","ENSMUSG00000037225","ENSMUSG00000025810"
"745","Fgf2","Sdc1","FGF2_SDC1","ENSMUSG00000037225","ENSMUSG00000020592"
"746","Fgf2","Sdc2","FGF2_SDC2","ENSMUSG00000037225","ENSMUSG00000022261"
"747","Fgf2","Sdc3","FGF2_SDC3","ENSMUSG00000037225","ENSMUSG00000025743"
"748","Fgf2","Sdc4","FGF2_SDC4","ENSMUSG00000037225","ENSMUSG00000017009"
"749","Fgf20","Fgfr4","FGF20_FGFR4","ENSMUSG00000031603","ENSMUSG00000005320"
"750","Fgf21","Fgfr2","FGF21_FGFR2","ENSMUSG00000030827","ENSMUSG00000030849"
"751","Fgf21","Fgfr4","FGF21_FGFR4","ENSMUSG00000030827","ENSMUSG00000005320"
"752","Fgf22","Fgfr2","FGF22_FGFR2","ENSMUSG00000020327","ENSMUSG00000030849"
"753","Fgf23","Fgfr1","FGF23_FGFR1","ENSMUSG00000000182","ENSMUSG00000031565"
"754","Fgf23","Fgfr2","FGF23_FGFR2","ENSMUSG00000000182","ENSMUSG00000030849"
"755","Fgf23","Fgfr3","FGF23_FGFR3","ENSMUSG00000000182","ENSMUSG00000054252"
"756","Fgf23","Fgfr4","FGF23_FGFR4","ENSMUSG00000000182","ENSMUSG00000005320"
"757","Fgf23","Phex","FGF23_PHEX","ENSMUSG00000000182","ENSMUSG00000057457"
"758","Fgf3","Fgfr1","FGF3_FGFR1","ENSMUSG00000031074","ENSMUSG00000031565"
"759","Fgf3","Fgfr2","FGF3_FGFR2","ENSMUSG00000031074","ENSMUSG00000030849"
"760","Fgf3","Fgfr3","FGF3_FGFR3","ENSMUSG00000031074","ENSMUSG00000054252"
"761","Fgf3","Fgfr4","FGF3_FGFR4","ENSMUSG00000031074","ENSMUSG00000005320"
"762","Fgf4","Fgfr1","FGF4_FGFR1","ENSMUSG00000050917","ENSMUSG00000031565"
"763","Fgf4","Fgfr2","FGF4_FGFR2","ENSMUSG00000050917","ENSMUSG00000030849"
"764","Fgf4","Fgfr3","FGF4_FGFR3","ENSMUSG00000050917","ENSMUSG00000054252"
"765","Fgf4","Fgfr4","FGF4_FGFR4","ENSMUSG00000050917","ENSMUSG00000005320"
"766","Fgf4","Nrp1","FGF4_NRP1","ENSMUSG00000050917","ENSMUSG00000025810"
"767","Fgf5","Fgfr1","FGF5_FGFR1","ENSMUSG00000029337","ENSMUSG00000031565"
"768","Fgf5","Fgfr2","FGF5_FGFR2","ENSMUSG00000029337","ENSMUSG00000030849"
"769","Fgf5","Fgfr3","FGF5_FGFR3","ENSMUSG00000029337","ENSMUSG00000054252"
"770","Fgf5","Fgfr4","FGF5_FGFR4","ENSMUSG00000029337","ENSMUSG00000005320"
"771","Fgf6","Fgfr1","FGF6_FGFR1","ENSMUSG00000000183","ENSMUSG00000031565"
"772","Fgf6","Fgfr2","FGF6_FGFR2","ENSMUSG00000000183","ENSMUSG00000030849"
"773","Fgf6","Fgfr3","FGF6_FGFR3","ENSMUSG00000000183","ENSMUSG00000054252"
"774","Fgf6","Fgfr4","FGF6_FGFR4","ENSMUSG00000000183","ENSMUSG00000005320"
"775","Fgf6","Sdc4","FGF6_SDC4","ENSMUSG00000000183","ENSMUSG00000017009"
"776","Fgf7","Fgfr1","FGF7_FGFR1","ENSMUSG00000027208","ENSMUSG00000031565"
"777","Fgf7","Fgfr2","FGF7_FGFR2","ENSMUSG00000027208","ENSMUSG00000030849"
"778","Fgf7","Fgfr3","FGF7_FGFR3","ENSMUSG00000027208","ENSMUSG00000054252"
"779","Fgf7","Fgfr4","FGF7_FGFR4","ENSMUSG00000027208","ENSMUSG00000005320"
"780","Fgf7","Nrp1","FGF7_NRP1","ENSMUSG00000027208","ENSMUSG00000025810"
"781","Fgf8","Fgfr1","FGF8_FGFR1","ENSMUSG00000025219","ENSMUSG00000031565"
"782","Fgf8","Fgfr2","FGF8_FGFR2","ENSMUSG00000025219","ENSMUSG00000030849"
"783","Fgf8","Fgfr3","FGF8_FGFR3","ENSMUSG00000025219","ENSMUSG00000054252"
"784","Fgf8","Fgfr4","FGF8_FGFR4","ENSMUSG00000025219","ENSMUSG00000005320"
"785","Fgf9","Fgfr1","FGF9_FGFR1","ENSMUSG00000021974","ENSMUSG00000031565"
"786","Fgf9","Fgfr2","FGF9_FGFR2","ENSMUSG00000021974","ENSMUSG00000030849"
"787","Fgf9","Fgfr3","FGF9_FGFR3","ENSMUSG00000021974","ENSMUSG00000054252"
"788","Fgf9","Fgfr4","FGF9_FGFR4","ENSMUSG00000021974","ENSMUSG00000005320"
"789","Fgg","Itga2b","FGG_ITGA2B","ENSMUSG00000033860","ENSMUSG00000034664"
"790","Fgg","Itga5","FGG_ITGA5","ENSMUSG00000033860","ENSMUSG00000000555"
"791","Fgg","Itgav","FGG_ITGAV","ENSMUSG00000033860","ENSMUSG00000027087"
"792","Fgg","Itgb1","FGG_ITGB1","ENSMUSG00000033860","ENSMUSG00000025809"
"793","Fgg","Itgb2","FGG_ITGB2","ENSMUSG00000033860","ENSMUSG00000000290"
"794","Fgl1","Egfr","FGL1_EGFR","ENSMUSG00000031594","ENSMUSG00000020122"
"795","Flt3l","Flt3","FLT3LG_FLT3","ENSMUSG00000089989","ENSMUSG00000042817"
"796","Fn1","C5ar1","FN1_C5AR1","ENSMUSG00000026193","ENSMUSG00000049130"
"797","Fn1","Cd44","FN1_CD44","ENSMUSG00000026193","ENSMUSG00000005087"
"798","Fn1","Cd79a","FN1_CD79A","ENSMUSG00000026193","ENSMUSG00000003379"
"799","Fn1","Col13a1","FN1_COL13A1","ENSMUSG00000026193","ENSMUSG00000058806"
"800","Fn1","Flt4","FN1_FLT4","ENSMUSG00000026193","ENSMUSG00000020357"
"801","Fn1","Il17rc","FN1_IL17RC","ENSMUSG00000026193","ENSMUSG00000030281"
"802","Fn1","Itga2","FN1_ITGA2","ENSMUSG00000026193","ENSMUSG00000015533"
"803","Fn1","Itga2b","FN1_ITGA2B","ENSMUSG00000026193","ENSMUSG00000034664"
"804","Fn1","Itga3","FN1_ITGA3","ENSMUSG00000026193","ENSMUSG00000001507"
"805","Fn1","Itga4","FN1_ITGA4","ENSMUSG00000026193","ENSMUSG00000027009"
"806","Fn1","Itga5","FN1_ITGA5","ENSMUSG00000026193","ENSMUSG00000000555"
"807","Fn1","Itga6","FN1_ITGA6","ENSMUSG00000026193","ENSMUSG00000027111"
"808","Fn1","Itga8","FN1_ITGA8","ENSMUSG00000026193","ENSMUSG00000026768"
"809","Fn1","Itga9","FN1_ITGA9","ENSMUSG00000026193","ENSMUSG00000039115"
"810","Fn1","Itgav","FN1_ITGAV","ENSMUSG00000026193","ENSMUSG00000027087"
"811","Fn1","Itgb1","FN1_ITGB1","ENSMUSG00000026193","ENSMUSG00000025809"
"812","Fn1","Itgb3","FN1_ITGB3","ENSMUSG00000026193","ENSMUSG00000020689"
"813","Fn1","Itgb6","FN1_ITGB6","ENSMUSG00000026193","ENSMUSG00000026971"
"814","Fn1","Itgb7","FN1_ITGB7","ENSMUSG00000026193","ENSMUSG00000001281"
"815","Fn1","Itgb8","FN1_ITGB8","ENSMUSG00000026193","ENSMUSG00000025321"
"816","Fn1","Mag","FN1_MAG","ENSMUSG00000026193","ENSMUSG00000036634"
"817","Fn1","Nt5e","FN1_NT5E","ENSMUSG00000026193","ENSMUSG00000032420"
"818","Fn1","Plaur","FN1_PLAUR","ENSMUSG00000026193","ENSMUSG00000046223"
"819","Fn1","Robo4","FN1_ROBO4","ENSMUSG00000026193","ENSMUSG00000032125"
"820","Fn1","Sdc2","FN1_SDC2","ENSMUSG00000026193","ENSMUSG00000022261"
"821","Fn1","Tmprss6","FN1_TMPRSS6","ENSMUSG00000026193","ENSMUSG00000016942"
"822","Fn1","Tnfrsf11b","FN1_TNFRSF11B","ENSMUSG00000026193","ENSMUSG00000063727"
"823","Fn1","Tshr","FN1_TSHR","ENSMUSG00000026193","ENSMUSG00000020963"
"824","Fshb","Fshr","FSHB_FSHR","ENSMUSG00000027120","ENSMUSG00000032937"
"825","Fst","Bmpr1b","FST_BMPR1B","ENSMUSG00000021765","ENSMUSG00000052430"
"826","Fst","Bmpr2","FST_BMPR2","ENSMUSG00000021765","ENSMUSG00000067336"
"827","Fst","Hfe2","FST_HFE2","ENSMUSG00000021765","ENSMUSG00000038403"
"828","Gal","Galr1","GAL_GALR1","ENSMUSG00000024907","ENSMUSG00000024553"
"829","Gal","Galr2","GAL_GALR2","ENSMUSG00000024907","ENSMUSG00000020793"
"830","Gal","Gpr151","GAL_GPR151","ENSMUSG00000024907","ENSMUSG00000042816"
"831","Galp","Galr1","GALP_GALR1","ENSMUSG00000034660","ENSMUSG00000024553"
"832","Galp","Galr2","GALP_GALR2","ENSMUSG00000034660","ENSMUSG00000020793"
"833","Gas6","Axl","GAS6_AXL","ENSMUSG00000031451","ENSMUSG00000002602"
"834","Gas6","Mertk","GAS6_MERTK","ENSMUSG00000031451","ENSMUSG00000014361"
"835","Gas6","Tyro3","GAS6_TYRO3","ENSMUSG00000031451","ENSMUSG00000027298"
"836","Gast","Cckbr","GAST_CCKBR","ENSMUSG00000017165","ENSMUSG00000030898"
"837","Gcg","Gcgr","GCG_GCGR","ENSMUSG00000000394","ENSMUSG00000025127"
