"","receptor","tf"
"1","Kmt2a","Prdm16"
"2","Kmt2d","Prdm16"
"3","Setd2","Prdm16"
"4","Prdm2","Prdm16"
"5","Smyd2","Prdm16"
"6","Suv39h1","Prdm16"
"7","Nt5e","Sirt1"
"8","Nt5e","Sirt5"
"9","Nt5e","Sirt2"
"10","Dhfr","Pcbd1"
"11","Dhfr","Pcbd2"
"12","Alox5","Sirt1"
"13","Alox5","Dnmt1"
"14","Alox5","Dnmt3a"
"15","Alox5","Dnmt3b"
"16","Alox5","Sirt5"
"17","Alox5","Pcbd1"
"18","Alox5","Pcbd2"
"19","Alox5","Sirt2"
"20","Pld2","Sirt1"
"21","Pld2","Dnmt1"
"22","Pld2","Dnmt3a"
"23","Pld2","Dnmt3b"
"24","Pld2","Sirt5"
"25","Pld2","Pcbd1"
"26","Pld2","Pcbd2"
"27","Pld2","Sirt2"
"28","Adcy8","Sirt1"
"29","Adcy8","Dnmt1"
"30","Adcy8","Dnmt3a"
"31","Adcy8","Dnmt3b"
"32","Adcy8","Sirt5"
"33","Adcy8","Pcbd1"
"34","Adcy8","Pcbd2"
"35","Adcy8","Sirt2"
"36","Pde1a","Sirt1"
"37","Pde1a","Dnmt1"
"38","Pde1a","Dnmt3a"
"39","Pde1a","Dnmt3b"
"40","Pde1a","Sirt5"
"41","Pde1a","Pcbd1"
"42","Pde1a","Pcbd2"
"43","Pde1a","Sirt2"
"44","Pde1b","Sirt1"
"45","Pde1b","Dnmt1"
"46","Pde1b","Dnmt3a"
"47","Pde1b","Dnmt3b"
"48","Pde1b","Sirt5"
"49","Pde1b","Pcbd1"
"50","Pde1b","Pcbd2"
"51","Pde1b","Sirt2"
"52","Pde1c","Sirt1"
"53","Pde1c","Dnmt1"
"54","Pde1c","Dnmt3a"
"55","Pde1c","Dnmt3b"
"56","Pde1c","Sirt5"
"57","Pde1c","Pcbd1"
"58","Pde1c","Pcbd2"
"59","Pde1c","Sirt2"
"60","Nt5e","Dnmt1"
"61","Nt5e","Dnmt3a"
"62","Nt5e","Dnmt3b"
"63","Nt5e","Pcbd1"
"64","Nt5e","Pcbd2"
"65","Adcy1","Sirt1"
"66","Adcy1","Dnmt1"
"67","Adcy1","Dnmt3a"
"68","Adcy1","Dnmt3b"
"69","Adcy1","Sirt5"
"70","Adcy1","Pcbd1"
"71","Adcy1","Pcbd2"
"72","Adcy1","Sirt2"
"73","Adcy7","Sirt1"
"74","Adcy7","Dnmt1"
"75","Adcy7","Dnmt3a"
"76","Adcy7","Dnmt3b"
"77","Adcy7","Sirt5"
"78","Adcy7","Pcbd1"
"79","Adcy7","Pcbd2"
"80","Adcy7","Sirt2"
"81","Adcy9","Sirt1"
"82","Adcy9","Dnmt1"
"83","Adcy9","Dnmt3a"
"84","Adcy9","Dnmt3b"
"85","Adcy9","Sirt5"
"86","Adcy9","Pcbd1"
"87","Adcy9","Pcbd2"
"88","Adcy9","Sirt2"
"89","Gucy2c","Sirt1"
"90","Gucy2c","Dnmt1"
"91","Gucy2c","Dnmt3a"
"92","Gucy2c","Dnmt3b"
"93","Gucy2c","Sirt5"
"94","Gucy2c","Pcbd1"
"95","Gucy2c","Pcbd2"
"96","Gucy2c","Sirt2"
"97","Gucy2d","Sirt1"
"98","Gucy2d","Dnmt1"
"99","Gucy2d","Dnmt3a"
"100","Gucy2d","Dnmt3b"
"101","Gucy2d","Sirt5"
"102","Gucy2d","Pcbd1"
"103","Gucy2d","Pcbd2"
"104","Gucy2d","Sirt2"
"105","Npr1","Sirt1"
"106","Npr1","Dnmt1"
"107","Npr1","Dnmt3a"
"108","Npr1","Dnmt3b"
"109","Npr1","Sirt5"
"110","Npr1","Pcbd1"
"111","Npr1","Pcbd2"
"112","Npr1","Sirt2"
"113","Npr2","Sirt1"
"114","Npr2","Dnmt1"
"115","Npr2","Dnmt3a"
"116","Npr2","Dnmt3b"
"117","Npr2","Sirt5"
"118","Npr2","Pcbd1"
"119","Npr2","Pcbd2"
"120","Npr2","Sirt2"
"121","Kmt2a","Ash1l"
"122","Kmt2a","Dot1l"
"123","Kmt2a","Ehmt1"
"124","Kmt2a","Ehmt2"
"125","Kmt2a","Ezh1"
"126","Kmt2a","Ezh2"
"127","Kmt2a","Smyd1"
"128","Kmt2a","Nsd1"
"129","Kmt2a","Suv39h2"
"130","Kmt2d","Ash1l"
"131","Kmt2d","Dot1l"
"132","Kmt2d","Ehmt1"
"133","Kmt2d","Ehmt2"
"134","Kmt2d","Ezh1"
"135","Kmt2d","Ezh2"
"136","Kmt2d","Smyd1"
"137","Kmt2d","Nsd1"
"138","Kmt2d","Suv39h2"
"139","Aldh2","Sirt1"
"140","Aldh2","Dnmt1"
"141","Aldh2","Dnmt3a"
"142","Aldh2","Dnmt3b"
"143","Aldh2","Sirt5"
"144","Aldh2","Pcbd1"
"145","Aldh2","Pcbd2"
"146","Aldh2","Sirt2"
"147","Dhfr","Sirt1"
"148","Dhfr","Dnmt1"
"149","Dhfr","Dnmt3a"
"150","Dhfr","Dnmt3b"
"151","Dhfr","Sirt5"
"152","Dhfr","Sirt2"
"153","Setd2","Ash1l"
"154","Setd2","Dot1l"
"155","Setd2","Ehmt1"
"156","Setd2","Ehmt2"
"157","Setd2","Ezh1"
"158","Setd2","Ezh2"
"159","Setd2","Smyd1"
"160","Setd2","Nsd1"
"161","Setd2","Suv39h2"
"162","Nos2","Sirt1"
"163","Nos2","Dnmt1"
"164","Nos2","Dnmt3a"
"165","Nos2","Dnmt3b"
"166","Nos2","Sirt5"
"167","Nos2","Pcbd1"
"168","Nos2","Pcbd2"
"169","Nos2","Sirt2"
"170","Plcb2","Sirt1"
"171","Plcb2","Dnmt1"
"172","Plcb2","Dnmt3a"
"173","Plcb2","Dnmt3b"
"174","Plcb2","Sirt5"
"175","Plcb2","Pcbd1"
"176","Plcb2","Pcbd2"
"177","Plcb2","Sirt2"
"178","Synj2","Sirt1"
"179","Synj2","Dnmt1"
"180","Synj2","Dnmt3a"
"181","Synj2","Dnmt3b"
"182","Synj2","Sirt5"
"183","Synj2","Pcbd1"
"184","Synj2","Pcbd2"
"185","Synj2","Sirt2"
"186","Dnmt1","Sirt1"
"187","Dnmt1","Sirt5"
"188","Dnmt1","Pcbd1"
"189","Dnmt1","Pcbd2"
"190","Dnmt1","Sirt2"
"191","Dnmt3a","Sirt1"
"192","Dnmt3a","Sirt5"
"193","Dnmt3a","Pcbd1"
"194","Dnmt3a","Pcbd2"
"195","Dnmt3a","Sirt2"
"196","Prdm2","Ash1l"
"197","Prdm2","Dot1l"
"198","Prdm2","Ehmt1"
"199","Prdm2","Ehmt2"
"200","Prdm2","Ezh1"
"201","Prdm2","Ezh2"
"202","Prdm2","Smyd1"
"203","Prdm2","Nsd1"
"204","Prdm2","Suv39h2"
"205","Smyd2","Ash1l"
"206","Smyd2","Dot1l"
"207","Smyd2","Ehmt1"
"208","Smyd2","Ehmt2"
"209","Smyd2","Ezh1"
"210","Smyd2","Ezh2"
"211","Smyd2","Smyd1"
"212","Smyd2","Nsd1"
"213","Smyd2","Suv39h2"
"214","Suv39h1","Ash1l"
"215","Suv39h1","Dot1l"
"216","Suv39h1","Ehmt1"
"217","Suv39h1","Ehmt2"
"218","Suv39h1","Ezh1"
"219","Suv39h1","Ezh2"
"220","Suv39h1","Smyd1"
"221","Suv39h1","Nsd1"
"222","Suv39h1","Suv39h2"
"223","Adcy5","Sirt1"
"224","Adcy5","Dnmt1"
"225","Adcy5","Dnmt3a"
"226","Adcy5","Dnmt3b"
"227","Adcy5","Sirt5"
"228","Adcy5","Pcbd1"
"229","Adcy5","Pcbd2"
"230","Adcy5","Sirt2"
"231","Gucy2e","Sirt1"
"232","Gucy2e","Dnmt1"
"233","Gucy2e","Dnmt3a"
"234","Gucy2e","Dnmt3b"
"235","Gucy2e","Sirt5"
"236","Gucy2e","Pcbd1"
"237","Gucy2e","Pcbd2"
"238","Gucy2e","Sirt2"
"239","Kl","Sirt1"
"240","Kl","Dnmt1"
"241","Kl","Dnmt3a"
"242","Kl","Dnmt3b"
"243","Kl","Sirt5"
"244","Kl","Pcbd1"
"245","Kl","Pcbd2"
"246","Kl","Sirt2"
"247","Pld1","Sirt1"
"248","Pld1","Dnmt1"
"249","Pld1","Dnmt3a"
"250","Pld1","Dnmt3b"
"251","Pld1","Sirt5"
"252","Pld1","Pcbd1"
"253","Pld1","Pcbd2"
"254","Pld1","Sirt2"
"255","Axl","Akt1"
"256","Axl","Foxo3"
"257","Axl","Mapk1"
"258","Axl","Mapk3"
"259","Axl","Sos1"
"260","Axl","Sos2"
"261","Axl","Stat3"
"262","Axl","Raf1"
"263","Egfr","Akt1"
"264","Egfr","Foxo3"
"265","Egfr","Mapk1"
"266","Egfr","Mapk3"
"267","Egfr","Sos1"
"268","Egfr","Sos2"
"269","Egfr","Stat3"
"270","Egfr","Raf1"
"271","Erbb3","Akt1"
"272","Erbb3","Foxo3"
"273","Erbb3","Mapk1"
"274","Erbb3","Mapk3"
"275","Erbb3","Sos1"
"276","Erbb3","Sos2"
"277","Erbb3","Stat3"
"278","Erbb3","Raf1"
"279","Erbb2","Akt1"
"280","Erbb2","Foxo3"
"281","Erbb2","Mapk1"
"282","Erbb2","Mapk3"
"283","Erbb2","Sos1"
"284","Erbb2","Sos2"
"285","Erbb2","Stat3"
"286","Erbb2","Raf1"
"287","Igf1r","Akt1"
"288","Igf1r","Foxo3"
"289","Igf1r","Mapk1"
"290","Igf1r","Mapk3"
"291","Igf1r","Sos1"
"292","Igf1r","Sos2"
"293","Igf1r","Stat3"
"294","Igf1r","Raf1"
"295","Il6ra","Akt1"
"296","Il6ra","Foxo3"
"297","Il6ra","Mapk1"
"298","Il6ra","Mapk3"
"299","Il6ra","Sos1"
"300","Il6ra","Sos2"
"301","Il6ra","Stat3"
"302","Il6ra","Raf1"
"303","Kdr","Akt1"
"304","Kdr","Foxo3"
"305","Kdr","Mapk1"
"306","Kdr","Mapk3"
"307","Kdr","Sos1"
"308","Kdr","Sos2"
"309","Kdr","Stat3"
"310","Kdr","Raf1"
"311","Met","Akt1"
"312","Met","Foxo3"
"313","Met","Mapk1"
"314","Met","Mapk3"
"315","Met","Sos1"
"316","Met","Sos2"
"317","Met","Stat3"
"318","Met","Raf1"
"319","Fgfr2","Akt1"
"320","Fgfr2","Foxo3"
"321","Fgfr2","Mapk1"
"322","Fgfr2","Mapk3"
"323","Fgfr2","Sos1"
"324","Fgfr2","Sos2"
"325","Fgfr2","Stat3"
"326","Fgfr2","Raf1"
"327","Fgfr3","Akt1"
"328","Fgfr3","Foxo3"
"329","Fgfr3","Mapk1"
"330","Fgfr3","Mapk3"
"331","Fgfr3","Sos1"
"332","Fgfr3","Sos2"
"333","Fgfr3","Stat3"
"334","Fgfr3","Raf1"
"335","Pdgfrb","Akt1"
"336","Pdgfrb","Foxo3"
"337","Pdgfrb","Mapk1"
"338","Pdgfrb","Mapk3"
"339","Pdgfrb","Sos1"
"340","Pdgfrb","Sos2"
"341","Pdgfrb","Stat3"
"342","Pdgfrb","Raf1"
"343","Pdgfra","Akt1"
"344","Pdgfra","Foxo3"
"345","Pdgfra","Mapk1"
"346","Pdgfra","Mapk3"
"347","Pdgfra","Sos1"
"348","Pdgfra","Sos2"
"349","Pdgfra","Stat3"
"350","Pdgfra","Raf1"
"351","Pik3r1","Akt1"
"352","Pik3r1","Foxo3"
"353","Src","Stat3"
"354","Pik3r2","Akt1"
"355","Pik3r2","Foxo3"
"356","Pik3r3","Akt1"
"357","Pik3r3","Foxo3"
"358","Raf1","Mapk1"
"359","Raf1","Mapk3"
"360","Prkca","Mapk1"
"361","Prkca","Mapk3"
"362","Prkca","Raf1"
"363","Prkcb","Mapk1"
"364","Prkcb","Mapk3"
"365","Prkcb","Raf1"
"366","Prkcg","Mapk1"
"367","Prkcg","Mapk3"
"368","Prkcg","Raf1"
"369","Vegfa","Akt1"
"370","Vegfa","Foxo3"
"371","Vegfa","Mapk1"
"372","Vegfa","Mapk3"
"373","Vegfa","Sos1"
"374","Vegfa","Sos2"
"375","Vegfa","Stat3"
"376","Vegfa","Raf1"
"377","Egfr,Erbb2","Akt1"
"378","Egfr,Erbb2","Foxo3"
"379","Egfr,Erbb2","Mapk1"
"380","Egfr,Erbb2","Mapk3"
"381","Egfr,Erbb2","Sos1"
"382","Egfr,Erbb2","Sos2"
"383","Egfr,Erbb2","Stat3"
"384","Egfr,Erbb2","Raf1"
"385","Erbb2,Erbb4","Akt1"
"386","Erbb2,Erbb4","Foxo3"
"387","Erbb2,Erbb4","Mapk1"
"388","Erbb2,Erbb4","Mapk3"
"389","Erbb2,Erbb4","Sos1"
"390","Erbb2,Erbb4","Sos2"
"391","Erbb2,Erbb4","Stat3"
"392","Erbb2,Erbb4","Raf1"
"393","Erbb2,Erbb3","Akt1"
"394","Erbb2,Erbb3","Foxo3"
"395","Erbb2,Erbb3","Mapk1"
"396","Erbb2,Erbb3","Mapk3"
"397","Erbb2,Erbb3","Sos1"
"398","Erbb2,Erbb3","Sos2"
"399","Erbb2,Erbb3","Stat3"
"400","Erbb2,Erbb3","Raf1"
"401","Flt1,Kdr","Akt1"
"402","Flt1,Kdr","Foxo3"
"403","Flt1,Kdr","Mapk1"
"404","Flt1,Kdr","Mapk3"
"405","Flt1,Kdr","Sos1"
"406","Flt1,Kdr","Sos2"
"407","Flt1,Kdr","Stat3"
"408","Flt1,Kdr","Raf1"
"409","Flt4,Kdr","Akt1"
"410","Flt4,Kdr","Foxo3"
"411","Flt4,Kdr","Mapk1"
"412","Flt4,Kdr","Mapk3"
"413","Flt4,Kdr","Sos1"
"414","Flt4,Kdr","Sos2"
"415","Flt4,Kdr","Stat3"
"416","Flt4,Kdr","Raf1"
"417","Il6ra,Il6st","Akt1"
"418","Il6ra,Il6st","Foxo3"
"419","Il6ra,Il6st","Mapk1"
"420","Il6ra,Il6st","Mapk3"
"421","Il6ra,Il6st","Sos1"
"422","Il6ra,Il6st","Sos2"
"423","Il6ra,Il6st","Stat3"
"424","Il6ra,Il6st","Raf1"
"425","Plxna1,Kdr","Akt1"
"426","Plxna1,Kdr","Foxo3"
"427","Plxna1,Kdr","Mapk1"
"428","Plxna1,Kdr","Mapk3"
"429","Plxna1,Kdr","Sos1"
"430","Plxna1,Kdr","Sos2"
"431","Plxna1,Kdr","Stat3"
"432","Plxna1,Kdr","Raf1"
"433","Pdgfa","Akt1"
"434","Pdgfa","Foxo3"
"435","Pdgfa","Mapk1"
"436","Pdgfa","Mapk3"
"437","Pdgfa","Sos1"
"438","Pdgfa","Sos2"
"439","Pdgfa","Stat3"
"440","Pdgfa","Raf1"
"441","Egfr","Esr1"
"442","Egfr","Esr2"
"443","Egfr","Fos"
"444","Egfr","Jun"
"445","Egfr","Sp1"
"446","Egfr","Med1"
"447","Egfr","Mmp9"
"448","Egfr","Ncoa3"
"449","Egfr","Ncor1"
"450","Erbb2","Esr1"
"451","Erbb2","Esr2"
"452","Erbb2","Fos"
"453","Erbb2","Jun"
"454","Erbb2","Sp1"
"455","Erbb2","Med1"
"456","Erbb2","Mmp9"
"457","Erbb2","Ncoa3"
"458","Erbb2","Ncor1"
"459","Adcy8","Akt1"
"460","Adcy8","Esr1"
"461","Adcy8","Esr2"
"462","Adcy8","Fos"
"463","Adcy8","Jun"
"464","Adcy8","Mapk1"
"465","Adcy8","Mapk3"
"466","Adcy8","Sos1"
"467","Adcy8","Sos2"
"468","Adcy8","Sp1"
"469","Adcy8","Med1"
"470","Adcy8","Mmp9"
"471","Adcy8","Ncoa3"
"472","Adcy8","Ncor1"
"473","Adcy8","Raf1"
"474","Igf1r","Esr1"
"475","Igf1r","Esr2"
"476","Igf1r","Fos"
"477","Igf1r","Jun"
"478","Igf1r","Sp1"
"479","Igf1r","Med1"
"480","Igf1r","Mmp9"
"481","Igf1r","Ncoa3"
"482","Igf1r","Ncor1"
"483","Adcy1","Akt1"
"484","Adcy1","Esr1"
"485","Adcy1","Esr2"
"486","Adcy1","Fos"
"487","Adcy1","Jun"
"488","Adcy1","Mapk1"
"489","Adcy1","Mapk3"
"490","Adcy1","Sos1"
"491","Adcy1","Sos2"
"492","Adcy1","Sp1"
"493","Adcy1","Med1"
"494","Adcy1","Mmp9"
"495","Adcy1","Ncoa3"
"496","Adcy1","Ncor1"
"497","Adcy1","Raf1"
"498","Adcy7","Akt1"
"499","Adcy7","Esr1"
"500","Adcy7","Esr2"
"501","Adcy7","Fos"
"502","Adcy7","Jun"
"503","Adcy7","Mapk1"
"504","Adcy7","Mapk3"
"505","Adcy7","Sos1"
"506","Adcy7","Sos2"
"507","Adcy7","Sp1"
"508","Adcy7","Med1"
"509","Adcy7","Mmp9"
"510","Adcy7","Ncoa3"
"511","Adcy7","Ncor1"
"512","Adcy7","Raf1"
"513","Adcy9","Akt1"
"514","Adcy9","Esr1"
"515","Adcy9","Esr2"
"516","Adcy9","Fos"
"517","Adcy9","Jun"
"518","Adcy9","Mapk1"
"519","Adcy9","Mapk3"
"520","Adcy9","Sos1"
"521","Adcy9","Sos2"
"522","Adcy9","Sp1"
"523","Adcy9","Med1"
"524","Adcy9","Mmp9"
"525","Adcy9","Ncoa3"
"526","Adcy9","Ncor1"
"527","Adcy9","Raf1"
"528","Mmp2","Akt1"
"529","Mmp2","Esr1"
"530","Mmp2","Esr2"
"531","Mmp2","Fos"
"532","Mmp2","Jun"
"533","Mmp2","Mapk1"
"534","Mmp2","Mapk3"
"535","Mmp2","Sos1"
"536","Mmp2","Sos2"
"537","Mmp2","Sp1"
"538","Mmp2","Med1"
"539","Mmp2","Ncoa3"
"540","Mmp2","Ncor1"
"541","Mmp2","Raf1"
"542","Carm1","Akt1"
"543","Carm1","Esr1"
"544","Carm1","Esr2"
"545","Carm1","Fos"
"546","Carm1","Jun"
"547","Carm1","Mapk1"
"548","Carm1","Mapk3"
"549","Carm1","Sos1"
"550","Carm1","Sos2"
"551","Carm1","Sp1"
"552","Carm1","Mmp9"
"553","Carm1","Ncor1"
"554","Carm1","Raf1"
"555","Pik3r1","Esr1"
"556","Pik3r1","Esr2"
"557","Pik3r1","Fos"
"558","Pik3r1","Jun"
"559","Pik3r1","Mapk1"
"560","Pik3r1","Mapk3"
"561","Pik3r1","Sos1"
"562","Pik3r1","Sos2"
"563","Pik3r1","Sp1"
"564","Pik3r1","Med1"
"565","Pik3r1","Mmp9"
"566","Pik3r1","Ncoa3"
"567","Pik3r1","Ncor1"
"568","Pik3r1","Raf1"
"569","Mmp9","Akt1"
"570","Mmp9","Esr1"
"571","Mmp9","Esr2"
"572","Mmp9","Fos"
"573","Mmp9","Jun"
"574","Mmp9","Mapk1"
"575","Mmp9","Mapk3"
"576","Mmp9","Sos1"
"577","Mmp9","Sos2"
"578","Mmp9","Sp1"
"579","Mmp9","Med1"
"580","Mmp9","Ncoa3"
"581","Mmp9","Ncor1"
"582","Mmp9","Raf1"
"583","Src","Akt1"
"584","Src","Esr1"
"585","Src","Esr2"
"586","Src","Fos"
"587","Src","Jun"
"588","Src","Mapk1"
"589","Src","Mapk3"
"590","Src","Sos1"
"591","Src","Sos2"
"592","Src","Sp1"
"593","Src","Med1"
"594","Src","Mmp9"
"595","Src","Ncoa3"
"596","Src","Ncor1"
"597","Src","Raf1"
"598","Pik3r2","Esr1"
"599","Pik3r2","Esr2"
"600","Pik3r2","Fos"
"601","Pik3r2","Jun"
"602","Pik3r2","Mapk1"
"603","Pik3r2","Mapk3"
"604","Pik3r2","Sos1"
"605","Pik3r2","Sos2"
"606","Pik3r2","Sp1"
"607","Pik3r2","Med1"
"608","Pik3r2","Mmp9"
"609","Pik3r2","Ncoa3"
"610","Pik3r2","Ncor1"
"611","Pik3r2","Raf1"
"612","Ptk2","Akt1"
"613","Ptk2","Esr1"
"614","Ptk2","Esr2"
"615","Ptk2","Fos"
"616","Ptk2","Jun"
"617","Ptk2","Mapk1"
"618","Ptk2","Mapk3"
"619","Ptk2","Sos1"
"620","Ptk2","Sos2"
"621","Ptk2","Sp1"
"622","Ptk2","Med1"
"623","Ptk2","Mmp9"
"624","Ptk2","Ncoa3"
"625","Ptk2","Ncor1"
"626","Ptk2","Raf1"
"627","Esr1","Akt1"
"628","Esr1","Fos"
"629","Esr1","Jun"
"630","Esr1","Mapk1"
"631","Esr1","Mapk3"
"632","Esr1","Sos1"
"633","Esr1","Sos2"
"634","Esr1","Sp1"
"635","Esr1","Med1"
"636","Esr1","Mmp9"
"637","Esr1","Ncoa3"
"638","Esr1","Ncor1"
"639","Esr1","Raf1"
"640","Cdk4","E2f1"
"641","Cdk4","E2f2"
"642","Cdk4","E2f3"
"643","Cdk4","Rb1"
"644","Mapk14","Akt1"
"645","Mapk14","Esr1"
"646","Mapk14","Esr2"
"647","Mapk14","Fos"
"648","Mapk14","Jun"
"649","Mapk14","Mapk1"
"650","Mapk14","Mapk3"
"651","Mapk14","Sos1"
"652","Mapk14","Sos2"
"653","Mapk14","Sp1"
"654","Mapk14","Med1"
"655","Mapk14","Mmp9"
"656","Mapk14","Ncoa3"
"657","Mapk14","Ncor1"
"658","Mapk14","Raf1"
"659","Pik3r3","Esr1"
"660","Pik3r3","Esr2"
"661","Pik3r3","Fos"
"662","Pik3r3","Jun"
"663","Pik3r3","Mapk1"
"664","Pik3r3","Mapk3"
"665","Pik3r3","Sos1"
"666","Pik3r3","Sos2"
"667","Pik3r3","Sp1"
"668","Pik3r3","Med1"
"669","Pik3r3","Mmp9"
"670","Pik3r3","Ncoa3"
"671","Pik3r3","Ncor1"
"672","Pik3r3","Raf1"
"673","Raf1","Akt1"
"674","Raf1","Esr1"
"675","Raf1","Esr2"
"676","Raf1","Fos"
"677","Raf1","Jun"
"678","Raf1","Sos1"
"679","Raf1","Sos2"
"680","Raf1","Sp1"
"681","Raf1","Med1"
"682","Raf1","Mmp9"
"683","Raf1","Ncoa3"
"684","Raf1","Ncor1"
"685","Adcy5","Akt1"
"686","Adcy5","Esr1"
"687","Adcy5","Esr2"
"688","Adcy5","Fos"
"689","Adcy5","Jun"
"690","Adcy5","Mapk1"
"691","Adcy5","Mapk3"
"692","Adcy5","Sos1"
"693","Adcy5","Sos2"
"694","Adcy5","Sp1"
"695","Adcy5","Med1"
"696","Adcy5","Mmp9"
"697","Adcy5","Ncoa3"
"698","Adcy5","Ncor1"
"699","Adcy5","Raf1"
"700","Egfr,Erbb2","Esr1"
"701","Egfr,Erbb2","Esr2"
"702","Egfr,Erbb2","Fos"
"703","Egfr,Erbb2","Jun"
"704","Egfr,Erbb2","Sp1"
"705","Egfr,Erbb2","Med1"
"706","Egfr,Erbb2","Mmp9"
"707","Egfr,Erbb2","Ncoa3"
"708","Egfr,Erbb2","Ncor1"
"709","Erbb2,Erbb4","Esr1"
"710","Erbb2,Erbb4","Esr2"
"711","Erbb2,Erbb4","Fos"
"712","Erbb2,Erbb4","Jun"
"713","Erbb2,Erbb4","Sp1"
"714","Erbb2,Erbb4","Med1"
"715","Erbb2,Erbb4","Mmp9"
"716","Erbb2,Erbb4","Ncoa3"
"717","Erbb2,Erbb4","Ncor1"
"718","Erbb2,Erbb3","Esr1"
"719","Erbb2,Erbb3","Esr2"
"720","Erbb2,Erbb3","Fos"
"721","Erbb2,Erbb3","Jun"
"722","Erbb2,Erbb3","Sp1"
"723","Erbb2,Erbb3","Med1"
"724","Erbb2,Erbb3","Mmp9"
"725","Erbb2,Erbb3","Ncoa3"
"726","Erbb2,Erbb3","Ncor1"
"727","Jag1","Notch1"
"728","Jag1","Notch2"
"729","Jag1","Notch3"
"730","Jag1","Notch4"
"731","Ncoa3","Akt1"
"732","Ncoa3","Esr1"
"733","Ncoa3","Esr2"
"734","Ncoa3","Fos"
"735","Ncoa3","Jun"
"736","Ncoa3","Mapk1"
"737","Ncoa3","Mapk3"
"738","Ncoa3","Sos1"
"739","Ncoa3","Sos2"
"740","Ncoa3","Sp1"
"741","Ncoa3","Mmp9"
"742","Ncoa3","Ncor1"
"743","Ncoa3","Raf1"
"744","Esr2","Akt1"
"745","Esr2","Fos"
"746","Esr2","Jun"
"747","Esr2","Mapk1"
"748","Esr2","Mapk3"
"749","Esr2","Sos1"
"750","Esr2","Sos2"
"751","Esr2","Sp1"
"752","Esr2","Med1"
"753","Esr2","Mmp9"
"754","Esr2","Ncoa3"
"755","Esr2","Ncor1"
"756","Esr2","Raf1"
"757","Ncor1","Akt1"
"758","Ncor1","Esr1"
"759","Ncor1","Esr2"
"760","Ncor1","Fos"
"761","Ncor1","Jun"
"762","Ncor1","Mapk1"
"763","Ncor1","Mapk3"
"764","Ncor1","Sos1"
"765","Ncor1","Sos2"
"766","Ncor1","Sp1"
"767","Ncor1","Med1"
"768","Ncor1","Mmp9"
"769","Ncor1","Ncoa3"
"770","Ncor1","Raf1"
"771","Chuk","Nfkb1"
"772","Chuk","Rela"
"773","Chuk","Tnf"
"774","Ikbkb","Nfkb1"
"775","Ikbkb","Rela"
"776","Ikbkb","Tnf"
"777","Fas","Bbc3"
"778","Fas","Trp53"
"779","Fas","Atm"
"780","Casp8","Bbc3"
"781","Casp8","Trp53"
"782","Casp8","Atm"
"783","Rxra","Ilk"
"784","Rxra","Nr1h3"
"785","Pparg","Nr1h3"
"786","Rxrg","Ilk"
"787","Rxrg","Nr1h3"
"788","Erbb4","Atf4"
"789","Erbb4","Elk1"
"790","Erbb4","Elk4"
"791","Erbb4","Fos"
"792","Erbb4","Jun"
"793","Erbb4","Jund"
"794","Erbb4","Mapk1"
"795","Erbb4","Mapk10"
"796","Erbb4","Mapk3"
"797","Erbb4","Mapk8"
"798","Erbb4","Mapk9"
"799","Erbb4","Myc"
"800","Erbb4","Nfatc1"
"801","Erbb4","Nfatc3"
"802","Erbb4","Nfkb1"
"803","Erbb4","Nfkb2"
"804","Erbb4","Rela"
"805","Erbb4","Relb"
"806","Erbb4","Sos1"
"807","Erbb4","Sos2"
"808","Erbb4","Srf"
"809","Erbb4","Trp53"
"810","Erbb4","Ikbkb"
"811","Erbb4","Raf1"
"812","Erbb4","Ikbkg"
"813","Insr","Atf4"
"814","Insr","Elk1"
"815","Insr","Elk4"
"816","Insr","Fos"
"817","Insr","Jun"
"818","Insr","Jund"
"819","Insr","Mapk1"
"820","Insr","Mapk10"
"821","Insr","Mapk3"
"822","Insr","Mapk8"
"823","Insr","Mapk9"
"824","Insr","Myc"
"825","Insr","Nfatc1"
"826","Insr","Nfatc3"
"827","Insr","Nfkb1"
"828","Insr","Nfkb2"
"829","Insr","Rela"
"830","Insr","Relb"
"831","Insr","Sos1"
"832","Insr","Sos2"
"833","Insr","Srf"
"834","Insr","Trp53"
"835","Insr","Ikbkb"
"836","Insr","Raf1"
"837","Insr","Ikbkg"
"838","Egfr","Atf4"
"839","Egfr","Elk1"
"840","Egfr","Elk4"
"841","Egfr","Jund"
"842","Egfr","Mapk10"
"843","Egfr","Mapk8"
"844","Egfr","Mapk9"
"845","Egfr","Myc"
"846","Egfr","Nfatc1"
"847","Egfr","Nfatc3"
"848","Egfr","Nfkb1"
"849","Egfr","Nfkb2"
"850","Egfr","Rela"
"851","Egfr","Relb"
"852","Egfr","Srf"
"853","Egfr","Trp53"
"854","Egfr","Ikbkb"
"855","Egfr","Ikbkg"
"856","Tek","Atf4"
"857","Tek","Elk1"
"858","Tek","Elk4"
"859","Tek","Fos"
"860","Tek","Jun"
"861","Tek","Jund"
"862","Tek","Mapk1"
"863","Tek","Mapk10"
"864","Tek","Mapk3"
"865","Tek","Mapk8"
"866","Tek","Mapk9"
"867","Tek","Myc"
"868","Tek","Nfatc1"
"869","Tek","Nfatc3"
"870","Tek","Nfkb1"
"871","Tek","Nfkb2"
"872","Tek","Rela"
"873","Tek","Relb"
"874","Tek","Sos1"
"875","Tek","Sos2"
"876","Tek","Srf"
