"","receptor","tf"
"12133","Fzd10,Lrp6","Smad3"
"12134","Fzd10,Lrp6","Smad4"
"12135","Fzd10,Lrp6","Smad7"
"12136","Fzd10,Lrp6","Trp73"
"12137","Fzd10,Lrp6","Id1"
"12138","Fzd10,Lrp6","Id2"
"12139","Fzd10,Lrp6","Snai2"
"12140","Fzd10,Lrp6","Sox2"
"12141","Fzd10,Lrp6","Tead2"
"12142","Fzd10,Lrp6","Tead4"
"12143","Fzd10,Lrp6","Wwtr1"
"12144","Fzd10,Lrp6","Nkd2"
"12145","Fzd10,Lrp6","Tead1"
"12146","Fzd10,Lrp6","Tead3"
"12147","Fzd2,Lrp6","Bbc3"
"12148","Fzd2,Lrp6","Gli2"
"12149","Fzd2,Lrp6","Smad1"
"12150","Fzd2,Lrp6","Smad2"
"12151","Fzd2,Lrp6","Smad3"
"12152","Fzd2,Lrp6","Smad4"
"12153","Fzd2,Lrp6","Smad7"
"12154","Fzd2,Lrp6","Trp73"
"12155","Fzd2,Lrp6","Id1"
"12156","Fzd2,Lrp6","Id2"
"12157","Fzd2,Lrp6","Snai2"
"12158","Fzd2,Lrp6","Sox2"
"12159","Fzd2,Lrp6","Tead2"
"12160","Fzd2,Lrp6","Tead4"
"12161","Fzd2,Lrp6","Wwtr1"
"12162","Fzd2,Lrp6","Nkd2"
"12163","Fzd2,Lrp6","Tead1"
"12164","Fzd2,Lrp6","Tead3"
"12165","Fzd3,Lrp6","Bbc3"
"12166","Fzd3,Lrp6","Gli2"
"12167","Fzd3,Lrp6","Smad1"
"12168","Fzd3,Lrp6","Smad2"
"12169","Fzd3,Lrp6","Smad3"
"12170","Fzd3,Lrp6","Smad4"
"12171","Fzd3,Lrp6","Smad7"
"12172","Fzd3,Lrp6","Trp73"
"12173","Fzd3,Lrp6","Id1"
"12174","Fzd3,Lrp6","Id2"
"12175","Fzd3,Lrp6","Snai2"
"12176","Fzd3,Lrp6","Sox2"
"12177","Fzd3,Lrp6","Tead2"
"12178","Fzd3,Lrp6","Tead4"
"12179","Fzd3,Lrp6","Wwtr1"
"12180","Fzd3,Lrp6","Nkd2"
"12181","Fzd3,Lrp6","Tead1"
"12182","Fzd3,Lrp6","Tead3"
"12183","Fzd4,Lrp6","Bbc3"
"12184","Fzd4,Lrp6","Gli2"
"12185","Fzd4,Lrp6","Smad1"
"12186","Fzd4,Lrp6","Smad2"
"12187","Fzd4,Lrp6","Smad3"
"12188","Fzd4,Lrp6","Smad4"
"12189","Fzd4,Lrp6","Smad7"
"12190","Fzd4,Lrp6","Trp73"
"12191","Fzd4,Lrp6","Id1"
"12192","Fzd4,Lrp6","Id2"
"12193","Fzd4,Lrp6","Snai2"
"12194","Fzd4,Lrp6","Sox2"
"12195","Fzd4,Lrp6","Tead2"
"12196","Fzd4,Lrp6","Tead4"
"12197","Fzd4,Lrp6","Wwtr1"
"12198","Fzd4,Lrp6","Nkd2"
"12199","Fzd4,Lrp6","Tead1"
"12200","Fzd4,Lrp6","Tead3"
"12201","Fzd5,Lrp6","Bbc3"
"12202","Fzd5,Lrp6","Gli2"
"12203","Fzd5,Lrp6","Smad1"
"12204","Fzd5,Lrp6","Smad2"
"12205","Fzd5,Lrp6","Smad3"
"12206","Fzd5,Lrp6","Smad4"
"12207","Fzd5,Lrp6","Smad7"
"12208","Fzd5,Lrp6","Trp73"
"12209","Fzd5,Lrp6","Id1"
"12210","Fzd5,Lrp6","Id2"
"12211","Fzd5,Lrp6","Snai2"
"12212","Fzd5,Lrp6","Sox2"
"12213","Fzd5,Lrp6","Tead2"
"12214","Fzd5,Lrp6","Tead4"
"12215","Fzd5,Lrp6","Wwtr1"
"12216","Fzd5,Lrp6","Nkd2"
"12217","Fzd5,Lrp6","Tead1"
"12218","Fzd5,Lrp6","Tead3"
"12219","Fzd6,Lrp6","Bbc3"
"12220","Fzd6,Lrp6","Gli2"
"12221","Fzd6,Lrp6","Smad1"
"12222","Fzd6,Lrp6","Smad2"
"12223","Fzd6,Lrp6","Smad3"
"12224","Fzd6,Lrp6","Smad4"
"12225","Fzd6,Lrp6","Smad7"
"12226","Fzd6,Lrp6","Trp73"
"12227","Fzd6,Lrp6","Id1"
"12228","Fzd6,Lrp6","Id2"
"12229","Fzd6,Lrp6","Snai2"
"12230","Fzd6,Lrp6","Sox2"
"12231","Fzd6,Lrp6","Tead2"
"12232","Fzd6,Lrp6","Tead4"
"12233","Fzd6,Lrp6","Wwtr1"
"12234","Fzd6,Lrp6","Nkd2"
"12235","Fzd6,Lrp6","Tead1"
"12236","Fzd6,Lrp6","Tead3"
"12237","Fzd7,Lrp6","Bbc3"
"12238","Fzd7,Lrp6","Gli2"
"12239","Fzd7,Lrp6","Smad1"
"12240","Fzd7,Lrp6","Smad2"
"12241","Fzd7,Lrp6","Smad3"
"12242","Fzd7,Lrp6","Smad4"
"12243","Fzd7,Lrp6","Smad7"
"12244","Fzd7,Lrp6","Trp73"
"12245","Fzd7,Lrp6","Id1"
"12246","Fzd7,Lrp6","Id2"
"12247","Fzd7,Lrp6","Snai2"
"12248","Fzd7,Lrp6","Sox2"
"12249","Fzd7,Lrp6","Tead2"
"12250","Fzd7,Lrp6","Tead4"
"12251","Fzd7,Lrp6","Wwtr1"
"12252","Fzd7,Lrp6","Nkd2"
"12253","Fzd7,Lrp6","Tead1"
"12254","Fzd7,Lrp6","Tead3"
"12255","Fzd8,Lrp6","Bbc3"
"12256","Fzd8,Lrp6","Gli2"
"12257","Fzd8,Lrp6","Smad1"
"12258","Fzd8,Lrp6","Smad2"
"12259","Fzd8,Lrp6","Smad3"
"12260","Fzd8,Lrp6","Smad4"
"12261","Fzd8,Lrp6","Smad7"
"12262","Fzd8,Lrp6","Trp73"
"12263","Fzd8,Lrp6","Id1"
"12264","Fzd8,Lrp6","Id2"
"12265","Fzd8,Lrp6","Snai2"
"12266","Fzd8,Lrp6","Sox2"
"12267","Fzd8,Lrp6","Tead2"
"12268","Fzd8,Lrp6","Tead4"
"12269","Fzd8,Lrp6","Wwtr1"
"12270","Fzd8,Lrp6","Nkd2"
"12271","Fzd8,Lrp6","Tead1"
"12272","Fzd8,Lrp6","Tead3"
"12273","Fzd9,Lrp6","Bbc3"
"12274","Fzd9,Lrp6","Gli2"
"12275","Fzd9,Lrp6","Smad1"
"12276","Fzd9,Lrp6","Smad2"
"12277","Fzd9,Lrp6","Smad3"
"12278","Fzd9,Lrp6","Smad4"
"12279","Fzd9,Lrp6","Smad7"
"12280","Fzd9,Lrp6","Trp73"
"12281","Fzd9,Lrp6","Id1"
"12282","Fzd9,Lrp6","Id2"
"12283","Fzd9,Lrp6","Snai2"
"12284","Fzd9,Lrp6","Sox2"
"12285","Fzd9,Lrp6","Tead2"
"12286","Fzd9,Lrp6","Tead4"
"12287","Fzd9,Lrp6","Wwtr1"
"12288","Fzd9,Lrp6","Nkd2"
"12289","Fzd9,Lrp6","Tead1"
"12290","Fzd9,Lrp6","Tead3"
"12291","Dchs1","Tead2"
"12292","Dchs1","Tead4"
"12293","Dchs1","Wwtr1"
"12294","Dchs1","Tead1"
"12295","Dchs1","Tead3"
"12296","Pak1","Tead2"
"12297","Pak1","Tead4"
"12298","Pak1","Wwtr1"
"12299","Pak1","Tead1"
"12300","Pak1","Tead3"
"12301","Itga9","Ctnnb1"
"12302","Itga9","Elk1"
"12303","Itga9","Jun"
"12304","Itga9","Mapk10"
"12305","Itga9","Mapk8"
"12306","Itga9","Mapk9"
"12307","Itga9","Sos1"
"12308","Itga9","Sos2"
"12309","Itga9","Ilk"
"12310","Itgb1","Ctnnb1"
"12311","Itgb1","Elk1"
"12312","Itgb1","Jun"
"12313","Itgb1","Mapk10"
"12314","Itgb1","Mapk8"
"12315","Itgb1","Mapk9"
"12316","Itgb1","Sos1"
"12317","Itgb1","Sos2"
"12318","Itga5","Ctnnb1"
"12319","Itga5","Elk1"
"12320","Itga5","Jun"
"12321","Itga5","Mapk10"
"12322","Itga5","Mapk8"
"12323","Itga5","Mapk9"
"12324","Itga5","Sos1"
"12325","Itga5","Sos2"
"12326","Itga5","Ilk"
"12327","Itgav","Ctnnb1"
"12328","Itgav","Elk1"
"12329","Itgav","Jun"
"12330","Itgav","Mapk10"
"12331","Itgav","Mapk8"
"12332","Itgav","Mapk9"
"12333","Itgav","Sos1"
"12334","Itgav","Sos2"
"12335","Itgav","Ilk"
"12336","Itgb3","Ctnnb1"
"12337","Itgb3","Elk1"
"12338","Itgb3","Jun"
"12339","Itgb3","Mapk10"
"12340","Itgb3","Mapk8"
"12341","Itgb3","Mapk9"
"12342","Itgb3","Sos1"
"12343","Itgb3","Sos2"
"12344","Itgb3","Ilk"
"12345","Itga6","Ctnnb1"
"12346","Itga6","Elk1"
"12347","Itga6","Jun"
"12348","Itga6","Mapk10"
"12349","Itga6","Mapk8"
"12350","Itga6","Mapk9"
"12351","Itga6","Sos1"
"12352","Itga6","Sos2"
"12353","Itga6","Ilk"
"12354","Itgb7","Ctnnb1"
"12355","Itgb7","Elk1"
"12356","Itgb7","Jun"
"12357","Itgb7","Mapk10"
"12358","Itgb7","Mapk8"
"12359","Itgb7","Mapk9"
"12360","Itgb7","Sos1"
"12361","Itgb7","Sos2"
"12362","Itgb7","Ilk"
"12363","Itga4","Ctnnb1"
"12364","Itga4","Elk1"
"12365","Itga4","Jun"
"12366","Itga4","Mapk10"
"12367","Itga4","Mapk8"
"12368","Itga4","Mapk9"
"12369","Itga4","Sos1"
"12370","Itga4","Sos2"
"12371","Itga4","Ilk"
"12372","Itga3","Ctnnb1"
"12373","Itga3","Elk1"
"12374","Itga3","Jun"
"12375","Itga3","Mapk10"
"12376","Itga3","Mapk8"
"12377","Itga3","Mapk9"
"12378","Itga3","Sos1"
"12379","Itga3","Sos2"
"12380","Itga3","Ilk"
"12381","Itgb5","Ctnnb1"
"12382","Itgb5","Elk1"
"12383","Itgb5","Jun"
"12384","Itgb5","Mapk10"
"12385","Itgb5","Mapk8"
"12386","Itgb5","Mapk9"
"12387","Itgb5","Sos1"
"12388","Itgb5","Sos2"
"12389","Itgb5","Ilk"
"12390","Egfr","Ilk"
"12391","Cav1","Akt1"
"12392","Cav1","Ctnnb1"
"12393","Cav1","Elk1"
"12394","Cav1","Jun"
"12395","Cav1","Mapk1"
"12396","Cav1","Mapk10"
"12397","Cav1","Mapk3"
"12398","Cav1","Mapk8"
"12399","Cav1","Mapk9"
"12400","Cav1","Sos1"
"12401","Cav1","Sos2"
"12402","Cav1","Ccnd1"
"12403","Cav1","Ilk"
"12404","Cav1","Raf1"
"12405","Erbb2","Ctnnb1"
"12406","Erbb2","Ilk"
"12407","Mylk","Akt1"
"12408","Mylk","Ctnnb1"
"12409","Mylk","Elk1"
"12410","Mylk","Jun"
"12411","Mylk","Mapk1"
"12412","Mylk","Mapk10"
"12413","Mylk","Mapk3"
"12414","Mylk","Mapk8"
"12415","Mylk","Mapk9"
"12416","Mylk","Sos1"
"12417","Mylk","Sos2"
"12418","Mylk","Ccnd1"
"12419","Mylk","Ilk"
"12420","Mylk","Raf1"
"12421","Mylk2","Akt1"
"12422","Mylk2","Ctnnb1"
"12423","Mylk2","Elk1"
"12424","Mylk2","Jun"
"12425","Mylk2","Mapk1"
"12426","Mylk2","Mapk10"
"12427","Mylk2","Mapk3"
"12428","Mylk2","Mapk8"
"12429","Mylk2","Mapk9"
"12430","Mylk2","Sos1"
"12431","Mylk2","Sos2"
"12432","Mylk2","Ccnd1"
"12433","Mylk2","Ilk"
"12434","Mylk2","Raf1"
"12435","Itga2b","Ctnnb1"
"12436","Itga2b","Elk1"
"12437","Itga2b","Jun"
"12438","Itga2b","Mapk10"
"12439","Itga2b","Mapk8"
"12440","Itga2b","Mapk9"
"12441","Itga2b","Sos1"
"12442","Itga2b","Sos2"
"12443","Itga2b","Ilk"
"12444","Igf1r","Ilk"
"12445","Itga2","Ctnnb1"
"12446","Itga2","Elk1"
"12447","Itga2","Jun"
"12448","Itga2","Mapk10"
"12449","Itga2","Mapk8"
"12450","Itga2","Mapk9"
"12451","Itga2","Sos1"
"12452","Itga2","Sos2"
"12453","Itga2","Ilk"
"12454","Kdr","Ilk"
"12455","Flt4","Ilk"
"12456","Itga1","Ctnnb1"
"12457","Itga1","Elk1"
"12458","Itga1","Jun"
"12459","Itga1","Mapk10"
"12460","Itga1","Mapk8"
"12461","Itga1","Mapk9"
"12462","Itga1","Sos1"
"12463","Itga1","Sos2"
"12464","Itga1","Ilk"
"12465","Itga11","Ctnnb1"
"12466","Itga11","Elk1"
"12467","Itga11","Jun"
"12468","Itga11","Mapk10"
"12469","Itga11","Mapk8"
"12470","Itga11","Mapk9"
"12471","Itga11","Sos1"
"12472","Itga11","Sos2"
"12473","Itga11","Ilk"
"12474","Itga10","Ctnnb1"
"12475","Itga10","Elk1"
"12476","Itga10","Jun"
"12477","Itga10","Mapk10"
"12478","Itga10","Mapk8"
"12479","Itga10","Mapk9"
"12480","Itga10","Sos1"
"12481","Itga10","Sos2"
"12482","Itga10","Ilk"
"12483","Itgb8","Ctnnb1"
"12484","Itgb8","Elk1"
"12485","Itgb8","Jun"
"12486","Itgb8","Mapk10"
"12487","Itgb8","Mapk8"
"12488","Itgb8","Mapk9"
"12489","Itgb8","Sos1"
"12490","Itgb8","Sos2"
"12491","Itgb8","Ilk"
"12492","Itga7","Ctnnb1"
"12493","Itga7","Elk1"
"12494","Itga7","Jun"
"12495","Itga7","Mapk10"
"12496","Itga7","Mapk8"
"12497","Itga7","Mapk9"
"12498","Itga7","Sos1"
"12499","Itga7","Sos2"
"12500","Itga7","Ilk"
"12501","Itgb4","Ctnnb1"
"12502","Itgb4","Elk1"
"12503","Itgb4","Jun"
"12504","Itgb4","Mapk10"
"12505","Itgb4","Mapk8"
"12506","Itgb4","Mapk9"
"12507","Itgb4","Sos1"
"12508","Itgb4","Sos2"
"12509","Itgb4","Ilk"
"12510","Itgb6","Ctnnb1"
"12511","Itgb6","Elk1"
"12512","Itgb6","Jun"
"12513","Itgb6","Mapk10"
"12514","Itgb6","Mapk8"
"12515","Itgb6","Mapk9"
"12516","Itgb6","Sos1"
"12517","Itgb6","Sos2"
"12518","Itgb6","Ilk"
"12519","Itga8","Ctnnb1"
"12520","Itga8","Elk1"
"12521","Itga8","Jun"
"12522","Itga8","Mapk10"
"12523","Itga8","Mapk8"
"12524","Itga8","Mapk9"
"12525","Itga8","Sos1"
"12526","Itga8","Sos2"
"12527","Itga8","Ilk"
"12528","Pdgfrb","Ilk"
"12529","Pdgfra","Ilk"
"12530","Flt1","Ilk"
"12531","Fyn","Ctnnb1"
"12532","Fyn","Elk1"
"12533","Fyn","Sos1"
"12534","Fyn","Sos2"
"12535","Fyn","Ccnd1"
"12536","Pik3r1","Ctnnb1"
"12537","Pik3r1","Elk1"
"12538","Pik3r1","Ilk"
"12539","Src","Ctnnb1"
"12540","Src","Elk1"
"12541","Src","Mapk10"
"12542","Src","Mapk8"
"12543","Src","Mapk9"
"12544","Src","Ccnd1"
"12545","Pik3r2","Ctnnb1"
"12546","Pik3r2","Elk1"
"12547","Pik3r2","Ilk"
"12548","Pak1","Akt1"
"12549","Pak1","Ctnnb1"
"12550","Pak1","Sos1"
"12551","Pak1","Sos2"
"12552","Pak1","Ccnd1"
"12553","Pak2","Akt1"
"12554","Pak2","Ctnnb1"
"12555","Pak2","Sos1"
"12556","Pak2","Sos2"
"12557","Pak2","Ccnd1"
"12558","Pak3","Akt1"
"12559","Pak3","Ctnnb1"
"12560","Pak3","Sos1"
"12561","Pak3","Sos2"
"12562","Pak3","Ccnd1"
"12563","Ptk2","Ctnnb1"
"12564","Ptk2","Elk1"
"12565","Ptk2","Mapk10"
"12566","Ptk2","Mapk8"
"12567","Ptk2","Mapk9"
"12568","Pik3r3","Ctnnb1"
"12569","Pik3r3","Elk1"
"12570","Pik3r3","Ilk"
"12571","Prkca","Sos1"
"12572","Prkca","Sos2"
"12573","Prkca","Ccnd1"
"12574","Prkcb","Sos1"
"12575","Prkcb","Sos2"
"12576","Prkcb","Ccnd1"
"12577","Prkcb","Ilk"
"12578","Prkcg","Sos1"
"12579","Prkcg","Sos2"
"12580","Prkcg","Ccnd1"
"12581","Prkcg","Ilk"
"12582","Fn1","Ctnnb1"
"12583","Fn1","Elk1"
"12584","Fn1","Jun"
"12585","Fn1","Mapk10"
"12586","Fn1","Mapk8"
"12587","Fn1","Mapk9"
"12588","Fn1","Sos1"
"12589","Fn1","Sos2"
"12590","Fn1","Ilk"
"12591","Vegfa","Ilk"
"12592","Egfr,Erbb2","Ilk"
"12593","Erbb2,Erbb4","Ctnnb1"
"12594","Erbb2,Erbb4","Ilk"
"12595","Erbb2,Erbb3","Ctnnb1"
"12596","Erbb2,Erbb3","Ilk"
"12597","Itgav,Itgb3","Ctnnb1"
"12598","Itgav,Itgb3","Elk1"
"12599","Itgav,Itgb3","Jun"
"12600","Itgav,Itgb3","Mapk10"
"12601","Itgav,Itgb3","Mapk8"
"12602","Itgav,Itgb3","Mapk9"
"12603","Itgav,Itgb3","Sos1"
"12604","Itgav,Itgb3","Sos2"
"12605","Itgav,Itgb3","Ilk"
"12606","Flt1,Kdr","Ilk"
"12607","Flt4,Kdr","Ilk"
"12608","Itga6,Itgb4","Ctnnb1"
"12609","Itga6,Itgb4","Elk1"
"12610","Itga6,Itgb4","Jun"
"12611","Itga6,Itgb4","Mapk10"
"12612","Itga6,Itgb4","Mapk8"
"12613","Itga6,Itgb4","Mapk9"
"12614","Itga6,Itgb4","Sos1"
"12615","Itga6,Itgb4","Sos2"
"12616","Itga6,Itgb4","Ilk"
"12617","Itga2b,Itgb3","Ctnnb1"
"12618","Itga2b,Itgb3","Elk1"
"12619","Itga2b,Itgb3","Jun"
"12620","Itga2b,Itgb3","Mapk10"
"12621","Itga2b,Itgb3","Mapk8"
"12622","Itga2b,Itgb3","Mapk9"
"12623","Itga2b,Itgb3","Sos1"
"12624","Itga2b,Itgb3","Sos2"
"12625","Itga2b,Itgb3","Ilk"
"12626","Itga5,Itgb1","Ctnnb1"
"12627","Itga5,Itgb1","Elk1"
"12628","Itga5,Itgb1","Jun"
"12629","Itga5,Itgb1","Mapk10"
"12630","Itga5,Itgb1","Mapk8"
"12631","Itga5,Itgb1","Mapk9"
"12632","Itga5,Itgb1","Sos1"
"12633","Itga5,Itgb1","Sos2"
"12634","Itgav,Itgb1","Ctnnb1"
"12635","Itgav,Itgb1","Elk1"
"12636","Itgav,Itgb1","Jun"
"12637","Itgav,Itgb1","Mapk10"
"12638","Itgav,Itgb1","Mapk8"
"12639","Itgav,Itgb1","Mapk9"
"12640","Itgav,Itgb1","Sos1"
"12641","Itgav,Itgb1","Sos2"
"12642","Itgav,Itgb5","Ctnnb1"
"12643","Itgav,Itgb5","Elk1"
"12644","Itgav,Itgb5","Jun"
"12645","Itgav,Itgb5","Mapk10"
"12646","Itgav,Itgb5","Mapk8"
"12647","Itgav,Itgb5","Mapk9"
"12648","Itgav,Itgb5","Sos1"
"12649","Itgav,Itgb5","Sos2"
"12650","Itgav,Itgb5","Ilk"
"12651","Itgav,Itgb6","Ctnnb1"
"12652","Itgav,Itgb6","Elk1"
"12653","Itgav,Itgb6","Jun"
"12654","Itgav,Itgb6","Mapk10"
"12655","Itgav,Itgb6","Mapk8"
"12656","Itgav,Itgb6","Mapk9"
"12657","Itgav,Itgb6","Sos1"
"12658","Itgav,Itgb6","Sos2"
"12659","Itgav,Itgb6","Ilk"
"12660","Itga4,Itgb1","Ctnnb1"
"12661","Itga4,Itgb1","Elk1"
"12662","Itga4,Itgb1","Jun"
"12663","Itga4,Itgb1","Mapk10"
"12664","Itga4,Itgb1","Mapk8"
"12665","Itga4,Itgb1","Mapk9"
"12666","Itga4,Itgb1","Sos1"
"12667","Itga4,Itgb1","Sos2"
"12668","Itga9,Itgb1","Ctnnb1"
"12669","Itga9,Itgb1","Elk1"
"12670","Itga9,Itgb1","Jun"
"12671","Itga9,Itgb1","Mapk10"
"12672","Itga9,Itgb1","Mapk8"
"12673","Itga9,Itgb1","Mapk9"
"12674","Itga9,Itgb1","Sos1"
"12675","Itga9,Itgb1","Sos2"
"12676","Itga8,Itgb1","Ctnnb1"
"12677","Itga8,Itgb1","Elk1"
"12678","Itga8,Itgb1","Jun"
"12679","Itga8,Itgb1","Mapk10"
"12680","Itga8,Itgb1","Mapk8"
"12681","Itga8,Itgb1","Mapk9"
"12682","Itga8,Itgb1","Sos1"
"12683","Itga8,Itgb1","Sos2"
"12684","Itga1,Itgb1","Ctnnb1"
"12685","Itga1,Itgb1","Elk1"
"12686","Itga1,Itgb1","Jun"
"12687","Itga1,Itgb1","Mapk10"
"12688","Itga1,Itgb1","Mapk8"
"12689","Itga1,Itgb1","Mapk9"
"12690","Itga1,Itgb1","Sos1"
"12691","Itga1,Itgb1","Sos2"
"12692","Itga6,Itgb1","Ctnnb1"
"12693","Itga6,Itgb1","Elk1"
"12694","Itga6,Itgb1","Jun"
"12695","Itga6,Itgb1","Mapk10"
"12696","Itga6,Itgb1","Mapk8"
"12697","Itga6,Itgb1","Mapk9"
"12698","Itga6,Itgb1","Sos1"
"12699","Itga6,Itgb1","Sos2"
"12700","Itga2,Itgb1","Ctnnb1"
"12701","Itga2,Itgb1","Elk1"
"12702","Itga2,Itgb1","Jun"
"12703","Itga2,Itgb1","Mapk10"
"12704","Itga2,Itgb1","Mapk8"
"12705","Itga2,Itgb1","Mapk9"
"12706","Itga2,Itgb1","Sos1"
"12707","Itga2,Itgb1","Sos2"
"12708","Itga3,Itgb1","Ctnnb1"
"12709","Itga3,Itgb1","Elk1"
"12710","Itga3,Itgb1","Jun"
"12711","Itga3,Itgb1","Mapk10"
"12712","Itga3,Itgb1","Mapk8"
"12713","Itga3,Itgb1","Mapk9"
"12714","Itga3,Itgb1","Sos1"
"12715","Itga3,Itgb1","Sos2"
"12716","Itga7,Itgb1","Ctnnb1"
"12717","Itga7,Itgb1","Elk1"
"12718","Itga7,Itgb1","Jun"
"12719","Itga7,Itgb1","Mapk10"
"12720","Itga7,Itgb1","Mapk8"
"12721","Itga7,Itgb1","Mapk9"
"12722","Itga7,Itgb1","Sos1"
"12723","Itga7,Itgb1","Sos2"
"12724","Itga10,Itgb1","Ctnnb1"
"12725","Itga10,Itgb1","Elk1"
"12726","Itga10,Itgb1","Jun"
"12727","Itga10,Itgb1","Mapk10"
"12728","Itga10,Itgb1","Mapk8"
"12729","Itga10,Itgb1","Mapk9"
"12730","Itga10,Itgb1","Sos1"
"12731","Itga10,Itgb1","Sos2"
"12732","Itga11,Itgb1","Ctnnb1"
"12733","Itga11,Itgb1","Elk1"
"12734","Itga11,Itgb1","Jun"
"12735","Itga11,Itgb1","Mapk10"
"12736","Itga11,Itgb1","Mapk8"
"12737","Itga11,Itgb1","Mapk9"
"12738","Itga11,Itgb1","Sos1"
"12739","Itga11,Itgb1","Sos2"
"12740","Itga4,Itgb7","Ctnnb1"
"12741","Itga4,Itgb7","Elk1"
"12742","Itga4,Itgb7","Jun"
"12743","Itga4,Itgb7","Mapk10"
"12744","Itga4,Itgb7","Mapk8"
"12745","Itga4,Itgb7","Mapk9"
"12746","Itga4,Itgb7","Sos1"
"12747","Itga4,Itgb7","Sos2"
"12748","Itga4,Itgb7","Ilk"
"12749","Itgav,Itgb8","Ctnnb1"
"12750","Itgav,Itgb8","Elk1"
"12751","Itgav,Itgb8","Jun"
"12752","Itgav,Itgb8","Mapk10"
"12753","Itgav,Itgb8","Mapk8"
"12754","Itgav,Itgb8","Mapk9"
"12755","Itgav,Itgb8","Sos1"
"12756","Itgav,Itgb8","Sos2"
"12757","Itgav,Itgb8","Ilk"
"12758","Itgae,Itgb7","Ctnnb1"
"12759","Itgae,Itgb7","Elk1"
"12760","Itgae,Itgb7","Jun"
"12761","Itgae,Itgb7","Mapk10"
"12762","Itgae,Itgb7","Mapk8"
"12763","Itgae,Itgb7","Mapk9"
"12764","Itgae,Itgb7","Sos1"
"12765","Itgae,Itgb7","Sos2"
"12766","Itgae,Itgb7","Ilk"
"12767","Itgb1,Itga1","Ctnnb1"
"12768","Itgb1,Itga1","Elk1"
"12769","Itgb1,Itga1","Jun"
"12770","Itgb1,Itga1","Mapk10"
"12771","Itgb1,Itga1","Mapk8"
"12772","Itgb1,Itga1","Mapk9"
"12773","Itgb1,Itga1","Sos1"
"12774","Itgb1,Itga1","Sos2"
"12775","Vtn","Ctnnb1"
"12776","Vtn","Elk1"
"12777","Vtn","Jun"
"12778","Vtn","Mapk10"
"12779","Vtn","Mapk8"
"12780","Vtn","Mapk9"
"12781","Vtn","Sos1"
"12782","Vtn","Sos2"
"12783","Vtn","Ilk"
"12784","Pdgfa","Ilk"
"12785","Egfr","Lef1"
"12786","Egfr","Tcf7"
"12787","Egfr","Tcf7l1"
"12788","Egfr","Tcf7l2"
"12789","Egfr","Lmo7"
"12790","Egfr","Snai2"
"12791","Erbb2","Lef1"
"12792","Erbb2","Tcf7"
"12793","Erbb2","Tcf7l1"
"12794","Erbb2","Tcf7l2"
"12795","Erbb2","Lmo7"
"12796","Erbb2","Snai2"
"12797","Igf1r","Lef1"
"12798","Igf1r","Tcf7"
"12799","Igf1r","Tcf7l1"
"12800","Igf1r","Tcf7l2"
"12801","Igf1r","Lmo7"
"12802","Ptprf","Ctnnb1"
"12803","Ptprf","Lef1"
"12804","Ptprf","Tcf7"
"12805","Ptprf","Tcf7l1"
"12806","Ptprf","Tcf7l2"
"12807","Ptprf","Lmo7"
"12808","Ptprm","Ctnnb1"
"12809","Ptprm","Lef1"
"12810","Ptprm","Tcf7"
"12811","Ptprm","Tcf7l1"
"12812","Ptprm","Tcf7l2"
"12813","Ptprm","Lmo7"
"12814","Tgfbr1","Snai1"
"12815","Tgfbr2","Snai1"
"12816","Met","Lef1"
"12817","Met","Tcf7"
"12818","Met","Tcf7l1"
"12819","Met","Tcf7l2"
"12820","Met","Lmo7"
"12821","Fgfr1","Snai1"
"12822","Ptprb","Ctnnb1"
"12823","Ptprb","Lef1"
"12824","Ptprb","Tcf7"
"12825","Ptprb","Tcf7l1"
"12826","Ptprb","Tcf7l2"
"12827","Ptprb","Lmo7"
"12828","Fyn","Lef1"
"12829","Fyn","Tcf7"
"12830","Fyn","Tcf7l1"
"12831","Fyn","Tcf7l2"
"12832","Fyn","Lmo7"
"12833","Fer","Ctnnb1"
"12834","Fer","Lef1"
"12835","Fer","Tcf7"
"12836","Fer","Tcf7l1"
"12837","Fer","Tcf7l2"
"12838","Fer","Lmo7"
"12839","Ptprj","Ctnnb1"
"12840","Ptprj","Lef1"
"12841","Ptprj","Tcf7"
"12842","Ptprj","Tcf7l1"
"12843","Ptprj","Tcf7l2"
"12844","Ptprj","Lmo7"
"12845","Csnk2a1","Lmo7"
"12846","Src","Lef1"
"12847","Src","Tcf7"
"12848","Src","Tcf7l1"
"12849","Src","Tcf7l2"
"12850","Src","Lmo7"
"12851","Csnk2a2","Lmo7"
"12852","Csnk2b","Lmo7"
"12853","Tgfbr1,Tgfbr2","Snai1"
"12854","Acvr1b,Tgfbr2","Snai1"
"12855","Acvr1c,Tgfbr2","Snai1"
"12856","Acvr1,Tgfbr1,Tgfbr2","Snai1"
"12857","Tgfbr1,Acvr2a","Snai1"
"12858","Tgfbr1,Acvr2b","Snai1"
"12859","Egfr,Erbb2","Lef1"
"12860","Egfr,Erbb2","Tcf7"
"12861","Egfr,Erbb2","Tcf7l1"
"12862","Egfr,Erbb2","Tcf7l2"
"12863","Egfr,Erbb2","Lmo7"
"12864","Egfr,Erbb2","Snai2"
"12865","Erbb2,Erbb4","Lef1"
"12866","Erbb2,Erbb4","Tcf7"
"12867","Erbb2,Erbb4","Tcf7l1"
"12868","Erbb2,Erbb4","Tcf7l2"
