"","ligand","receptor","Ligand.receptor.pair","Source","PMID.support","Ligand.HGNC.ID","Ligand.location","Receptor.HGNC.ID","HGNC.L.R","secondary.source."
"159","AVP","AVPR1B","AVP AVPR1B","Ramilowski_2015_Literature_supported","7929452,9884074, 10780976, 9322919, 12446593, 9459574, 15084136, 9264324, 9864265, 10519430, 16158071,7929452,","HGNC:894","secreted","HGNC:896","HGNC:894 HGNC:896",""
"160","AVP","AVPR2","AVP AVPR2","Ramilowski_2015_Literature_supported","11857925,9884074, 10780976, 9322919, 12446593, 9459574, 15084136, 9264324, 9864265, 10519430, 7774575, 11012895,11857925,","HGNC:894","secreted","HGNC:897","HGNC:894 HGNC:897",""
"161","AVP","OXTR","AVP OXTR","Ramilowski_2015_Literature_supported","12446593, 15084136, 10519430, 7774575, 11337500, 16158071, 7475979, 8955347,7921229,","HGNC:894","secreted","HGNC:8529","HGNC:894 HGNC:8529",""
"162","AZGP1","ITGAV","AZGP1 ITGAV","Ramilowski_2015_Literature_supported","9813179,","HGNC:910","secreted","HGNC:6150","HGNC:910 HGNC:6150",""
"163","B2M","CD1A","B2M CD1A","Ramilowski_2015_Literature_supported","12833155,","HGNC:914","secreted","HGNC:1634","HGNC:914 HGNC:1634",""
"164","B2M","CD1B","B2M CD1B","Ramilowski_2015_Literature_supported","12118248,","HGNC:914","secreted","HGNC:1635","HGNC:914 HGNC:1635",""
"165","B2M","HLA-F","B2M HLA-F","Ramilowski_2015_Literature_supported","11169396,","HGNC:914","secreted","HGNC:4963","HGNC:914 HGNC:4963",""
"166","B2M","LILRB1","B2M LILRB1","Ramilowski_2015_Literature_supported","12897781,","HGNC:914","secreted","HGNC:6605","HGNC:914 HGNC:6605",""
"167","BAG6","NCR3","BAG6 NCR3","Efremova et al. 2020 (CellphoneDB)","18055229, 18852879, 24133212","HGNC:13919","secreted","HGNC:19077","HGNC:13919 HGNC:19077",""
"168","BDNF","NGFR","BDNF NGFR","Hou et al. 2020 (this publication)","25354496,","HGNC:1033","secreted","HGNC:7809","HGNC:1033 HGNC:7809",""
"169","BDNF","NTRK2","BDNF NTRK2","Ramilowski_2015_Literature_supported","7644540,9312147,","HGNC:1033","secreted","HGNC:8032","HGNC:1033 HGNC:8032","CellphoneDB"
"170","BDNF","SORT1","BDNF SORT1","Ramilowski_2015_Literature_supported","15987945,","HGNC:1033","secreted","HGNC:11186","HGNC:1033 HGNC:11186","CellphoneDB"
"171","BGN","FGFR3","BGN FGFR3","Hou et al. 2020 (this publication)","25260943,","HGNC:1044","secreted","HGNC:3690","HGNC:1044 HGNC:3690",""
"172","BGN","TLR2","BGN TLR2","Ramilowski_2015_Literature_supported","16025156,","HGNC:1044","secreted","HGNC:11848","HGNC:1044 HGNC:11848",""
"173","BGN","TLR4","BGN TLR4","Ramilowski_2015_Literature_supported","16025156,","HGNC:1044","secreted","HGNC:11850","HGNC:1044 HGNC:11850",""
"174","BMP10","ACVR2A","BMP10 ACVR2A","Ramilowski_2015_Literature_supported","16049014,","HGNC:20869","secreted","HGNC:173","HGNC:20869 HGNC:173",""
"175","BMP10","ACVRL1","BMP10 ACVRL1","Ramilowski_2015_Literature_supported","17068149,","HGNC:20869","secreted","HGNC:175","HGNC:20869 HGNC:175",""
"176","BMP10","BMPR1A","BMP10 BMPR1A","Ramilowski_2015_Literature_supported","16049014,","HGNC:20869","secreted","HGNC:1076","HGNC:20869 HGNC:1076",""
"177","BMP10","BMPR1B","BMP10 BMPR1B","Ramilowski_2015_Literature_supported","16049014,","HGNC:20869","secreted","HGNC:1077","HGNC:20869 HGNC:1077",""
"178","BMP10","BMPR2","BMP10 BMPR2","Ramilowski_2015_Literature_supported","16049014,","HGNC:20869","secreted","HGNC:1078","HGNC:20869 HGNC:1078",""
"179","BMP10","ENG","BMP10 ENG","Ramilowski_2015_Literature_supported","21737454,","HGNC:20869","secreted","HGNC:3349","HGNC:20869 HGNC:3349",""
"180","BMP15","ACVR2A","BMP15 ACVR2A","Ramilowski_2015_Literature_supported","2419820,","HGNC:1068","secreted","HGNC:173","HGNC:1068 HGNC:173",""
"181","BMP15","BMPR1A","BMP15 BMPR1A","Ramilowski_2015_Literature_supported","2419820,","HGNC:1068","secreted","HGNC:1076","HGNC:1068 HGNC:1076",""
"182","BMP15","BMPR1B","BMP15 BMPR1B","Ramilowski_2015_Literature_supported","12044914,12419820,","HGNC:1068","secreted","HGNC:1077","HGNC:1068 HGNC:1077",""
"183","BMP15","BMPR2","BMP15 BMPR2","Ramilowski_2015_Literature_supported","12419820,","HGNC:1068","secreted","HGNC:1078","HGNC:1068 HGNC:1078",""
"184","BMP2","ACVR2A","BMP2 ACVR2A","Ramilowski_2015_Literature_supported","21702718,","HGNC:1069","secreted","HGNC:173","HGNC:1069 HGNC:173",""
"185","BMP2","ACVR2B","BMP2 ACVR2B","Ramilowski_2015_Literature_supported","28977600,","HGNC:1069","secreted","HGNC:174","HGNC:1069 HGNC:174",""
"186","BMP2","BMPR1A","BMP2 BMPR1A","Ramilowski_2015_Literature_supported","12700180,11263668, 10881198, 10692589, 15064755,","HGNC:1069","secreted","HGNC:1076","HGNC:1069 HGNC:1076",""
"187","BMP2","BMPR1B","BMP2 BMPR1B","Ramilowski_2015_Literature_supported","12700180,7811286, 9872992, 15064755,","HGNC:1069","secreted","HGNC:1077","HGNC:1069 HGNC:1077",""
"188","BMP2","BMPR2","BMP2 BMPR2","Ramilowski_2015_Literature_supported","11263668,10880444,","HGNC:1069","secreted","HGNC:1078","HGNC:1069 HGNC:1078",""
"189","BMP2","ENG","BMP2 ENG","Ramilowski_2015_Literature_supported","9872992,","HGNC:1069","secreted","HGNC:3349","HGNC:1069 HGNC:3349",""
"190","BMP2","HJV","BMP2 HJV","Ramilowski_2015_Literature_supported","18287331,","HGNC:1069","secreted","HGNC:4887","HGNC:1069 HGNC:4887",""
"191","BMP2","RGMB","BMP2 RGMB","Hou et al. 2020 (this publication)","15671031,","HGNC:1069","secreted","HGNC:26896","HGNC:1069 HGNC:26896",""
"192","BMP3","ACVR2B","BMP3 ACVR2B","Ramilowski_2015_Literature_supported","22074949,","HGNC:1070","secreted","HGNC:174","HGNC:1070 HGNC:174",""
"193","BMP4","BMPR1A","BMP4 BMPR1A","Ramilowski_2015_Literature_supported","8006002,11241215, 8702914, 7644468,","HGNC:1071","secreted","HGNC:1076","HGNC:1071 HGNC:1076",""
"194","BMP4","BMPR1B","BMP4 BMPR1B","Ramilowski_2015_Literature_supported","8006002,11282024, 8702914, 7811286,","HGNC:1071","secreted","HGNC:1077","HGNC:1071 HGNC:1077",""
"195","BMP4","BMPR2","BMP4 BMPR2","Ramilowski_2015_Literature_supported","7673243,7644468, 8702914,","HGNC:1071","secreted","HGNC:1078","HGNC:1071 HGNC:1078",""
"196","BMP4","CFC1","BMP4 CFC1","Hou et al. 2020 (this publication)","28126904,","HGNC:1071","secreted","HGNC:18292","HGNC:1071 HGNC:18292",""
"197","BMP4","RGMB","BMP4 RGMB","Hou et al. 2020 (this publication)","15671031,","HGNC:1071","secreted","HGNC:26896","HGNC:1071 HGNC:26896",""
"198","BMP5","HJV","BMP5 HJV","Hou et al. 2020 (this publication)","23029472,","HGNC:1072","secreted","HGNC:4887","HGNC:1072 HGNC:4887","Ramilowski_2015_Putative"
"199","BMP6","ACVR1","BMP6 ACVR1","Ramilowski_2015_Literature_supported","12297674,","HGNC:1073","secreted","HGNC:171","HGNC:1073 HGNC:171",""
"200","BMP6","ACVR2A","BMP6 ACVR2A","Ramilowski_2015_Literature_supported","10504300,","HGNC:1073","secreted","HGNC:173","HGNC:1073 HGNC:173",""
"201","BMP6","BMPR1A","BMP6 BMPR1A","Ramilowski_2015_Literature_supported","12297674,10504300, 11401330,","HGNC:1073","secreted","HGNC:1076","HGNC:1073 HGNC:1076",""
"202","BMP6","BMPR1B","BMP6 BMPR1B","Ramilowski_2015_Literature_supported","10504300, 11401330,","HGNC:1073","secreted","HGNC:1077","HGNC:1073 HGNC:1077",""
"203","BMP6","BMPR2","BMP6 BMPR2","Ramilowski_2015_Literature_supported","10504300,","HGNC:1073","secreted","HGNC:1078","HGNC:1073 HGNC:1078",""
"204","BMP6","HJV","BMP6 HJV","Hou et al. 2020 (this publication)","23029472,","HGNC:1073","secreted","HGNC:4887","HGNC:1073 HGNC:4887",""
"205","BMP7","ACVR1","BMP7 ACVR1","Ramilowski_2015_Literature_supported","12297674,8006002,","HGNC:1074","secreted","HGNC:171","HGNC:1074 HGNC:171",""
"206","BMP7","ACVR2A","BMP7 ACVR2A","Ramilowski_2015_Literature_supported","7790373,9748228, 12667445,","HGNC:1074","secreted","HGNC:173","HGNC:1074 HGNC:173",""
"207","BMP7","ACVR2B","BMP7 ACVR2B","Ramilowski_2015_Literature_supported","9748228,","HGNC:1074","secreted","HGNC:174","HGNC:1074 HGNC:174",""
"208","BMP7","BMPR1A","BMP7 BMPR1A","Ramilowski_2015_Literature_supported","12297674,7791754, 8605097,","HGNC:1074","secreted","HGNC:1076","HGNC:1074 HGNC:1076",""
"209","BMP7","BMPR1B","BMP7 BMPR1B","Ramilowski_2015_Literature_supported","10631182,8605097,","HGNC:1074","secreted","HGNC:1077","HGNC:1074 HGNC:1077",""
"210","BMP7","BMPR2","BMP7 BMPR2","Ramilowski_2015_Literature_supported","7791754,","HGNC:1074","secreted","HGNC:1078","HGNC:1074 HGNC:1078",""
"211","BMP7","ENG","BMP7 ENG","Ramilowski_2015_Literature_supported","9872992,","HGNC:1074","secreted","HGNC:3349","HGNC:1074 HGNC:3349",""
"212","BMP7","HJV","BMP7 HJV","Hou et al. 2020 (this publication)","23029472,","HGNC:1074","secreted","HGNC:4887","HGNC:1074 HGNC:4887",""
"213","BMP8A","ACVR2A","BMP8A ACVR2A","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:173","HGNC:21650 HGNC:173",""
"214","BMP8A","ACVR2B","BMP8A ACVR2B","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:174","HGNC:21650 HGNC:174",""
"215","BMP8A","BMPR1A","BMP8A BMPR1A","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:1076","HGNC:21650 HGNC:1076",""
"216","BMP8A","BMPR2","BMP8A BMPR2","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:1078","HGNC:21650 HGNC:1078",""
"217","BMP8A","TGFBR1","BMP8A TGFBR1","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:11772","HGNC:21650 HGNC:11772",""
"218","BMP8A","TGFBR2","BMP8A TGFBR2","Hou et al. 2020 (this publication)","28465413,","HGNC:21650","secreted","HGNC:11773","HGNC:21650 HGNC:11773",""
"219","BSG","SELE","BSG SELE","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","19443639,","HGNC:1116","plasma membrane","HGNC:10718","HGNC:1116 HGNC:10718",""
"220","BSG","SLC16A1","BSG SLC16A1","Hou et al. 2020 (this publication)","21792931,","HGNC:1116","plasma membrane","HGNC:10922","HGNC:1116 HGNC:10922",""
"221","BSG","SLC16A7","BSG SLC16A7","Hou et al. 2020 (this publication)","21792931,","HGNC:1116","plasma membrane","HGNC:10928","HGNC:1116 HGNC:10928",""
"222","BST2","LILRA4","BST2 LILRA4","Efremova et al. 2020 (CellphoneDB)","19564354,","HGNC:1119","plasma membrane","HGNC:15503","HGNC:1119 HGNC:15503",""
"223","BTC","EGFR","BTC EGFR","Ramilowski_2015_Literature_supported","8144591,9528863,","HGNC:1121","plasma membrane; secreted","HGNC:3236","HGNC:1121 HGNC:3236","CellphoneDB"
"224","BTC","ERBB2","BTC ERBB2","Ramilowski_2015_Literature_supported","9662041,","HGNC:1121","plasma membrane; secreted","HGNC:3430","HGNC:1121 HGNC:3430",""
"225","BTC","ERBB3","BTC ERBB3","Ramilowski_2015_Literature_supported","9312020,","HGNC:1121","plasma membrane; secreted","HGNC:3431","HGNC:1121 HGNC:3431","CellphoneDB"
"226","BTC","ERBB4","BTC ERBB4","Ramilowski_2015_Literature_supported","10214951,11254912,","HGNC:1121","plasma membrane; secreted","HGNC:3432","HGNC:1121 HGNC:3432","CellphoneDB"
"227","BTLA","CD79A","BTLA CD79A","Ramilowski_2015_Literature_supported","19155498,","HGNC:21087","plasma membrane","HGNC:1698","HGNC:21087 HGNC:1698",""
"228","BTLA","TNFRSF14","BTLA TNFRSF14","Ramilowski_2015_Literature_supported","15568026,","HGNC:21087","plasma membrane","HGNC:11912","HGNC:21087 HGNC:11912","CellphoneDB"
"229","BTLA","VTCN1","BTLA VTCN1","Ramilowski_2015_Literature_supported","12796776,","HGNC:21087","plasma membrane","HGNC:28873","HGNC:21087 HGNC:28873",""
"230","C1QA","CD33","C1QA CD33","Hou et al. 2020 (this publication)","28325905,","HGNC:1241","secreted","HGNC:1659","HGNC:1241 HGNC:1659",""
"231","C1QA","CD93","C1QA CD93","Ramilowski_2015_Literature_supported","9476117,","HGNC:1241","secreted","HGNC:15855","HGNC:1241 HGNC:15855",""
"232","C1QA","CSPG4","C1QA CSPG4","Ramilowski_2015_Literature_supported","9013976,","HGNC:1241","secreted","HGNC:2466","HGNC:1241 HGNC:2466",""
"233","C1QB","CD33","C1QB CD33","Hou et al. 2020 (this publication)","28325905,","HGNC:1242","secreted","HGNC:1659","HGNC:1242 HGNC:1659",""
"234","C1QB","LRP1","C1QB LRP1","Ramilowski_2015_Literature_supported","11560994,","HGNC:1242","secreted","HGNC:6692","HGNC:1242 HGNC:6692",""
"235","C1QTNF1","AVPR2","C1QTNF1 AVPR2","Ramilowski_2015_Literature_supported","12409230,","HGNC:14324","secreted","HGNC:897","HGNC:14324 HGNC:897",""
"236","C3","C3AR1","C3 C3AR1","Ramilowski_2015_Literature_supported","11342658,20527893,11342658,","HGNC:1318","secreted","HGNC:1319","HGNC:1318 HGNC:1319","CellphoneDB"
"237","C3","C5AR2","C3 C5AR2","Ramilowski_2015_Literature_supported","11773063,","HGNC:1318","secreted","HGNC:4527","HGNC:1318 HGNC:4527",""
"238","C3","CD19","C3 CD19","Ramilowski_2015_Literature_supported","15454921,","HGNC:1318","secreted","HGNC:1633","HGNC:1318 HGNC:1633",""
"239","C3","CD46","C3 CD46","Ramilowski_2015_Literature_supported","1717583,","HGNC:1318","secreted","HGNC:6953","HGNC:1318 HGNC:6953",""
"240","C3","CR1","C3 CR1","Ramilowski_2015_Literature_supported","9988761, 10382758,","HGNC:1318","secreted","HGNC:2334","HGNC:1318 HGNC:2334",""
"241","C3","CR2","C3 CR2","Hou et al. 2020 (this publication)","30566277,","HGNC:1318","secreted","HGNC:2336","HGNC:1318 HGNC:2336",""
"242","C3","ITGAM","C3 ITGAM","Ramilowski_2015_Literature_supported","4062888, 11073102,","HGNC:1318","secreted","HGNC:6149","HGNC:1318 HGNC:6149",""
"243","C3","ITGAX","C3 ITGAX","Ramilowski_2015_Literature_supported","4062888,7512600,","HGNC:1318","secreted","HGNC:6152","HGNC:1318 HGNC:6152",""
"244","C3","ITGB2","C3 ITGB2","Ramilowski_2015_Literature_supported","4062888,","HGNC:1318","secreted","HGNC:6155","HGNC:1318 HGNC:6155",""
"245","C3","LRP1","C3 LRP1","Ramilowski_2015_Literature_supported","10608878,10608878,","HGNC:1318","secreted","HGNC:6692","HGNC:1318 HGNC:6692",""
"246","C3","NRP1","C3 NRP1","Hou et al. 2020 (this publication)","31572401,","HGNC:1318","secreted","HGNC:8004","HGNC:1318 HGNC:8004",""
"247","C4A","C3AR1","C4A C3AR1","Ramilowski_2015_Literature_supported","9725198,","HGNC:1323","secreted","HGNC:1319","HGNC:1323 HGNC:1319",""
"248","C4A","C5AR2","C4A C5AR2","Ramilowski_2015_Literature_supported","11773063,","HGNC:1323","secreted","HGNC:4527","HGNC:1323 HGNC:4527",""
"249","C4A","CR1","C4A CR1","Ramilowski_2015_Literature_supported","8422437,","HGNC:1323","secreted","HGNC:2334","HGNC:1323 HGNC:2334",""
"250","C4A","NRP1","C4A NRP1","Hou et al. 2020 (this publication)","31572401,","HGNC:1323","secreted","HGNC:8004","HGNC:1323 HGNC:8004",""
"251","C4B","CD46","C4B CD46","Ramilowski_2015_Literature_supported","1717583,","HGNC:1324","secreted","HGNC:6953","HGNC:1324 HGNC:6953",""
"252","C4B","CR1","C4B CR1","Ramilowski_2015_Literature_supported","10528211,","HGNC:1324","secreted","HGNC:2334","HGNC:1324 HGNC:2334",""
"253","C4BPA","BMPR2","C4BPA BMPR2","Ramilowski_2015_Literature_supported","15188402,","HGNC:1325","secreted","HGNC:1078","HGNC:1325 HGNC:1078",""
"254","C4BPA","CD40","C4BPA CD40","Ramilowski_2015_Literature_supported","12818164,","HGNC:1325","secreted","HGNC:11919","HGNC:1325 HGNC:11919",""
"255","C4BPA","LRP1","C4BPA LRP1","Ramilowski_2015_Literature_supported","11705989,","HGNC:1325","secreted","HGNC:6692","HGNC:1325 HGNC:6692",""
"256","C5","C5AR1","C5 C5AR1","Ramilowski_2015_Literature_supported","1847994,10602324, 9881961, 15661745, 11773063,9553099,","HGNC:1331","secreted","HGNC:1338","HGNC:1331 HGNC:1338","CellphoneDB"
"257","C5","C5AR2","C5 C5AR2","Ramilowski_2015_Literature_supported","11773063,11773063, 12899627,","HGNC:1331","secreted","HGNC:4527","HGNC:1331 HGNC:4527","CellphoneDB"
"258","CADM1","CADM1","CADM1 CADM1","Baccin et al. 2020 (RNA-Magnet)","12826663, 17250899, 22703826, 25268382,","HGNC:5951","plasma membrane","HGNC:5951","HGNC:5951 HGNC:5951",""
"259","CADM1","CADM3","CADM1 CADM3","Baccin et al. 2020 (RNA-Magnet)","15741237,","HGNC:5951","plasma membrane","HGNC:17601","HGNC:5951 HGNC:17601",""
"260","CADM1","CRTAM","CADM1 CRTAM","Efremova et al. 2020 (CellphoneDB)","15811952,","HGNC:5951","plasma membrane","HGNC:24313","HGNC:5951 HGNC:24313",""
"261","CADM1","NECTIN3","CADM1 NECTIN3","Hou et al. 2020 (this publication)","22703826,","HGNC:5951","plasma membrane","HGNC:17664","HGNC:5951 HGNC:17664",""
"262","CADM3","CADM1","CADM3 CADM1","Baccin et al. 2020 (RNA-Magnet)","15741237,","HGNC:17601","plasma membrane","HGNC:5951","HGNC:17601 HGNC:5951",""
"263","CADM3","CADM3","CADM3 CADM3","Baccin et al. 2020 (RNA-Magnet)","15741237,","HGNC:17601","plasma membrane","HGNC:17601","HGNC:17601 HGNC:17601",""
"264","CADM3","NECTIN1","CADM3 NECTIN1","Baccin et al. 2020 (RNA-Magnet)","15741237,","HGNC:17601","plasma membrane","HGNC:9706","HGNC:17601 HGNC:9706",""
"265","CADM3","NECTIN3","CADM3 NECTIN3","Baccin et al. 2020 (RNA-Magnet)","15741237,","HGNC:17601","plasma membrane","HGNC:17664","HGNC:17601 HGNC:17664",""
"266","CALCA","CALCR","CALCA CALCR","Ramilowski_2015_Literature_supported","2158663,15692146, 11023820, 9487987, 14722252, 7588285, 12565884, 10342886, 11033437,","HGNC:1437","secreted","HGNC:1440","HGNC:1437 HGNC:1440","CellphoneDB"
"267","CALCA","CALCRL","CALCA CALCRL","Ramilowski_2015_Literature_supported","9620797,9620797, 8626685, 14668209, 3001670, 12234182,","HGNC:1437","secreted","HGNC:16709","HGNC:1437 HGNC:16709",""
"268","CALCA","RAMP1","CALCA RAMP1","Ramilowski_2015_Literature_supported","9620797,12234182,","HGNC:1437","secreted","HGNC:9843","HGNC:1437 HGNC:9843",""
"269","CALCA","RAMP2","CALCA RAMP2","Ramilowski_2015_Literature_supported","16531504,","HGNC:1437","secreted","HGNC:9844","HGNC:1437 HGNC:9844",""
"270","CALCB","CALCR","CALCB CALCR","Ramilowski_2015_Literature_supported","15692146,","HGNC:1438","secreted","HGNC:1440","HGNC:1438 HGNC:1440","CellphoneDB"
"271","CALCB","CALCRL","CALCB CALCRL","Ramilowski_2015_Literature_supported","12196113,","HGNC:1438","secreted","HGNC:16709","HGNC:1438 HGNC:16709",""
"272","CALCB","RAMP1","CALCB RAMP1","Ramilowski_2015_Literature_supported","12529937,","HGNC:1438","secreted","HGNC:9843","HGNC:1438 HGNC:9843",""
"273","CALR","ITGA3","CALR ITGA3","Ramilowski_2015_Literature_supported","8006073, 11327697,","HGNC:1455","secreted","HGNC:6139","HGNC:1455 HGNC:6139",""
"274","CALR","ITGAV","CALR ITGAV","Ramilowski_2015_Literature_supported","12196561,","HGNC:1455","secreted","HGNC:6150","HGNC:1455 HGNC:6150",""
"275","CALR","LRP1","CALR LRP1","Ramilowski_2015_Literature_supported","14980518, 12821648,","HGNC:1455","secreted","HGNC:6692","HGNC:1455 HGNC:6692",""
"276","CALR","MTNR1A","CALR MTNR1A","Ramilowski_2015_Literature_supported","17215244,","HGNC:1455","secreted","HGNC:7463","HGNC:1455 HGNC:7463",""
"277","CALR","SCARF1","CALR SCARF1","Ramilowski_2015_Literature_supported","15371419,15371419,","HGNC:1455","secreted","HGNC:16820","HGNC:1455 HGNC:16820",""
"278","CALR","TSHR","CALR TSHR","Ramilowski_2015_Literature_supported","12383251,","HGNC:1455","secreted","HGNC:12373","HGNC:1455 HGNC:12373",""
"279","CAMP","FPR2","CAMP FPR2","Ramilowski_2015_Literature_supported","11015447,11015447,11015447,","HGNC:1472","secreted","HGNC:3827","HGNC:1472 HGNC:3827","CellphoneDB"
"280","CCK","CCKAR","CCK CCKAR","Ramilowski_2015_Literature_supported","10368033, 10400673,10400673, 11300760, 9006937, 9603948, 10595537,","HGNC:1569","secreted","HGNC:1570","HGNC:1569 HGNC:1570","CellphoneDB"
"281","CCK","CCKBR","CCK CCKBR","Ramilowski_2015_Literature_supported","10368033, 10438490,8349705, 7681836,10438490, 12695525, 15068617, 15520004, 15001692,","HGNC:1569","secreted","HGNC:1571","HGNC:1569 HGNC:1571","CellphoneDB"
"282","CCL1","CCR8","CCL1 CCR8","Ramilowski_2015_Literature_supported","12645948,11154210, 16221874, 10419462,12967681, 9211859,","HGNC:10609","secreted","HGNC:1609","HGNC:10609 HGNC:1609","CellphoneDB"
"283","CCL11","ACKR2","CCL11 ACKR2","Ramilowski_2015_Literature_supported","9405404,","HGNC:10610","secreted","HGNC:1565","HGNC:10610 HGNC:1565","CellphoneDB_flipped"
"284","CCL11","ACKR4","CCL11 ACKR4","Ramilowski_2015_Literature_supported","10734104,","HGNC:10610","secreted","HGNC:1611","HGNC:10610 HGNC:1611",""
"285","CCL11","CCR2","CCL11 CCR2","Ramilowski_2015_Literature_supported","12554737, 15207250,11264152,","HGNC:10610","secreted","HGNC:1603","HGNC:10610 HGNC:1603","CellphoneDB"
"286","CCL11","CCR3","CCL11 CCR3","Ramilowski_2015_Literature_supported","8642344,9276730, 10488147, 16339911, 12761559, 10854442, 8642344,9712872, 8642344, 8609214, 8676064,","HGNC:10610","secreted","HGNC:1604","HGNC:10610 HGNC:1604","CellphoneDB"
"287","CCL11","CCR5","CCL11 CCR5","Ramilowski_2015_Literature_supported","10477718,11264152, 10477718,","HGNC:10610","secreted","HGNC:1606","HGNC:10610 HGNC:1606",""
"288","CCL11","CXCR3","CCL11 CXCR3","Ramilowski_2015_Literature_supported","9660793,","HGNC:10610","secreted","HGNC:4540","HGNC:10610 HGNC:4540",""
"289","CCL13","ACKR2","CCL13 ACKR2","Ramilowski_2015_Literature_supported","9405404,","HGNC:10611","secreted","HGNC:1565","HGNC:10611 HGNC:1565","CellphoneDB"
