"","receptor","tf"
"1","PKM","ENO1"
"2","ALDOA","ENO1"
"3","GPI","ENO1"
"4","MINPP1","ENO1"
"5","NPR2","NME2"
"6","PKM","NME2"
"7","NME3","NME2"
"8","NME1","NME2"
"9","NPR1","NME2"
"10","GUCY2C","NME2"
"11","PNP","NME2"
"12","GUCY2D","NME2"
"13","ENTPD5","NME2"
"14","NUDT9","NME2"
"15","GUCY2F","NME2"
"16","ENPP1","NME2"
"17","ENTPD1","NME2"
"18","ENPP3","NME2"
"19","ENTPD2","NME2"
"20","PDE1C","NME2"
"21","PDE1B","NME2"
"22","PDE1A","NME2"
"23","ADCY8","NME2"
"24","NT5E","NME2"
"25","ADCY1","NME2"
"26","ADCY7","NME2"
"27","ADCY9","NME2"
"28","IL4I1","DNMT1"
"29","IL4I1","DNMT3A"
"30","MINPP1","PTEN"
"31","INPP5K","PTEN"
"32","PIK3CB","PTEN"
"33","NAMPT","SIRT1"
"34","NAMPT","SIRT2"
"35","NAMPT","SIRT3"
"36","BST1","SIRT1"
"37","BST1","SIRT2"
"38","BST1","SIRT3"
"39","PNP","SIRT1"
"40","PNP","SIRT2"
"41","PNP","SIRT3"
"42","ENPP1","SIRT1"
"43","ENPP1","SIRT2"
"44","ENPP1","SIRT3"
"45","ENPP3","SIRT1"
"46","ENPP3","SIRT2"
"47","ENPP3","SIRT3"
"48","NT5E","SIRT1"
"49","NT5E","SIRT2"
"50","NT5E","SIRT3"
"51","CD38","SIRT1"
"52","CD38","SIRT2"
"53","CD38","SIRT3"
"54","GGH","PCBD1"
"55","ALPL","PCBD1"
"56","ALPP","PCBD1"
"57","ALPI","PCBD1"
"58","CES1","NME2"
"59","PLA2G3","PTEN"
"60","PLA2G3","DNMT1"
"61","PLA2G3","DNMT3A"
"62","PLA2G3","ENO1"
"63","PLA2G3","PCBD1"
"64","PLA2G3","SIRT1"
"65","PLA2G3","SIRT2"
"66","PLA2G3","SIRT3"
"67","PLA2G3","NME2"
"68","PTGDS","PTEN"
"69","PTGDS","DNMT1"
"70","PTGDS","DNMT3A"
"71","PTGDS","ENO1"
"72","PTGDS","PCBD1"
"73","PTGDS","SIRT1"
"74","PTGDS","SIRT2"
"75","PTGDS","SIRT3"
"76","PTGDS","NME2"
"77","PLA2G1B","PTEN"
"78","PLA2G1B","DNMT1"
"79","PLA2G1B","DNMT3A"
"80","PLA2G1B","ENO1"
"81","PLA2G1B","PCBD1"
"82","PLA2G1B","SIRT1"
"83","PLA2G1B","SIRT2"
"84","PLA2G1B","SIRT3"
"85","PLA2G1B","NME2"
"86","PLA2G2A","PTEN"
"87","PLA2G2A","DNMT1"
"88","PLA2G2A","DNMT3A"
"89","PLA2G2A","ENO1"
"90","PLA2G2A","PCBD1"
"91","PLA2G2A","SIRT1"
"92","PLA2G2A","SIRT2"
"93","PLA2G2A","SIRT3"
"94","PLA2G2A","NME2"
"95","NPR2","PTEN"
"96","NPR2","DNMT1"
"97","NPR2","DNMT3A"
"98","NPR2","ENO1"
"99","NPR2","PCBD1"
"100","NPR2","SIRT1"
"101","NPR2","SIRT2"
"102","NPR2","SIRT3"
"103","PKM","PTEN"
"104","PKM","DNMT1"
"105","PKM","DNMT3A"
"106","PKM","PCBD1"
"107","PKM","SIRT1"
"108","PKM","SIRT2"
"109","PKM","SIRT3"
"110","MIF","PTEN"
"111","MIF","DNMT1"
"112","MIF","DNMT3A"
"113","MIF","ENO1"
"114","MIF","PCBD1"
"115","MIF","SIRT1"
"116","MIF","SIRT2"
"117","MIF","SIRT3"
"118","MIF","NME2"
"119","NME3","PTEN"
"120","NME3","DNMT1"
"121","NME3","DNMT3A"
"122","NME3","ENO1"
"123","NME3","PCBD1"
"124","NME3","SIRT1"
"125","NME3","SIRT2"
"126","NME3","SIRT3"
"127","NME1","PTEN"
"128","NME1","DNMT1"
"129","NME1","DNMT3A"
"130","NME1","ENO1"
"131","NME1","PCBD1"
"132","NME1","SIRT1"
"133","NME1","SIRT2"
"134","NME1","SIRT3"
"135","ANPEP","PTEN"
"136","ANPEP","DNMT1"
"137","ANPEP","DNMT3A"
"138","ANPEP","ENO1"
"139","ANPEP","PCBD1"
"140","ANPEP","SIRT1"
"141","ANPEP","SIRT2"
"142","ANPEP","SIRT3"
"143","ANPEP","NME2"
"144","GUSB","PTEN"
"145","GUSB","DNMT1"
"146","GUSB","DNMT3A"
"147","GUSB","ENO1"
"148","GUSB","PCBD1"
"149","GUSB","SIRT1"
"150","GUSB","SIRT2"
"151","GUSB","SIRT3"
"152","GUSB","NME2"
"153","CHIT1","PTEN"
"154","CHIT1","DNMT1"
"155","CHIT1","DNMT3A"
"156","CHIT1","ENO1"
"157","CHIT1","PCBD1"
"158","CHIT1","SIRT1"
"159","CHIT1","SIRT2"
"160","CHIT1","SIRT3"
"161","CHIT1","NME2"
"162","NPR1","PTEN"
"163","NPR1","DNMT1"
"164","NPR1","DNMT3A"
"165","NPR1","ENO1"
"166","NPR1","PCBD1"
"167","NPR1","SIRT1"
"168","NPR1","SIRT2"
"169","NPR1","SIRT3"
"170","LIPC","PTEN"
"171","LIPC","DNMT1"
"172","LIPC","DNMT3A"
"173","LIPC","ENO1"
"174","LIPC","PCBD1"
"175","LIPC","SIRT1"
"176","LIPC","SIRT2"
"177","LIPC","SIRT3"
"178","LIPC","NME2"
"179","PTGS1","PTEN"
"180","PTGS1","DNMT1"
"181","PTGS1","DNMT3A"
"182","PTGS1","ENO1"
"183","PTGS1","PCBD1"
"184","PTGS1","SIRT1"
"185","PTGS1","SIRT2"
"186","PTGS1","SIRT3"
"187","PTGS1","NME2"
"188","ALPL","PTEN"
"189","ALPL","DNMT1"
"190","ALPL","DNMT3A"
"191","ALPL","ENO1"
"192","ALPL","SIRT1"
"193","ALPL","SIRT2"
"194","ALPL","SIRT3"
"195","ALPL","NME2"
"196","ALDOA","PTEN"
"197","ALDOA","DNMT1"
"198","ALDOA","DNMT3A"
"199","ALDOA","PCBD1"
"200","ALDOA","SIRT1"
"201","ALDOA","SIRT2"
"202","ALDOA","SIRT3"
"203","ALDOA","NME2"
"204","NAMPT","PTEN"
"205","NAMPT","DNMT1"
"206","NAMPT","DNMT3A"
"207","NAMPT","ENO1"
"208","NAMPT","PCBD1"
"209","NAMPT","NME2"
"210","GUCY2C","PTEN"
"211","GUCY2C","DNMT1"
"212","GUCY2C","DNMT3A"
"213","GUCY2C","ENO1"
"214","GUCY2C","PCBD1"
"215","GUCY2C","SIRT1"
"216","GUCY2C","SIRT2"
"217","GUCY2C","SIRT3"
"218","BST1","PTEN"
"219","BST1","DNMT1"
"220","BST1","DNMT3A"
"221","BST1","ENO1"
"222","BST1","PCBD1"
"223","BST1","NME2"
"224","PNP","PTEN"
"225","PNP","DNMT1"
"226","PNP","DNMT3A"
"227","PNP","ENO1"
"228","PNP","PCBD1"
"229","GUCY2D","PTEN"
"230","GUCY2D","DNMT1"
"231","GUCY2D","DNMT3A"
"232","GUCY2D","ENO1"
"233","GUCY2D","PCBD1"
"234","GUCY2D","SIRT1"
"235","GUCY2D","SIRT2"
"236","GUCY2D","SIRT3"
"237","ENTPD5","PTEN"
"238","ENTPD5","DNMT1"
"239","ENTPD5","DNMT3A"
"240","ENTPD5","ENO1"
"241","ENTPD5","PCBD1"
"242","ENTPD5","SIRT1"
"243","ENTPD5","SIRT2"
"244","ENTPD5","SIRT3"
"245","HSD11B1L","PTEN"
"246","HSD11B1L","DNMT1"
"247","HSD11B1L","DNMT3A"
"248","HSD11B1L","ENO1"
"249","HSD11B1L","PCBD1"
"250","HSD11B1L","SIRT1"
"251","HSD11B1L","SIRT2"
"252","HSD11B1L","SIRT3"
"253","HSD11B1L","NME2"
"254","ST6GAL1","PTEN"
"255","ST6GAL1","DNMT1"
"256","ST6GAL1","DNMT3A"
"257","ST6GAL1","ENO1"
"258","ST6GAL1","PCBD1"
"259","ST6GAL1","SIRT1"
"260","ST6GAL1","SIRT2"
"261","ST6GAL1","SIRT3"
"262","ST6GAL1","NME2"
"263","ALPP","PTEN"
"264","ALPP","DNMT1"
"265","ALPP","DNMT3A"
"266","ALPP","ENO1"
"267","ALPP","SIRT1"
"268","ALPP","SIRT2"
"269","ALPP","SIRT3"
"270","ALPP","NME2"
"271","RDH8","PTEN"
"272","RDH8","DNMT1"
"273","RDH8","DNMT3A"
"274","RDH8","ENO1"
"275","RDH8","PCBD1"
"276","RDH8","SIRT1"
"277","RDH8","SIRT2"
"278","RDH8","SIRT3"
"279","RDH8","NME2"
"280","AOC3","PTEN"
"281","AOC3","DNMT1"
"282","AOC3","DNMT3A"
"283","AOC3","ENO1"
"284","AOC3","PCBD1"
"285","AOC3","SIRT1"
"286","AOC3","SIRT2"
"287","AOC3","SIRT3"
"288","AOC3","NME2"
"289","PNLIP","PTEN"
"290","PNLIP","DNMT1"
"291","PNLIP","DNMT3A"
"292","PNLIP","ENO1"
"293","PNLIP","PCBD1"
"294","PNLIP","SIRT1"
"295","PNLIP","SIRT2"
"296","PNLIP","SIRT3"
"297","PNLIP","NME2"
"298","GPLD1","PTEN"
"299","GPLD1","DNMT1"
"300","GPLD1","DNMT3A"
"301","GPLD1","ENO1"
"302","GPLD1","PCBD1"
"303","GPLD1","SIRT1"
"304","GPLD1","SIRT2"
"305","GPLD1","SIRT3"
"306","GPLD1","NME2"
"307","CEL","PTEN"
"308","CEL","DNMT1"
"309","CEL","DNMT3A"
"310","CEL","ENO1"
"311","CEL","PCBD1"
"312","CEL","SIRT1"
"313","CEL","SIRT2"
"314","CEL","SIRT3"
"315","CEL","NME2"
"316","NUDT9","PTEN"
"317","NUDT9","DNMT1"
"318","NUDT9","DNMT3A"
"319","NUDT9","ENO1"
"320","NUDT9","PCBD1"
"321","NUDT9","SIRT1"
"322","NUDT9","SIRT2"
"323","NUDT9","SIRT3"
"324","AMY1A","PTEN"
"325","AMY1A","DNMT1"
"326","AMY1A","DNMT3A"
"327","AMY1A","ENO1"
"328","AMY1A","PCBD1"
"329","AMY1A","SIRT1"
"330","AMY1A","SIRT2"
"331","AMY1A","SIRT3"
"332","AMY1A","NME2"
"333","CNDP1","PTEN"
"334","CNDP1","DNMT1"
"335","CNDP1","DNMT3A"
"336","CNDP1","ENO1"
"337","CNDP1","PCBD1"
"338","CNDP1","SIRT1"
"339","CNDP1","SIRT2"
"340","CNDP1","SIRT3"
"341","CNDP1","NME2"
"342","LALBA","PTEN"
"343","LALBA","DNMT1"
"344","LALBA","DNMT3A"
"345","LALBA","ENO1"
"346","LALBA","PCBD1"
"347","LALBA","SIRT1"
"348","LALBA","SIRT2"
"349","LALBA","SIRT3"
"350","LALBA","NME2"
"351","GPI","PTEN"
"352","GPI","DNMT1"
"353","GPI","DNMT3A"
"354","GPI","PCBD1"
"355","GPI","SIRT1"
"356","GPI","SIRT2"
"357","GPI","SIRT3"
"358","GPI","NME2"
"359","DBH","PTEN"
"360","DBH","DNMT1"
"361","DBH","DNMT3A"
"362","DBH","ENO1"
"363","DBH","PCBD1"
"364","DBH","SIRT1"
"365","DBH","SIRT2"
"366","DBH","SIRT3"
"367","DBH","NME2"
"368","AMY2A","PTEN"
"369","AMY2A","DNMT1"
"370","AMY2A","DNMT3A"
"371","AMY2A","ENO1"
"372","AMY2A","PCBD1"
"373","AMY2A","SIRT1"
"374","AMY2A","SIRT2"
"375","AMY2A","SIRT3"
"376","AMY2A","NME2"
"377","GUCY2F","PTEN"
"378","GUCY2F","DNMT1"
"379","GUCY2F","DNMT3A"
"380","GUCY2F","ENO1"
"381","GUCY2F","PCBD1"
"382","GUCY2F","SIRT1"
"383","GUCY2F","SIRT2"
"384","GUCY2F","SIRT3"
"385","TM7SF2","PTEN"
"386","TM7SF2","DNMT1"
"387","TM7SF2","DNMT3A"
"388","TM7SF2","ENO1"
"389","TM7SF2","PCBD1"
"390","TM7SF2","SIRT1"
"391","TM7SF2","SIRT2"
"392","TM7SF2","SIRT3"
"393","TM7SF2","NME2"
"394","KL","PTEN"
"395","KL","DNMT1"
"396","KL","DNMT3A"
"397","KL","ENO1"
"398","KL","PCBD1"
"399","KL","SIRT1"
"400","KL","SIRT2"
"401","KL","SIRT3"
"402","KL","NME2"
"403","HSD17B12","PTEN"
"404","HSD17B12","DNMT1"
"405","HSD17B12","DNMT3A"
"406","HSD17B12","ENO1"
"407","HSD17B12","PCBD1"
"408","HSD17B12","SIRT1"
"409","HSD17B12","SIRT2"
"410","HSD17B12","SIRT3"
"411","HSD17B12","NME2"
"412","ENPP1","PTEN"
"413","ENPP1","DNMT1"
"414","ENPP1","DNMT3A"
"415","ENPP1","ENO1"
"416","ENPP1","PCBD1"
"417","PPT1","PTEN"
"418","PPT1","DNMT1"
"419","PPT1","DNMT3A"
"420","PPT1","ENO1"
"421","PPT1","PCBD1"
"422","PPT1","SIRT1"
"423","PPT1","SIRT2"
"424","PPT1","SIRT3"
"425","PPT1","NME2"
"426","BTD","PTEN"
"427","BTD","DNMT1"
"428","BTD","DNMT3A"
"429","BTD","ENO1"
"430","BTD","PCBD1"
"431","BTD","SIRT1"
"432","BTD","SIRT2"
"433","BTD","SIRT3"
"434","BTD","NME2"
"435","PLA2G7","PTEN"
"436","PLA2G7","DNMT1"
"437","PLA2G7","DNMT3A"
"438","PLA2G7","ENO1"
"439","PLA2G7","PCBD1"
"440","PLA2G7","SIRT1"
"441","PLA2G7","SIRT2"
"442","PLA2G7","SIRT3"
"443","PLA2G7","NME2"
"444","ECHDC1","PTEN"
"445","ECHDC1","DNMT1"
"446","ECHDC1","DNMT3A"
"447","ECHDC1","ENO1"
"448","ECHDC1","PCBD1"
"449","ECHDC1","SIRT1"
"450","ECHDC1","SIRT2"
"451","ECHDC1","SIRT3"
"452","ECHDC1","NME2"
"453","ALPI","PTEN"
"454","ALPI","DNMT1"
"455","ALPI","DNMT3A"
"456","ALPI","ENO1"
"457","ALPI","SIRT1"
"458","ALPI","SIRT2"
"459","ALPI","SIRT3"
"460","ALPI","NME2"
"461","XYLT1","PTEN"
"462","XYLT1","DNMT1"
"463","XYLT1","DNMT3A"
"464","XYLT1","ENO1"
"465","XYLT1","PCBD1"
"466","XYLT1","SIRT1"
"467","XYLT1","SIRT2"
"468","XYLT1","SIRT3"
"469","XYLT1","NME2"
"470","NME2","PTEN"
"471","NME2","DNMT1"
"472","NME2","DNMT3A"
"473","NME2","ENO1"
"474","NME2","PCBD1"
"475","NME2","SIRT1"
"476","NME2","SIRT2"
"477","NME2","SIRT3"
"478","NIT2","PTEN"
"479","NIT2","DNMT1"
"480","NIT2","DNMT3A"
"481","NIT2","ENO1"
"482","NIT2","PCBD1"
"483","NIT2","SIRT1"
"484","NIT2","SIRT2"
"485","NIT2","SIRT3"
"486","NIT2","NME2"
"487","EBP","PTEN"
"488","EBP","DNMT1"
"489","EBP","DNMT3A"
"490","EBP","ENO1"
"491","EBP","PCBD1"
"492","EBP","SIRT1"
"493","EBP","SIRT2"
"494","EBP","SIRT3"
"495","EBP","NME2"
"496","BDH2","PTEN"
"497","BDH2","DNMT1"
"498","BDH2","DNMT3A"
"499","BDH2","ENO1"
"500","BDH2","PCBD1"
"501","BDH2","SIRT1"
"502","BDH2","SIRT2"
"503","BDH2","SIRT3"
"504","BDH2","NME2"
"505","GALNT2","PTEN"
"506","GALNT2","DNMT1"
"507","GALNT2","DNMT3A"
"508","GALNT2","ENO1"
"509","GALNT2","PCBD1"
"510","GALNT2","SIRT1"
"511","GALNT2","SIRT2"
"512","GALNT2","SIRT3"
"513","GALNT2","NME2"
"514","GPX3","PTEN"
"515","GPX3","DNMT1"
"516","GPX3","DNMT3A"
"517","GPX3","ENO1"
"518","GPX3","PCBD1"
"519","GPX3","SIRT1"
"520","GPX3","SIRT2"
"521","GPX3","SIRT3"
"522","GPX3","NME2"
"523","LIPG","PTEN"
"524","LIPG","DNMT1"
"525","LIPG","DNMT3A"
"526","LIPG","ENO1"
"527","LIPG","PCBD1"
"528","LIPG","SIRT1"
"529","LIPG","SIRT2"
"530","LIPG","SIRT3"
"531","LIPG","NME2"
"532","PLA2G2D","PTEN"
"533","PLA2G2D","DNMT1"
"534","PLA2G2D","DNMT3A"
"535","PLA2G2D","ENO1"
"536","PLA2G2D","PCBD1"
"537","PLA2G2D","SIRT1"
"538","PLA2G2D","SIRT2"
"539","PLA2G2D","SIRT3"
"540","PLA2G2D","NME2"
"541","CHSY1","PTEN"
"542","CHSY1","DNMT1"
"543","CHSY1","DNMT3A"
"544","CHSY1","ENO1"
"545","CHSY1","PCBD1"
"546","CHSY1","SIRT1"
"547","CHSY1","SIRT2"
"548","CHSY1","SIRT3"
"549","CHSY1","NME2"
"550","AMY1C","PTEN"
"551","AMY1C","DNMT1"
"552","AMY1C","DNMT3A"
"553","AMY1C","ENO1"
"554","AMY1C","PCBD1"
"555","AMY1C","SIRT1"
"556","AMY1C","SIRT2"
"557","AMY1C","SIRT3"
"558","AMY1C","NME2"
"559","EXTL2","PTEN"
"560","EXTL2","DNMT1"
"561","EXTL2","DNMT3A"
"562","EXTL2","ENO1"
"563","EXTL2","PCBD1"
"564","EXTL2","SIRT1"
"565","EXTL2","SIRT2"
"566","EXTL2","SIRT3"
"567","EXTL2","NME2"
"568","MINPP1","DNMT1"
"569","MINPP1","DNMT3A"
"570","MINPP1","PCBD1"
"571","MINPP1","SIRT1"
"572","MINPP1","SIRT2"
"573","MINPP1","SIRT3"
"574","MINPP1","NME2"
"575","PLA2G12B","PTEN"
"576","PLA2G12B","DNMT1"
"577","PLA2G12B","DNMT3A"
"578","PLA2G12B","ENO1"
"579","PLA2G12B","PCBD1"
"580","PLA2G12B","SIRT1"
"581","PLA2G12B","SIRT2"
"582","PLA2G12B","SIRT3"
"583","PLA2G12B","NME2"
"584","AMY1B","PTEN"
"585","AMY1B","DNMT1"
"586","AMY1B","DNMT3A"
"587","AMY1B","ENO1"
"588","AMY1B","PCBD1"
"589","AMY1B","SIRT1"
"590","AMY1B","SIRT2"
"591","AMY1B","SIRT3"
"592","AMY1B","NME2"
"593","AMY2B","PTEN"
"594","AMY2B","DNMT1"
"595","AMY2B","DNMT3A"
"596","AMY2B","ENO1"
"597","AMY2B","PCBD1"
"598","AMY2B","SIRT1"
"599","AMY2B","SIRT2"
"600","AMY2B","SIRT3"
"601","AMY2B","NME2"
"602","AOC2","PTEN"
"603","AOC2","DNMT1"
"604","AOC2","DNMT3A"
"605","AOC2","ENO1"
"606","AOC2","PCBD1"
"607","AOC2","SIRT1"
"608","AOC2","SIRT2"
"609","AOC2","SIRT3"
"610","AOC2","NME2"
"611","ENTPD1","PTEN"
"612","ENTPD1","DNMT1"
"613","ENTPD1","DNMT3A"
"614","ENTPD1","ENO1"
"615","ENTPD1","PCBD1"
"616","ENTPD1","SIRT1"
"617","ENTPD1","SIRT2"
"618","ENTPD1","SIRT3"
"619","GPX5","PTEN"
"620","GPX5","DNMT1"
"621","GPX5","DNMT3A"
"622","GPX5","ENO1"
"623","GPX5","PCBD1"
"624","GPX5","SIRT1"
"625","GPX5","SIRT2"
"626","GPX5","SIRT3"
"627","GPX5","NME2"
"628","GPX6","PTEN"
"629","GPX6","DNMT1"
"630","GPX6","DNMT3A"
"631","GPX6","ENO1"
"632","GPX6","PCBD1"
"633","GPX6","SIRT1"
"634","GPX6","SIRT2"
"635","GPX6","SIRT3"
"636","GPX6","NME2"
"637","GPX7","PTEN"
"638","GPX7","DNMT1"
"639","GPX7","DNMT3A"
"640","GPX7","ENO1"
"641","GPX7","PCBD1"
"642","GPX7","SIRT1"
"643","GPX7","SIRT2"
"644","GPX7","SIRT3"
"645","GPX7","NME2"
"646","IL4I1","PTEN"
"647","IL4I1","ENO1"
"648","IL4I1","PCBD1"
"649","IL4I1","SIRT1"
"650","IL4I1","SIRT2"
"651","IL4I1","SIRT3"
"652","IL4I1","NME2"
"653","AOC1","PTEN"
"654","AOC1","DNMT1"
"655","AOC1","DNMT3A"
"656","AOC1","ENO1"
"657","AOC1","PCBD1"
"658","AOC1","SIRT1"
"659","AOC1","SIRT2"
"660","AOC1","SIRT3"
"661","AOC1","NME2"
"662","ENPP3","PTEN"
"663","ENPP3","DNMT1"
"664","ENPP3","DNMT3A"
"665","ENPP3","ENO1"
"666","ENPP3","PCBD1"
"667","PLA2G10","PTEN"
"668","PLA2G10","DNMT1"
"669","PLA2G10","DNMT3A"
"670","PLA2G10","ENO1"
"671","PLA2G10","PCBD1"
"672","PLA2G10","SIRT1"
"673","PLA2G10","SIRT2"
"674","PLA2G10","SIRT3"
"675","PLA2G10","NME2"
"676","PLA2G12A","PTEN"
"677","PLA2G12A","DNMT1"
"678","PLA2G12A","DNMT3A"
"679","PLA2G12A","ENO1"
"680","PLA2G12A","PCBD1"
"681","PLA2G12A","SIRT1"
"682","PLA2G12A","SIRT2"
"683","PLA2G12A","SIRT3"
"684","PLA2G12A","NME2"
"685","PLA2G2C","PTEN"
"686","PLA2G2C","DNMT1"
"687","PLA2G2C","DNMT3A"
"688","PLA2G2C","ENO1"
"689","PLA2G2C","PCBD1"
"690","PLA2G2C","SIRT1"
"691","PLA2G2C","SIRT2"
"692","PLA2G2C","SIRT3"
"693","PLA2G2C","NME2"
"694","PLA2G2E","PTEN"
"695","PLA2G2E","DNMT1"
"696","PLA2G2E","DNMT3A"
"697","PLA2G2E","ENO1"
"698","PLA2G2E","PCBD1"
"699","PLA2G2E","SIRT1"
"700","PLA2G2E","SIRT2"
"701","PLA2G2E","SIRT3"
"702","PLA2G2E","NME2"
"703","PLA2G5","PTEN"
"704","PLA2G5","DNMT1"
"705","PLA2G5","DNMT3A"
"706","PLA2G5","ENO1"
"707","PLA2G5","PCBD1"
"708","PLA2G5","SIRT1"
"709","PLA2G5","SIRT2"
"710","PLA2G5","SIRT3"
"711","PLA2G5","NME2"
"712","LIPF","PTEN"
"713","LIPF","DNMT1"
"714","LIPF","DNMT3A"
"715","LIPF","ENO1"
"716","LIPF","PCBD1"
"717","LIPF","SIRT1"
"718","LIPF","SIRT2"
"719","LIPF","SIRT3"
"720","LIPF","NME2"
"721","ASAH2","PTEN"
"722","ASAH2","DNMT1"
"723","ASAH2","DNMT3A"
"724","ASAH2","ENO1"
"725","ASAH2","PCBD1"
"726","ASAH2","SIRT1"
"727","ASAH2","SIRT2"
"728","ASAH2","SIRT3"
"729","ASAH2","NME2"
"730","ST3GAL1","PTEN"
"731","ST3GAL1","DNMT1"
"732","ST3GAL1","DNMT3A"
"733","ST3GAL1","ENO1"
"734","ST3GAL1","PCBD1"
"735","ST3GAL1","SIRT1"
"736","ST3GAL1","SIRT2"
"737","ST3GAL1","SIRT3"
"738","ST3GAL1","NME2"
"739","GGT5","PTEN"
"740","GGT5","DNMT1"
"741","GGT5","DNMT3A"
"742","GGT5","ENO1"
"743","GGT5","PCBD1"
"744","GGT5","SIRT1"
"745","GGT5","SIRT2"
"746","GGT5","SIRT3"
"747","GGT5","NME2"
"748","PNLIPRP1","PTEN"
"749","PNLIPRP1","DNMT1"
"750","PNLIPRP1","DNMT3A"
"751","PNLIPRP1","ENO1"
"752","PNLIPRP1","PCBD1"
"753","PNLIPRP1","SIRT1"
"754","PNLIPRP1","SIRT2"
"755","PNLIPRP1","SIRT3"
"756","PNLIPRP1","NME2"
"757","ENTPD2","PTEN"
"758","ENTPD2","DNMT1"
"759","ENTPD2","DNMT3A"
"760","ENTPD2","ENO1"
"761","ENTPD2","PCBD1"
"762","ENTPD2","SIRT1"
"763","ENTPD2","SIRT2"
"764","ENTPD2","SIRT3"
"765","CYP2J2","PTEN"
"766","CYP2J2","DNMT1"
"767","CYP2J2","DNMT3A"
"768","CYP2J2","ENO1"
"769","CYP2J2","PCBD1"
"770","CYP2J2","SIRT1"
"771","CYP2J2","SIRT2"
"772","CYP2J2","SIRT3"
"773","CYP2J2","NME2"
"774","DHRS4L2","PTEN"
"775","DHRS4L2","DNMT1"
"776","DHRS4L2","DNMT3A"
"777","DHRS4L2","ENO1"
"778","DHRS4L2","PCBD1"
"779","DHRS4L2","SIRT1"
"780","DHRS4L2","SIRT2"
"781","DHRS4L2","SIRT3"
"782","DHRS4L2","NME2"
"783","PDE1C","PTEN"
"784","PDE1C","DNMT1"
"785","PDE1C","DNMT3A"
"786","PDE1C","ENO1"
"787","PDE1C","PCBD1"
"788","PDE1C","SIRT1"
"789","PDE1C","SIRT2"
"790","PDE1C","SIRT3"
"791","PDE1B","PTEN"
"792","PDE1B","DNMT1"
"793","PDE1B","DNMT3A"
"794","PDE1B","ENO1"
"795","PDE1B","PCBD1"
"796","PDE1B","SIRT1"
"797","PDE1B","SIRT2"
"798","PDE1B","SIRT3"
"799","PDE1A","PTEN"
"800","PDE1A","DNMT1"
"801","PDE1A","DNMT3A"
"802","PDE1A","ENO1"
"803","PDE1A","PCBD1"
"804","PDE1A","SIRT1"
"805","PDE1A","SIRT2"
"806","PDE1A","SIRT3"
"807","ALOX5","PTEN"
"808","ALOX5","DNMT1"
"809","ALOX5","DNMT3A"
"810","ALOX5","ENO1"
"811","ALOX5","PCBD1"
"812","ALOX5","SIRT1"
"813","ALOX5","SIRT2"
"814","ALOX5","SIRT3"
"815","ALOX5","NME2"
"816","PLD2","PTEN"
"817","PLD2","DNMT1"
"818","PLD2","DNMT3A"
"819","PLD2","ENO1"
"820","PLD2","PCBD1"
"821","PLD2","SIRT1"
"822","PLD2","SIRT2"
"823","PLD2","SIRT3"
"824","PLD2","NME2"
"825","SPHK1","PTEN"
"826","SPHK1","DNMT1"
"827","SPHK1","DNMT3A"
"828","SPHK1","ENO1"
"829","SPHK1","PCBD1"
"830","SPHK1","SIRT1"
"831","SPHK1","SIRT2"
"832","SPHK1","SIRT3"
"833","SPHK1","NME2"
"834","EXTL3","PTEN"
"835","EXTL3","DNMT1"
"836","EXTL3","DNMT3A"
"837","EXTL3","ENO1"
"838","EXTL3","PCBD1"
"839","EXTL3","SIRT1"
"840","EXTL3","SIRT2"
"841","EXTL3","SIRT3"
"842","EXTL3","NME2"
"843","INPP5K","DNMT1"
"844","INPP5K","DNMT3A"
"845","INPP5K","ENO1"
"846","INPP5K","PCBD1"
"847","INPP5K","SIRT1"
"848","INPP5K","SIRT2"
"849","INPP5K","SIRT3"
"850","INPP5K","NME2"
"851","PIK3CB","DNMT1"
"852","PIK3CB","DNMT3A"
"853","PIK3CB","ENO1"
"854","PIK3CB","PCBD1"
"855","PIK3CB","SIRT1"
"856","PIK3CB","SIRT2"
"857","PIK3CB","SIRT3"
"858","PIK3CB","NME2"
"859","ADCY8","PTEN"
"860","ADCY8","DNMT1"
"861","ADCY8","DNMT3A"
"862","ADCY8","ENO1"
"863","ADCY8","PCBD1"
"864","ADCY8","SIRT1"
"865","ADCY8","SIRT2"
"866","ADCY8","SIRT3"
"867","NT5E","PTEN"
"868","NT5E","DNMT1"
"869","NT5E","DNMT3A"
"870","NT5E","ENO1"
"871","NT5E","PCBD1"
"872","ADCY1","PTEN"
"873","ADCY1","DNMT1"
"874","ADCY1","DNMT3A"
"875","ADCY1","ENO1"
"876","ADCY1","PCBD1"
"877","ADCY1","SIRT1"
"878","ADCY1","SIRT2"
"879","ADCY1","SIRT3"
"880","ADCY7","PTEN"
"881","ADCY7","DNMT1"
"882","ADCY7","DNMT3A"
"883","ADCY7","ENO1"
"884","ADCY7","PCBD1"
"885","ADCY7","SIRT1"
"886","ADCY7","SIRT2"
"887","ADCY7","SIRT3"
"888","ADCY9","PTEN"
"889","ADCY9","DNMT1"
"890","ADCY9","DNMT3A"
"891","ADCY9","ENO1"
"892","ADCY9","PCBD1"
"893","ADCY9","SIRT1"
"894","ADCY9","SIRT2"
"895","ADCY9","SIRT3"
"896","CD38","PTEN"
"897","CD38","DNMT1"
"898","CD38","DNMT3A"
"899","CD38","ENO1"
"900","CD38","PCBD1"
