"","receptor","tf"
"33942","ITGB1,ITGA1","IL1B"
"33943","ITGB1,ITGA8","IL1B"
"33944","ITGB1,ITGA4","IL1B"
"33945","ITGB1,ITGA9","IL1B"
"33946","ITGB1,ITGA3","IL1B"
"33947","ITGB1,ITGA5","IL1B"
"33948","ITGB1,ITGAV","IL1B"
"33949","ITGB7,ITGA4","IL1B"
"33950","ITGB1,ITGA7","IL1B"
"33951","ITGB1,ITGA6","IL1B"
"33952","ITGA5,ITGB1","IL1B"
"33953","ITGAV,ITGB1","IL1B"
"33954","ITGA4,ITGB1","IL1B"
"33955","ITGA9,ITGB1","IL1B"
"33956","ITGA8,ITGB1","IL1B"
"33957","ITGA1,ITGB1","IL1B"
"33958","ITGA6,ITGB1","IL1B"
"33959","ITGA2,ITGB1","IL1B"
"33960","ITGA3,ITGB1","IL1B"
"33961","ITGA7,ITGB1","IL1B"
"33962","ITGA10,ITGB1","IL1B"
"33963","ITGA11,ITGB1","IL1B"
"33964","ITGA4,ITGB7","IL1B"
"33965","CD8A,CD8B","IFNB1"
"33966","CD8A,CD8B","IL1B"
"33967","CD8A,CD8B","IL6"
"33968","CD8B2","IFNB1"
"33969","CD8B2","IL1B"
"33970","CD8B2","IL6"
"33971","LAT","IFNB1"
"33972","LAT","IL1B"
"33973","LAT","IL6"
"33974","LAT","NFATC3"
"33975","FCGR3A","ELK1"
"33976","FCGR1A","ELK1"
"33977","FCGR2A","ELK1"
"33978","TLR2","NFKBIB"
"33979","FCGR3B","ELK1"
"33980","FCGR2C","ELK1"
"33981","FCGR2C","MAPK1"
"33982","FCGR2C","MAPK3"
"33983","PTPN6","ELK1"
"33984","TNF","IL2"
"33985","FASLG","IFNB1"
"33986","FASLG","IL2"
"33987","FAS","IFNB1"
"33988","FAS","IL2"
"33989","TNFRSF1A","IL2"
"33990","CD3D","IFNB1"
"33991","CD3D","IKBKB"
"33992","CD3D","IKBKG"
"33993","CD3D","IL1B"
"33994","CD3D","IL2"
"33995","CD3D","IL6"
"33996","CD3D","NFKB1"
"33997","CD3D","NFKBIA"
"33998","CD3D","RELA"
"33999","CD3D","TNF"
"34000","CD3D","TRAF6"
"34001","CD3G","IFNB1"
"34002","CD3G","IKBKB"
"34003","CD3G","IKBKG"
"34004","CD3G","IL1B"
"34005","CD3G","IL2"
"34006","CD3G","IL6"
"34007","CD3G","NFKB1"
"34008","CD3G","NFKBIA"
"34009","CD3G","RELA"
"34010","CD3G","TNF"
"34011","CD3G","TRAF6"
"34012","CD247","IFNB1"
"34013","CD247","IL1B"
"34014","CD247","IL6"
"34015","CD247","TRAF6"
"34016","TLR6","IL2"
"34017","CD3E","IFNB1"
"34018","CD3E","IL1B"
"34019","CD3E","IL6"
"34020","CD3E","TRAF6"
"34021","TLR2","IL2"
"34022","TLR9","IL2"
"34023","IFNG","CIITA"
"34024","IL10","CIITA"
"34025","IL10","IFNG"
"34026","LY96","NFKBIB"
"34027","IFNGR2","CIITA"
"34028","IL10RB","CIITA"
"34029","IL10RB","IFNG"
"34030","IFNGR1","CIITA"
"34031","IL10RA","CIITA"
"34032","IL10RA","IFNG"
"34033","IL10RB,IFNLR1","CIITA"
"34034","IL10RB,IFNLR1","IFNG"
"34035","IFNGR1,IFNGR2","CIITA"
"34036","IL10RA,IL10RB","CIITA"
"34037","IL10RA,IL10RB","IFNG"
"34038","IL22RA1,IL10RB","CIITA"
"34039","IL22RA1,IL10RB","IFNG"
"34040","IL20RA,IL10RB","CIITA"
"34041","IL20RA,IL10RB","IFNG"
"34042","IL1R2","NFKB1"
"34043","IL1R2","RELA"
"34044","IL10","CREB1"
"34045","IL10","NFYA"
"34046","IL10","NFYB"
"34047","IL10","NFYC"
"34048","IL10","RFX5"
"34049","IL10","RFXANK"
"34050","IL10","RFXAP"
"34051","FCER1G","CEBPB"
"34052","FCER1G","CEBPG"
"34053","FCER1G","CIITA"
"34054","FCER1G","CREB1"
"34055","FCER1G","NFYA"
"34056","FCER1G","NFYB"
"34057","FCER1G","NFYC"
"34058","FCER1G","RFX5"
"34059","FCER1G","RFXANK"
"34060","FCER1G","RFXAP"
"34061","TLR4","CEBPB"
"34062","TLR4","CEBPG"
"34063","TLR4","CIITA"
"34064","TLR4","NFYA"
"34065","TLR4","NFYB"
"34066","TLR4","NFYC"
"34067","TLR4","RFX5"
"34068","TLR4","RFXANK"
"34069","TLR4","RFXAP"
"34070","TLR4","VDR"
"34071","VDR","CAMP"
"34072","IFNGR2","NFYA"
"34073","IFNGR2","NFYB"
"34074","IFNGR2","NFYC"
"34075","IFNGR2","RFX5"
"34076","IFNGR2","RFXANK"
"34077","IFNGR2","RFXAP"
"34078","IL10RB","CREB1"
"34079","IL10RB","NFYA"
"34080","IL10RB","NFYB"
"34081","IL10RB","NFYC"
"34082","IL10RB","RFX5"
"34083","IL10RB","RFXANK"
"34084","IL10RB","RFXAP"
"34085","CD14","CAMP"
"34086","CD14","CEBPB"
"34087","CD14","CEBPG"
"34088","CD14","CIITA"
"34089","CD14","CREB1"
"34090","CD14","NFYA"
"34091","CD14","NFYB"
"34092","CD14","NFYC"
"34093","CD14","RFX5"
"34094","CD14","RFXANK"
"34095","CD14","RFXAP"
"34096","CD14","VDR"
"34097","TLR1","CAMP"
"34098","TLR1","CEBPB"
"34099","TLR1","CEBPG"
"34100","TLR1","CIITA"
"34101","TLR1","CREB1"
"34102","TLR1","MAPK1"
"34103","TLR1","MAPK3"
"34104","TLR1","NFYA"
"34105","TLR1","NFYB"
"34106","TLR1","NFYC"
"34107","TLR1","RFX5"
"34108","TLR1","RFXANK"
"34109","TLR1","RFXAP"
"34110","TLR1","VDR"
"34111","CLEC4M","CEBPB"
"34112","CLEC4M","CEBPG"
"34113","CLEC4M","CIITA"
"34114","CLEC4M","CREB1"
"34115","CLEC4M","NFYA"
"34116","CLEC4M","NFYB"
"34117","CLEC4M","NFYC"
"34118","CLEC4M","RFX5"
"34119","CLEC4M","RFXANK"
"34120","CLEC4M","RFXAP"
"34121","CLEC4M","TGFB1"
"34122","PLA2R1","CREB1"
"34123","PLA2R1","NFYA"
"34124","PLA2R1","NFYB"
"34125","PLA2R1","NFYC"
"34126","PLA2R1","RFX5"
"34127","PLA2R1","RFXANK"
"34128","PLA2R1","RFXAP"
"34129","PLA2R1","TGFB1"
"34130","TLR6","CAMP"
"34131","TLR6","CEBPB"
"34132","TLR6","CEBPG"
"34133","TLR6","CIITA"
"34134","TLR6","CREB1"
"34135","TLR6","NFYA"
"34136","TLR6","NFYB"
"34137","TLR6","NFYC"
"34138","TLR6","RFX5"
"34139","TLR6","RFXANK"
"34140","TLR6","RFXAP"
"34141","TLR6","VDR"
"34142","TLR2","CAMP"
"34143","TLR2","CEBPB"
"34144","TLR2","CEBPG"
"34145","TLR2","CIITA"
"34146","TLR2","NFYA"
"34147","TLR2","NFYB"
"34148","TLR2","NFYC"
"34149","TLR2","RFX5"
"34150","TLR2","RFXANK"
"34151","TLR2","RFXAP"
"34152","TLR2","VDR"
"34153","IL10RA","CREB1"
"34154","IL10RA","NFYA"
"34155","IL10RA","NFYB"
"34156","IL10RA","NFYC"
"34157","IL10RA","RFX5"
"34158","IL10RA","RFXANK"
"34159","IL10RA","RFXAP"
"34160","TLR9","CAMP"
"34161","TLR9","CEBPB"
"34162","TLR9","CEBPG"
"34163","TLR9","CIITA"
"34164","TLR9","CREB1"
"34165","TLR9","NFYA"
"34166","TLR9","NFYB"
"34167","TLR9","NFYC"
"34168","TLR9","RFX5"
"34169","TLR9","RFXANK"
"34170","TLR9","RFXAP"
"34171","TLR9","VDR"
"34172","CTSS","CREB1"
"34173","CTSS","NFYA"
"34174","CTSS","NFYB"
"34175","CTSS","NFYC"
"34176","CTSS","RFX5"
"34177","CTSS","RFXANK"
"34178","CTSS","RFXAP"
"34179","CLEC7A","CEBPB"
"34180","CLEC7A","CEBPG"
"34181","CLEC7A","CIITA"
"34182","CLEC7A","CREB1"
"34183","CLEC7A","NFYA"
"34184","CLEC7A","NFYB"
"34185","CLEC7A","NFYC"
"34186","CLEC7A","RFX5"
"34187","CLEC7A","RFXANK"
"34188","CLEC7A","RFXAP"
"34189","CALM1","CIITA"
"34190","CALM1","NFYA"
"34191","CALM1","NFYB"
"34192","CALM1","NFYC"
"34193","CALM1","RFX5"
"34194","CALM1","RFXANK"
"34195","CALM1","RFXAP"
"34196","CALM1","STAT1"
"34197","MRC2","CREB1"
"34198","MRC2","NFYA"
"34199","MRC2","NFYB"
"34200","MRC2","NFYC"
"34201","MRC2","RFX5"
"34202","MRC2","RFXANK"
"34203","MRC2","RFXAP"
"34204","MRC2","TGFB1"
"34205","CD209","CEBPB"
"34206","CD209","CEBPG"
"34207","CD209","CIITA"
"34208","CD209","CREB1"
"34209","CD209","NFYA"
"34210","CD209","NFYB"
"34211","CD209","NFYC"
"34212","CD209","RFX5"
"34213","CD209","RFXANK"
"34214","CD209","RFXAP"
"34215","CD209","TGFB1"
"34216","MRC1","CREB1"
"34217","MRC1","NFYA"
"34218","MRC1","NFYB"
"34219","MRC1","NFYC"
"34220","MRC1","RFX5"
"34221","MRC1","RFXANK"
"34222","MRC1","RFXAP"
"34223","MRC1","TGFB1"
"34224","IL10RB,IFNLR1","CREB1"
"34225","IL10RB,IFNLR1","NFYA"
"34226","IL10RB,IFNLR1","NFYB"
"34227","IL10RB,IFNLR1","NFYC"
"34228","IL10RB,IFNLR1","RFX5"
"34229","IL10RB,IFNLR1","RFXANK"
"34230","IL10RB,IFNLR1","RFXAP"
"34231","IFNGR1,IFNGR2","NFYA"
"34232","IFNGR1,IFNGR2","NFYB"
"34233","IFNGR1,IFNGR2","NFYC"
"34234","IFNGR1,IFNGR2","RFX5"
"34235","IFNGR1,IFNGR2","RFXANK"
"34236","IFNGR1,IFNGR2","RFXAP"
"34237","IL10RA,IL10RB","CREB1"
"34238","IL10RA,IL10RB","NFYA"
"34239","IL10RA,IL10RB","NFYB"
"34240","IL10RA,IL10RB","NFYC"
"34241","IL10RA,IL10RB","RFX5"
"34242","IL10RA,IL10RB","RFXANK"
"34243","IL10RA,IL10RB","RFXAP"
"34244","IL22RA1,IL10RB","CREB1"
"34245","IL22RA1,IL10RB","NFYA"
"34246","IL22RA1,IL10RB","NFYB"
"34247","IL22RA1,IL10RB","NFYC"
"34248","IL22RA1,IL10RB","RFX5"
"34249","IL22RA1,IL10RB","RFXANK"
"34250","IL22RA1,IL10RB","RFXAP"
"34251","IL20RA,IL10RB","CREB1"
"34252","IL20RA,IL10RB","NFYA"
"34253","IL20RA,IL10RB","NFYB"
"34254","IL20RA,IL10RB","NFYC"
"34255","IL20RA,IL10RB","RFX5"
"34256","IL20RA,IL10RB","RFXANK"
"34257","IL20RA,IL10RB","RFXAP"
"34258","RXRA","E2F1"
"34259","RXRA","E2F2"
"34260","RXRA","E2F3"
"34261","RXRA","RB1"
"34262","IFNAR2","IFNG"
"34263","IFNAR2","IRF7"
"34264","IFNAR2","TNF"
"34265","NR1H3","CCND1"
"34266","NR1H3","E2F1"
"34267","NR1H3","E2F2"
"34268","NR1H3","E2F3"
"34269","NR1H3","MYC"
"34270","NR1H3","RB1"
"34271","IFNAR1","IFNG"
"34272","IFNAR1","IRF7"
"34273","IFNAR1","TNF"
"34274","TLR3","EIF2AK2"
"34275","TLR3","IFNG"
"34276","TLR3","IRF9"
"34277","TLR3","STAT2"
"34278","IFNA8","IFNG"
"34279","IFNA8","IRF7"
"34280","IFNA8","NFKBIA"
"34281","IFNA8","TNF"
"34282","IFNB1","IFNG"
"34283","IFNB1","IRF7"
"34284","IFNB1","TNF"
"34285","PPARA","CCND1"
"34286","PPARA","E2F1"
"34287","PPARA","E2F2"
"34288","PPARA","E2F3"
"34289","PPARA","MYC"
"34290","PPARA","RB1"
"34291","IFNA5","IFNG"
"34292","IFNA5","IRF7"
"34293","IFNA5","NFKBIA"
"34294","IFNA5","TNF"
"34295","IFNA2","IFNG"
"34296","IFNA2","IRF7"
"34297","IFNA2","NFKBIA"
"34298","IFNA2","TNF"
"34299","IFNA4","IFNG"
"34300","IFNA4","IRF7"
"34301","IFNA4","NFKBIA"
"34302","IFNA4","TNF"
"34303","IFNA6","IFNG"
"34304","IFNA6","IRF7"
"34305","IFNA6","NFKBIA"
"34306","IFNA6","TNF"
"34307","IFNA13","IFNG"
"34308","IFNA13","IRF7"
"34309","IFNA13","NFKBIA"
"34310","IFNA13","TNF"
"34311","IFNA14","IFNG"
"34312","IFNA14","IRF7"
"34313","IFNA14","NFKBIA"
"34314","IFNA14","TNF"
"34315","IFNA17","IFNG"
"34316","IFNA17","IRF7"
"34317","IFNA17","NFKBIA"
"34318","IFNA17","TNF"
"34319","IFNA10","IFNG"
"34320","IFNA10","IRF7"
"34321","IFNA10","NFKBIA"
"34322","IFNA10","TNF"
"34323","IFNA16","IFNG"
"34324","IFNA16","IRF7"
"34325","IFNA16","NFKBIA"
"34326","IFNA16","TNF"
"34327","IFNA1","IFNG"
"34328","IFNA1","IRF7"
"34329","IFNA1","NFKBIA"
"34330","IFNA1","TNF"
"34331","IFNA21","IFNG"
"34332","IFNA21","IRF7"
"34333","IFNA21","NFKBIA"
"34334","IFNA21","TNF"
"34335","IFNA7","IFNG"
"34336","IFNA7","IRF7"
"34337","IFNA7","NFKBIA"
"34338","IFNA7","TNF"
"34339","TRAF3","EIF2AK2"
"34340","TRAF3","IFNG"
"34341","IFNAR1,IFNAR2","IFNG"
"34342","IFNAR1,IFNAR2","IRF7"
"34343","IFNAR1,IFNAR2","TNF"
"34344","IFNAR1","IRF3"
"34345","IFNAR1","TLR4"
"34346","TLR3","TLR4"
"34347","IFNA8","IFNB1"
"34348","IFNA8","IRF3"
"34349","IFNA8","TLR4"
"34350","IFNA8","TRAF6"
"34351","TLR2","IRF3"
"34352","TLR2","STAT2"
"34353","TLR2","TLR4"
"34354","IFNA5","IFNB1"
"34355","IFNA5","IRF3"
"34356","IFNA5","TLR4"
"34357","IFNA5","TRAF6"
"34358","IFNA2","IFNB1"
"34359","IFNA2","IRF3"
"34360","IFNA2","TLR4"
"34361","IFNA2","TRAF6"
"34362","IFNA4","IFNB1"
"34363","IFNA4","IRF3"
"34364","IFNA4","TLR4"
"34365","IFNA4","TRAF6"
"34366","IFNA6","IFNB1"
"34367","IFNA6","IRF3"
"34368","IFNA6","TLR4"
"34369","IFNA6","TRAF6"
"34370","IFNA13","IFNB1"
"34371","IFNA13","IRF3"
"34372","IFNA13","TLR4"
"34373","IFNA13","TRAF6"
"34374","IFNA14","IFNB1"
"34375","IFNA14","IRF3"
"34376","IFNA14","TLR4"
"34377","IFNA14","TRAF6"
"34378","IFNA17","IFNB1"
"34379","IFNA17","IRF3"
"34380","IFNA17","TLR4"
"34381","IFNA17","TRAF6"
"34382","IFNA10","IFNB1"
"34383","IFNA10","IRF3"
"34384","IFNA10","TLR4"
"34385","IFNA10","TRAF6"
"34386","IFNA16","IFNB1"
"34387","IFNA16","IRF3"
"34388","IFNA16","TLR4"
"34389","IFNA16","TRAF6"
"34390","IFNA1","IFNB1"
"34391","IFNA1","IRF3"
"34392","IFNA1","TLR4"
"34393","IFNA1","TRAF6"
"34394","IFNA21","IFNB1"
"34395","IFNA21","IRF3"
"34396","IFNA21","TLR4"
"34397","IFNA21","TRAF6"
"34398","IFNA7","IFNB1"
"34399","IFNA7","IRF3"
"34400","IFNA7","TLR4"
"34401","IFNA7","TRAF6"
"34402","PTK2B","ATF2"
"34403","PTK2B","ATF4"
"34404","PTK2B","ATF6B"
"34405","PTK2B","CDKN1A"
"34406","PTK2B","CREB1"
"34407","PTK2B","CREB3"
"34408","PTK2B","CREB3L1"
"34409","PTK2B","CREB3L2"
"34410","PTK2B","CREB3L3"
"34411","PTK2B","CREB3L4"
"34412","PTK2B","CREB5"
"34413","PTK2B","E2F1"
"34414","PTK2B","E2F2"
"34415","PTK2B","E2F3"
"34416","PTK2B","JUN"
"34417","PTK2B","MAPK10"
"34418","PTK2B","MAPK8"
"34419","PTK2B","MAPK9"
"34420","PTK2B","MYC"
"34421","PTK2B","RB1"
"34422","PTK2B","SMAD3"
"34423","PTK2B","SMAD4"
"34424","PTK2B","SOS1"
"34425","PTK2B","SOS2"
"34426","PTK2B","SRC"
"34427","TRAF3","TLR4"
"34428","IFNAR1,IFNAR2","IRF3"
"34429","IFNAR1,IFNAR2","TLR4"
"34430","IL2","EIF2AK2"
"34431","IL2RB","EIF2AK2"
"34432","TLR4","EIF2AK2"
"34433","TLR4","STAT3"
"34434","TLR4","STAT5A"
"34435","TLR4","STAT5B"
"34436","IL2RG","EIF2AK2"
"34437","IL2RA","EIF2AK2"
"34438","TLR2","EIF2AK2"
"34439","TLR2","IRF9"
"34440","TLR2","STAT3"
"34441","TLR2","STAT5A"
"34442","TLR2","STAT5B"
"34443","TLR9","EIF2AK2"
"34444","TLR9","IRF9"
"34445","TLR9","NFKBIB"
"34446","TLR9","STAT2"
"34447","TLR9","STAT3"
"34448","TLR9","STAT5A"
"34449","TLR9","STAT5B"
"34450","TLR7","EIF2AK2"
"34451","TLR7","IRF9"
"34452","TLR7","NFKBIB"
"34453","TLR7","STAT2"
"34454","TLR7","STAT3"
"34455","TLR7","STAT5A"
"34456","TLR7","STAT5B"
"34457","RACK1","EIF2AK2"
"34458","RACK1","IRF9"
"34459","RACK1","STAT1"
"34460","RACK1","STAT2"
"34461","RACK1","STAT3"
"34462","RACK1","STAT5A"
"34463","RACK1","STAT5B"
"34464","TRAF3","STAT3"
"34465","TRAF3","STAT5A"
"34466","TRAF3","STAT5B"
"34467","IL20RA,IL20RB,IL2RG","EIF2AK2"
"34468","IL2RB,IL2RG","EIF2AK2"
"34469","IL4R,IL2RG","EIF2AK2"
"34470","IL7R,IL2RG","EIF2AK2"
"34471","IL9R,IL2RG","EIF2AK2"
"34472","IL15RA,IL2RB,IL2RG","EIF2AK2"
"34473","IL21R,IL2RG","EIF2AK2"
"34474","IL2RA,IL2RB,IL2RG","EIF2AK2"
"34475","ITGB3","E2F1"
"34476","ITGB3","E2F2"
"34477","ITGB3","E2F3"
"34478","ITGB3","RB1"
"34479","IL6R","CTNNB1"
"34480","IL6R","E2F1"
"34481","IL6R","E2F2"
"34482","IL6R","E2F3"
"34483","IL6R","IL6"
"34484","IL6R","MAPK11"
"34485","IL6R","MAPK12"
"34486","IL6R","MAPK13"
"34487","IL6R","MAPK14"
"34488","IL6R","NFKBIA"
"34489","IL6R","RB1"
"34490","EGFR","E2F1"
"34491","EGFR","E2F2"
"34492","EGFR","E2F3"
"34493","EGFR","IL6"
"34494","EGFR","RB1"
"34495","CXCR4","ATF2"
"34496","CXCR4","ATF4"
"34497","CXCR4","ATF6B"
"34498","CXCR4","CCND1"
"34499","CXCR4","CREB1"
"34500","CXCR4","CREB3"
"34501","CXCR4","CREB3L1"
"34502","CXCR4","CREB3L2"
"34503","CXCR4","CREB3L3"
"34504","CXCR4","CREB3L4"
"34505","CXCR4","CREB5"
"34506","CXCR4","E2F1"
"34507","CXCR4","E2F2"
"34508","CXCR4","E2F3"
"34509","CXCR4","IL6"
"34510","CXCR4","MYC"
"34511","CXCR4","RB1"
"34512","CXCL12","ATF2"
"34513","CXCL12","ATF4"
"34514","CXCL12","ATF6B"
"34515","CXCL12","CCND1"
"34516","CXCL12","CREB1"
"34517","CXCL12","CREB3"
"34518","CXCL12","CREB3L1"
"34519","CXCL12","CREB3L2"
"34520","CXCL12","CREB3L3"
"34521","CXCL12","CREB3L4"
"34522","CXCL12","CREB5"
"34523","CXCL12","E2F1"
"34524","CXCL12","E2F2"
"34525","CXCL12","E2F3"
"34526","CXCL12","IL6"
"34527","CXCL12","MYC"
"34528","CXCL12","RB1"
"34529","ITGAV","E2F1"
"34530","ITGAV","E2F2"
"34531","ITGAV","E2F3"
"34532","ITGAV","MAPK11"
"34533","ITGAV","MAPK12"
"34534","ITGAV","MAPK13"
"34535","ITGAV","MAPK14"
"34536","ITGAV","RB1"
"34537","PDGFRA","E2F1"
"34538","PDGFRA","E2F2"
"34539","PDGFRA","E2F3"
"34540","PDGFRA","IL6"
"34541","PDGFRA","NFKBIA"
"34542","PDGFRA","RB1"
"34543","PDGFRA","SP1"
"34544","TNF","CCND1"
"34545","TNF","CTNNB1"
"34546","TNF","E2F1"
"34547","TNF","E2F2"
"34548","TNF","E2F3"
"34549","TNF","RB1"
"34550","IL6","CTNNB1"
"34551","IL6","E2F1"
"34552","IL6","E2F2"
"34553","IL6","E2F3"
"34554","IL6","MAPK11"
"34555","IL6","MAPK12"
"34556","IL6","MAPK13"
"34557","IL6","MAPK14"
"34558","IL6","NFKBIA"
"34559","IL6","RB1"
"34560","IL1B","ATF6B"
"34561","IL1B","CCND1"
"34562","IL1B","CREB3"
"34563","IL1B","CREB3L1"
"34564","IL1B","CREB3L2"
"34565","IL1B","CREB3L3"
"34566","IL1B","CREB3L4"
"34567","IL1B","CREB5"
"34568","IL1B","CTNNB1"
"34569","IL1B","E2F1"
"34570","IL1B","E2F2"
"34571","IL1B","E2F3"
"34572","IL1B","MYC"
"34573","IL1B","RB1"
"34574","IL10RB","ATF2"
"34575","IL10RB","ATF4"
"34576","IL10RB","ATF6B"
"34577","IL10RB","CREB3"
"34578","IL10RB","CREB3L1"
"34579","IL10RB","CREB3L2"
"34580","IL10RB","CREB3L3"
"34581","IL10RB","CREB3L4"
"34582","IL10RB","CREB5"
"34583","IL10RB","CTNNB1"
"34584","IL10RB","E2F1"
"34585","IL10RB","E2F2"
"34586","IL10RB","E2F3"
"34587","IL10RB","IKBKB"
"34588","IL10RB","IKBKG"
"34589","IL10RB","IL6"
"34590","IL10RB","MAPK11"
"34591","IL10RB","MAPK12"
"34592","IL10RB","MAPK13"
"34593","IL10RB","MAPK14"
"34594","IL10RB","NFKB1"
"34595","IL10RB","NFKBIA"
"34596","IL10RB","RB1"
"34597","IL10RB","RELA"
"34598","TNFRSF1A","ATF6B"
"34599","TNFRSF1A","CCND1"
"34600","TNFRSF1A","CTNNB1"
"34601","TNFRSF1A","E2F1"
"34602","TNFRSF1A","E2F2"
"34603","TNFRSF1A","E2F3"
"34604","TNFRSF1A","RB1"
"34605","TRAF2","CCND1"
"34606","TRAF2","CTNNB1"
"34607","TRAF2","E2F1"
"34608","TRAF2","E2F2"
"34609","TRAF2","E2F3"
"34610","TRAF2","RB1"
"34611","IL10RA","ATF2"
"34612","IL10RA","ATF4"
"34613","IL10RA","ATF6B"
"34614","IL10RA","CREB3"
"34615","IL10RA","CREB3L1"
"34616","IL10RA","CREB3L2"
"34617","IL10RA","CREB3L3"
"34618","IL10RA","CREB3L4"
"34619","IL10RA","CREB5"
"34620","IL10RA","CTNNB1"
"34621","IL10RA","E2F1"
"34622","IL10RA","E2F2"
"34623","IL10RA","E2F3"
"34624","IL10RA","IKBKB"
"34625","IL10RA","IKBKG"
"34626","IL10RA","IL6"
"34627","IL10RA","MAPK11"
"34628","IL10RA","MAPK12"
"34629","IL10RA","MAPK13"
"34630","IL10RA","MAPK14"
"34631","IL10RA","NFKB1"
"34632","IL10RA","NFKBIA"
"34633","IL10RA","RB1"
"34634","IL10RA","RELA"
"34635","PTGER3","ATF2"
"34636","PTGER3","ATF4"
"34637","PTGER3","ATF6B"
"34638","PTGER3","CCND1"
"34639","PTGER3","CTNNB1"
"34640","PTGER3","E2F1"
"34641","PTGER3","E2F2"
"34642","PTGER3","E2F3"
"34643","PTGER3","IKBKB"
"34644","PTGER3","IKBKG"
"34645","PTGER3","IL6"
"34646","PTGER3","MAPK11"
"34647","PTGER3","MAPK12"
"34648","PTGER3","MAPK13"
"34649","PTGER3","MAPK14"
"34650","PTGER3","MYC"
"34651","PTGER3","RB1"
"34652","PTGER3","STAT3"
"34653","IL1R1","ATF6B"
"34654","IL1R1","CCND1"
"34655","IL1R1","CREB3"
"34656","IL1R1","CREB3L1"
"34657","IL1R1","CREB3L2"
"34658","IL1R1","CREB3L3"
"34659","IL1R1","CREB3L4"
"34660","IL1R1","CREB5"
"34661","IL1R1","CTNNB1"
"34662","IL1R1","E2F1"
"34663","IL1R1","E2F2"
"34664","IL1R1","E2F3"
"34665","IL1R1","MYC"
"34666","IL1R1","RB1"
"34667","PTGER1","AKT1"
"34668","PTGER1","AKT2"
"34669","PTGER1","AKT3"
"34670","PTGER1","ATF2"
"34671","PTGER1","ATF4"
"34672","PTGER1","ATF6B"
"34673","PTGER1","CCND1"
"34674","PTGER1","CREB1"
"34675","PTGER1","CREB3"
"34676","PTGER1","CREB3L1"
"34677","PTGER1","CREB3L2"
"34678","PTGER1","CREB3L3"
"34679","PTGER1","CREB3L4"
"34680","PTGER1","CREB5"
"34681","PTGER1","CTNNB1"
"34682","PTGER1","E2F1"
"34683","PTGER1","E2F2"
"34684","PTGER1","E2F3"
"34685","PTGER1","IKBKB"
"34686","PTGER1","IKBKG"
"34687","PTGER1","IL6"
"34688","PTGER1","MAPK11"
"34689","PTGER1","MAPK12"
"34690","PTGER1","MAPK13"
"34691","PTGER1","MAPK14"
"34692","PTGER1","MYC"
"34693","PTGER1","NFKB1"
"34694","PTGER1","NFKBIA"
"34695","PTGER1","RB1"
"34696","PTGER1","RELA"
"34697","PTGER1","STAT3"
"34698","PTGER2","ATF2"
"34699","PTGER2","ATF4"
"34700","PTGER2","ATF6B"
"34701","PTGER2","CCND1"
"34702","PTGER2","CTNNB1"
"34703","PTGER2","E2F1"
"34704","PTGER2","E2F2"
"34705","PTGER2","E2F3"
"34706","PTGER2","IKBKB"
"34707","PTGER2","IKBKG"
"34708","PTGER2","IL6"
"34709","PTGER2","MAPK11"
"34710","PTGER2","MAPK12"
"34711","PTGER2","MAPK13"
"34712","PTGER2","MAPK14"
"34713","PTGER2","MYC"
"34714","PTGER2","RB1"
"34715","PTGER2","STAT3"
"34716","PTGER4","AKT1"
"34717","PTGER4","AKT2"
"34718","PTGER4","AKT3"
"34719","PTGER4","ATF2"
"34720","PTGER4","ATF4"
"34721","PTGER4","ATF6B"
"34722","PTGER4","CCND1"
"34723","PTGER4","CREB3"
"34724","PTGER4","CREB3L1"
"34725","PTGER4","CREB3L2"
"34726","PTGER4","CREB3L3"
"34727","PTGER4","CREB3L4"
"34728","PTGER4","CREB5"
"34729","PTGER4","CTNNB1"
"34730","PTGER4","E2F1"
"34731","PTGER4","E2F2"
"34732","PTGER4","E2F3"
"34733","PTGER4","IKBKB"
"34734","PTGER4","IKBKG"
"34735","PTGER4","IL6"
"34736","PTGER4","MAPK11"
"34737","PTGER4","MAPK12"
"34738","PTGER4","MAPK13"
"34739","PTGER4","MAPK14"
"34740","PTGER4","MYC"
"34741","PTGER4","NFKB1"
"34742","PTGER4","NFKBIA"
"34743","PTGER4","RB1"
"34744","PTGER4","RELA"
"34745","PTGER4","STAT3"
"34746","CALM1","CCND1"
"34747","CALM1","E2F1"
"34748","CALM1","E2F2"
"34749","CALM1","E2F3"
"34750","CALM1","IL6"
"34751","CALM1","MYC"
"34752","CALM1","RB1"
"34753","CALM1","STAT3"
"34754","ADCY8","CCND1"
"34755","ADCY8","E2F1"
"34756","ADCY8","E2F2"
"34757","ADCY8","E2F3"
"34758","ADCY8","MYC"
"34759","ADCY8","RB1"
"34760","RIPK1","AKT1"
"34761","RIPK1","AKT2"
"34762","RIPK1","AKT3"
"34763","RIPK1","CCND1"
"34764","RIPK1","CTNNB1"
"34765","RIPK1","E2F1"
"34766","RIPK1","E2F2"
"34767","RIPK1","E2F3"
"34768","RIPK1","MYC"
"34769","RIPK1","RB1"
"34770","RIPK1","STAT3"
"34771","ADCY1","CCND1"
"34772","ADCY1","E2F1"
"34773","ADCY1","E2F2"
"34774","ADCY1","E2F3"
"34775","ADCY1","MYC"
"34776","ADCY1","RB1"
"34777","ADCY7","CCND1"
