"","ligand","receptor"
"2435","Fgf9","Fgfr2"
"2436","Fgf9","Fgfr3"
"2437","Fgf9","Fgfr4"
"2438","Fgfr2","Fgfr1"
"2439","Kl","Fgfr1"
"2440","Ncam1","Fgfr1"
"2441","S100b","Fgfr1"
"2442","Fgfr2","Fgfr3"
"2443","L1cam","Fgfr2"
"2444","Ncam1","Fgfr2"
"2445","Fgfr2","Nectin1"
"2446","Pf4","Fgfr2"
"2447","Fgfr2","Ptprr"
"2448","Fgfr2","Ros1"
"2449","Rps27a","Fgfr2"
"2450","Tff1","Fgfr2"
"2451","Timp1","Fgfr2"
"2452","Vegfd","Fgfr2"
"2453","Fgfr2","Xpr1"
"2454","Hsp90aa1","Fgfr3"
"2455","Fgfr3","Nectin1"
"2456","Fgfr4","Ptprr"
"2457","Scgb3a1","Fgfr4"
"2458","Fgg","Itga5"
"2459","Fgg","Itgav"
"2460","Fgg","Itgb1"
"2461","Fgg","Tlr4"
"2462","Fgl1","Lag3"
"2463","Lgi3","Flot1"
"2464","Fn1","Flrt2"
"2465","Slit1","Flrt3"
"2466","Pgf","Flt1,Kdr"
"2467","Vegfa","Flt1,Kdr"
"2468","Vegfb","Flt1,Kdr"
"2469","Mmp14","Flt1"
"2470","Pdgfc","Flt1"
"2471","Pgf","Flt1"
"2472","Pigf","Flt1"
"2473","Plg","Flt1"
"2474","Vegfa","Flt1"
"2475","Vegfb","Flt1"
"2476","Vegfc","Flt1"
"2477","Vegfd","Flt1"
"2478","Flt3l","Flt3"
"2479","Fn1","Flt4"
"2480","Pdgfc","Flt4"
"2481","Tnf","Flt4"
"2482","Vegfc","Flt4"
"2483","Vegfd","Flt4"
"2484","Fn1","Il17rc"
"2485","Fn1","Itgb1,Itga10"
"2486","Fn1","Itgb1,Itga11"
"2487","Fn1","Itgb1,Itga2"
"2488","Fn1","Itga2b,Itgb3"
"2489","Fn1","Itgb1,Itga3"
"2490","Fn1","Itgb1,Itga4"
"2491","Fn1","Itgb7,Itga4"
"2492","Fn1","Itgb1,Itga5"
"2493","Fn1","Itga6"
"2494","Fn1","Itgb1,Itga8"
"2495","Fn1","Itga9"
"2496","Fn1","Itgav"
"2497","Fn1","Itgb1,Itgav"
"2498","Fn1","Itgav,Itgb3"
"2499","Fn1","Itgb5,Itgav"
"2500","Fn1","Itgav,Itgb6"
"2501","Fn1","Itgav,Itgb8"
"2502","Fn1","Mag"
"2503","Fn1","Nt5e"
"2504","Fn1","Plaur"
"2505","Fn1","Robo4"
"2506","Fn1","Sdc1"
"2507","Fn1","Sdc2"
"2508","Fn1","Sdc4"
"2509","Fn1","Tmprss6"
"2510","Fn1","Tnfrsf11b"
"2511","Fn1","Tshr"
"2512","Fndc5","Itgav"
"2513","Fndc5","Itgb5"
"2514","Tafa4","Fpr1"
"2515","Hebp1","Fpr2"
"2516","Saa2","Fpr2"
"2517","Hebp1","Fpr3"
"2518","Fshb","Fshr"
"2519","Fshb","Gpr20"
"2520","Fshb","Pth1r"
"2521","Fshb","Ramp2"
"2522","Fshb","Ramp3"
"2523","Fshb","Tshr"
"2524","Fshb","Vipr1"
"2525","Fst","Hjv"
"2526","Gdf9","Fxyd6"
"2527","Fyn","Spn"
"2528","Fyn","Thy1"
"2529","Wnt1","Fzd10,Lrp5"
"2530","Wnt10a","Fzd10,Lrp5"
"2531","Wnt10b","Fzd10,Lrp5"
"2532","Wnt16","Fzd10,Lrp5"
"2533","Wnt2","Fzd10,Lrp5"
"2534","Wnt2b","Fzd10,Lrp5"
"2535","Wnt3","Fzd10,Lrp5"
"2536","Wnt3a","Fzd10,Lrp5"
"2537","Wnt4","Fzd10,Lrp5"
"2538","Wnt5b","Fzd10,Lrp5"
"2539","Wnt6","Fzd10,Lrp5"
"2540","Wnt7a","Fzd10,Lrp5"
"2541","Wnt7b","Fzd10,Lrp5"
"2542","Wnt8a","Fzd10,Lrp5"
"2543","Wnt8b","Fzd10,Lrp5"
"2544","Wnt9a","Fzd10,Lrp5"
"2545","Wnt9b","Fzd10,Lrp5"
"2546","Wnt1","Fzd10,Lrp6"
"2547","Wnt10a","Fzd10,Lrp6"
"2548","Wnt10b","Fzd10,Lrp6"
"2549","Wnt16","Fzd10,Lrp6"
"2550","Wnt2","Fzd10,Lrp6"
"2551","Wnt2b","Fzd10,Lrp6"
"2552","Wnt3","Fzd10,Lrp6"
"2553","Wnt3a","Fzd10,Lrp6"
"2554","Wnt4","Fzd10,Lrp6"
"2555","Wnt5b","Fzd10,Lrp6"
"2556","Wnt6","Fzd10,Lrp6"
"2557","Wnt7a","Fzd10,Lrp6"
"2558","Wnt7b","Fzd10,Lrp6"
"2559","Wnt8a","Fzd10,Lrp6"
"2560","Wnt8b","Fzd10,Lrp6"
"2561","Wnt9a","Fzd10,Lrp6"
"2562","Wnt9b","Fzd10,Lrp6"
"2563","Myoc","Fzd10"
"2564","Wnt11","Fzd10"
"2565","Wnt5a","Fzd10"
"2566","Wnt5b","Fzd10"
"2567","Wnt7b","Fzd10"
"2568","Wnt1","Fzd1,Lrp5"
"2569","Wnt10a","Fzd1,Lrp5"
"2570","Wnt10b","Fzd1,Lrp5"
"2571","Wnt16","Fzd1,Lrp5"
"2572","Wnt2","Fzd1,Lrp5"
"2573","Wnt2b","Fzd1,Lrp5"
"2574","Wnt3","Fzd1,Lrp5"
"2575","Wnt3a","Fzd1,Lrp5"
"2576","Wnt4","Fzd1,Lrp5"
"2577","Wnt5b","Fzd1,Lrp5"
"2578","Wnt6","Fzd1,Lrp5"
"2579","Wnt7a","Fzd1,Lrp5"
"2580","Wnt7b","Fzd1,Lrp5"
"2581","Wnt8a","Fzd1,Lrp5"
"2582","Wnt8b","Fzd1,Lrp5"
"2583","Wnt9a","Fzd1,Lrp5"
"2584","Wnt9b","Fzd1,Lrp5"
"2585","Wnt1","Fzd1,Lrp6"
"2586","Wnt10a","Fzd1,Lrp6"
"2587","Wnt10b","Fzd1,Lrp6"
"2588","Wnt16","Fzd1,Lrp6"
"2589","Wnt2","Fzd1,Lrp6"
"2590","Wnt2b","Fzd1,Lrp6"
"2591","Wnt3","Fzd1,Lrp6"
"2592","Wnt3a","Fzd1,Lrp6"
"2593","Wnt4","Fzd1,Lrp6"
"2594","Wnt5b","Fzd1,Lrp6"
"2595","Wnt6","Fzd1,Lrp6"
"2596","Wnt7a","Fzd1,Lrp6"
"2597","Wnt7b","Fzd1,Lrp6"
"2598","Wnt8a","Fzd1,Lrp6"
"2599","Wnt8b","Fzd1,Lrp6"
"2600","Wnt9a","Fzd1,Lrp6"
"2601","Wnt9b","Fzd1,Lrp6"
"2602","Myoc","Fzd1"
"2603","Wnt1","Fzd1"
"2604","Wnt11","Fzd1"
"2605","Wnt2","Fzd1"
"2606","Wnt3","Fzd1"
"2607","Wnt3a","Fzd1"
"2608","Wnt4","Fzd1"
"2609","Wnt5a","Fzd1"
"2610","Wnt5b","Fzd1"
"2611","Wnt7b","Fzd1"
"2612","Wnt1","Fzd2,Lrp5"
"2613","Wnt10a","Fzd2,Lrp5"
"2614","Wnt10b","Fzd2,Lrp5"
"2615","Wnt16","Fzd2,Lrp5"
"2616","Wnt2","Fzd2,Lrp5"
"2617","Wnt2b","Fzd2,Lrp5"
"2618","Wnt3","Fzd2,Lrp5"
"2619","Wnt3a","Fzd2,Lrp5"
"2620","Wnt4","Fzd2,Lrp5"
"2621","Wnt5b","Fzd2,Lrp5"
"2622","Wnt6","Fzd2,Lrp5"
"2623","Wnt7a","Fzd2,Lrp5"
"2624","Wnt7b","Fzd2,Lrp5"
"2625","Wnt8a","Fzd2,Lrp5"
"2626","Wnt8b","Fzd2,Lrp5"
"2627","Wnt9a","Fzd2,Lrp5"
"2628","Wnt9b","Fzd2,Lrp5"
"2629","Wnt1","Fzd2,Lrp6"
"2630","Wnt10a","Fzd2,Lrp6"
"2631","Wnt10b","Fzd2,Lrp6"
"2632","Wnt16","Fzd2,Lrp6"
"2633","Wnt2","Fzd2,Lrp6"
"2634","Wnt2b","Fzd2,Lrp6"
"2635","Wnt3","Fzd2,Lrp6"
"2636","Wnt3a","Fzd2,Lrp6"
"2637","Wnt4","Fzd2,Lrp6"
"2638","Wnt5b","Fzd2,Lrp6"
"2639","Wnt6","Fzd2,Lrp6"
"2640","Wnt7a","Fzd2,Lrp6"
"2641","Wnt7b","Fzd2,Lrp6"
"2642","Wnt8a","Fzd2,Lrp6"
"2643","Wnt8b","Fzd2,Lrp6"
"2644","Wnt9a","Fzd2,Lrp6"
"2645","Wnt9b","Fzd2,Lrp6"
"2646","Sfrp1","Fzd2"
"2647","Wnt11","Fzd2"
"2648","Wnt2","Fzd2"
"2649","Wnt3a","Fzd2"
"2650","Wnt5a","Fzd2"
"2651","Wnt5b","Fzd2"
"2652","Wnt1","Fzd3,Lrp5"
"2653","Wnt10a","Fzd3,Lrp5"
"2654","Wnt10b","Fzd3,Lrp5"
"2655","Wnt16","Fzd3,Lrp5"
"2656","Wnt2","Fzd3,Lrp5"
"2657","Wnt2b","Fzd3,Lrp5"
"2658","Wnt3","Fzd3,Lrp5"
"2659","Wnt3a","Fzd3,Lrp5"
"2660","Wnt4","Fzd3,Lrp5"
"2661","Wnt5b","Fzd3,Lrp5"
"2662","Wnt6","Fzd3,Lrp5"
"2663","Wnt7a","Fzd3,Lrp5"
"2664","Wnt7b","Fzd3,Lrp5"
"2665","Wnt8a","Fzd3,Lrp5"
"2666","Wnt8b","Fzd3,Lrp5"
"2667","Wnt9a","Fzd3,Lrp5"
"2668","Wnt9b","Fzd3,Lrp5"
"2669","Wnt1","Fzd3,Lrp6"
"2670","Wnt10a","Fzd3,Lrp6"
"2671","Wnt10b","Fzd3,Lrp6"
"2672","Wnt16","Fzd3,Lrp6"
"2673","Wnt2","Fzd3,Lrp6"
"2674","Wnt2b","Fzd3,Lrp6"
"2675","Wnt3","Fzd3,Lrp6"
"2676","Wnt3a","Fzd3,Lrp6"
"2677","Wnt4","Fzd3,Lrp6"
"2678","Wnt5b","Fzd3,Lrp6"
"2679","Wnt6","Fzd3,Lrp6"
"2680","Wnt7a","Fzd3,Lrp6"
"2681","Wnt7b","Fzd3,Lrp6"
"2682","Wnt8a","Fzd3,Lrp6"
"2683","Wnt8b","Fzd3,Lrp6"
"2684","Wnt9a","Fzd3,Lrp6"
"2685","Wnt9b","Fzd3,Lrp6"
"2686","Myoc","Fzd3"
"2687","Wnt1","Fzd3"
"2688","Wnt11","Fzd3"
"2689","Wnt2","Fzd3"
"2690","Wnt5a","Fzd3"
"2691","Wnt5b","Fzd3"
"2692","Wnt1","Fzd4,Lrp5"
"2693","Wnt10a","Fzd4,Lrp5"
"2694","Wnt10b","Fzd4,Lrp5"
"2695","Wnt16","Fzd4,Lrp5"
"2696","Wnt2","Fzd4,Lrp5"
"2697","Wnt2b","Fzd4,Lrp5"
"2698","Wnt3","Fzd4,Lrp5"
"2699","Wnt3a","Fzd4,Lrp5"
"2700","Wnt4","Fzd4,Lrp5"
"2701","Wnt6","Fzd4,Lrp5"
"2702","Wnt7a","Fzd4,Lrp5"
"2703","Wnt7b","Fzd4,Lrp5"
"2704","Wnt8a","Fzd4,Lrp5"
"2705","Wnt8b","Fzd4,Lrp5"
"2706","Wnt9a","Fzd4,Lrp5"
"2707","Wnt9b","Fzd4,Lrp5"
"2708","Wnt1","Fzd4,Lrp6"
"2709","Wnt10a","Fzd4,Lrp6"
"2710","Wnt10b","Fzd4,Lrp6"
"2711","Wnt16","Fzd4,Lrp6"
"2712","Wnt2","Fzd4,Lrp6"
"2713","Wnt2b","Fzd4,Lrp6"
"2714","Wnt3","Fzd4,Lrp6"
"2715","Wnt3a","Fzd4,Lrp6"
"2716","Wnt4","Fzd4,Lrp6"
"2717","Wnt6","Fzd4,Lrp6"
"2718","Wnt7a","Fzd4,Lrp6"
"2719","Wnt7b","Fzd4,Lrp6"
"2720","Wnt8a","Fzd4,Lrp6"
"2721","Wnt8b","Fzd4,Lrp6"
"2722","Wnt9a","Fzd4,Lrp6"
"2723","Wnt9b","Fzd4,Lrp6"
"2724","Myoc","Fzd4"
"2725","Ndp","Fzd4"
"2726","Wnt11","Fzd4"
"2727","Wnt2","Fzd4"
"2728","Wnt2b","Fzd4"
"2729","Wnt5a","Fzd4"
"2730","Wnt5b","Fzd4"
"2731","Wnt7b","Fzd4"
"2732","Wnt1","Fzd5,Lrp5"
"2733","Wnt10a","Fzd5,Lrp5"
"2734","Wnt10b","Fzd5,Lrp5"
"2735","Wnt16","Fzd5,Lrp5"
"2736","Wnt2","Fzd5,Lrp5"
"2737","Wnt2b","Fzd5,Lrp5"
"2738","Wnt3","Fzd5,Lrp5"
"2739","Wnt3a","Fzd5,Lrp5"
"2740","Wnt4","Fzd5,Lrp5"
"2741","Wnt5b","Fzd5,Lrp5"
"2742","Wnt6","Fzd5,Lrp5"
"2743","Wnt7a","Fzd5,Lrp5"
"2744","Wnt7b","Fzd5,Lrp5"
"2745","Wnt8a","Fzd5,Lrp5"
"2746","Wnt8b","Fzd5,Lrp5"
"2747","Wnt9a","Fzd5,Lrp5"
"2748","Wnt9b","Fzd5,Lrp5"
"2749","Wnt1","Fzd5,Lrp6"
"2750","Wnt10a","Fzd5,Lrp6"
"2751","Wnt10b","Fzd5,Lrp6"
"2752","Wnt16","Fzd5,Lrp6"
"2753","Wnt2","Fzd5,Lrp6"
"2754","Wnt2b","Fzd5,Lrp6"
"2755","Wnt3","Fzd5,Lrp6"
"2756","Wnt3a","Fzd5,Lrp6"
"2757","Wnt4","Fzd5,Lrp6"
"2758","Wnt5b","Fzd5,Lrp6"
"2759","Wnt6","Fzd5,Lrp6"
"2760","Wnt7a","Fzd5,Lrp6"
"2761","Wnt7b","Fzd5,Lrp6"
"2762","Wnt8a","Fzd5,Lrp6"
"2763","Wnt8b","Fzd5,Lrp6"
"2764","Wnt9a","Fzd5,Lrp6"
"2765","Wnt9b","Fzd5,Lrp6"
"2766","Sfrp2","Fzd5"
"2767","Wnt11","Fzd5"
"2768","Wnt5a","Fzd5"
"2769","Wnt5b","Fzd5"
"2770","Wnt7a","Fzd5"
"2771","Wnt1","Fzd6,Lrp5"
"2772","Wnt10a","Fzd6,Lrp5"
"2773","Wnt10b","Fzd6,Lrp5"
"2774","Wnt16","Fzd6,Lrp5"
"2775","Wnt2","Fzd6,Lrp5"
"2776","Wnt2b","Fzd6,Lrp5"
"2777","Wnt3","Fzd6,Lrp5"
"2778","Wnt3a","Fzd6,Lrp5"
"2779","Wnt4","Fzd6,Lrp5"
"2780","Wnt5b","Fzd6,Lrp5"
"2781","Wnt6","Fzd6,Lrp5"
"2782","Wnt7a","Fzd6,Lrp5"
"2783","Wnt7b","Fzd6,Lrp5"
"2784","Wnt8a","Fzd6,Lrp5"
"2785","Wnt8b","Fzd6,Lrp5"
"2786","Wnt9a","Fzd6,Lrp5"
"2787","Wnt9b","Fzd6,Lrp5"
"2788","Wnt1","Fzd6,Lrp6"
"2789","Wnt10a","Fzd6,Lrp6"
"2790","Wnt10b","Fzd6,Lrp6"
"2791","Wnt16","Fzd6,Lrp6"
"2792","Wnt2","Fzd6,Lrp6"
"2793","Wnt2b","Fzd6,Lrp6"
"2794","Wnt3","Fzd6,Lrp6"
"2795","Wnt3a","Fzd6,Lrp6"
"2796","Wnt4","Fzd6,Lrp6"
"2797","Wnt5b","Fzd6,Lrp6"
"2798","Wnt6","Fzd6,Lrp6"
"2799","Wnt7a","Fzd6,Lrp6"
"2800","Wnt7b","Fzd6,Lrp6"
"2801","Wnt8a","Fzd6,Lrp6"
"2802","Wnt8b","Fzd6,Lrp6"
"2803","Wnt9a","Fzd6,Lrp6"
"2804","Wnt9b","Fzd6,Lrp6"
"2805","Sfrp1","Fzd6"
"2806","Wnt11","Fzd6"
"2807","Wnt4","Fzd6"
"2808","Wnt5a","Fzd6"
"2809","Wnt5b","Fzd6"
"2810","Wnt1","Fzd7,Lrp5"
"2811","Wnt10a","Fzd7,Lrp5"
"2812","Wnt10b","Fzd7,Lrp5"
"2813","Wnt16","Fzd7,Lrp5"
"2814","Wnt2","Fzd7,Lrp5"
"2815","Wnt2b","Fzd7,Lrp5"
"2816","Wnt3","Fzd7,Lrp5"
"2817","Wnt3a","Fzd7,Lrp5"
"2818","Wnt4","Fzd7,Lrp5"
"2819","Wnt5b","Fzd7,Lrp5"
"2820","Wnt6","Fzd7,Lrp5"
"2821","Wnt7a","Fzd7,Lrp5"
"2822","Wnt7b","Fzd7,Lrp5"
"2823","Wnt8a","Fzd7,Lrp5"
"2824","Wnt8b","Fzd7,Lrp5"
"2825","Wnt9a","Fzd7,Lrp5"
"2826","Wnt9b","Fzd7,Lrp5"
"2827","Wnt1","Fzd7,Lrp6"
"2828","Wnt10a","Fzd7,Lrp6"
"2829","Wnt10b","Fzd7,Lrp6"
"2830","Wnt16","Fzd7,Lrp6"
"2831","Wnt2","Fzd7,Lrp6"
"2832","Wnt2b","Fzd7,Lrp6"
"2833","Wnt3","Fzd7,Lrp6"
"2834","Wnt3a","Fzd7,Lrp6"
"2835","Wnt4","Fzd7,Lrp6"
"2836","Wnt5b","Fzd7,Lrp6"
"2837","Wnt6","Fzd7,Lrp6"
"2838","Wnt7a","Fzd7,Lrp6"
"2839","Wnt7b","Fzd7,Lrp6"
"2840","Wnt8a","Fzd7,Lrp6"
"2841","Wnt8b","Fzd7,Lrp6"
"2842","Wnt9a","Fzd7,Lrp6"
"2843","Wnt9b","Fzd7,Lrp6"
"2844","Myoc","Fzd7"
"2845","Tdgf1","Fzd7"
"2846","Wnt11","Fzd7"
"2847","Wnt3","Fzd7"
"2848","Wnt5a","Fzd7"
"2849","Wnt5b","Fzd7"
"2850","Igfbp4","Fzd8"
"2851","Wnt1","Fzd8,Lrp5"
"2852","Wnt10a","Fzd8,Lrp5"
"2853","Wnt10b","Fzd8,Lrp5"
"2854","Wnt16","Fzd8,Lrp5"
"2855","Wnt2","Fzd8,Lrp5"
"2856","Wnt2b","Fzd8,Lrp5"
"2857","Wnt3","Fzd8,Lrp5"
"2858","Wnt3a","Fzd8,Lrp5"
"2859","Wnt4","Fzd8,Lrp5"
"2860","Wnt5b","Fzd8,Lrp5"
"2861","Wnt6","Fzd8,Lrp5"
"2862","Wnt7a","Fzd8,Lrp5"
"2863","Wnt7b","Fzd8,Lrp5"
"2864","Wnt8a","Fzd8,Lrp5"
"2865","Wnt8b","Fzd8,Lrp5"
"2866","Wnt9a","Fzd8,Lrp5"
"2867","Wnt9b","Fzd8,Lrp5"
"2868","Wnt1","Fzd8,Lrp6"
"2869","Wnt10a","Fzd8,Lrp6"
"2870","Wnt10b","Fzd8,Lrp6"
"2871","Wnt16","Fzd8,Lrp6"
"2872","Wnt2","Fzd8,Lrp6"
"2873","Wnt2b","Fzd8,Lrp6"
"2874","Wnt3","Fzd8,Lrp6"
"2875","Wnt3a","Fzd8,Lrp6"
"2876","Wnt4","Fzd8,Lrp6"
"2877","Wnt5b","Fzd8,Lrp6"
"2878","Wnt6","Fzd8,Lrp6"
"2879","Wnt7a","Fzd8,Lrp6"
"2880","Wnt7b","Fzd8,Lrp6"
"2881","Wnt8a","Fzd8,Lrp6"
"2882","Wnt8b","Fzd8,Lrp6"
"2883","Wnt9a","Fzd8,Lrp6"
"2884","Wnt9b","Fzd8,Lrp6"
"2885","Rspo1","Fzd8"
"2886","Rspo3","Fzd8"
"2887","Wnt1","Fzd8"
"2888","Wnt11","Fzd8"
"2889","Wnt3a","Fzd8"
"2890","Wnt4","Fzd8"
"2891","Wnt5a","Fzd8"
"2892","Wnt5b","Fzd8"
"2893","Wnt1","Fzd9,Lrp5"
"2894","Wnt10a","Fzd9,Lrp5"
"2895","Wnt10b","Fzd9,Lrp5"
"2896","Wnt16","Fzd9,Lrp5"
"2897","Wnt2","Fzd9,Lrp5"
"2898","Wnt2b","Fzd9,Lrp5"
"2899","Wnt3","Fzd9,Lrp5"
"2900","Wnt3a","Fzd9,Lrp5"
"2901","Wnt4","Fzd9,Lrp5"
"2902","Wnt5b","Fzd9,Lrp5"
"2903","Wnt6","Fzd9,Lrp5"
"2904","Wnt7a","Fzd9,Lrp5"
"2905","Wnt7b","Fzd9,Lrp5"
"2906","Wnt8a","Fzd9,Lrp5"
"2907","Wnt8b","Fzd9,Lrp5"
"2908","Wnt9a","Fzd9,Lrp5"
"2909","Wnt9b","Fzd9,Lrp5"
"2910","Wnt1","Fzd9,Lrp6"
"2911","Wnt10a","Fzd9,Lrp6"
"2912","Wnt10b","Fzd9,Lrp6"
"2913","Wnt16","Fzd9,Lrp6"
"2914","Wnt2","Fzd9,Lrp6"
"2915","Wnt2b","Fzd9,Lrp6"
"2916","Wnt3","Fzd9,Lrp6"
"2917","Wnt3a","Fzd9,Lrp6"
"2918","Wnt4","Fzd9,Lrp6"
"2919","Wnt5b","Fzd9,Lrp6"
"2920","Wnt6","Fzd9,Lrp6"
"2921","Wnt7a","Fzd9,Lrp6"
"2922","Wnt7b","Fzd9,Lrp6"
"2923","Wnt8a","Fzd9,Lrp6"
"2924","Wnt8b","Fzd9,Lrp6"
"2925","Wnt9a","Fzd9,Lrp6"
"2926","Wnt9b","Fzd9,Lrp6"
"2927","Wnt1","Fzd9"
"2928","Wnt11","Fzd9"
"2929","Wnt2","Fzd9"
"2930","Wnt5a","Fzd9"
"2931","Wnt5b","Fzd9"
"2932","Wnt7a","Fzd9"
"2933","Gad1","Grm4"
"2934","Gal","Galr1"
"2935","Gal","Galr2"
"2936","Gal","Galr3"
"2937","Gal","Gpr151"
"2938","Gal","Grm7"
"2939","Gal","Mtnr1a"
"2940","Galp","Galr1"
"2941","Galp","Galr2"
"2942","Galp","Galr3"
"2943","Spx","Galr2"
"2944","Spx","Galr3"
"2945","Shh","Gas1"
"2946","Gas6","Mertk"
"2947","Gas6","Tyro3"
"2948","Gast","Gpr152"
"2949","Gast","Kir3dl1"
"2950","Gc","Lrp2"
"2951","Gcg","Gcgr"
"2952","Gcg","Gipr"
"2953","Gcg","Glp1r"
"2954","Gcg","Glp2r"
"2955","Gcg","Gpr20"
"2956","Gcg","Ide"
"2957","Gcg","Pth1r"
"2958","Gcg","Ramp2"
"2959","Gcg","Ramp3"
"2960","Gcg","Tshr"
"2961","Gcg","Vipr1"
"2962","Gdf15","Gfral"
"2963","Gdf15","Ret"
"2964","Gdf15","Tgfbr1"
"2965","Gdf15","Tgfbr2"
"2966","Gdf1","Htr4"
"2967","Gdf3","Tdgf1"
"2968","Gdf3","Tgfbr1"
"2969","Gdf5","Ror2"
"2970","Gdf9","Orai2"
"2971","Gdnf","Gfra1"
"2972","Gdnf","Ret,Gfra1"
"2973","Gdnf","Gfra2,Ret"
"2974","Gdnf","Gfra3"
"2975","Gdnf","Gfra4"
"2976","Gdnf","Ncam1"
"2977","Gdnf","Sdc3"
"2978","Gdnf","Slc44a5"
"2979","Gdnf","Sorl1"
"2980","Ncam1","Gfra1"
"2981","Nrtn","Gfra1,Ret"
"2982","Nrtn","Gfra2"
"2983","Nrtn","Ret,Gfra2"
"2984","Nrtn","Gfra3"
"2985","Pspn","Gfra4"
"2986","Gh","Ghr"
"2987","Gh","Prlr"
"2988","Ghrh","Ghrhr"
"2989","Ghrh","Ghsr"
"2990","Ghrh","Gpr20"
"2991","Ghrh","Pth1r"
"2992","Ghrh","Ramp2"
"2993","Ghrh","Ramp3"
"2994","Ghrh","Tshr"
"2995","Ghrh","Vipr1"
"2996","Ghrh","Vipr2"
"2997","Ghrl","Ghrhr"
"2998","Ghrl","Ghsr"
"2999","Ghrl","Gpr39"
"3000","Ghrl","Ptger3"
"3001","Ghrl","Ptgir"
"3002","Ghrl","Tbxa2r"
"3003","Leap2","Ghsr"
"3004","Gip","Gipr"
"3005","Gip","Gpr20"
"3006","Gip","Insr"
"3007","Gip","Pth1r"
"3008","Gip","Ramp2"
"3009","Gip","Ramp3"
"3010","Gip","Tshr"
"3011","Gip","Vipr1"
"3012","Rtn4","Gjb2"
"3013","Sele","Glg1"
"3014","Sell","Glycam1"
"3015","Gm10334","Pard3"
"3016","Gnb1","Kcnj6"
"3017","Gnb2","Kcnj6"
"3018","Gnb4","Kcnj6"
"3019","Gnb5","Kcnj6"
"3020","Gng10","Kcnj6"
"3021","Gng11","Kcnj6"
"3022","Gng12","Kcnj6"
"3023","Gng13","Kcnj6"
"3024","Gng2","Kcnj6"
"3025","Gng3","Kcnj6"
"3026","Gng4","Kcnj6"
"3027","Gng5","Kcnj6"
"3028","Gng7","Kcnj6"
"3029","Gng8","Kcnj6"
"3030","Gnrh1","Gnrhr"
"3031","Vwf","Gp1ba,Gp1bb"
"3032","Gp1ba","Itgb2,Itgam"
"3033","Kng1","Gp1ba"
"3034","Vwf","Gp5"
"3035","Ltf","Gp9"
"3036","Vwf","Gp9"
"3037","Ihh","Gpc1"
"3038","Lama1","Gpc1"
"3039","Nrg1","Gpc1"
"3040","Serpinc1","Gpc1"
"3041","Shh","Gpc1"
"3042","Slit1","Gpc1"
"3043","Slit2","Gpc1"
"3044","Tdgf1","Gpc1"
"3045","Vegfa","Gpc1"
"3046","Gpc3","Igf1r"
"3047","Gpc3","Lrp1"
"3048","Gpc3","Lrp2"
"3049","Shh","Gpc5"
"3050","Gpc6","Lrp1"
"3051","Gpc6","Lrp2"
"3052","Shh","Gpc6"
"3053","Gpha2","Tshr"
"3054","Gphb5","Tshr"
"3055","Gpi1","Ntrk1"
"3056","Lpl","Gpihbp1"
"3057","Kng1","Gpr135"
"3058","Ifna6","Gpr152"
"3059","Igf2","Gpr152"
"3060","Ltf","Gpr162"
"3061","P4hb","Gpr162"
"3062","Trf","Gpr162"
"3063","Iapp","Gpr20"
"3064","Nps","Gpr20"
"3065","Pomc","Gpr20"
"3066","Pth","Gpr20"
"3067","Pth2","Gpr20"
"3068","Pthlh","Gpr20"
"3069","Rln1","Gpr20"
"3070","Rln3","Gpr20"
"3071","Sct","Gpr20"
"3072","Tshb","Gpr20"
"3073","Vip","Gpr20"
"3074","Retn","Gpr25"
"3075","Psap","Gpr37"
"3076","Psap","Gpr37l1"
"3077","Npy","Gpr83"
"3078","Ppy","Gpr83"
"3079","Pyy","Gpr83"
"3080","Shbg","Gprc6a"
"3081","Grem1","Kdr"
"3082","Il16","Grin2a"
"3083","Il16","Grin2b"
"3084","Vegfa","Grin2b"
"3085","Il16","Grin2c"
"3086","Hras","Grin2d"
"3087","Hspa1a","Grin2d"
"3088","Il16","Grin2d"
"3089","Hc","Grm7"
"3090","Hebp1","Grm7"
"3091","Insl5","Grm7"
"3092","Kng1","Grm7"
"3093","Nms","Grm7"
"3094","Nmu","Grm7"
"3095","Npw","Grm7"
"3096","Npy","Grm7"
"3097","Pdyn","Grm7"
"3098","Penk","Grm7"
"3099","Pmch","Grm7"
"3100","Pnoc","Grm7"
"3101","Pomc","Grm7"
"3102","Ppbp","Grm7"
"3103","Pyy","Grm7"
"3104","Rln3","Grm7"
"3105","Sst","Grm7"
"3106","Grn","Ntrk1"
"3107","Grn","Sort1"
"3108","Grn","Tnfrsf1a"
"3109","Grn","Tnfrsf1b"
"3110","Grp","Grpr"
"3111","Grp","Nmbr"
"3112","Nmb","Grpr"
"3113","Tac1","Grpr"
"3114","Gstp1","Traf2"
"3115","Gzma","Pard3"
"3116","Gzmb","Igf2r"
"3117","Gzmb","Pgrmc1"
"3118","H2-Ab1","Lag3"
"3119","Prl","H2-Ab1"
"3120","H2-D1","Kir3dl1"
"3121","H2-Ea","Lag3"
"3122","H2-Eb2","Lag3"
"3123","Ogn","H2-Eb2"
"3124","H2-K1","Kir3dl1"
"3125","H2-Q10","Kir3dl1"
"3126","H2-Q1","Kir3dl1"
"3127","H2-Q2","Kir3dl1"
"3128","H2-Q4","Kir3dl1"
"3129","H2-Q6","Kir3dl1"
