"","ligand","receptor"
"819","Rgmb","Bmpr1b"
"820","Fst","Bmpr2"
"821","Gdf1","Bmpr2"
"822","Gdf9","Tgfbr1,Bmpr2"
"823","Rgma","Bmpr2"
"824","Rgmb","Bmpr2"
"825","Dhh","Boc"
"826","Ihh","Boc"
"827","Shh","Boc"
"828","Grp","Brs3"
"829","Nmb","Brs3"
"830","Bsg","Cav1"
"831","Bsg","Cd44"
"832","Bsg","Itgb2"
"833","Bsg","Sele"
"834","Bsg","Slc16a1"
"835","Bsg","Slc16a7"
"836","Bsg","Spn"
"837","Bst1","Cav1"
"838","Bst2","Pira2"
"839","Btc","Egfr"
"840","Btc","Egfr,Erbb2"
"841","Btc","Erbb2,Erbb4"
"842","Btc","Erbb3"
"843","Btc","Erbb4"
"844","Btla","Cd247"
"845","Btla","Vtcn1"
"846","C1qa","Cd93"
"847","C1qa","Cspg4"
"848","C1qb","Lrp1"
"849","C1qtnf5","Mfrp"
"850","C3","C3ar1"
"851","C3","C5ar2"
"852","C3","Cd19"
"853","C3","Cd55"
"854","C3","Cd81"
"855","C3","Cr2"
"856","C3","Grm7"
"857","C3","Ifitm1"
"858","C3","Itgb2,Itgam"
"859","C3","Itgax,Itgb2"
"860","C3","Lrp1"
"861","C3","Mtnr1a"
"862","C3","Nrp1"
"863","C4a","C3ar1"
"864","C4b","C3ar1"
"865","Cd14","C3ar1"
"866","C4b","C5ar2"
"867","C4b","Cr2"
"868","C4b","Nrp1"
"869","Fn1","C5ar1"
"870","Hc","C5ar1"
"871","Rps19","C5ar1"
"872","Hc","C5ar2"
"873","Ecm1","Cachd1"
"874","Hhipl2","Cachd1"
"875","Lta","Cachd1"
"876","Ncam1","Cacna1c"
"877","Rims1","Cacna1c"
"878","Cadm1","Cadm1"
"879","Cadm3","Cadm1"
"880","Crtam","Cadm1"
"881","Cadm1","Nectin3"
"882","Cadm3","Cadm3"
"883","Cadm3","Cadm4"
"884","Cadm3","Epb41l1"
"885","Cadm3","Nectin1"
"886","Cadm3","Nectin3"
"887","Calca","Calcr"
"888","Calca","Calcrl"
"889","Calca","Calcrl,Ramp1"
"890","Calca","Calcrl,Ramp2"
"891","Calca","Calcrl,Ramp3"
"892","Calca","Gpr20"
"893","Calca","Pth1r"
"894","Calca","Tshr"
"895","Calca","Vipr1"
"896","Calcb","Calcr"
"897","Calcb","Calcrl"
"898","Calcb","Gpr20"
"899","Calcb","Pth1r"
"900","Calcb","Ramp1"
"901","Calcb","Ramp2"
"902","Calcb","Ramp3"
"903","Calcb","Tshr"
"904","Calcb","Vipr1"
"905","Iapp","Calcr"
"906","Mbl2","Calcr"
"907","Iapp","Calcrl"
"908","Calr","Itga2b"
"909","Calr","Itga3"
"910","Calr","Itgav"
"911","Calr","Lrp1"
"912","Calr","Mpl"
"913","Calr","Mtnr1a"
"914","Calr","Scarf1"
"915","Calr","Tshr"
"916","Camp","Egfr"
"917","Camp","Fpr2"
"918","Camp","Igf1r"
"919","Camp","P2rx7"
"920","Retn","Cap1"
"921","Crisp2","Catsper1"
"922","Efemp2","Catsper1"
"923","Ccn1","Cav1"
"924","Egf","Cav1"
"925","Hras","Cav1"
"926","Icam1","Cav1"
"927","Igfbp5","Cav1"
"928","Ptgs2","Cav1"
"929","Shh","Cav1"
"930","Tgfb1","Cav1"
"931","Vegfc","Ccbe1"
"932","Cck","Cckar"
"933","Cck","Cckbr"
"934","Gast","Cckar"
"935","Gast","Cckbr"
"936","Ccl11","Ccr2"
"937","Ccl11","Ccr3"
"938","Ccl11","Ccr5"
"939","Ccl11","Cxcr3"
"940","Ccl11","Dpp4"
"941","Ccl12","Ccr2"
"942","Ccl12","Ccr4"
"943","Ccl17","Ccr4"
"944","Ccl17","Ccr8"
"945","Ccl19","Ccr10"
"946","Ccl19","Ccr7"
"947","Ccl19","Ccrl2"
"948","Ccl19","Cxcr3"
"949","Ccl19","Grm7"
"950","Ccl19","Mtnr1a"
"951","Ccl1","Ccr8"
"952","Ccl20","Ccr6"
"953","Ccl20","Cxcr3"
"954","Ccl20","Grm7"
"955","Ccl20","Mtnr1a"
"956","Ccl21a","Ccr7"
"957","Ccl21a","Cxcr3"
"958","Ccl21b","Ccr7"
"959","Ccl21b","Cxcr3"
"960","Ccl21c","Ccr7"
"961","Ccl21c","Cxcr3"
"962","Ccl21d","Ccr10"
"963","Ccl21d","Ccr7"
"964","Ccl21d","Cxcr3"
"965","Ccl21d","Grm7"
"966","Ccl21d","Mtnr1a"
"967","Ccl22","Ccr4"
"968","Ccl22","Dpp4"
"969","Ccl24","Ccr2"
"970","Ccl24","Ccr3"
"971","Ccl25","Ccr9"
"972","Ccl26","Ccr2"
"973","Ccl26","Ccr3"
"974","Ccl26","Cx3cr1"
"975","Ccl27a","Ccr10"
"976","Ccl27a","Ccr2"
"977","Ccl27a","Ccr3"
"978","Ccl27b","Ccr10"
"979","Ccl27b","Ccr2"
"980","Ccl27b","Ccr3"
"981","Ccl27b","Grm7"
"982","Ccl27b","Mtnr1a"
"983","Ccl28","Ccr10"
"984","Ccl28","Ccr3"
"985","Ccl28","Grm7"
"986","Ccl28","Mtnr1a"
"987","Ccl3","Ccr1"
"988","Ccl3","Ccr1l1"
"989","Ccl3","Ccr3"
"990","Ccl3","Ccr4"
"991","Ccl3","Ccr5"
"992","Ccl3","Ccr8"
"993","Ccl3","Erg28"
"994","Ccl3","Ide"
"995","Ccl3","Pitpnm3"
"996","Ccl4","Ccr1"
"997","Ccl4","Ccr3"
"998","Ccl4","Ccr5"
"999","Ccl4","Ccr8"
"1000","Ccl4","Cnr2"
"1001","Ccl4","Ffar2"
"1002","Ccl4","Ffar3"
"1003","Ccl4","Gpr101"
"1004","Ccl4","Gpr151"
"1005","Ccl4","Gpr152"
"1006","Ccl4","Gprc5d"
"1007","Ccl4","Pgrmc2"
"1008","Ccl4","Slc7a1"
"1009","Ccl4","Vsir"
"1010","Ccl5","Ccr1"
"1011","Ccl5","Ccr1l1"
"1012","Ccl5","Ccr3"
"1013","Ccl5","Ccr4"
"1014","Ccl5","Ccr5"
"1015","Ccl5","Ccrl2"
"1016","Ccl5","Gpr75"
"1017","Ccl6","Ccr1"
"1018","Ccl6","Ccr1l1"
"1019","Ccl6","Ccr2"
"1020","Ccl6","Ccr3"
"1021","Ccl7","Ccr1"
"1022","Ccl7","Ccr10"
"1023","Ccl7","Ccr1l1"
"1024","Ccl7","Ccr2"
"1025","Ccl7","Ccr3"
"1026","Ccl7","Ccr5"
"1027","Ccl7","Cxcr3"
"1028","Ccl8","Ccr1"
"1029","Ccl8","Ccr1l1"
"1030","Ccl8","Ccr2"
"1031","Ccl8","Ccr3"
"1032","Ccl8","Ccr5"
"1033","Ccl8","Ccr8"
"1034","Ccl9","Ccr1"
"1035","Ccl9","Ccr1l1"
"1036","Ccl9","Ccr3"
"1037","Ccl9","Fpr2"
"1038","Ccl9","Grm7"
"1039","Ccl9","Ide"
"1040","Ccl9","Mtnr1a"
"1041","Ccn1","Itga5"
"1042","Ccn1","Itgam"
"1043","Ccn1","Itgav"
"1044","Ccn1","Itgb2"
"1045","Ccn1","Itgb3"
"1046","Ccn1","Itgb5"
"1047","Ccn1","Sdc4"
"1048","Ccn1","Tlr2"
"1049","Ccn2","Egfr"
"1050","Ccn2","Erbb4"
"1051","Ccn2","Fgfr2"
"1052","Ccn2","Igf2r"
"1053","Ccn2","Itga5"
"1054","Ccn2","Itgam"
"1055","Ccn2","Itgb2"
"1056","Ccn2","Lrp1"
"1057","Ccn2","Lrp6"
"1058","Ccn2","Ntrk1"
"1059","Ccn3","Notch1"
"1060","Ccn3","Plxna1"
"1061","Ccn4","Itga5"
"1062","Ccn4","Itgb1"
"1063","Ccn6","Sorl1"
"1064","Cxcl13","Ccr10"
"1065","Pf4","Ccr1"
"1066","Cytl1","Ccr2"
"1067","Defb14","Ccr2"
"1068","Msmp","Ccr2"
"1069","Cxcl10","Ccr3"
"1070","Cxcl11","Ccr3"
"1071","Cxcl9","Ccr3"
"1072","Cklf","Ccr4"
"1073","Cxcl12","Ccr4"
"1074","Cxcl11","Ccr5"
"1075","Il16","Ccr5"
"1076","Defb14","Ccr6"
"1077","Spp1","Ccr8"
"1078","Rarres2","Ccrl2"
"1079","Tgfb1","Cd109"
"1080","Cd14","Cd55"
"1081","Cd14","Itga4"
"1082","Cd14","Itgb1"
"1083","Cd14","Itgb2"
"1084","Cd14","Ly96"
"1085","Cd14","Ripk1"
"1086","Cd14","Tlr2"
"1087","Cd14","Tlr3"
"1088","Cd14","Tlr4"
"1089","Cd14","Tlr6"
"1090","Cd14","Tlr9"
"1091","Dusp18","Cd151"
"1092","Lamb3","Cd151"
"1093","Lamc2","Cd151"
"1094","Mmp7","Cd151"
"1095","Hp","Cd163"
"1096","Tnfsf12","Cd163"
"1097","Ly86","Cd180"
"1098","Ceacam1","Cd1d1"
"1099","Cd1d1","Ceacam5"
"1100","Cd1d2","Pira2"
"1101","Cd200","Cd200r1"
"1102","Cd200","Cd200r2"
"1103","Cd200","Cd200r3"
"1104","Cd209a","Ceacam1"
"1105","Icam5","Cd209a"
"1106","Icam5","Cd209f"
"1107","Itgal","Cd226"
"1108","Itgb2","Cd226"
"1109","Itgb2l","Cd226"
"1110","Cd226","Nectin2"
"1111","Pvr","Cd226"
"1112","Ptpn6","Cd22"
"1113","Ptprc","Cd22"
"1114","St6gal1","Cd22"
"1115","Cd48","Cd244a"
"1116","Fyn","Cd244a"
"1117","Mmrn2","Cd248"
"1118","Cd24a","Selp"
"1119","Cd80","Cd274"
"1120","Pdcd1","Cd274"
"1121","Cd28","Cd80"
"1122","Cd28","Cd86"
"1123","Icosl","Cd28"
"1124","Il12a","Cd28"
"1125","Cd48","Cd2"
"1126","Cd34","Sele"
"1127","Sell","Cd34"
"1128","Selp","Cd34"
"1129","Col1a1","Cd36"
"1130","Col1a2","Cd36"
"1131","Comp","Cd36"
"1132","Thbs1","Cd36"
"1133","Thbs2","Cd36"
"1134","Thbs3","Cd36"
"1135","Thbs4","Cd36"
"1136","Cd36","Tlr4"
"1137","Cd36","Tlr6"
"1138","Wnt1","Cd36"
"1139","Pecam1","Cd38"
"1140","Cd40lg","Cd40"
"1141","Htra2","Cd40"
"1142","Lgals9","Cd40"
"1143","Ltb","Cd40"
"1144","Tnf","Cd40"
"1145","Tnfsf13b","Cd40"
"1146","Cd40lg","Itga2b,Itgb3"
"1147","Cd40lg","Itgb1,Itga5"
"1148","Cd40lg","Itgam,Itgb2"
"1149","Cd40lg","Traf1"
"1150","Cd40lg","Traf2"
"1151","Cd40lg","Traf3"
"1152","Mif","Cd74,Cd44"
"1153","Col14a1","Cd44"
"1154","Col1a1","Cd44"
"1155","Col1a2","Cd44"
"1156","Col2a1","Cd44"
"1157","Col4a1","Cd44"
"1158","Col4a2","Cd44"
"1159","Col4a3","Cd44"
"1160","Col4a4","Cd44"
"1161","Col4a5","Cd44"
"1162","Col4a6","Cd44"
"1163","Col6a1","Cd44"
"1164","Col6a2","Cd44"
"1165","Col6a3","Cd44"
"1166","Col6a4","Cd44"
"1167","Col6a5","Cd44"
"1168","Col6a6","Cd44"
"1169","Col9a1","Cd44"
"1170","Col9a2","Cd44"
"1171","Col9a3","Cd44"
"1172","Egf","Cd44"
"1173","Fgf1","Cd44"
"1174","Fgf2","Cd44"
"1175","Fgfr2","Cd44"
"1176","Fn1","Cd44"
"1177","Has2","Cd44"
"1178","Hbegf","Cd44"
"1179","Hgf","Cd44"
"1180","Lama1","Cd44"
"1181","Lama2","Cd44"
"1182","Lama3","Cd44"
"1183","Lama4","Cd44"
"1184","Lama5","Cd44"
"1185","Lamb1","Cd44"
"1186","Lamb2","Cd44"
"1187","Lamb3","Cd44"
"1188","Lamc1","Cd44"
"1189","Lamc2","Cd44"
"1190","Lamc3","Cd44"
"1191","Lgals9","Cd44"
"1192","Lpl","Cd44"
"1193","Mmp1a","Cd44"
"1194","Mmp7","Cd44"
"1195","Mmp9","Cd44"
"1196","Prg4","Cd44"
"1197","Psen1","Cd44"
"1198","Sele","Cd44"
"1199","Spp1","Cd44"
"1200","Vcan","Cd44"
"1201","Col4a1","Cd47"
"1202","Col4a3","Cd47"
"1203","Col4a4","Cd47"
"1204","Col4a5","Cd47"
"1205","Col4a6","Cd47"
"1206","Comp","Cd47"
"1207","Sirpa","Cd47"
"1208","Cd47","Sirpa,Tyrobp"
"1209","Thbs1","Cd47"
"1210","Thbs2","Cd47"
"1211","Thbs3","Cd47"
"1212","Thbs4","Cd47"
"1213","Vtn","Cd47"
"1214","Il18","Cd48"
"1215","Cxcl12","Cd4"
"1216","H2-Aa","Cd4"
"1217","H2-Ab1","Cd4"
"1218","H2-DMa","Cd4"
"1219","H2-DMb1","Cd4"
"1220","H2-DMb2","Cd4"
"1221","H2-Ea","Cd4"
"1222","H2-Eb1","Cd4"
"1223","H2-Oa","Cd4"
"1224","H2-Ob","Cd4"
"1225","Il16","Cd4"
"1226","Slpi","Cd4"
"1227","Siglecg","Cd52"
"1228","Il2","Cd53"
"1229","Il4","Cd53"
"1230","Cd5l","Cd5"
"1231","Cd72","Cd5"
"1232","Enam","Cd63"
"1233","Timp1","Cd63"
"1234","Lgals1","Cd69"
"1235","Myl9","Cd69"
"1236","Cd72","Sema4d"
"1237","Copa","Cd74"
"1238","Mif","Cd74,Cxcr2"
"1239","Mif","Cd74,Cxcr4"
"1240","Mif","Cd74"
"1241","Ctla4","Cd80"
"1242","Gpc3","Cd81"
"1243","Hbegf","Cd82"
"1244","Fgfr2","Cd83"
"1245","Cd84","Cd84"
"1246","Ctla4","Cd86"
"1247","Lck","Cd8a,Cd8b1"
"1248","Ceacam1","Cd8a"
"1249","Cd8a","Ceacam5"
"1250","Gm10499","Cd8a"
"1251","Gm11127","Cd8a"
"1252","Gm7030","Cd8a"
"1253","Gm8909","Cd8a"
"1254","H2-Bl","Cd8a"
"1255","H2-D1","Cd8a"
"1256","H2-K1","Cd8a"
"1257","H2-M1","Cd8a"
"1258","H2-M10.1","Cd8a"
"1259","H2-M10.2","Cd8a"
"1260","H2-M10.3","Cd8a"
"1261","H2-M10.4","Cd8a"
"1262","H2-M10.5","Cd8a"
"1263","H2-M10.6","Cd8a"
"1264","H2-M11","Cd8a"
"1265","H2-M2","Cd8a"
"1266","H2-M3","Cd8a"
"1267","H2-M5","Cd8a"
"1268","H2-M9","Cd8a"
"1269","H2-Q1","Cd8a"
"1270","H2-Q10","Cd8a"
"1271","H2-Q2","Cd8a"
"1272","H2-Q4","Cd8a"
"1273","H2-Q6","Cd8a"
"1274","H2-Q7","Cd8a"
"1275","H2-T-ps","Cd8a"
"1276","H2-T10","Cd8a"
"1277","H2-T22","Cd8a"
"1278","H2-T23","Cd8a"
"1279","H2-T24","Cd8a"
"1280","H2-T3","Cd8a"
"1281","Lnx2","Cd8a"
"1282","Gm10499","Cd8b1"
"1283","Gm11127","Cd8b1"
"1284","Gm7030","Cd8b1"
"1285","Gm8909","Cd8b1"
"1286","H2-Bl","Cd8b1"
"1287","H2-D1","Cd8b1"
"1288","H2-K1","Cd8b1"
"1289","H2-M1","Cd8b1"
"1290","H2-M10.1","Cd8b1"
"1291","H2-M10.2","Cd8b1"
"1292","H2-M10.3","Cd8b1"
"1293","H2-M10.4","Cd8b1"
"1294","H2-M10.5","Cd8b1"
"1295","H2-M10.6","Cd8b1"
"1296","H2-M11","Cd8b1"
"1297","H2-M2","Cd8b1"
"1298","H2-M3","Cd8b1"
"1299","H2-M5","Cd8b1"
"1300","H2-M9","Cd8b1"
"1301","H2-Q1","Cd8b1"
"1302","H2-Q10","Cd8b1"
"1303","H2-Q2","Cd8b1"
"1304","H2-Q4","Cd8b1"
"1305","H2-Q6","Cd8b1"
"1306","H2-Q7","Cd8b1"
"1307","H2-T-ps","Cd8b1"
"1308","H2-T10","Cd8b1"
"1309","H2-T22","Cd8b1"
"1310","H2-T23","Cd8b1"
"1311","H2-T24","Cd8b1"
"1312","H2-T3","Cd8b1"
"1313","Col1a1","Cd93"
"1314","Col1a2","Cd93"
"1315","Col4a1","Cd93"
"1316","Col4a2","Cd93"
"1317","Col4a3","Cd93"
"1318","Col4a4","Cd93"
"1319","Col4a5","Cd93"
"1320","Col4a6","Cd93"
"1321","F12","Cd93"
"1322","Kng1","Cd93"
"1323","Mbl2","Cd93"
"1324","Mmrn2","Cd93"
"1325","Sftpa1","Cd93"
"1326","Nectin1","Cd96"
"1327","Nectin2","Cd96"
"1328","Pvr","Cd96"
"1329","Hbegf","Cd9"
"1330","Izumo1","Cd9"
"1331","Cd9","L1cam"
"1332","Ptn","Cdh10"
"1333","Cdh15","Cdh15"
"1334","Mia","Cdh19"
"1335","Cdh1","Cdh1"
"1336","Cdh1","Cdh2"
"1337","Cdh1","Egfr"
"1338","Cdh1","Erbb3"
"1339","Cdh1","Fgfr1"
"1340","Cdh1","Igf1r"
"1341","Cdh1","Itga1,Itgb1"
"1342","Cdh1","Itgb1,Itga2"
"1343","Cdh1","Itgb7,Itgae"
"1344","Cdh1","Klrg1"
"1345","Cdh1","Lrp5"
"1346","Cdh1","Ptprf"
"1347","Cdh1","Ptprj"
"1348","Cdh1","Ptprm"
"1349","Cdh2","Cdh2"
"1350","Ncan","Cdh2"
"1351","Cdh3","Cdh3"
"1352","Cdh4","Cdh4"
"1353","Cdh5","Cdh5"
"1354","Fga","Cdh5"
"1355","Mmp7","Cdh6"
"1356","Mia","Cdh7"
"1357","Dhh","Cdon"
"1358","Ihh","Cdon"
"1359","Ntn3","Cdon"
"1360","Shh","Cdon"
"1361","Ceacam16","Tecta"
"1362","Ceacam16","Tectb"
"1363","Ceacam1","Ceacam1"
"1364","Ceacam1","Ceacam5"
"1365","Ceacam1","Havcr2"
"1366","Ceacam1","Plaur"
"1367","Ceacam1","Sdc4"
"1368","Ceacam1","Sele"
"1369","Cel","Cxcr4"
"1370","Cela3b","Chrm3"
"1371","Psap","Celsr1"
"1372","Tnf","Celsr2"
"1373","Csf1","Celsr3"
"1374","Wnt7a","Celsr3"
"1375","Wnt7b","Celsr3"
"1376","Cer1","Mrc2"
"1377","Cfh","Itgam"
"1378","Cfh","Sell"
"1379","Cfp","Ncr1"
"1380","Cga","Fshr"
"1381","Cga","Gpr20"
"1382","Cga","Lhcgr"
"1383","Cga","Pth1r"
"1384","Cga","Ramp2"
"1385","Cga","Ramp3"
"1386","Cga","Sirpa"
"1387","Cga","Tshr"
"1388","Cga","Vipr1"
"1389","Cgn","F11r"
"1390","Cgn","Ocln"
"1391","Cgn","Tgfbr1"
"1392","Cgn","Tgfbr2"
"1393","Chad","Itga2,Itgb1"
"1394","Gzmb","Chrm3"
"1395","Hspg2","Chrm3"
"1396","Slurp1","Chrna10"
"1397","Slurp2","Chrna10"
"1398","Slurp1","Chrna1"
"1399","Slurp2","Chrna1"
"1400","Slurp1","Chrna2"
"1401","Slurp2","Chrna2"
"1402","Slurp1","Chrna3"
"1403","Slurp2","Chrna3"
"1404","Slurp1","Chrna4"
"1405","Slurp2","Chrna4"
"1406","Slurp1","Chrna5"
"1407","Slurp2","Chrna5"
"1408","Slurp1","Chrna6"
"1409","Slurp2","Chrna6"
"1410","Slurp1","Chrna7"
"1411","Slurp2","Chrna7"
"1412","Zp3","Chrna7"
"1413","Slurp1","Chrna9"
"1414","Slurp2","Chrna9"
"1415","Slurp1","Chrnb1"
"1416","Slurp2","Chrnb1"
"1417","Slurp1","Chrnb2"
"1418","Slurp2","Chrnb2"
"1419","Slurp1","Chrnb3"
"1420","Slurp2","Chrnb3"
"1421","Slurp1","Chrnb4"
"1422","Slurp2","Chrnb4"
"1423","Slurp1","Chrnd"
"1424","Slurp2","Chrnd"
"1425","Slurp1","Chrne"
"1426","Slurp2","Chrne"
"1427","Slurp1","Chrng"
"1428","Slurp2","Chrng"
"1429","Cklf","Lrp6"
"1430","Clcf1,Crlf1","Cntfr,Il6st"
"1431","Clcf1","Cntfr,Lifr,Il6st"
"1432","Clcf1","Cntfr,Lifr"
"1433","Cldn11","Cldn11"
"1434","Shbg","Cldn4"
"1435","Clec11a","Itga10"
"1436","Clec11a","Itga11"
"1437","Clec11a","Itgb1"
"1438","Clec11a","Kit"
"1439","Mmrn2","Clec14a"
"1440","Fam3c","Clec2d"
"1441","Klrb1","Clec2d"
"1442","Clec2d","Klrb1b"
"1443","Clec2f","Klrb1f"
"1444","Clec2g","Klrb1"
"1445","Clec2g","Klrb1f"
"1446","Clec2h","Klrb1"
"1447","Clec2i","Klrb1"
"1448","Clec2i","Klrb1f"
"1449","Clec3a","Mgl2"
"1450","Clec4g","Lag3"
"1451","Clec4g","Tyrobp"
"1452","Lgals9","Clec7a"
"1453","Clu","Lrp2"
"1454","Clu","Lrp8"
"1455","Clu","Vldlr"
"1456","Cxcl12","Cmklr1"
"1457","Rarres2","Cmklr1"
"1458","Tcn2","Cnr1"
"1459","Cntf","Cntfr,Il6st"
"1460","Cntf","Cntfr,Lifr,Il6st"
"1461","Cntf","Cntfr,Lifr"
"1462","Cntf","Egfr"
"1463","Cntf","Il6ra"
"1464","Cntf","Lifr,Il6st"
"1465","Cntn2","Cntn1"
"1466","Nfasc","Cntn1,Cntnap1"
"1467","L1cam","Cntn1"
"1468","Cntn1","Notch1"
"1469","Cntn1","Notch2"
"1470","Cntn1","Nrcam"
"1471","Cntn1","Ptprz1"
"1472","Tnc","Cntn1"
"1473","Cntn2","Cntn2"
"1474","Cntn2","Cntn2,Cntnap2"
"1475","Cntn2","L1cam"
"1476","Cntn2","Nrcam"
"1477","Cntn2","Nrp1"
"1478","Cntn4","Ptprg"
"1479","Cntn6","Notch1"
"1480","Rtn4","Cntnap1"
"1481","Col11a1","Ddr1"
"1482","Col11a1","Itgb1,Itga10"
"1483","Col11a1","Itgb1,Itga11"
"1484","Col11a1","Itgb1,Itga1"
"1485","Col11a1","Itgb1,Itga2"
"1486","Col11a2","Itgb1,Itga10"
"1487","Col11a2","Itgb1,Itga11"
"1488","Col11a2","Itgb1,Itga1"
"1489","Col11a2","Itgb1,Itga2"
"1490","Col12a1","Itgb1,Itga10"
"1491","Col12a1","Itgb1,Itga11"
"1492","Col12a1","Itgb1,Itga1"
"1493","Col12a1","Itgb1,Itga2"
"1494","Fn1","Col13a1"
"1495","Hspg2","Col13a1"
"1496","Col13a1","Itgb1,Itga10"
"1497","Col13a1","Itgb1,Itga11"
"1498","Col13a1","Itgb1,Itga1"
"1499","Col13a1","Itgb1,Itga2"
"1500","Nid1","Col13a1"
"1501","Nid2","Col13a1"
"1502","Col14a1","Itgb1,Itga10"
"1503","Col14a1","Itgb1,Itga11"
"1504","Col14a1","Itgb1,Itga1"
"1505","Col14a1","Itgb1,Itga2"
"1506","Col15a1","Itgb1,Itga10"
"1507","Col15a1","Itgb1,Itga11"
"1508","Col15a1","Itgb1,Itga1"
"1509","Col15a1","Itgb1,Itga2"
"1510","Col16a1","Itgb1,Itga10"
"1511","Col16a1","Itgb1,Itga11"
"1512","Col16a1","Itgb1,Itga1"
"1513","Col16a1","Itgb1,Itga2"
"1514","Col17a1","Itgb1,Itga10"
"1515","Col17a1","Itgb1,Itga11"
"1516","Col17a1","Itgb1,Itga1"
"1517","Col17a1","Itgb1,Itga2"
"1518","Lamb3","Col17a1"
"1519","Lamc2","Col17a1"
"1520","Col18a1","Gpc1"
"1521","Col18a1","Gpc4"
"1522","Col18a1","Itgb1,Itga10"
"1523","Col18a1","Itgb1,Itga11"
"1524","Col18a1","Itgb1,Itga1"
"1525","Col18a1","Itgb1,Itga2"
"1526","Col18a1","Itga3"
"1527","Col18a1","Itga5"
"1528","Col18a1","Itgb3"
"1529","Col18a1","Itgb5"
"1530","Col18a1","Kdr"
"1531","Col18a1","Ptprs"
"1532","Col19a1","Itgb1,Itga10"
"1533","Col19a1","Itgb1,Itga11"
"1534","Col19a1","Itgb1,Itga1"
"1535","Col19a1","Itgb1,Itga2"
"1536","Col1a1","Ddr1"
"1537","Col1a1","Ddr2"
"1538","Col1a1","Flt4"
"1539","Col1a1","Gp6"
"1540","Col1a1","Itgb1,Itga10"
"1541","Col1a1","Itgb1,Itga11"
"1542","Col1a1","Itgb1,Itga1"
"1543","Col1a1","Itgb1,Itga2"
"1544","Col1a1","Itga3,Itgb1"
"1545","Col1a1","Itga5"
"1546","Col1a1","Itga9,Itgb1"
"1547","Col1a1","Itgav,Itgb8"
"1548","Col1a1","Sdc1"
"1549","Col1a1","Sdc4"
"1550","Col1a1","Tmprss6"
"1551","Col1a2","Flt4"
"1552","Col1a2","Gp6"
"1553","Col1a2","Itgb1,Itga10"
"1554","Col1a2","Itgb1,Itga11"
"1555","Col1a2","Itgb1,Itga1"
"1556","Col1a2","Itgb1,Itga2"
"1557","Col1a2","Itga2b"
"1558","Col1a2","Itga3,Itgb1"
"1559","Col1a2","Itga9,Itgb1"
"1560","Col1a2","Itgav,Itgb8"
"1561","Col1a2","Itgb3"
"1562","Col1a2","Sdc1"
"1563","Col1a2","Sdc4"
"1564","Col20a1","Itgb1,Itga10"
"1565","Col20a1","Itgb1,Itga11"
"1566","Col20a1","Itgb1,Itga1"
"1567","Col20a1","Itgb1,Itga2"
"1568","Col26a1","Itgb1,Itga10"
"1569","Col26a1","Itgb1,Itga11"
"1570","Col26a1","Itgb1,Itga1"
"1571","Col26a1","Itgb1,Itga2"
"1572","Col27a1","Itgb1,Itga10"
"1573","Col27a1","Itgb1,Itga11"
"1574","Col27a1","Itgb1,Itga1"
"1575","Col27a1","Itgb1,Itga2"
"1576","Col28a1","Itgb1,Itga10"
"1577","Col28a1","Itgb1,Itga11"
"1578","Col28a1","Itgb1,Itga1"
"1579","Col28a1","Itgb1,Itga2"
"1580","Col2a1","Ddr1"
"1581","Col2a1","Gp6"
"1582","Col2a1","Itgb1,Itga10"
"1583","Col2a1","Itgb1,Itga11"
"1584","Col2a1","Itgb1,Itga1"
"1585","Col2a1","Itgb1,Itga2"
"1586","Col2a1","Itga2b"
"1587","Col2a1","Itga3,Itgb1"
"1588","Col2a1","Itga9,Itgb1"
"1589","Col2a1","Itgav,Itgb8"
"1590","Col2a1","Mag"
"1591","Col2a1","Sdc1"
"1592","Col2a1","Sdc4"
"1593","Col3a1","Ddr1"
"1594","Col3a1","Ddr2"
"1595","Col3a1","Itgb1,Itga10"
"1596","Col3a1","Itgb1,Itga11"
"1597","Col3a1","Itgb1,Itga1"
"1598","Col3a1","Itgb1,Itga2"
"1599","Col3a1","Mag"
"1600","Col4a1","Gp6"
"1601","Col4a1","Itgb1,Itga10"
"1602","Col4a1","Itgb1,Itga11"
"1603","Col4a1","Itgb1,Itga1"
"1604","Col4a1","Itgb1,Itga2"
"1605","Col4a1","Itga3,Itgb1"
"1606","Col4a1","Itga9,Itgb1"
"1607","Col4a1","Itgav,Itgb8"
"1608","Col4a1","Sdc1"
"1609","Col4a1","Sdc4"
"1610","Col4a2","Gp6"
"1611","Col4a2","Itgb1,Itga10"
"1612","Col4a2","Itgb1,Itga11"
"1613","Col4a2","Itgb1,Itga1"
"1614","Col4a2","Itgb1,Itga2"
"1615","Col4a2","Itga3,Itgb1"
"1616","Col4a2","Itga9,Itgb1"
"1617","Col4a2","Itgav,Itgb8"
"1618","Col4a2","Itgb3"
"1619","Col4a2","Itgb5"
"1620","Col4a2","Sdc1"
"1621","Col4a2","Sdc4"
"1622","Col4a3","Gp6"
"1623","Col4a3","Itgb1,Itga10"
"1624","Col4a3","Itgb1,Itga11"
"1625","Col4a3","Itgb1,Itga1"
"1626","Col4a3","Itgb1,Itga2"
"1627","Col4a3","Itga3,Itgb1"
"1628","Col4a3","Itga9,Itgb1"
"1629","Col4a3","Itgav,Itgb8"
"1630","Col4a3","Itgb3"
"1631","Col4a3","Sdc1"
"1632","Col4a3","Sdc4"
