"","ligand","receptor"
"843","GDF1","BMPR1A"
"844","GDF11","BMPR1A"
"845","GDF9","BMPR1A"
"846","GDF5","BMPR1B,BMPR2"
"847","GDF6","BMPR1B,BMPR2"
"848","GDF7","BMPR1B,BMPR2"
"849","FST","BMPR1B"
"850","GDF11","BMPR1B"
"851","GDF9","BMPR1B"
"852","RGMA","BMPR1B"
"853","RGMB","BMPR1B"
"854","C4BPA","BMPR2"
"855","FST","BMPR2"
"856","GDF1","BMPR2"
"857","GDF11","BMPR2"
"858","GDF9","TGFBR1,BMPR2"
"859","RGMA","BMPR2"
"860","RGMB","BMPR2"
"861","DHH","BOC"
"862","IHH","BOC"
"863","SHH","BOC"
"864","GRP","BRS3"
"865","NMB","BRS3"
"866","BSG","SELE"
"867","BSG","SLC16A1"
"868","BSG","SLC16A7"
"869","BST1","CAV1"
"870","BST2","LILRA4"
"871","BST2","LILRB3"
"872","BTC","EGFR"
"873","BTC","EGFR,ERBB2"
"874","BTC","ERBB2,ERBB4"
"875","BTC","ERBB3"
"876","BTC","ERBB4"
"877","BTLA","CD247"
"878","BTLA","CD79A"
"879","BTLA","TNFRSF14"
"880","BTLA","VTCN1"
"881","C1QA","CD33"
"882","C1QA","CD93"
"883","C1QA","CR1"
"884","C1QA","CSPG4"
"885","C1QB","C1QBP"
"886","C1QB","CD33"
"887","C1QB","LRP1"
"888","C1QTNF5","MFRP"
"889","C1orf112","PLSCR4"
"890","C1orf194","PLSCR4"
"891","C4A","C3AR1"
"892","C3","C3AR1"
"893","C3","C5AR2"
"894","C3","CD19"
"895","C3","CD46"
"896","C3","CD81"
"897","C3","CR1"
"898","C3","CR2"
"899","C3","GRM7"
"900","C3","IFITM1"
"901","C3","ITGB2,ITGAM"
"902","C3","ITGAX,ITGB2"
"903","C3","LRP1"
"904","C3","MTNR1A"
"905","C3","NRP1"
"906","C4A","C5AR2"
"907","C4A","CR1"
"908","C4A","CR2"
"909","C4A","NRP1"
"910","C4BPA","CD40"
"911","C4BPA","LRP1"
"912","C4B","CD46"
"913","C4B","CR1"
"914","FN1","C5AR1"
"915","RPS19","C5AR1"
"916","C5","C5AR1"
"917","C5","C5AR2"
"918","C5","GRM7"
"919","C5","MTNR1A"
"920","C6orf15","DDR1"
"921","ECM1","CACHD1"
"922","HHIPL2","CACHD1"
"923","LTA","CACHD1"
"924","NCAM1","CACNA1C"
"925","RIMS1","CACNA1C"
"926","CADM1","CADM1"
"927","CADM3","CADM1"
"928","CRTAM","CADM1"
"929","CADM1","NECTIN3"
"930","CADM3","CADM3"
"931","CADM3","CADM4"
"932","CADM3","EPB41L1"
"933","CADM3","NECTIN1"
"934","CADM3","NECTIN3"
"935","CALCA","CALCR"
"936","CALCA","CALCRL"
"937","CALCA","CALCRL,RAMP1"
"938","CALCA","CALCRL,RAMP2"
"939","CALCA","CALCRL,RAMP3"
"940","CALCA","GPR20"
"941","CALCA","GPR84"
"942","CALCA","PTH1R"
"943","CALCA","TSHR"
"944","CALCA","VIPR1"
"945","CALCB","CALCR"
"946","CALCB","CALCRL"
"947","CALCB","GPR20"
"948","CALCB","GPR84"
"949","CALCB","PTH1R"
"950","CALCB","RAMP1"
"951","CALCB","RAMP2"
"952","CALCB","RAMP3"
"953","CALCB","TSHR"
"954","CALCB","VIPR1"
"955","IAPP","CALCRL"
"956","IAPP","CALCR"
"957","MBL2","CALCR"
"958","CALR","HLA-F"
"959","CALR","ITGA2B"
"960","CALR","ITGA3"
"961","CALR","ITGAV"
"962","CALR","LRP1"
"963","CALR","MPL"
"964","CALR","MTNR1A"
"965","CALR","SCARF1"
"966","CALR","TSHR"
"967","CAMP","EGFR"
"968","CAMP","FPR2"
"969","CAMP","IGF1R"
"970","CAMP","P2RX7"
"971","HLA-B","CANX"
"972","RETN","CAP1"
"973","CRISP2","CATSPER1"
"974","EFEMP2","CATSPER1"
"975","KRTAP4-12","CATSPER1"
"976","CCN1","CAV1"
"977","EGF","CAV1"
"978","HRAS","CAV1"
"979","ICAM1","CAV1"
"980","PTGS2","CAV1"
"981","TGFB1","CAV1"
"982","VEGFC","CCBE1"
"983","GAST","CCKAR"
"984","GAST","CCKBR"
"985","CCK","CCKAR"
"986","CCK","CCKBR"
"987","CCL11","CCR2"
"988","CCL11","CCR3"
"989","CCL11","CCR5"
"990","CCL11","CXCR3"
"991","CCL11","DPP4"
"992","CCL13","CCR1"
"993","CCL13","CCR2"
"994","CCL13","CCR3"
"995","CCL13","CCR5"
"996","CCL13","CCR9"
"997","CCL13","CXCR3"
"998","CCL14","CCR1"
"999","CCL14","CCR3"
"1000","CCL14","CCR5"
"1001","CCL15","CCR1"
"1002","CCL15","CCR3"
"1003","CCL16","CCR1"
"1004","CCL16","CCR2"
"1005","CCL16","CCR5"
"1006","CCL16","CCR8"
"1007","CCL16","GRM7"
"1008","CCL16","HRH4"
"1009","CCL16","MTNR1A"
"1010","CCL17","CCR4"
"1011","CCL17","CCR8"
"1012","CCL18","CCR1"
"1013","CCL18","CCR3"
"1014","CCL18","CCR8"
"1015","CCL18","ERG28"
"1016","CCL18","PITPNM3"
"1017","CCL19","CCR10"
"1018","CCL19","CCR7"
"1019","CCL19","CCRL2"
"1020","CCL19","CXCR3"
"1021","CCL19","GRM7"
"1022","CCL19","MTNR1A"
"1023","CCL1","CCR8"
"1024","CCL20","CCR6"
"1025","CCL20","CXCR3"
"1026","CCL20","GRM7"
"1027","CCL20","MTNR1A"
"1028","CCL21","CCR10"
"1029","CCL21","CCR7"
"1030","CCL21","CXCR3"
"1031","CCL21","GRM7"
"1032","CCL21","MTNR1A"
"1033","CCL22","CCR4"
"1034","CCL22","DPP4"
"1035","CCL23","CCR1"
"1036","CCL23","FPR2"
"1037","CCL23","GRM7"
"1038","CCL23","IDE"
"1039","CCL23","MTNR1A"
"1040","CCL24","CCR2"
"1041","CCL24","CCR3"
"1042","CCL25","CCR10"
"1043","CCL25","CCR9"
"1044","CCL25","GRM7"
"1045","CCL25","MTNR1A"
"1046","CCL26","CCR1"
"1047","CCL26","CCR2"
"1048","CCL26","CCR3"
"1049","CCL26","CCR5"
"1050","CCL26","CX3CR1"
"1051","CCL27","CCR10"
"1052","CCL27","CCR2"
"1053","CCL27","CCR3"
"1054","CCL27","GRM7"
"1055","CCL27","MTNR1A"
"1056","CCL28","CCR10"
"1057","CCL28","CCR3"
"1058","CCL28","GRM7"
"1059","CCL28","MTNR1A"
"1060","CCL2","CCR1"
"1061","CCL2","CCR10"
"1062","CCL2","CCR2"
"1063","CCL2","CCR3"
"1064","CCL2","CCR4"
"1065","CCL2","CCR5"
"1066","CCL3L1","CCR1"
"1067","CCL3L1","CCR3"
"1068","CCL3L1","CCR5"
"1069","CCL3L1","DPP4"
"1070","CCL3L3","CCR1"
"1071","CCL3L3","CCR5"
"1072","CCL3","CCR1"
"1073","CCL3","CCR3"
"1074","CCL3","CCR4"
"1075","CCL3","CCR5"
"1076","CCL3","IDE"
"1077","CCL4L1","CCR1"
"1078","CCL4L1","CCR3"
"1079","CCL4L1","CCR5"
"1080","CCL4L2","FFAR2"
"1081","CCL4L2","GPR101"
"1082","CCL4L2","GPR151"
"1083","CCL4L2","GPR152"
"1084","CCL4L2","GPR42"
"1085","CCL4L2","PGRMC2"
"1086","CCL4L2","VSIR"
"1087","CCL4","CCR1"
"1088","CCL4","CCR3"
"1089","CCL4","CCR5"
"1090","CCL4","CCR8"
"1091","CCL4","CNR2"
"1092","CCL4","GPR152"
"1093","CCL4","GPRC5D"
"1094","CCL4","SLC7A1"
"1095","CCL5","CCR1"
"1096","CCL5","CCR3"
"1097","CCL5","CCR4"
"1098","CCL5","CCR5"
"1099","CCL5","CCRL2"
"1100","CCL5","CXCR3"
"1101","CCL5","GPR75"
"1102","CCL5","GRM7"
"1103","CCL5","MTNR1A"
"1104","CCL5","SDC1"
"1105","CCL5","SDC4"
"1106","CCL7","CCR1"
"1107","CCL7","CCR10"
"1108","CCL7","CCR2"
"1109","CCL7","CCR3"
"1110","CCL7","CCR5"
"1111","CCL7","CXCR3"
"1112","CCL8","CCR1"
"1113","CCL8","CCR2"
"1114","CCL8","CCR3"
"1115","CCL8","CCR5"
"1116","CCL8","CCR8"
"1117","CCN1","ITGA5"
"1118","CCN1","ITGAM"
"1119","CCN1","ITGAV"
"1120","CCN1","ITGB2"
"1121","CCN1","ITGB3"
"1122","CCN1","ITGB5"
"1123","CCN1","SDC4"
"1124","CCN1","TLR2"
"1125","CCN1","TLR4"
"1126","CCN2","EGFR"
"1127","CCN2","ERBB4"
"1128","CCN2","FGFR2"
"1129","CCN2","IGF2R"
"1130","CCN2","ITGA5"
"1131","CCN2","ITGAM"
"1132","CCN2","ITGB2"
"1133","CCN2","LRP1"
"1134","CCN2","LRP6"
"1135","CCN2","NTRK1"
"1136","CCN3","NOTCH1"
"1137","CCN3","PLXNA1"
"1138","CCN4","ITGA5"
"1139","CCN4","ITGB1"
"1140","CCN6","SORL1"
"1141","CXCL13","CCR10"
"1142","CYTL1","CCR2"
"1143","DEFB103A","CCR2"
"1144","DEFB103B","CCR2"
"1145","DEFB106A","CCR2"
"1146","MMP2","CCR2"
"1147","MSMP","CCR2"
"1148","CXCL10","CCR3"
"1149","CXCL11","CCR3"
"1150","CXCL9","CCR3"
"1151","CKLF","CCR4"
"1152","CXCL12","CCR4"
"1153","CXCL11","CCR5"
"1154","IL16","CCR5"
"1155","ORM1","CCR5"
"1156","S100A4","CCR5"
"1157","DEFB1","CCR6"
"1158","DEFB103A","CCR6"
"1159","DEFB103B","CCR6"
"1160","DEFB4A","CCR6"
"1161","DEFB4B","CCR6"
"1162","SPP1","CCR8"
"1163","RARRES2","CCRL2"
"1164","TGFB1","CD109"
"1165","CD14","ITGA4"
"1166","CD14","ITGB1"
"1167","CD14","ITGB2"
"1168","CD14","RIPK1"
"1169","CD14","TLR1"
"1170","CD14","TLR4"
"1171","CD14","TLR6"
"1172","CD14","TLR9"
"1173","DUSP18","CD151"
"1174","LAMB3","CD151"
"1175","LAMC2","CD151"
"1176","MMP7","CD151"
"1177","CD160","TNFRSF14"
"1178","HMGB1","CD163"
"1179","HP","CD163"
"1180","TNFSF12","CD163"
"1181","CD177","PECAM1"
"1182","SHBG","CD177"
"1183","LY86","CD180"
"1184","PSAP","CD1B"
"1185","CEACAM5","CD1D"
"1186","CD1D","LILRB2"
"1187","CD1D","LILRB3"
"1188","CD200","CD200R1"
"1189","CD200","CD200R1L"
"1190","CEACAM1","CD209"
"1191","ICAM3","CD209"
"1192","ICAM5","CD209"
"1193","ITGAL","CD226"
"1194","ITGB2","CD226"
"1195","CD226","NECTIN2"
"1196","PVR","CD226"
"1197","HP","CD22"
"1198","PTPRC","CD22"
"1199","ST6GAL1","CD22"
"1200","CD48","CD244"
"1201","MMRN2","CD248"
"1202","SELP","CD24"
"1203","CD24","SIGLEC10"
"1204","CD80","CD274"
"1205","PDCD1","CD274"
"1206","CD70","CD27"
"1207","CD28","CD80"
"1208","CD28","CD86"
"1209","ICOSLG","CD28"
"1210","IL12A","CD28"
"1211","CD48","CD2"
"1212","CD58","CD2"
"1213","CD59","CD2"
"1214","HAVCR1","CD300LB"
"1215","PTPN6","CD300LF"
"1216","TCN1","CD320"
"1217","LGALS3BP","CD33"
"1218","CD34","SELE"
"1219","SELL","CD34"
"1220","SELP","CD34"
"1221","COL1A1","CD36"
"1222","COL1A2","CD36"
"1223","COMP","CD36"
"1224","S100A12","CD36"
"1225","S100A8","CD36"
"1226","S100A9","CD36"
"1227","SAA1","CD36"
"1228","THBS1","CD36"
"1229","THBS2","CD36"
"1230","THBS3","CD36"
"1231","THBS4","CD36"
"1232","CD36","TLR4"
"1233","CD36","TLR6"
"1234","WNT1","CD36"
"1235","PECAM1","CD38"
"1236","HLA-A","CD3D"
"1237","HLA-B","CD3D"
"1238","HLA-C","CD3D"
"1239","HLA-A","CD3G"
"1240","HLA-B","CD3G"
"1241","HLA-C","CD3G"
"1242","CD40LG","ITGA2B,ITGB3"
"1243","CD40LG","ITGB1,ITGA5"
"1244","CD40LG","ITGAM,ITGB2"
"1245","CD40LG","TRAF3"
"1246","CD40LG","CD40"
"1247","INSL3","CD40"
"1248","LTB","CD40"
"1249","TNFSF13B","CD40"
"1250","MIF","CD74,CD44"
"1251","COL14A1","CD44"
"1252","COL1A1","CD44"
"1253","COL1A2","CD44"
"1254","COL2A1","CD44"
"1255","COL4A1","CD44"
"1256","COL4A2","CD44"
"1257","COL4A3","CD44"
"1258","COL4A4","CD44"
"1259","COL4A5","CD44"
"1260","COL4A6","CD44"
"1261","COL6A1","CD44"
"1262","COL6A2","CD44"
"1263","COL6A3","CD44"
"1264","COL6A5","CD44"
"1265","COL6A6","CD44"
"1266","COL9A1","CD44"
"1267","COL9A2","CD44"
"1268","COL9A3","CD44"
"1269","FGF1","CD44"
"1270","FGF2","CD44"
"1271","FGFR2","CD44"
"1272","FN1","CD44"
"1273","HAS2","CD44"
"1274","HBEGF","CD44"
"1275","HGF","CD44"
"1276","LAMA1","CD44"
"1277","LAMA2","CD44"
"1278","LAMA3","CD44"
"1279","LAMA4","CD44"
"1280","LAMA5","CD44"
"1281","LAMB1","CD44"
"1282","LAMB2","CD44"
"1283","LAMB3","CD44"
"1284","LAMC1","CD44"
"1285","LAMC2","CD44"
"1286","LAMC3","CD44"
"1287","LGALS9","CD44"
"1288","LPL","CD44"
"1289","MADCAM1","CD44"
"1290","MMP1","CD44"
"1291","MMP7","CD44"
"1292","MMP9","CD44"
"1293","PRG4","CD44"
"1294","PSEN1","CD44"
"1295","SELE","CD44"
"1296","SPP1","CD44"
"1297","TIMP2","CD44"
"1298","TIMP3","CD44"
"1299","VCAN","CD44"
"1300","JAG1","CD46"
"1301","COL4A1","CD47"
"1302","COL4A3","CD47"
"1303","COL4A4","CD47"
"1304","COL4A5","CD47"
"1305","COL4A6","CD47"
"1306","COMP","CD47"
"1307","LGALS9","CD47"
"1308","SIRPA","CD47"
"1309","CD47","SIRPB1,TYROBP"
"1310","SIRPB2","CD47"
"1311","SIRPG","CD47"
"1312","THBS1","CD47"
"1313","THBS2","CD47"
"1314","THBS3","CD47"
"1315","THBS4","CD47"
"1316","VTN","CD47"
"1317","IL18","CD48"
"1318","CXCL12","CD4"
"1319","HLA-DMA","CD4"
"1320","HLA-DMB","CD4"
"1321","HLA-DOA","CD4"
"1322","HLA-DOB","CD4"
"1323","HLA-DQA1","CD4"
"1324","HLA-DQB1","CD4"
"1325","HLA-DRA","CD4"
"1326","HLA-DRB5","CD4"
"1327","HLA-G","CD4"
"1328","IL16","CD4"
"1329","PIP","CD4"
"1330","SLPI","CD4"
"1331","SIGLEC10","CD52"
"1332","IL2","CD53"
"1333","IL4","CD53"
"1334","CD55","CR1"
"1335","CD5L","CD5"
"1336","CD72","CD5"
"1337","ENAM","CD63"
"1338","TIMP1","CD63"
"1339","S100A8","CD68"
"1340","S100A9","CD68"
"1341","LGALS1","CD69"
"1342","MYL9","CD69"
"1343","S100A8","CD69"
"1344","CD70","GPRC5B"
"1345","CD70","TNFRSF13B"
"1346","CD70","TNFRSF17"
"1347","CD72","SEMA4D"
"1348","COPA","CD74"
"1349","MIF","CD74,CXCR2"
"1350","MIF","CD74,CXCR4"
"1351","MIF","CD74"
"1352","CXCL8","CD79A"
"1353","FN1","CD79A"
"1354","SECTM1","CD7"
"1355","CTLA4","CD80"
"1356","CD99","CD81"
"1357","GPC3","CD81"
"1358","HBEGF","CD82"
"1359","FGFR2","CD83"
"1360","CD84","CD84"
"1361","CTLA4","CD86"
"1362","LCK","CD8A,CD8B"
"1363","CEACAM5","CD8A"
"1364","HLA-A","CD8A"
"1365","HLA-E","CD8A"
"1366","HLA-F","CD8A"
"1367","HLA-G","CD8A"
"1368","HLA-A","CD8B"
"1369","HLA-E","CD8B"
"1370","HLA-F","CD8B"
"1371","HLA-G","CD8B"
"1372","COL1A1","CD93"
"1373","COL1A2","CD93"
"1374","COL4A1","CD93"
"1375","COL4A2","CD93"
"1376","COL4A3","CD93"
"1377","COL4A4","CD93"
"1378","COL4A5","CD93"
"1379","COL4A6","CD93"
"1380","F12","CD93"
"1381","KNG1","CD93"
"1382","MBL2","CD93"
"1383","MMRN2","CD93"
"1384","SFTPA2","CD93"
"1385","NECTIN1","CD96"
"1386","NECTIN2","CD96"
"1387","PVR","CD96"
"1388","CD99","CD99"
"1389","CD99","PILRA"
"1390","CD99","PILRB"
"1391","HBEGF","CD9"
"1392","IZUMO1","CD9"
"1393","CD9","L1CAM"
"1394","PTN","CDH10"
"1395","CDH15","CDH15"
"1396","MIA","CDH19"
"1397","CDH1","CDH1"
"1398","CDH1","CDH2"
"1399","CDH1","EGFR"
"1400","CDH1","ERBB3"
"1401","CDH1","IGF1R"
"1402","CDH1","ITGA1,ITGB1"
"1403","CDH1","ITGB1,ITGA2"
"1404","CDH1","ITGB7,ITGAE"
"1405","CDH1","KLRG1"
"1406","CDH1","LRP5"
"1407","CDH1","PTPRF"
"1408","CDH1","PTPRM"
"1409","CDH2","CDH2"
"1410","NCAN","CDH2"
"1411","CDH3","CDH3"
"1412","CDH4","CDH4"
"1413","CDH5","CDH5"
"1414","FGA","CDH5"
"1415","MMP7","CDH6"
"1416","MIA","CDH7"
"1417","DHH","CDON"
"1418","IHH","CDON"
"1419","NTN3","CDON"
"1420","SHH","CDON"
"1421","CEACAM16","TECTA"
"1422","CEACAM16","TECTB"
"1423","CEACAM1","CEACAM5"
"1424","CEACAM1","CEACAM6"
"1425","CEACAM1","CEACAM8"
"1426","CEACAM1","EGFR"
"1427","CEACAM1","HAVCR2"
"1428","CEACAM1","SELE"
"1429","CEACAM5","CEACAM6"
"1430","CEACAM6","CEACAM6"
"1431","CEACAM8","CEACAM6"
"1432","CEACAM6","EGFR"
"1433","CELA3B","CHRM3"
"1434","PSAP","CELSR1"
"1435","TNF","CELSR2"
"1436","CSF1","CELSR3"
"1437","CEL","CXCR4"
"1438","CER1","MRC2"
"1439","INHBB","CFC1B"
"1440","INHBB","CFC1"
"1441","NODAL","CFC1"
"1442","CFH","ITGAM"
"1443","CFH","SELL"
"1444","CFP","NCR1"
"1445","CGA","FSHR"
"1446","CGA","GPR20"
"1447","CGA","GPR84"
"1448","CGA","LHCGR"
"1449","CGA","PTH1R"
"1450","CGA","RAMP2"
"1451","CGA","RAMP3"
"1452","CGA","SIRPA"
"1453","CGA","TSHR"
"1454","CGA","VIPR1"
"1455","CGB3","LHCGR"
"1456","CGB3","SIRPA"
"1457","CGB5","LHCGR"
"1458","CGN","F11R"
"1459","CGN","OCLN"
"1460","CGN","TGFBR1"
"1461","CGN","TGFBR2"
"1462","CHAD","ITGA2,ITGB1"
"1463","GZMB","CHRM3"
"1464","HHLA3","CHRM3"
"1465","HSPG2","CHRM3"
"1466","SLURP1","CHRNA10"
"1467","SLURP2","CHRNA10"
"1468","SLURP1","CHRNA1"
"1469","SLURP2","CHRNA1"
"1470","SLURP1","CHRNA2"
"1471","SLURP2","CHRNA2"
"1472","SLURP1","CHRNA3"
"1473","SLURP2","CHRNA3"
"1474","SLURP1","CHRNA4"
"1475","SLURP2","CHRNA4"
"1476","SLURP1","CHRNA5"
"1477","SLURP2","CHRNA5"
"1478","SLURP1","CHRNA6"
"1479","SLURP2","CHRNA6"
"1480","SLURP1","CHRNA7"
"1481","SLURP2","CHRNA7"
"1482","ZP3","CHRNA7"
"1483","SLURP1","CHRNA9"
"1484","SLURP2","CHRNA9"
"1485","SLURP1","CHRNB1"
"1486","SLURP2","CHRNB1"
"1487","SLURP1","CHRNB2"
"1488","SLURP2","CHRNB2"
"1489","SLURP1","CHRNB3"
"1490","SLURP2","CHRNB3"
"1491","SLURP1","CHRNB4"
"1492","SLURP2","CHRNB4"
"1493","SLURP1","CHRND"
"1494","SLURP2","CHRND"
"1495","SLURP1","CHRNE"
"1496","SLURP2","CHRNE"
"1497","SLURP1","CHRNG"
"1498","SLURP2","CHRNG"
"1499","CIRBP","TREM1"
"1500","CKLF","LRP6"
"1501","CLCF1,CRLF1","CNTFR,IL6ST"
"1502","CLCF1","CNTFR,LIFR,IL6ST"
"1503","CLCF1","CNTFR,LIFR"
"1504","CLDN11","CLDN11"
"1505","CLDN24","CLDN24"
"1506","KRTAP4-12","CLDN2"
"1507","SHBG","CLDN4"
"1508","CLEC3A","CLEC10A"
"1509","CLEC11A","ITGA10"
"1510","CLEC11A","ITGA11"
"1511","CLEC11A","ITGB1"
"1512","CLEC11A","KIT"
"1513","PTPN6","CLEC12A"
"1514","MMRN2","CLEC14A"
"1515","PDPN","CLEC1B"
"1516","KLRF2","CLEC2A"
"1517","CLEC3A","CLEC2B"
"1518","CLEC2B","KLRF1"
"1519","FAM3C","CLEC2D"
"1520","KLRB1","CLEC2D"
"1521","CLEC4G","LAG3"
"1522","GRN","CLEC4M"
"1523","ICAM3","CLEC4M"
"1524","RARRES2","CMKLR1"
"1525","TCN2","CNR1"
"1526","KRTAP4-12","CNTFR"
"1527","CNTF","CNTFR,IL6ST"
"1528","CNTF","CNTFR,LIFR,IL6ST"
"1529","CNTF","CNTFR,LIFR"
"1530","CNTF","EGFR"
"1531","CNTF","IL6R"
"1532","CNTF","LIFR,IL6ST"
"1533","CNTN2","CNTN1"
"1534","NFASC","CNTN1,CNTNAP1"
"1535","L1CAM","CNTN1"
"1536","CNTN1","NOTCH1"
"1537","CNTN1","NOTCH2"
"1538","CNTN1","NRCAM"
"1539","CNTN1","PTPRZ1"
"1540","TNC","CNTN1"
"1541","CNTN2","CNTN2"
"1542","CNTN2","CNTN2,CNTNAP2"
"1543","CNTN2","L1CAM"
"1544","CNTN2","NRCAM"
"1545","CNTN2","NRP1"
"1546","CNTN3","PTPRG"
"1547","CNTN4","PTPRG"
"1548","CNTN6","NOTCH1"
"1549","RTN4","CNTNAP1"
"1550","COL10A1","ITGB1,ITGA10"
"1551","COL10A1","ITGB1,ITGA11"
"1552","COL10A1","ITGB1,ITGA1"
"1553","COL10A1","ITGB1,ITGA2"
"1554","COL11A1","DDR1"
"1555","COL11A1","ITGB1,ITGA10"
"1556","COL11A1","ITGB1,ITGA11"
"1557","COL11A1","ITGB1,ITGA1"
"1558","COL11A1","ITGB1,ITGA2"
"1559","COL11A2","ITGB1,ITGA10"
"1560","COL11A2","ITGB1,ITGA11"
"1561","COL11A2","ITGB1,ITGA1"
"1562","COL11A2","ITGB1,ITGA2"
"1563","COL12A1","ITGB1,ITGA10"
"1564","COL12A1","ITGB1,ITGA11"
"1565","COL12A1","ITGB1,ITGA1"
"1566","COL12A1","ITGB1,ITGA2"
"1567","FN1","COL13A1"
"1568","HSPG2","COL13A1"
"1569","COL13A1","ITGB1,ITGA10"
"1570","COL13A1","ITGB1,ITGA11"
"1571","COL13A1","ITGB1,ITGA1"
"1572","COL13A1","ITGB1,ITGA2"
"1573","NID1","COL13A1"
"1574","NID2","COL13A1"
"1575","COL14A1","ITGB1,ITGA10"
"1576","COL14A1","ITGB1,ITGA11"
"1577","COL14A1","ITGB1,ITGA1"
"1578","COL14A1","ITGB1,ITGA2"
"1579","COL15A1","ITGB1,ITGA10"
"1580","COL15A1","ITGB1,ITGA11"
"1581","COL15A1","ITGB1,ITGA1"
"1582","COL15A1","ITGB1,ITGA2"
"1583","COL16A1","ITGB1,ITGA10"
"1584","COL16A1","ITGB1,ITGA11"
"1585","COL16A1","ITGB1,ITGA1"
"1586","COL16A1","ITGB1,ITGA2"
"1587","COL17A1","ITGB1,ITGA10"
"1588","COL17A1","ITGB1,ITGA11"
"1589","COL17A1","ITGB1,ITGA1"
"1590","COL17A1","ITGB1,ITGA2"
"1591","LAMB3","COL17A1"
"1592","LAMC2","COL17A1"
"1593","COL18A1","GPC1"
"1594","COL18A1","GPC4"
"1595","COL18A1","ITGB1,ITGA10"
"1596","COL18A1","ITGB1,ITGA11"
"1597","COL18A1","ITGB1,ITGA1"
"1598","COL18A1","ITGB1,ITGA2"
"1599","COL18A1","ITGA3"
"1600","COL18A1","ITGA5"
"1601","COL18A1","ITGB3"
"1602","COL18A1","ITGB5"
"1603","COL18A1","KDR"
"1604","COL18A1","PTPRS"
"1605","COL19A1","ITGB1,ITGA10"
"1606","COL19A1","ITGB1,ITGA11"
"1607","COL19A1","ITGB1,ITGA1"
"1608","COL19A1","ITGB1,ITGA2"
"1609","COL1A1","DDR1"
"1610","COL1A1","DDR2"
"1611","COL1A1","FLT4"
"1612","COL1A1","GP6"
"1613","COL1A1","ITGB1,ITGA10"
"1614","COL1A1","ITGB1,ITGA11"
"1615","COL1A1","ITGB1,ITGA1"
"1616","COL1A1","ITGB1,ITGA2"
"1617","COL1A1","ITGA3,ITGB1"
"1618","COL1A1","ITGA5"
"1619","COL1A1","ITGA9,ITGB1"
"1620","COL1A1","ITGAV,ITGB8"
"1621","COL1A1","SDC1"
"1622","COL1A1","SDC4"
"1623","COL1A1","TMPRSS6"
"1624","COL1A2","FLT4"
"1625","COL1A2","GP6"
"1626","COL1A2","ITGB1,ITGA10"
"1627","COL1A2","ITGB1,ITGA11"
"1628","COL1A2","ITGB1,ITGA1"
"1629","COL1A2","ITGA2B"
"1630","COL1A2","ITGB1,ITGA2"
"1631","COL1A2","ITGA3,ITGB1"
"1632","COL1A2","ITGA9,ITGB1"
"1633","COL1A2","ITGAV,ITGB8"
"1634","COL1A2","ITGB3"
"1635","COL1A2","SDC1"
"1636","COL1A2","SDC4"
"1637","COL20A1","ITGB1,ITGA10"
"1638","COL20A1","ITGB1,ITGA11"
"1639","COL20A1","ITGB1,ITGA1"
"1640","COL20A1","ITGB1,ITGA2"
"1641","COL21A1","ITGB1,ITGA10"
"1642","COL21A1","ITGB1,ITGA11"
"1643","COL21A1","ITGB1,ITGA1"
"1644","COL21A1","ITGB1,ITGA2"
"1645","COL22A1","ITGB1,ITGA10"
"1646","COL22A1","ITGB1,ITGA11"
"1647","COL22A1","ITGB1,ITGA1"
"1648","COL22A1","ITGB1,ITGA2"
"1649","COL24A1","ITGB1,ITGA10"
"1650","COL24A1","ITGB1,ITGA11"
"1651","COL24A1","ITGB1,ITGA1"
"1652","COL24A1","ITGB1,ITGA2"
"1653","COL26A1","ITGB1,ITGA10"
"1654","COL26A1","ITGB1,ITGA11"
"1655","COL26A1","ITGB1,ITGA1"
"1656","COL26A1","ITGB1,ITGA2"
"1657","COL27A1","ITGB1,ITGA10"
"1658","COL27A1","ITGB1,ITGA11"
"1659","COL27A1","ITGB1,ITGA1"
"1660","COL27A1","ITGB1,ITGA2"
"1661","COL28A1","ITGB1,ITGA10"
"1662","COL28A1","ITGB1,ITGA11"
"1663","COL28A1","ITGB1,ITGA1"
"1664","COL28A1","ITGB1,ITGA2"
"1665","COL2A1","DDR1"
"1666","COL2A1","GP6"
"1667","COL2A1","ITGB1,ITGA10"
"1668","COL2A1","ITGB1,ITGA11"
"1669","COL2A1","ITGB1,ITGA1"
"1670","COL2A1","ITGA2B"
"1671","COL2A1","ITGB1,ITGA2"
"1672","COL2A1","ITGA3,ITGB1"
"1673","COL2A1","ITGA9,ITGB1"
"1674","COL2A1","ITGAV,ITGB8"
"1675","COL2A1","MAG"
"1676","COL2A1","OR1E1"
"1677","COL2A1","SDC1"
"1678","COL2A1","SDC4"
"1679","COL2A1","TNFRSF10A"
"1680","COL3A1","DDR1"
"1681","COL3A1","DDR2"
"1682","COL3A1","ITGB1,ITGA10"
"1683","COL3A1","ITGB1,ITGA11"
"1684","COL3A1","ITGB1,ITGA1"
"1685","COL3A1","ITGB1,ITGA2"
"1686","COL3A1","MAG"
"1687","COL4A1","GP6"
"1688","COL4A1","ITGB1,ITGA10"
"1689","COL4A1","ITGB1,ITGA11"
"1690","COL4A1","ITGB1,ITGA1"
"1691","COL4A1","ITGB1,ITGA2"
