"","ligand","receptor"
"1692","COL4A1","ITGA3,ITGB1"
"1693","COL4A1","ITGA9,ITGB1"
"1694","COL4A1","ITGAV,ITGB8"
"1695","COL4A1","SDC1"
"1696","COL4A1","SDC4"
"1697","COL4A2","GP6"
"1698","COL4A2","ITGB1,ITGA10"
"1699","COL4A2","ITGB1,ITGA11"
"1700","COL4A2","ITGB1,ITGA1"
"1701","COL4A2","ITGB1,ITGA2"
"1702","COL4A2","ITGA3,ITGB1"
"1703","COL4A2","ITGA9,ITGB1"
"1704","COL4A2","ITGAV,ITGB8"
"1705","COL4A2","ITGB3"
"1706","COL4A2","ITGB5"
"1707","COL4A2","SDC1"
"1708","COL4A2","SDC4"
"1709","COL4A3","GP6"
"1710","COL4A3","ITGB1,ITGA10"
"1711","COL4A3","ITGB1,ITGA11"
"1712","COL4A3","ITGB1,ITGA1"
"1713","COL4A3","ITGB1,ITGA2"
"1714","COL4A3","ITGA3,ITGB1"
"1715","COL4A3","ITGA9,ITGB1"
"1716","COL4A3","ITGAV,ITGB8"
"1717","COL4A3","ITGB3"
"1718","COL4A3","SDC1"
"1719","COL4A3","SDC4"
"1720","COL4A4","GP6"
"1721","COL4A4","ITGB1,ITGA10"
"1722","COL4A4","ITGB1,ITGA11"
"1723","COL4A4","ITGB1,ITGA1"
"1724","COL4A4","ITGB1,ITGA2"
"1725","COL4A4","ITGA3,ITGB1"
"1726","COL4A4","ITGA9,ITGB1"
"1727","COL4A4","ITGAV,ITGB8"
"1728","COL4A4","ITGB3"
"1729","COL4A4","SDC1"
"1730","COL4A4","SDC4"
"1731","COL4A5","GP6"
"1732","COL4A5","ITGB1,ITGA10"
"1733","COL4A5","ITGB1,ITGA11"
"1734","COL4A5","ITGB1,ITGA1"
"1735","COL4A5","ITGB1,ITGA2"
"1736","COL4A5","ITGA3,ITGB1"
"1737","COL4A5","ITGA9,ITGB1"
"1738","COL4A5","ITGAV,ITGB8"
"1739","COL4A5","SDC1"
"1740","COL4A5","SDC4"
"1741","COL4A6","GP6"
"1742","COL4A6","ITGB1,ITGA10"
"1743","COL4A6","ITGB1,ITGA11"
"1744","COL4A6","ITGB1,ITGA1"
"1745","COL4A6","ITGB1,ITGA2"
"1746","COL4A6","ITGA3,ITGB1"
"1747","COL4A6","ITGA9,ITGB1"
"1748","COL4A6","ITGAV,ITGB8"
"1749","COL4A6","SDC1"
"1750","COL4A6","SDC4"
"1751","COL5A1","ITGB1,ITGA10"
"1752","COL5A1","ITGB1,ITGA11"
"1753","COL5A1","ITGB1,ITGA1"
"1754","COL5A1","ITGB1,ITGA2"
"1755","COL5A1","SDC3"
"1756","COL5A2","DDR1"
"1757","COL5A2","ITGB1,ITGA10"
"1758","COL5A2","ITGB1,ITGA11"
"1759","COL5A2","ITGB1,ITGA1"
"1760","COL5A2","ITGB1,ITGA2"
"1761","COL5A3","ITGB1,ITGA10"
"1762","COL5A3","ITGB1,ITGA11"
"1763","COL5A3","ITGB1,ITGA1"
"1764","COL5A3","ITGB1,ITGA2"
"1765","COL5A3","SDC3"
"1766","COL6A1","GP6"
"1767","COL6A1","ITGB1,ITGA10"
"1768","COL6A1","ITGB1,ITGA11"
"1769","COL6A1","ITGB1,ITGA1"
"1770","COL6A1","ITGB1,ITGA2"
"1771","COL6A1","ITGA3,ITGB1"
"1772","COL6A1","ITGA6"
"1773","COL6A1","ITGA9,ITGB1"
"1774","COL6A1","ITGAV,ITGB8"
"1775","COL6A1","SDC1"
"1776","COL6A1","SDC4"
"1777","COL6A2","GP6"
"1778","COL6A2","ITGB1,ITGA10"
"1779","COL6A2","ITGB1,ITGA11"
"1780","COL6A2","ITGB1,ITGA1"
"1781","COL6A2","ITGB1,ITGA2"
"1782","COL6A2","ITGA3,ITGB1"
"1783","COL6A2","ITGA9,ITGB1"
"1784","COL6A2","ITGAV,ITGB8"
"1785","COL6A2","SDC1"
"1786","COL6A2","SDC4"
"1787","COL6A3","GP6"
"1788","COL6A3","ITGB1,ITGA10"
"1789","COL6A3","ITGB1,ITGA11"
"1790","COL6A3","ITGB1,ITGA1"
"1791","COL6A3","ITGB1,ITGA2"
"1792","COL6A3","ITGA3,ITGB1"
"1793","COL6A3","ITGA9,ITGB1"
"1794","COL6A3","ITGAV,ITGB8"
"1795","COL6A3","SDC1"
"1796","COL6A3","SDC4"
"1797","COL6A5","GP6"
"1798","COL6A5","ITGB1,ITGA10"
"1799","COL6A5","ITGB1,ITGA11"
"1800","COL6A5","ITGB1,ITGA1"
"1801","COL6A5","ITGB1,ITGA2"
"1802","COL6A5","ITGA3,ITGB1"
"1803","COL6A5","ITGA9,ITGB1"
"1804","COL6A5","ITGAV,ITGB8"
"1805","COL6A5","SDC1"
"1806","COL6A5","SDC4"
"1807","COL6A6","GP6"
"1808","COL6A6","ITGB1,ITGA10"
"1809","COL6A6","ITGB1,ITGA11"
"1810","COL6A6","ITGB1,ITGA1"
"1811","COL6A6","ITGB1,ITGA2"
"1812","COL6A6","ITGA3,ITGB1"
"1813","COL6A6","ITGA9,ITGB1"
"1814","COL6A6","ITGAV,ITGB8"
"1815","COL6A6","SDC1"
"1816","COL6A6","SDC4"
"1817","COL7A1","ITGB1,ITGA10"
"1818","COL7A1","ITGB1,ITGA11"
"1819","COL7A1","ITGB1,ITGA1"
"1820","COL7A1","ITGB1,ITGA2"
"1821","COL8A1","ITGB1,ITGA10"
"1822","COL8A1","ITGB1,ITGA11"
"1823","COL8A1","ITGB1,ITGA1"
"1824","COL8A1","ITGB1,ITGA2"
"1825","COL8A2","ITGB1,ITGA10"
"1826","COL8A2","ITGB1,ITGA11"
"1827","COL8A2","ITGB1,ITGA1"
"1828","COL8A2","ITGB1,ITGA2"
"1829","COL8A2","SLC4A11"
"1830","COL9A1","GP6"
"1831","COL9A1","ITGB1,ITGA10"
"1832","COL9A1","ITGB1,ITGA11"
"1833","COL9A1","ITGB1,ITGA1"
"1834","COL9A1","ITGB1,ITGA2"
"1835","COL9A1","ITGA3,ITGB1"
"1836","COL9A1","ITGA9,ITGB1"
"1837","COL9A1","ITGAV,ITGB8"
"1838","COL9A1","MAG"
"1839","COL9A1","SDC1"
"1840","COL9A1","SDC4"
"1841","COL9A2","GP6"
"1842","COL9A2","ITGB1,ITGA10"
"1843","COL9A2","ITGB1,ITGA11"
"1844","COL9A2","ITGB1,ITGA1"
"1845","COL9A2","ITGB1,ITGA2"
"1846","COL9A2","ITGA3,ITGB1"
"1847","COL9A2","ITGA9,ITGB1"
"1848","COL9A2","ITGAV,ITGB8"
"1849","COL9A2","MAG"
"1850","COL9A2","SDC1"
"1851","COL9A2","SDC4"
"1852","COL9A3","GP6"
"1853","COL9A3","ITGB1,ITGA10"
"1854","COL9A3","ITGB1,ITGA11"
"1855","COL9A3","ITGB1,ITGA1"
"1856","COL9A3","ITGB1,ITGA2"
"1857","COL9A3","ITGA3,ITGB1"
"1858","COL9A3","ITGA9,ITGB1"
"1859","COL9A3","ITGAV,ITGB8"
"1860","COL9A3","MAG"
"1861","COL9A3","SDC1"
"1862","COL9A3","SDC4"
"1863","LGALS9","COLEC12"
"1864","COLQ","MUSK"
"1865","COMP","ITGA2B"
"1866","COMP","ITGA3,ITGB1"
"1867","COMP","ITGA5"
"1868","COMP","ITGAV,ITGB3"
"1869","COMP","SDC1"
"1870","COMP","SDC4"
"1871","COPA","EGFR"
"1872","COPA","MTNR1B"
"1873","COPA","NTRK1"
"1874","COPA","NTSR2"
"1875","COPA","P2RY6"
"1876","COPA","SORT1"
"1877","CORT","GHSR"
"1878","CORT","GRM7"
"1879","CORT","MRGPRX2"
"1880","CORT","MTNR1A"
"1881","CORT","SSTR1"
"1882","CORT","SSTR2"
"1883","CORT","SSTR3"
"1884","CORT","SSTR4"
"1885","CORT","SSTR5"
"1886","CPAMD8","SCTR"
"1887","CP","SLC40A1"
"1888","CRP","CR1"
"1889","FCER2","CR2"
"1890","IFNA1","CR2"
"1891","UCN","CRHR1"
"1892","UCN2","CRHR1"
"1893","UCN3","CRHR1"
"1894","UCN","CRHR2"
"1895","UCN2","CRHR2"
"1896","UCN3","CRHR2"
"1897","CRH","CRHR1"
"1898","CRH","CRHR2"
"1899","CRH","GPR20"
"1900","CRH","GPR84"
"1901","CRH","MC2R"
"1902","CRH","PTH1R"
"1903","CRH","RAMP2"
"1904","CRH","RAMP3"
"1905","CRH","TSHR"
"1906","CRH","VIPR1"
"1907","CRLF2","IL7R,CRLF2"
"1908","TSLP","IL7R,CRLF2"
"1909","EPO","CRLF3"
"1910","CRP","OLR1"
"1911","CSF2","CSF1R"
"1912","CSF3","CSF1R"
"1913","IL34","CSF1R"
"1914","CSF1","CSF1R"
"1915","IL34,CSF1","CSF1R"
"1916","CSF1","SIRPA"
"1917","CSF1","SLC7A1"
"1918","IL3","CSF2RB,IL3RA"
"1919","IL5","CSF2RB,IL5RA"
"1920","CSF2","CSF2RB,CSF2RA"
"1921","CSF2","CSF3R"
"1922","CSF2","IL3RA"
"1923","CSF2","ITGA9"
"1924","CSF2","ITGB1"
"1925","CSF2","SDC2"
"1926","CSF3","CSF3R"
"1927","CSH1","GHR"
"1928","CSH1","PRLR"
"1929","CSH2","PRLR"
"1930","CSHL1","GHR"
"1931","CSHL1","PRLR"
"1932","FGF1","CSPG4"
"1933","CSPG4","ITGA2,ITGB1"
"1934","CSPG4","ITGB1,ITGA3"
"1935","CTF1","LIFR,IL6ST"
"1936","CTHRC1","FZD3"
"1937","CTHRC1","FZD5"
"1938","CTHRC1","FZD6"
"1939","CTHRC1","ROR2"
"1940","ICOSLG","CTLA4"
"1941","CTSG","F2R"
"1942","CTSG","F2RL1"
"1943","CTSG","F2RL2"
"1944","CTSG","F2RL3"
"1945","CTSG","PARD3"
"1946","CUBN","LRP2"
"1947","CX3CL1","CX3CR1"
"1948","CX3CL1","ITGAV"
"1949","CX3CL1","ITGB3"
"1950","CXADR","CXADR"
"1951","FAM3C","CXADR"
"1952","CXADR","JAML"
"1953","CXCL10","CXCR3"
"1954","CXCL10","DPP4"
"1955","CXCL10","GRM7"
"1956","CXCL10","MTNR1A"
"1957","CXCL10","SDC4"
"1958","CXCL11","CXCR3"
"1959","CXCL11","DPP4"
"1960","CXCL11","GRM7"
"1961","CXCL11","MTNR1A"
"1962","CXCL12","CXCR3"
"1963","CXCL12","CXCR4"
"1964","CXCL12","DPP4"
"1965","CXCL12","GRM7"
"1966","CXCL12","ITGA4"
"1967","CXCL12","ITGA5"
"1968","CXCL12","ITGAV"
"1969","CXCL12","ITGB1"
"1970","CXCL12","ITGB3"
"1971","CXCL12","MTNR1A"
"1972","CXCL12","SDC4"
"1973","CXCL13","CXCR3"
"1974","CXCL13","CXCR5"
"1975","CXCL13","GRM7"
"1976","CXCL13","HTR2A"
"1977","CXCL13","MTNR1A"
"1978","CXCL13","OPRD1"
"1979","CXCL14","CXCR4"
"1980","CXCL16","CXCR6"
"1981","CXCL16","GRM7"
"1982","CXCL16","MTNR1A"
"1983","CXCL17","GPR35"
"1984","CXCL1","CXCR1"
"1985","CXCL1","CXCR2"
"1986","CXCL1","GRM7"
"1987","CXCL1","MTNR1A"
"1988","CXCL2","CXCR1"
"1989","CXCL2","CXCR2"
"1990","CXCL2","DPP4"
"1991","CXCL2","GRM7"
"1992","CXCL2","MTNR1A"
"1993","CXCL2","XCR1"
"1994","CXCL3","CXCR1"
"1995","CXCL3","CXCR2"
"1996","CXCL3","GRM7"
"1997","CXCL3","MTNR1A"
"1998","CXCL5","CXCR1"
"1999","CXCL5","CXCR2"
"2000","CXCL5","GRM7"
"2001","CXCL5","MTNR1A"
"2002","CXCL6","CXCR1"
"2003","CXCL6","CXCR2"
"2004","CXCL6","GRM7"
"2005","CXCL6","MTNR1A"
"2006","CXCL8","CXCR1"
"2007","CXCL8","CXCR2"
"2008","CXCL8","GRM7"
"2009","CXCL8","KDR"
"2010","CXCL8","MTNR1A"
"2011","CXCL8","SDC1"
"2012","CXCL8","SDC2"
"2013","CXCL8","SDC3"
"2014","CXCL9","CXCR3"
"2015","CXCL9","DPP4"
"2016","CXCL9","FCGR2A"
"2017","CXCL9","GRM7"
"2018","CXCL9","KIR2DL3"
"2019","CXCL9","MTNR1A"
"2020","PPBP","CXCR1"
"2021","YARS1","CXCR1"
"2022","MIF","CXCR2"
"2023","PPBP","CXCR2"
"2024","VASP","CXCR2"
"2025","PF4","CXCR3"
"2026","PF4V1","CXCR3"
"2027","HMGB1","CXCR4"
"2028","MIF","CXCR4"
"2029","TFF2","CXCR4"
"2030","TFF3","CXCR4"
"2031","TGFB1","CXCR4"
"2032","ZG16B","CXCR4"
"2033","HSPG2","DAG1"
"2034","LAMA1","DAG1"
"2035","LAMA2","DAG1"
"2036","LAMA3","DAG1"
"2037","DAG1","LAMA4"
"2038","LAMA5","DAG1"
"2039","LAMB1","DAG1"
"2040","LAMB2","DAG1"
"2041","LAMB3","DAG1"
"2042","LAMC1","DAG1"
"2043","LAMC2","DAG1"
"2044","LAMC3","DAG1"
"2045","LGALS9","DAG1"
"2046","TNF","DAG1"
"2047","SEMA4B","DCBLD2"
"2048","DRAXIN","DCC"
"2049","DSCAM","DCC"
"2050","NTN1","DCC"
"2051","NTN4","DCC"
"2052","SLIT2","DCC"
"2053","FAT4","DCHS1"
"2054","DCN","EGFR"
"2055","DCN","ERBB4"
"2056","DCN","MET"
"2057","DCN","TLR2"
"2058","DCN","TLR4"
"2059","HLA-C","DDR1"
"2060","TTR","DDR1"
"2061","DEFB4A","TLR4"
"2062","DHH","HHIP"
"2063","DHH","PTCH1"
"2064","DHH","PTCH2"
"2065","FSTL1","DIP2A"
"2066","DKK1","KREMEN1"
"2067","DKK1","KREMEN2"
"2068","DKK1","LRP4"
"2069","DKK1","LRP5"
"2070","DKK1","LRP6"
"2071","DKK2","KREMEN1"
"2072","DKK2","KREMEN2"
"2073","DKK2","LRP5"
"2074","DKK2","LRP6"
"2075","DKK3","KREMEN1"
"2076","DKK4","KREMEN1"
"2077","DKK4","KREMEN2"
"2078","DKK4","LRP5"
"2079","DKK4","LRP6"
"2080","DLK1","NOTCH1"
"2081","DLK1","NOTCH2"
"2082","DLK1","NOTCH3"
"2083","DLK1","NOTCH4"
"2084","DLK2","NOTCH1"
"2085","DLL1","NOTCH1"
"2086","DLL1","NOTCH2"
"2087","DLL1","NOTCH3"
"2088","DLL1","NOTCH4"
"2089","DLL3","NOTCH1"
"2090","DLL3","NOTCH2"
"2091","DLL3","NOTCH3"
"2092","DLL3","NOTCH4"
"2093","DLL4","NOTCH1"
"2094","DLL4","NOTCH2"
"2095","DLL4","NOTCH3"
"2096","DLL4","NOTCH4"
"2097","DMP1","ITGAV,ITGB3"
"2098","DMP1","PHEX"
"2099","DNAJB11","PRTG"
"2100","FN1","DPP4"
"2101","GCG","DPP4"
"2102","GIP","DPP4"
"2103","NPPB","DPP4"
"2104","NPY","DPP4"
"2105","PYY","DPP4"
"2106","VIP","DPP4"
"2107","DSG1","DSC1"
"2108","DSC1","DSG2"
"2109","DSC1","DSG3"
"2110","DSC1","DSG4"
"2111","DSG1","DSC2"
"2112","DSC2","DSG2"
"2113","DSC2","DSG3"
"2114","DSC2","DSG4"
"2115","DSG1","DSC3"
"2116","DSG2","DSC3"
"2117","DSC3","DSG3"
"2118","DSC3","DSG4"
"2119","DSPP","ITGAV,ITGB1"
"2120","DSPP","ITGAV,ITGB6"
"2121","DUSP18","ITGA1"
"2122","DUSP18","ITGA2"
"2123","DUSP18","ITGA3"
"2124","DUSP18","ITGA6"
"2125","DUSP18","ITGA7"
"2126","DUSP18","ITGB1"
"2127","DUSP18","ITGB4"
"2128","DUSP18","RPSA"
"2129","QDPR","DYSF"
"2130","EBI3,IL12A","IL6ST,IL12RB2"
"2131","EBI3","IL27RA,IL6ST"
"2132","EBI3,IL27","IL27RA,IL6ST"
"2133","ECM1","ITGB4"
"2134","EDA","EDA2R"
"2135","EDA","EDAR"
"2136","EPO","EDA"
"2137","EDIL3","ITGAV"
"2138","EDIL3","ITGB3"
"2139","EDIL3","ITGB5"
"2140","EDN1","EDNRA"
"2141","EDN1","EDNRB"
"2142","EDN1","KEL"
"2143","EDN2","EDNRA"
"2144","EDN2","EDNRB"
"2145","EDN2","KEL"
"2146","EDN3","EDNRA"
"2147","EDN3","EDNRB"
"2148","EDN3","KEL"
"2149","LTA","EDNRA"
"2150","GDNF","EDNRB"
"2151","EFEMP1","EGFR"
"2152","EFEMP2","LINGO1"
"2153","EFEMP2","PLSCR4"
"2154","EFNA1","EPHA1"
"2155","EFNA1","EPHA10"
"2156","EFNA1","EPHA2"
"2157","EFNA1","EPHA3"
"2158","EFNA1","EPHA4"
"2159","EFNA1","EPHA5"
"2160","EFNA1","EPHA6"
"2161","EFNA1","EPHA7"
"2162","EFNA1","EPHA8"
"2163","EFNA1","EPHB1"
"2164","EFNA1","EPHB6"
"2165","EFNA2","EPHA1"
"2166","EFNA2","EPHA10"
"2167","EFNA2","EPHA2"
"2168","EFNA2","EPHA3"
"2169","EFNA2","EPHA4"
"2170","EFNA2","EPHA5"
"2171","EFNA2","EPHA6"
"2172","EFNA2","EPHA7"
"2173","EFNA2","EPHA8"
"2174","EFNA3","EPHA1"
"2175","EFNA3","EPHA10"
"2176","EFNA3","EPHA2"
"2177","EFNA3","EPHA3"
"2178","EFNA3","EPHA4"
"2179","EFNA3","EPHA5"
"2180","EFNA3","EPHA6"
"2181","EFNA3","EPHA7"
"2182","EFNA3","EPHA8"
"2183","EFNA3","EPHB1"
"2184","EFNA3","EPHB6"
"2185","EFNA4","EPHA1"
"2186","EFNA4","EPHA10"
"2187","EFNA4","EPHA2"
"2188","EFNA4","EPHA3"
"2189","EFNA4","EPHA4"
"2190","EFNA4","EPHA5"
"2191","EFNA4","EPHA6"
"2192","EFNA4","EPHA7"
"2193","EFNA4","EPHA8"
"2194","EFNA5","EPHA1"
"2195","EFNA5","EPHA10"
"2196","EFNA5","EPHA2"
"2197","EFNA5","EPHA3"
"2198","EFNA5","EPHA4"
"2199","EFNA5","EPHA5"
"2200","EFNA5","EPHA6"
"2201","EFNA5","EPHA7"
"2202","EFNA5","EPHA8"
"2203","EFNA5","EPHB1"
"2204","EFNA5","EPHB2"
"2205","EFNA5","EPHB6"
"2206","EFNB1","EPHA4"
"2207","EFNB1","EPHA6"
"2208","EFNB1","EPHB1"
"2209","EFNB1","EPHB2"
"2210","EFNB1","EPHB3"
"2211","EFNB1","EPHB4"
"2212","EFNB1","EPHB6"
"2213","EFNB1","ERBB2"
"2214","EFNB2","EPHA3"
"2215","EFNB2","EPHA4"
"2216","EFNB2","EPHA6"
"2217","EFNB2","EPHB1"
"2218","EPHB2","EFNB2"
"2219","EFNB2","EPHB3"
"2220","EFNB2","EPHB4"
"2221","EPHB6","EFNB2"
"2222","EPO","EFNB2"
"2223","EFNB2","GRM1"
"2224","EFNB2","GRM5"
"2225","EFNB2","PECAM1"
"2226","EFNB2","RHBDL2"
"2227","EPHA4","EFNB3"
"2228","EPHB1","EFNB3"
"2229","EPHB2","EFNB3"
"2230","EPHB3","EFNB3"
"2231","EPHB4","EFNB3"
"2232","EPHB6","EFNB3"
"2233","EFNB3","RHBDL2"
"2234","EGFL8","NCR3"
"2235","EPGN","EGFR"
"2236","EREG","EGFR,ERBB2"
"2237","HBEGF","EGFR,ERBB2"
"2238","TGFA","EGFR,ERBB2"
"2239","EREG","EGFR"
"2240","FGF1","EGFR"
"2241","FGF13","EGFR"
"2242","FGL1","EGFR"
"2243","GRN","EGFR"
"2244","GSTP1","EGFR"
"2245","EGFR","HBEGF"
"2246","ICAM1","EGFR"
"2247","L1CAM","EGFR"
"2248","LRIG1","EGFR"
"2249","LRIG2","EGFR"
"2250","MIF","EGFR"
"2251","EGFR","NRG1"
"2252","NRG4","EGFR"
"2253","S100A4","EGFR"
"2254","SPINK1","EGFR"
"2255","ST6GAL1","EGFR"
"2256","TGFA","EGFR"
"2257","TGFB1","EGFR"
"2258","TNC","EGFR"
"2259","VCAN","EGFR"
"2260","VEGFA","EGFR"
"2261","ZP3","EGFR"
"2262","EGF","EGFR"
"2263","EGF","EGFR,ERBB2"
"2264","EGF","ERBB3"
"2265","EGF","ERBB4"
"2266","EGF","FSHR"
"2267","EGF","LDLR"
"2268","EGF","LRP2"
"2269","EGF","NRG1"
"2270","EGF","NRP1"
"2271","EGF","RHBDL2"
"2272","GDF2","ENG"
"2273","INHBA","ENG"
"2274","TGFB1","ENG"
"2275","TGFB2","ENG"
"2276","TGFB3","ENG"
"2277","ENHO","GPR19"
"2278","EPCAM","EPCAM"
"2279","FGFR2","EPHA4"
"2280","FGFR3","EPHA4"
"2281","FGFR4","EPHA4"
"2282","GPHA2","EPHA6"
"2283","WNT5A","EPHA7"
"2284","L1CAM","EPHB2"
"2285","MMP9","EPHB2"
"2286","VEGFA","EPHB2"
"2287","EPO","EPHB4"
"2288","KITLG","EPOR"
"2289","KLK3","EPOR"
"2290","EPO","EPOR"
"2291","NUCB2","ERAP1"
"2292","NRG1","ERBB2,ERBB3"
"2293","NRG2","ERBB2,ERBB3"
"2294","EREG","ERBB2,ERBB4"
"2295","HBEGF","ERBB2,ERBB4"
"2296","NRG1","ERBB2,ERBB4"
"2297","NRG2","ERBB2,ERBB4"
"2298","NRG3","ERBB2,ERBB4"
"2299","NRG4","ERBB2,ERBB4"
"2300","HLA-A","ERBB2"
"2301","HRG","ERBB2"
"2302","L1CAM","ERBB2"
"2303","RPS27A","ERBB2"
"2304","S100A4","ERBB2"
"2305","SEMA4D","ERBB2"
"2306","EREG","ERBB3"
"2307","HRG","ERBB3"
"2308","L1CAM","ERBB3"
"2309","ERBB3","NRG1"
"2310","NRG2","ERBB3"
"2311","NRG3","ERBB3"
"2312","TGFA","ERBB3"
"2313","EREG","ERBB4"
"2314","HBEGF","ERBB4"
"2315","MMP7","ERBB4"
"2316","NRG1","ERBB4"
"2317","NRG2","ERBB4"
"2318","NRG3","ERBB4"
"2319","NRG4","ERBB4"
"2320","TGFA","ERBB4"
"2321","ERFE","LRP1"
"2322","ESAM","ESAM"
"2323","SELPLG","ESAM"
"2324","EXOC3-AS1","TRAF2"
"2325","VCAM1","EZR"
"2326","F10","F3"
"2327","F10","ITGB2,ITGAM"
"2328","F11R","F11R"
"2329","ITGB2,ITGAL","F11R,ITGB2"
"2330","F11R","JAM2"
"2331","F11R","JAM3"
"2332","F11","GP1BA"
"2333","F12","GP1BA"
"2334","F13A1","ITGA4"
"2335","F13A1","ITGA9"
"2336","F13A1","ITGB1"
"2337","GZMA","F2RL1"
"2338","PLG","F2RL1"
"2339","PRSS1","F2RL1"
"2340","PRSS2","F2RL1"
"2341","PRSS3","F2RL1"
"2342","GZMA","F2RL2"
"2343","PLG","F2RL2"
"2344","PRSS1","F2RL2"
"2345","PRSS2","F2RL2"
"2346","PRSS3","F2RL2"
"2347","GZMA","F2RL3"
"2348","PLG","F2RL3"
"2349","PRSS1","F2RL3"
"2350","PRSS2","F2RL3"
"2351","PRSS3","F2RL3"
"2352","GZMA","F2R"
"2353","PLG","F2R"
"2354","PRSS1","F2R"
"2355","PRSS2","F2R"
"2356","PRSS3","F2R"
"2357","F2","F2R"
"2358","F2","F2RL1"
"2359","F2","F2RL2"
"2360","F2","F2RL3"
"2361","F2","GP1BA,GP1BB"
"2362","F2","GP9"
"2363","F2","ITGA2B,ITGB3"
"2364","F2","ITGAV,ITGB3"
"2365","F2","PARD3"
"2366","F2","THBD"
"2367","F7","F3"
"2368","IL6","F3"
"2369","PLG","F3"
"2370","TFPI","F3"
"2371","F8","LDLR"
"2372","F8","LRP1"
"2373","F9","LRP1"
"2374","FABP5","RXRA"
"2375","FAM3B","LRP5"
"2376","FAM3C","FFAR2"
"2377","FAM3C","GLRA2"
"2378","FAM3C","GPR42"
"2379","FAM3C","HLA-C"
"2380","FAM3C","KIR2DL3"
"2381","FAM3C","LAMP1"
"2382","FAM3C","LIFR"
"2383","FAM3C","PDCD1"
"2384","FAM3D","FPR1"
"2385","FAM3D","FPR2"
"2386","NPY","FAP"
"2387","PYY","FAP"
"2388","FARP2","PLXNA1"
"2389","FARP2","PLXNA2"
"2390","FARP2","PLXNA3"
"2391","FARP2","PLXNA4"
"2392","FASLG","TNFRSF10B"
"2393","FASLG","TNFRSF1A"
"2394","TNFRSF6B","FASLG"
"2395","FASLG","FAS"
"2396","TNF","FAS"
"2397","TNFSF13","FAS"
"2398","FBLN1","ITGB1"
"2399","FBLN2","ITGB3"
"2400","FBN1","ITGB1,ITGA5"
"2401","FBN1","ITGAV"
"2402","FBN1","ITGB3"
"2403","FBN1","ITGB6"
"2404","ITIH2","FCER1A"
"2405","ITGB2,ITGAM","FCER2,ITGB2"
"2406","ITGAV,ITGB3","FCER2,ITGB3"
"2407","ITGAX,ITGB2","FCER2,ITGB2"
"2408","HRG","FCGR1A"
"2409","SYK","FCGR2A"
"2410","IGHG1,IGLC1","FCGR3B"
"2411","FCN2","LRP1"
"2412","PTPN11","FCRL4"
"2413","PTPN6","FCRL4"
"2414","TFF1","FCRL4"
"2415","TNF","FFAR2"
"2416","ITGA2B,ITGB3","FGA,FGG,FGB"
"2417","ITGB2,ITGAM","FGA,FGG,FGB"
"2418","ITGAX,ITGB2","FGA,FGG,FGB"
"2419","FGA","ITGA5"
"2420","FGA","ITGAD"
"2421","FGA","ITGAV"
"2422","FGA","ITGB1"
"2423","FGA","PLAUR"
"2424","FGA","TLR4"
"2425","FGB","ITGA5"
"2426","FGB","ITGAV"
"2427","FGB","ITGB1"
"2428","FGB","TLR4"
"2429","FGF10","FGFR1"
"2430","FGF10","FGFR2"
"2431","FGF10","FGFR3"
"2432","FGF10","FGFR4"
"2433","FGF10","FGFRL1"
"2434","FGF11","FGFR1"
"2435","FGF11","FGFR2"
"2436","FGF11","FGFR3"
"2437","FGF11","FGFR4"
"2438","FGF12","FGFR1"
"2439","FGF12","FGFR2"
"2440","FGF12","FGFR3"
"2441","FGF12","FGFR4"
"2442","FGF13","FGFR1"
"2443","FGF13","FGFR2"
"2444","FGF13","FGFR3"
"2445","FGF13","FGFR4"
"2446","FGF13","SCN5A"
"2447","FGF13","SCN8A"
"2448","FGF14","FGFR1"
"2449","FGF14","FGFR2"
"2450","FGF14","FGFR3"
"2451","FGF14","FGFR4"
"2452","FGF16","FGFR1"
"2453","FGF16","FGFR2"
"2454","FGF16","FGFR3"
"2455","FGF16","FGFR4"
"2456","FGF17","FGFR1"
"2457","FGF17","FGFR2"
"2458","FGF17","FGFR3"
"2459","FGF17","FGFR4"
"2460","FGF18","FGFR1"
"2461","FGF18","FGFR2"
"2462","FGF18","FGFR3"
"2463","FGF18","FGFR4"
"2464","FGF19","FGFR1"
"2465","FGF19","FGFR2"
"2466","FGF19","FGFR3"
"2467","FGF19","FGFR4"
"2468","FGF19","KLB"
"2469","FGF1","FGFR1"
"2470","FGF1","FGFR2"
"2471","FGF1","FGFR3"
"2472","FGF1","FGFR4"
"2473","FGF1","FGFRL1"
"2474","FGF1","ITGAV,ITGB3"
"2475","FGF1","NRP1"
"2476","FGF1","TGFBR3"
"2477","FGF20","FGFR1"
"2478","FGF20","FGFR2"
"2479","FGF20","FGFR3"
"2480","FGF20","FGFR4"
"2481","FGF21","FGFR1"
"2482","FGF21","FGFR2"
"2483","FGF21","FGFR3"
"2484","FGF21","FGFR4"
"2485","FGF21","KLB"
"2486","FGF22","FGFR1"
"2487","FGF22","FGFR2"
"2488","FGF22","FGFRL1"
"2489","FGF23","FGFR1"
"2490","FGF23","FGFR2"
"2491","FGF23","FGFR3"
"2492","FGF23","FGFR4"
"2493","FGF23","KL"
"2494","FGF23","PHEX"
"2495","FGF2","FGFR1"
"2496","FGF2","FGFR2"
"2497","FGF2","FGFR3"
