"","source","target"
"1","AATF","BAX"
"2","AATF","CDKN1A"
"3","AATF","KLK3"
"4","AATF","MYC"
"5","AATF","TP53"
"6","ABL1","BAX"
"7","ABL1","BCL2"
"8","ABL1","BCL6"
"9","ABL1","CCND2"
"10","ABL1","CDKN1A"
"11","ABL1","CSF1"
"12","ABL1","FOXO3"
"13","ABL1","JUN"
"14","ABL1","PIM1"
"15","ABL1","TP53"
"16","AES","EPHA3"
"17","AES","LEF1"
"18","AES","RND3"
"19","AHR","ABCG2"
"20","AHR","AHRR"
"21","AHR","ARNT"
"22","AHR","BRCA1"
"23","AHR","CA9"
"24","AHR","CCND1"
"25","AHR","CCNG2"
"26","AHR","CYP1A1"
"27","AHR","CYP1A2"
"28","AHR","CYP1B1"
"29","AHR","CYP2B6"
"30","AHR","FOS"
"31","AHR","IL13"
"32","AHR","IL1B"
"33","AHR","IL6"
"34","AHR","MFSD2A"
"35","AHR","MT2A"
"36","AHR","MYC"
"37","AHR","PCNA"
"38","AHR","RFC3"
"39","AHR","UGT1A1"
"40","AHR","UGT1A6"
"41","AIP","AHR"
"42","AIP","GREB1"
"43","AIP","NFKB2"
"44","AIP","RSF1"
"45","AIP","TFF1"
"46","AIRE","CHRNA1"
"47","ANKRD1","NPPA"
"48","APBB1","GMPS"
"49","APC","AKT1"
"50","APC","AMHR2"
"51","APC","BIRC5"
"52","APC","DLG1"
"53","APC","DNMT1"
"54","APC","F8"
"55","APC","KLF4"
"56","APC","MYC"
"57","APC","NOS2"
"58","APC","ODC1"
"59","APC","PTGS2"
"60","APC","SGK1"
"61","APEX1","CCL2"
"62","APEX1","CD19"
"63","APEX1","CYP11B2"
"64","APEX1","NFKB1"
"65","APEX1","PTH"
"66","APEX1","RELA"
"67","APEX1","SLC5A5"
"68","AR","ACTA1"
"69","AR","AKR1C3"
"70","AR","AKT1"
"71","AR","ALDH1A3"
"72","AR","ARG1"
"73","AR","ARG2"
"74","AR","ATAD2"
"75","AR","BSG"
"76","AR","BTG1"
"77","AR","BTG2"
"78","AR","CDK20"
"79","AR","CDC6"
"80","AR","CDH1"
"81","AR","CDH11"
"82","AR","CDH2"
"83","AR","CDK6"
"84","AR","CDKN1A"
"85","AR","CLK3"
"86","AR","CRH"
"87","AR","CRISP1"
"88","AR","CRISP3"
"89","AR","CTNNB1"
"90","AR","CYP7B1"
"91","AR","EGFR"
"92","AR","ELK4"
"93","AR","EP300"
"94","AR","ERBB2"
"95","AR","ERBB3"
"96","AR","ETV1"
"97","AR","FKBP4"
"98","AR","FN1"
"99","AR","FOLH1"
"100","AR","FOXA1"
"101","AR","GNMT"
"102","AR","GREB1"
"103","AR","GTF2F1"
"104","AR","HMMR"
"105","AR","HMOX1"
"106","AR","IFI16"
"107","AR","IGF1R"
"108","AR","IGFBP3"
"109","AR","JUN"
"110","AR","KISS1"
"111","AR","KISS1R"
"112","AR","KLF5"
"113","AR","KLK1"
"114","AR","KLK2"
"115","AR","KLK3"
"116","AR","KLK4"
"117","AR","MED1"
"118","AR","MID1"
"119","AR","MUC1"
"120","AR","MYC"
"121","AR","NAT1"
"122","AR","NDRG1"
"123","AR","NFKB1"
"124","AR","NKX3-1"
"125","AR","NOV"
"126","AR","NRAS"
"127","AR","PC"
"128","AR","PSCA"
"129","AR","PEBP1"
"130","AR","PIGR"
"131","AR","PIP"
"132","AR","PMEPA1"
"133","AR","PNRC1"
"134","AR","PTEN"
"135","AR","PTGS2"
"136","AR","PTPN1"
"137","AR","RELA"
"138","AR","REST"
"139","AR","SEPT7"
"140","AR","SERPINB5"
"141","AR","SESN1"
"142","AR","SRD5A3"
"143","AR","STIM1"
"144","AR","TBP"
"145","AR","TCF7L2"
"146","AR","TGFA"
"147","AR","TH"
"148","AR","TJP1"
"149","AR","TMPRSS2"
"150","AR","TRPS1"
"151","AR","TSC1"
"152","AR","TSC2"
"153","AR","UCN"
"154","AR","UGT2B15"
"155","AR","USP26"
"156","AR","VEGFA"
"157","AR","VIM"
"158","AR","WEE1"
"159","AR","WNT7B"
"160","AR","XIAP"
"161","ARID1A","CDKN1A"
"162","ARID1A","IGH"
"163","ARID1A","SMAD3"
"164","ARID1B","IGH"
"165","ARID3A","CDC6"
"166","ARID3A","CDK1"
"167","ARID3A","CR2"
"168","ARID3A","E2F1"
"169","ARID3A","PML"
"170","ARID3A","RBL1"
"171","ARNT","AHR"
"172","ARNT","BHLHE40"
"173","ARNT","BRCA1"
"174","ARNT","CA9"
"175","ARNT","CCNE1"
"176","ARNT","CDK2"
"177","ARNT","CTSD"
"178","ARNT","CYP1A1"
"179","ARNT","CYP1B1"
"180","ARNT","EGLN2"
"181","ARNT","EPO"
"182","ARNT","ESR1"
"183","ARNT","FOS"
"184","ARNT","GAD1"
"185","ARNT","HIF1A"
"186","ARNT","JUN"
"187","ARNT","MFSD2A"
"188","ARNT","RELB"
"189","ARNT","UGT1A6"
"190","ARNT","VEGFA"
"191","ARNTL","BHLHE40"
"192","ARNTL","CRY1"
"193","ARNTL","CRY2"
"194","ARNTL","PER1"
"195","ARNTL","PER2"
"196","ARNTL","PER3"
"197","ARNTL2","SERPINE1"
"198","ARX","KDM5C"
"199","ARX","LMO1"
"200","ARX","PAX4"
"201","ARX","SHOX2"
"202","ASCL1","CHRNA3"
"203","ASCL1","CHRNA5"
"204","ASCL1","CHRNB4"
"205","ASCL1","DKK1"
"206","ASCL1","IGF2"
"207","ASCL1","PCSK6"
"208","ASCL1","TPH1"
"209","ASH1L","TGFB1"
"210","ASH1L","TIMP1"
"211","ASXL1","FABP4"
"212","ATF1","BCL2"
"213","ATF1","CCNA1"
"214","ATF1","CFTR"
"215","ATF1","CGA"
"216","ATF1","CYP11B1"
"217","ATF1","CYP11B2"
"218","ATF1","ERBB2"
"219","ATF1","FLT1"
"220","ATF1","FTH1"
"221","ATF1","GABPA"
"222","ATF1","IL10"
"223","ATF1","LDHA"
"224","ATF1","MAP1LC3B"
"225","ATF1","MITF"
"226","ATF1","MUC2"
"227","ATF1","NTS"
"228","ATF1","PCSK1"
"229","ATF1","PLAUR"
"230","ATF1","SLC20A1"
"231","ATF1","SLC22A8"
"232","ATF1","TGFB2"
"233","ATF1","TH"
"234","ATF1","TOP2A"
"235","ATF1","USP7"
"236","ATF2","APOC3"
"237","ATF2","ATF3"
"238","ATF2","CCND1"
"239","ATF2","CDKN1A"
"240","ATF2","CYP11B1"
"241","ATF2","CYP11B2"
"242","ATF2","DUSP1"
"243","ATF2","DUSP10"
"244","ATF2","FAS"
"245","ATF2","FASLG"
"246","ATF2","FN1"
"247","ATF2","KAT5"
"248","ATF2","IFNB1"
"249","ATF2","IFNG"
"250","ATF2","IMPDH2"
"251","ATF2","INS"
"252","ATF2","ITGB8"
"253","ATF2","JUN"
"254","ATF2","MAP3K1"
"255","ATF2","MMP2"
"256","ATF2","NOS3"
"257","ATF2","PCK1"
"258","ATF2","PCK2"
"259","ATF2","PLAT"
"260","ATF2","PLAU"
"261","ATF2","POLB"
"262","ATF2","PTGS2"
"263","ATF2","RELA"
"264","ATF2","RETN"
"265","ATF2","ST3GAL5"
"266","ATF2","TGFB2"
"267","ATF2","TNF"
"268","ATF3","ADIPOR1"
"269","ATF3","ADIPOR2"
"270","ATF3","AK4"
"271","ATF3","ASNS"
"272","ATF3","CCL5"
"273","ATF3","CD82"
"274","ATF3","DDIT3"
"275","ATF3","GDF15"
"276","ATF3","ID1"
"277","ATF3","IFNG"
"278","ATF3","PCLAF"
"279","ATF3","LDLR"
"280","ATF3","MMP2"
"281","ATF3","PENK"
"282","ATF3","SELE"
"283","ATF3","TP53"
"284","ATF4","APOE"
"285","ATF4","ASNS"
"286","ATF4","ATF3"
"287","ATF4","ATG5"
"288","ATF4","BGLAP"
"289","ATF4","CA9"
"290","ATF4","CCL2"
"291","ATF4","CEBPB"
"292","ATF4","CHAC1"
"293","ATF4","CXCL8"
"294","ATF4","DDIT3"
"295","ATF4","DDIT4"
"296","ATF4","DDR2"
"297","ATF4","DISC1"
"298","ATF4","F7"
"299","ATF4","FGF19"
"300","ATF4","FGF21"
"301","ATF4","HRK"
"302","ATF4","HSPA5"
"303","ATF4","IGFBP1"
"304","ATF4","IL6"
"305","ATF4","IRF7"
"306","ATF4","MAP1LC3B"
"307","ATF4","MCL1"
"308","ATF4","NDC80"
"309","ATF4","NUPR1"
"310","ATF4","PLAU"
"311","ATF4","PTGS2"
"312","ATF4","S100P"
"313","ATF4","SIGMAR1"
"314","ATF4","SIRT1"
"315","ATF4","SIRT2"
"316","ATF4","TNFRSF10B"
"317","ATF4","TRIB3"
"318","ATF4","VEGFA"
"319","ATF5","BCL2"
"320","ATF5","CCND3"
"321","ATF5","CREB1"
"322","ATF5","CYP2B6"
"323","ATF5","DISC1"
"324","ATF5","EGR1"
"325","ATF5","ID1"
"326","ATF5","SH2D1A"
"327","ATF6","ATP2A2"
"328","ATF6","BGLAP"
"329","ATF6","DDIT3"
"330","ATF6","DNAJC3"
"331","ATF6","HSPA5"
"332","ATF6","MAFA"
"333","ATF6","NR0B2"
"334","ATF6","NUCB1"
"335","ATF6","PDX1"
"336","ATF6","RTN3"
"337","ATF6","SRF"
"338","ATF6","STARD4"
"339","ATF6","WBP1"
"340","ATF6","XBP1"
"341","ATF7","ERBB2"
"342","ATF7","TAF12"
"343","ATM","APLF"
"344","ATM","BAX"
"345","ATM","BCL2"
"346","ATM","CDKN1A"
"347","ATM","CFLAR"
"348","ATM","DUSP1"
"349","ATM","FAS"
"350","ATM","FOXM1"
"351","ATM","GADD45A"
"352","ATM","IGF1R"
"353","ATM","KLRK1"
"354","ATM","MCL1"
"355","ATM","MTF1"
"356","ATM","PBK"
"357","ATM","PCNA"
"358","ATM","PMAIP1"
"359","ATM","PVR"
"360","ATM","SLC2A1"
"361","ATM","SP1"
"362","ATM","TERF1"
"363","ATM","TNFRSF10B"
"364","ATM","VEGFA"
"365","ATOH1","HES6"
"366","ATOH1","MUC2"
"367","ATRX","HBA1"
"368","ATRX","HBA2"
"369","BACH1","HMOX1"
"370","BACH1","MMP1"
"371","BACH2","BCL2"
"372","BACH2","IL2"
"373","BACH2","XBP1"
"374","BARD1","ESR1"
"375","BARX2","ESR1"
"376","BATF","CD2"
"377","BCL11A","GATA1"
"378","BCL3","CTCF"
"379","BCL3","EGFR"
"380","BCL3","MYB"
"381","BCL3","NFKB1"
"382","BCL3","RELA"
"383","BCL6","BCL2L1"
"384","BCL6","BCL6"
"385","BCL6","CCND2"
"386","BCL6","CD80"
"387","BCL6","CDKN1A"
"388","BCL6","CDKN2B"
"389","BCL6","CHEK1"
"390","BCL6","FCER2"
"391","BCL6","HDAC7"
"392","BCL6","IRF4"
"393","BCL6","LITAF"
"394","BCL6","MYC"
"395","BCL6","NFKB1"
"396","BCL6","PDCD2"
"397","BCL6","STAT3"
"398","BCL6","SUMO1"
"399","BCL6","XBP1"
"400","BDP1","MYC"
"401","BDP1","RB1"
"402","BDP1","TP53"
"403","BHLHE41","CCND1"
"404","BHLHE41","MLH1"
"405","BIN1","MYC"
"406","BMI1","TERT"
"407","BPTF","HOXC8"
"408","BRCA1","AREG"
"409","BRCA1","ASPM"
"410","BRCA1","ATM"
"411","BRCA1","BACH1"
"412","BRCA1","BRCA2"
"413","BRCA1","CASR"
"414","BRCA1","CCNB1"
"415","BRCA1","CCND1"
"416","BRCA1","CDH3"
"417","BRCA1","CDKN1A"
"418","BRCA1","CDKN1B"
"419","BRCA1","CTSD"
"420","BRCA1","CXCL1"
"421","BRCA1","CYP19A1"
"422","BRCA1","CYP1A1"
"423","BRCA1","CYP1B1"
"424","BRCA1","DDB2"
"425","BRCA1","DDIT3"
"426","BRCA1","E2F6"
"427","BRCA1","EGFR"
"428","BRCA1","EGR1"
"429","BRCA1","EP300"
"430","BRCA1","ESR1"
"431","BRCA1","FOS"
"432","BRCA1","FOXC1"
"433","BRCA1","FOXC2"
"434","BRCA1","FST"
"435","BRCA1","GADD45A"
"436","BRCA1","HIF1A"
"437","BRCA1","HMGA2"
"438","BRCA1","HNRNPA2B1"
"439","BRCA1","HSPA5"
"440","BRCA1","IFNA1"
"441","BRCA1","IGF1"
"442","BRCA1","IGF1R"
"443","BRCA1","IRF7"
"444","BRCA1","IRF9"
"445","BRCA1","JAK1"
"446","BRCA1","JAK2"
"447","BRCA1","KHSRP"
"448","BRCA1","KRT17"
"449","BRCA1","KRT18"
"450","BRCA1","KRT5"
"451","BRCA1","MAD2L1"
"452","BRCA1","MDC1"
"453","BRCA1","MDM2"
"454","BRCA1","MYC"
"455","BRCA1","RNASEL"
"456","BRCA1","S100A2"
"457","BRCA1","SIRT1"
"458","BRCA1","STAT1"
"459","BRCA1","STAT2"
"460","BRCA1","STAT3"
"461","BRCA1","TFF1"
"462","BRCA1","TP63"
"463","BRCA1","VEGFA"
"464","BRCA1","XPC"
"465","BRCA2","DMC1"
"466","BRCA2","PSMD3"
"467","BRCA2","PSMD6"
"468","BRCA2","RAD51"
"469","BRD7","BRD2"
"470","BRD7","BRD3"
"471","BRD7","E2F3"
"472","BRIP1","BARD1"
"473","BRIP1","MLH1"
"474","BRPF1","ING5"
"475","BRPF1","MEAF6"
"476","BTAF1","DR1"
"477","BTAF1","TBP"
"478","BTF3","ABL2"
"479","BTF3","ATM"
"480","BTF3","EPHB2"
"481","BTF3","HPSE2"
"482","BTF3","MADCAM1"
"483","BTF3","MRVI1"
"484","BTF3","NFKB1"
"485","BTF3","RRAS2"
"486","BTF3","SSPN"
"487","BTG2","CCND1"
"488","BTG2","HRAS"
"489","BTG2","KLK3"
"490","BTG2","SPHK1"
"491","CBFA2T3","TCF12"
"492","CBFA2T3","ZNF652"
"493","CBFB","GATA1"
"494","CBFB","RUNX1"
"495","CBFB","RUNX2"
"496","CBFB","RUNX3"
"497","CBX7","CCNE1"
"498","CBX7","CDH1"
"499","CBX8","CDKN1A"
"500","CDC5L","PLRG1"
"501","CDCA7L","MAOB"
"502","CDX1","DSC2"
"503","CDX1","IRF2BP2"
"504","CDX1","KRT20"
"505","CDX1","PCNA"
"506","CDX1","POSTN"
"507","CDX1","PPARG"
"508","CDX1","PTGS2"
"509","CDX1","TBP"
"510","CDX2","ABCB1"
"511","CDX2","ACAT2"
"512","CDX2","APC"
"513","CDX2","AXIN2"
"514","CDX2","CDH17"
"515","CDX2","CDKN1A"
"516","CDX2","CFTR"
"517","CDX2","DSC2"
"518","CDX2","ELMO3"
"519","CDX2","FUT2"
"520","CDX2","GSK3B"
"521","CDX2","GSPT1"
"522","CDX2","GSTP1"
"523","CDX2","GUCY2C"
"524","CDX2","HEPH"
"525","CDX2","IGFBP3"
"526","CDX2","KLF4"
"527","CDX2","LCT"
"528","CDX2","MEP1A"
"529","CDX2","MUC17"
"530","CDX2","MUC2"
"531","CDX2","PTGS2"
"532","CDX2","REG4"
"533","CDX2","SLC15A1"
"534","CDX2","SLC9A2"
"535","CDX2","SP1"
"536","CDX2","TFF3"
"537","CDX2","UGT1A10"
"538","CDX2","UGT1A8"
"539","CDX2","UGT2B15"
"540","CDX2","UGT2B17"
"541","CDX2","VDR"
"542","CEBPA","AFP"
"543","CEBPA","ALB"
"544","CEBPA","BCL2"
"545","CEBPA","CCL2"
"546","CEBPA","CD163"
"547","CEBPA","CRMP1"
"548","CEBPA","CSF1"
"549","CEBPA","CSF2RA"
"550","CEBPA","CSF3R"
"551","CEBPA","CXCR2"
"552","CEBPA","CYP3A4"
"553","CEBPA","DEFA1"
"554","CEBPA","DEFA3"
"555","CEBPA","ELANE"
"556","CEBPA","F9"
"557","CEBPA","FN1"
"558","CEBPA","GAPDH"
"559","CEBPA","HAMP"
"560","CEBPA","HK3"
"561","CEBPA","HOMER3"
"562","CEBPA","HSD17B11"
"563","CEBPA","HSPA4"
"564","CEBPA","ICAM1"
"565","CEBPA","ID1"
"566","CEBPA","IGF1"
"567","CEBPA","IGF2"
"568","CEBPA","IL10"
"569","CEBPA","IL3"
"570","CEBPA","IL5"
"571","CEBPA","IL6"
"572","CEBPA","INSR"
"573","CEBPA","ITGAX"
"574","CEBPA","LEP"
"575","CEBPA","MAD1L1"
"576","CEBPA","MSR1"
"577","CEBPA","MYC"
"578","CEBPA","PCK1"
"579","CEBPA","PCK2"
"580","CEBPA","PRL"
"581","CEBPA","S100A9"
"582","CEBPA","SAA1"
"583","CEBPA","SERPINC1"
"584","CEBPA","SFTPD"
"585","CEBPA","SLC10A1"
"586","CEBPA","SOCS3"
"587","CEBPA","SPI1"
"588","CEBPA","SPP1"
"589","CEBPA","STAR"
"590","CEBPA","STAT3"
"591","CEBPA","TLR9"
"592","CEBPA","VLDLR"
"593","CEBPB","ABCB1"
"594","CEBPB","ADM"
"595","CEBPB","ALB"
"596","CEBPB","ASNS"
"597","CEBPB","BCL2L1"
"598","CEBPB","BTS1"
"599","CEBPB","CDKN1A"
"600","CEBPB","CR2"
"601","CEBPB","CRP"
"602","CEBPB","CSF3R"
"603","CEBPB","CSH1"
"604","CEBPB","CSH2"
"605","CEBPB","CSRP1"
"606","CEBPB","CXCL8"
"607","CEBPB","CYP19A1"
"608","CEBPB","DAPK1"
"609","CEBPB","DDIT3"
"610","CEBPB","F8"
"611","CEBPB","FASLG"
"612","CEBPB","FURIN"
"613","CEBPB","GADD45G"
"614","CEBPB","GDF15"
"615","CEBPB","GFER"
"616","CEBPB","GNLY"
"617","CEBPB","HBB"
"618","CEBPB","HP"
"619","CEBPB","HSF1"
"620","CEBPB","IL10"
"621","CEBPB","IL13"
"622","CEBPB","IL1B"
"623","CEBPB","IL24"
"624","CEBPB","IL3"
"625","CEBPB","IL4"
"626","CEBPB","IL5"
"627","CEBPB","IL6"
"628","CEBPB","INSR"
"629","CEBPB","IRF4"
"630","CEBPB","MAD1L1"
"631","CEBPB","MMP1"
"632","CEBPB","OXTR"
"633","CEBPB","PCK2"
"634","CEBPB","PLAC1"
"635","CEBPB","PRDM1"
"636","CEBPB","PRL"
"637","CEBPB","PRSS50"
"638","CEBPB","PTGS2"
"639","CEBPB","PTPN13"
"640","CEBPB","S100A9"
"641","CEBPB","SAA1"
"642","CEBPB","SAA2"
"643","CEBPB","SFTPD"
"644","CEBPB","SLC10A1"
"645","CEBPB","SLC19A1"
"646","CEBPB","SLC5A8"
"647","CEBPB","STAR"
"648","CEBPB","TFF3"
"649","CEBPB","TNF"
"650","CEBPB","TNFAIP6"
"651","CEBPB","TOP1"
"652","CEBPB","XBP1"
"653","CEBPD","C3"
"654","CEBPD","CASP8"
"655","CEBPD","CCL20"
"656","CEBPD","CXCL1"
"657","CEBPD","CYP19A1"
"658","CEBPD","DDIT3"
"659","CEBPD","GADD45G"
"660","CEBPD","GAPDH"
"661","CEBPD","IL23A"
"662","CEBPD","PDGFRA"
"663","CEBPD","POU5F1"
"664","CEBPD","PPARG"
"665","CEBPD","PRL"
"666","CEBPD","PTGS2"
"667","CEBPD","SOD1"
"668","CEBPD","TNF"
"669","CEBPD","TNFAIP6"
"670","CEBPE","CTSG"
"671","CEBPE","GATA1"
"672","CEBPE","LTF"
"673","CEBPE","MMP2"
"674","CEBPE","MYC"
"675","CEBPE","PRG2"
"676","CEBPE","SPI1"
"677","CEBPG","HBB"
"678","CEBPG","SFTPD"
"679","CEBPZ","APC"
"680","CEBPZ","COL11A1"
"681","CEBPZ","COL1A2"
"682","CEBPZ","GZMB"
"683","CEBPZ","MLH1"
"684","CEBPZ","SOX9"
"685","CHD4","CD79A"
"686","CHD4","RNF8"
"687","CHD8","BRCA1"
"688","CHD8","CCNE2"
"689","CHD8","HOXA2"
"690","CHD8","MYC"
"691","CHD8","TYMS"
"692","CIITA","COL1A1"
"693","CIITA","COL1A2"
"694","CIITA","CREBBP"
"695","CIITA","FASLG"
"696","CIITA","HLA-A"
"697","CIITA","HLA-B"
"698","CIITA","HLA-C"
"699","CIITA","HLA-DMA"
"700","CIITA","HLA-DMB"
"701","CIITA","HLA-DOA"
"702","CIITA","HLA-DOB"
"703","CIITA","HLA-DPB1"
"704","CIITA","HLA-DQB1"
"705","CIITA","HLA-DRA"
"706","CIITA","HLA-DRB1"
"707","CIITA","HLA-DRB3"
"708","CIITA","HLA-DRB4"
"709","CIITA","HLA-DRB5"
"710","CIITA","HLA-F"
"711","CIITA","HLA-G"
"712","CIITA","IL4"
"713","CIITA","IRF1"
"714","CIITA","IRF2"
"715","CIITA","MMP9"
"716","CIITA","PLXNA1"
"717","CIITA","PSMC5"
"718","CIITA","RAB4B"
"719","CIITA","S100A4"
"720","CIITA","SIRT1"
"721","CIITA","SLC26A3"
"722","CIITA","STAT1"
"723","CITED2","MMP1"
"724","CITED2","MMP13"
"725","CLOCK","BHLHE40"
"726","CLOCK","BHLHE41"
"727","CLOCK","CRY1"
"728","CLOCK","CRY2"
"729","CLOCK","DEC1"
"730","CLOCK","KAT5"
"731","CLOCK","NAMPT"
"732","CLOCK","NR0B2"
"733","CLOCK","NR3C1"
"734","CLOCK","PER1"
"735","CLOCK","PER2"
"736","CLOCK","PER3"
"737","CLOCK","STAR"
"738","CLOCK","TPO"
"739","CNBP","MYC"
"740","CNOT7","MSMB"
"741","CNOT7","PMP22"
"742","CNOT8","MSMB"
"743","CNOT8","PMP22"
"744","COPS5","CDKN1B"
"745","COPS5","VEGFA"
"746","CRABP2","RARA"
"747","CREB1","ACACA"
"748","CREB1","ADRA1A"
"749","CREB1","AQP3"
"750","CREB1","AR"
"751","CREB1","BCL2"
"752","CREB1","BCL2L11"
"753","CREB1","BDKRB1"
"754","CREB1","BDKRB2"
"755","CREB1","BDNF"
"756","CREB1","CASP8"
"757","CREB1","CCK"
"758","CREB1","CCL5"
"759","CREB1","CD4"
"760","CREB1","CGA"
"761","CREB1","CRTC1"
"762","CREB1","CXCR4"
"763","CREB1","CYP11A1"
"764","CREB1","CYP11B1"
"765","CREB1","CYP11B2"
"766","CREB1","CYP17A1"
"767","CREB1","CYP19A1"
"768","CREB1","ERBB2"
"769","CREB1","ETV3"
"770","CREB1","FLT1"
"771","CREB1","FOS"
"772","CREB1","FOXA1"
"773","CREB1","GABPA"
"774","CREB1","GRPR"
"775","CREB1","GSK3A"
"776","CREB1","GSK3B"
"777","CREB1","HLA-DOB"
"778","CREB1","HLA-DQB1"
"779","CREB1","HMOX1"
"780","CREB1","HPGD"
"781","CREB1","IFNG"
"782","CREB1","IL10"
"783","CREB1","IL2"
"784","CREB1","IL5RA"
"785","CREB1","IL6"
"786","CREB1","JUN"
"787","CREB1","LAPTM4B"
"788","CREB1","LYL1"
"789","CREB1","MC2R"
"790","CREB1","MITF"
"791","CREB1","MMP2"
"792","CREB1","MSMB"
"793","CREB1","MUC4"
"794","CREB1","MUC5AC"
"795","CREB1","NDC80"
"796","CREB1","NF1"
"797","CREB1","NMNAT2"
"798","CREB1","NOLC1"
"799","CREB1","NPY"
"800","CREB1","NR2F1"
"801","CREB1","NR2F6"
"802","CREB1","NR4A3"
"803","CREB1","NR5A2"
"804","CREB1","NRF1"
"805","CREB1","NTS"
"806","CREB1","ODC1"
"807","CREB1","PCSK1"
"808","CREB1","PLAT"
"809","CREB1","PLAU"
"810","CREB1","POLD2"
"811","CREB1","PPM1D"
"812","CREB1","PPP2CA"
"813","CREB1","PPP2R2B"
"814","CREB1","PRL"
"815","CREB1","PSEN1"
"816","CREB1","PTGES"
"817","CREB1","PTGS2"
"818","CREB1","RP1"
"819","CREB1","RRM2B"
"820","CREB1","SLC19A1"
"821","CREB1","SLC20A1"
"822","CREB1","SLC22A8"
"823","CREB1","SLC39A1"
"824","CREB1","SMAD6"
"825","CREB1","SNAI1"
"826","CREB1","SNAI2"
"827","CREB1","SOX9"
"828","CREB1","SPRY2"
"829","CREB1","STMN1"
"830","CREB1","TH"
"831","CREB1","TLR9"
"832","CREB1","TRH"
"833","CREB1","UXT"
"834","CREB1","VIP"
"835","CREB1","XPC"
"836","CREB1","IBSP"
"837","CREB3","CXCR4"
"838","CREB3L1","SLC1A4"
"839","CREB3L4","DNAJC12"
"840","CREB5","ATP6V0E1"
"841","CREB5","CFB"
"842","CREB5","DGKG"
"843","CREB5","LGALS3BP"
"844","CREB5","LY96"
"845","CREB5","MAPKAPK3"
"846","CREB5","MX1"
"847","CREB5","RASGRP3"
"848","CREB5","RDX"
"849","CREB5","STAT1"
"850","CREB5","TGFBR3"
"851","CREB5","TNFRSF11B"
"852","CREBBP","ALOX15"
"853","CREBBP","BRCA1"
"854","CREBBP","CCK"
"855","CREBBP","CDKN1A"
"856","CREBBP","CREB1"
"857","CREBBP","CSF2"
"858","CREBBP","EGFR"
"859","CREBBP","EP300"
"860","CREBBP","EZH2"
"861","CREBBP","HINFP"
"862","CREBBP","HOXA10"
"863","CREBBP","HOXA9"
"864","CREBBP","IL4"
"865","CREBBP","INSM1"
"866","CREBBP","IRF1"
"867","CREBBP","PCK2"
"868","CREBBP","PPARA"
"869","CREBBP","PSMC5"
"870","CREBBP","PTGS2"
"871","CREBBP","RAD51"
"872","CREBBP","RARA"
"873","CREBBP","RS1"
"874","CREBBP","S100A4"
"875","CREBBP","TP53"
"876","CREBBP","TRIM22"
"877","CREG1","HSPA4"
"878","CREM","ACE"
"879","CREM","ACR"
"880","CREM","FHL5"
"881","CREM","CCL4"
"882","CREM","CCNA1"
"883","CREM","CCNA2"
"884","CREM","CD247"
"885","CREM","CREB1"
"886","CREM","DUSP1"
"887","CREM","DUSP4"
"888","CREM","FASLG"
"889","CREM","FOS"
"890","CREM","G6PD"
"891","CREM","GPX4"
"892","CREM","IL2"
"893","CREM","IL5RA"
"894","CREM","LDHC"
"895","CREM","MC2R"
"896","CREM","PLAT"
"897","CREM","SLC5A5"
"898","CREM","STAR"
"899","CREM","TAF4"
"900","CREM","TBP"
"901","CREM","TH"
"902","CREM","ZAP70"
"903","CRTC1","PPARGC1A"
"904","CRX","BEST1"
"905","CRX","NR2E3"
"906","CRX","RBP3"
"907","CRX","RHO"
"908","CRX","RS1"
"909","CTBP1","BRCA1"
"910","CTBP1","BRCA2"
"911","CTBP1","CLDN7"
"912","CTBP1","KRT18"
"913","CTCF","ANG"
"914","CTCF","APP"
"915","CTCF","ASAP2"
"916","CTCF","ATXN7"
"917","CTCF","BBC3"
"918","CTCF","BCL6"
"919","CTCF","BRCA1"
"920","CTCF","CCND1"
"921","CTCF","CELSR3"
"922","CTCF","CSF2"
"923","CTCF","DMPK"
"924","CTCF","ETNK2"
"925","CTCF","H19"
"926","CTCF","PBXIP1"
"927","CTCF","IGF2"
"928","CTCF","IPO13"
"929","CTCF","IRAK2"
"930","CTCF","MEG3"
"931","CTCF","MYC"
"932","CTCF","NANOG"
"933","CTCF","NF1"
"934","CTCF","PAX6"
"935","CTCF","PTPRG"
"936","CTCF","RAD21"
"937","CTCF","RARRES1"
"938","CTCF","RBL2"
"939","CTCF","SIX5"
"940","CTCF","SLC6A4"
"941","CTCF","TERT"
"942","CTCF","WT1"
"943","CTCFL","BAG1"
"944","CTNNB1","AR"
"945","CTNNB1","BIRC5"
"946","CTNNB1","CCND1"
"947","CTNNB1","CD44"
"948","CTNNB1","CHGA"
"949","CTNNB1","CLDN2"
"950","CTNNB1","FST"
"951","CTNNB1","GLCE"
"952","CTNNB1","GLI2"
"953","CTNNB1","JUN"
"954","CTNNB1","MMP14"
"955","CTNNB1","MMP7"
"956","CTNNB1","MYC"
"957","CTNNB1","NCOA2"
"958","CTNNB1","NRCAM"
"959","CTNNB1","PLD1"
"960","CTNNB1","PPARD"
"961","CTNNB1","PTGS2"
"962","CTNNB1","RB1"
"963","CTNNB1","STARD7"
"964","CTNNB1","TCF7"
"965","CTNNB1","VIM"
"966","CTNNBIP1","GLI2"
"967","CTNNBIP1","MMP14"
"968","CTNNBIP1","STMN2"
"969","CUX1","CDKN1B"
