"","source","target"
"2118","FOXP3","ERBB2"
"2119","FOXP3","IL10"
"2120","FOXP3","IL2"
"2121","FOXP3","IL2RA"
"2122","FOXP3","SATB1"
"2123","FOXP3","TLR10"
"2124","FOXP3","USP21"
"2125","FOXP3","ZNF205"
"2126","FOXQ1","BCL11A"
"2127","FOXQ1","CDH1"
"2128","FOXQ1","RSPO2"
"2129","FOXQ1","TWIST1"
"2130","FOXQ1","VEGFA"
"2131","FOXQ1","WNT3A"
"2132","FUBP1","CDKN1A"
"2133","FUBP1","MYC"
"2134","FUBP3","FGF9"
"2135","FUS","AR"
"2136","FUS","DDIT3"
"2137","FUS","KLK3"
"2138","FUS","MDM2"
"2139","GABPA","ERBB2"
"2140","GABPA","OXTR"
"2141","GABPA","RPS3A"
"2142","GABPA","TOMM70"
"2143","GABPA","ZNF205"
"2144","GABPB1","OXTR"
"2145","GABPB2","RPS3A"
"2146","GATA1","AGGF1"
"2147","GATA1","ALAS2"
"2148","GATA1","BACE1"
"2149","GATA1","BACH1"
"2150","GATA1","BDKRB1"
"2151","GATA1","BST2"
"2152","GATA1","CBFB"
"2153","GATA1","CCR3"
"2154","GATA1","CDA"
"2155","GATA1","CDC6"
"2156","GATA1","CEBPA"
"2157","GATA1","COPS5"
"2158","GATA1","CYBB"
"2159","GATA1","DACH1"
"2160","GATA1","DICER1"
"2161","GATA1","DPYSL2"
"2162","GATA1","EPO"
"2163","GATA1","EPOR"
"2164","GATA1","F13A1"
"2165","GATA1","FCER1A"
"2166","GATA1","FLI1"
"2167","GATA1","FURIN"
"2168","GATA1","GATA1"
"2169","GATA1","GFI1B"
"2170","GATA1","GNAS"
"2171","GATA1","GP1BB"
"2172","GATA1","GP6"
"2173","GATA1","GP9"
"2174","GATA1","GYPB"
"2175","GATA1","HBA1"
"2176","GATA1","HBA2"
"2177","GATA1","HBB"
"2178","GATA1","HBE1"
"2179","GATA1","HBG1"
"2180","GATA1","HEMGN"
"2181","GATA1","PBXIP1"
"2182","GATA1","IFNG"
"2183","GATA1","IL1RL1"
"2184","GATA1","ITGA2B"
"2185","GATA1","KLF1"
"2186","GATA1","LTBP4"
"2187","GATA1","MPL"
"2188","GATA1","MUC1"
"2189","GATA1","NFE2"
"2190","GATA1","PF4"
"2191","GATA1","PPOX"
"2192","GATA1","PRG2"
"2193","GATA1","PTGFR"
"2194","GATA1","RUNX1"
"2195","GATA1","SEMG1"
"2196","GATA1","SMAD1"
"2197","GATA1","SPI1"
"2198","GATA1","ST2"
"2199","GATA1","TAL1"
"2200","GATA1","TBXA2R"
"2201","GATA1","WT1"
"2202","GATA1","ZNF268"
"2203","GATA2","ADH1A"
"2204","GATA2","ANGPT2"
"2205","GATA2","AR"
"2206","GATA2","CYBB"
"2207","GATA2","DPYSL2"
"2208","GATA2","EPO"
"2209","GATA2","ERVW-1"
"2210","GATA2","FCER1A"
"2211","GATA2","GATA1"
"2212","GATA2","IL1RL1"
"2213","GATA2","MS4A2"
"2214","GATA2","NOS3"
"2215","GATA2","PECAM1"
"2216","GATA2","PPARG"
"2217","GATA2","PRG2"
"2218","GATA2","SPI1"
"2219","GATA2","ST2"
"2220","GATA2","TSHB"
"2221","GATA2","WT1"
"2222","GATA3","ALDH1A2"
"2223","GATA3","CD40LG"
"2224","GATA3","CD8A"
"2225","GATA3","CD8B"
"2226","GATA3","CDH1"
"2227","GATA3","CDH3"
"2228","GATA3","CDX2"
"2229","GATA3","CHST4"
"2230","GATA3","CXCL1"
"2231","GATA3","EPO"
"2232","GATA3","EPOR"
"2233","GATA3","ERG"
"2234","GATA3","ERVW-1"
"2235","GATA3","ESR1"
"2236","GATA3","FOXC1"
"2237","GATA3","FOXC2"
"2238","GATA3","FUT7"
"2239","GATA3","GATA3"
"2240","GATA3","HSD17B1"
"2241","GATA3","IFNG"
"2242","GATA3","IL10"
"2243","GATA3","IL12RB2"
"2244","GATA3","IL4"
"2245","GATA3","IL5"
"2246","GATA3","KLK1"
"2247","GATA3","LOX"
"2248","GATA3","MMP1"
"2249","GATA3","MUC1"
"2250","GATA3","NFKB1"
"2251","GATA3","PAEP"
"2252","GATA3","RELA"
"2253","GATA3","SLCO4C1"
"2254","GATA3","STAT4"
"2255","GATA3","TCF7L2"
"2256","GATA3","TEK"
"2257","GATA3","TGFBR3"
"2258","GATA3","TRA"
"2259","GATA3","ZEB1"
"2260","GATA4","AMH"
"2261","GATA4","CCND2"
"2262","GATA4","CYP17A1"
"2263","GATA4","ERBB2"
"2264","GATA4","FABP2"
"2265","GATA4","FCGR2B"
"2266","GATA4","FCGR3B"
"2267","GATA4","FGF10"
"2268","GATA4","HAMP"
"2269","GATA4","HDAC9"
"2270","GATA4","IAPP"
"2271","GATA4","IL5"
"2272","GATA4","NOS3"
"2273","GATA4","NPPA"
"2274","GATA4","NPPB"
"2275","GATA4","SGPL1"
"2276","GATA4","SI"
"2277","GATA4","STAR"
"2278","GATA4","SUMO1"
"2279","GATA5","SLC5A1"
"2280","GATA6","APOA1"
"2281","GATA6","CAV1"
"2282","GATA6","CYP11A1"
"2283","GATA6","CYP17A1"
"2284","GATA6","DAB2"
"2285","GATA6","DKK1"
"2286","GATA6","PLAU"
"2287","GATA6","SULT2A1"
"2288","GATA6","VWF"
"2289","GBX2","IL6"
"2290","GCM1","ERVFRD-1"
"2291","GCM1","ERVW-1"
"2292","GCM1","MFSD2A"
"2293","GCM1","PGF"
"2294","GCM2","CASR"
"2295","GCM2","PTH"
"2296","GFI1","BAX"
"2297","GFI1","CDKN1A"
"2298","GFI1","CYP27B1"
"2299","GFI1","ELANE"
"2300","GFI1","GUCY1B1"
"2301","GFI1","NF1"
"2302","GFI1B","MEF2C"
"2303","GLI1","AKT1"
"2304","GLI1","BCL2"
"2305","GLI1","BHLHE41"
"2306","GLI1","CDK2"
"2307","GLI1","CYR61"
"2308","GLI1","EGR2"
"2309","GLI1","FAS"
"2310","GLI1","H2AFX"
"2311","GLI1","IL1R2"
"2312","GLI1","JUN"
"2313","GLI1","MUC5AC"
"2314","GLI1","PDGFRA"
"2315","GLI1","S100A7"
"2316","GLI1","S100A9"
"2317","GLI1","SFRP1"
"2318","GLI1","SMAD4"
"2319","GLI1","SOCS1"
"2320","GLI1","SOX9"
"2321","GLI1","TNFRSF10B"
"2322","GLI2","BCL2"
"2323","GLI2","BHLHE41"
"2324","GLI2","CDH1"
"2325","GLI2","FAS"
"2326","GLI2","FOXA2"
"2327","GLI2","FOXC2"
"2328","GLI2","FOXE1"
"2329","GLI2","FOXF1"
"2330","GLI2","FOXL1"
"2331","GLI2","FST"
"2332","GLI2","H2AFX"
"2333","GLI2","IFITM5"
"2334","GLI2","JUN"
"2335","GLI2","MUC5AC"
"2336","GLI2","PDGFRA"
"2337","GLI2","SOCS1"
"2338","GLI2","TNFRSF10B"
"2339","GLI2","WNT2B"
"2340","GLI3","HLA-G"
"2341","GLI3","SMO"
"2342","GLI3","VMP1"
"2343","GLIS3","INS"
"2344","GRHL1","CYP11A1"
"2345","GSC","GSC2"
"2346","GTF2A1","TBP"
"2347","GTF2B","BDKRB1"
"2348","GTF2F1","BGLAP"
"2349","GTF2I","DNAAF4"
"2350","GTF2I","HSPA5"
"2351","GTF2I","SIRT1"
"2352","GTF3A","ADM"
"2353","GTF3A","BAG3"
"2354","GTF3A","FUS"
"2355","GTF3A","RAD51B"
"2356","GTF3A","STAT1"
"2357","GZF1","HOXA10"
"2358","HAND2","DBH"
"2359","HAND2","GATA4"
"2360","HAND2","NPPA"
"2361","HAND2","PHOX2A"
"2362","HAX1","ATP2A2"
"2363","HBP1","CDKN1A"
"2364","HBP1","DNMT1"
"2365","HBP1","MIF"
"2366","HBP1","NCF1"
"2367","HCFC1","E2F1"
"2368","HCFC1","E2F4"
"2369","HCFC1","MMACHC"
"2370","HDAC1","ABCB1"
"2371","HDAC1","ALOX15"
"2372","HDAC1","APOC3"
"2373","HDAC1","AR"
"2374","HDAC1","BAMBI"
"2375","HDAC1","BCL2A1"
"2376","HDAC1","BIRC3"
"2377","HDAC1","BIRC5"
"2378","HDAC1","BRCA2"
"2379","HDAC1","CCND1"
"2380","HDAC1","CCND2"
"2381","HDAC1","CD1D"
"2382","HDAC1","CD44"
"2383","HDAC1","CD82"
"2384","HDAC1","CDH1"
"2385","HDAC1","CDKN1A"
"2386","HDAC1","CDKN2A"
"2387","HDAC1","CLDN7"
"2388","HDAC1","COL1A2"
"2389","HDAC1","CXCL8"
"2390","HDAC1","CYP3A4"
"2391","HDAC1","DEFB1"
"2392","HDAC1","DNMT1"
"2393","HDAC1","E2F1"
"2394","HDAC1","EGFR"
"2395","HDAC1","EGR1"
"2396","HDAC1","EIF2AK1"
"2397","HDAC1","EPCAM"
"2398","HDAC1","ESR1"
"2399","HDAC1","FOS"
"2400","HDAC1","GAD1"
"2401","HDAC1","GRIN2B"
"2402","HDAC1","HLA-DRA"
"2403","HDAC1","HMGCS1"
"2404","HDAC1","HSPA5"
"2405","HDAC1","ICAM1"
"2406","HDAC1","IGFBP3"
"2407","HDAC1","IL2"
"2408","HDAC1","KLF4"
"2409","HDAC1","MGMT"
"2410","HDAC1","MICA"
"2411","HDAC1","MICB"
"2412","HDAC1","MMP28"
"2413","HDAC1","MMP9"
"2414","HDAC1","NFKB1"
"2415","HDAC1","NOS3"
"2416","HDAC1","PCNA"
"2417","HDAC1","PHB"
"2418","HDAC1","POU5F1"
"2419","HDAC1","PSIP1"
"2420","HDAC1","PTGS2"
"2421","HDAC1","RARB"
"2422","HDAC1","RECK"
"2423","HDAC1","RECQL4"
"2424","HDAC1","RELN"
"2425","HDAC1","RGS10"
"2426","HDAC1","RHOB"
"2427","HDAC1","RUNX3"
"2428","HDAC1","SERPINB5"
"2429","HDAC1","SFRP1"
"2430","HDAC1","SMAD7"
"2431","HDAC1","SNAI2"
"2432","HDAC1","SP1"
"2433","HDAC1","SPP1"
"2434","HDAC1","STAT3"
"2435","HDAC1","TERT"
"2436","HDAC1","TFF1"
"2437","HDAC1","TJP1"
"2438","HDAC1","TNFRSF10A"
"2439","HDAC1","TP53"
"2440","HDAC1","TXNIP"
"2441","HDAC10","TXNIP"
"2442","HDAC11","IL10"
"2443","HDAC11","IL17A"
"2444","HDAC11","MYC"
"2445","HDAC11","TNF"
"2446","HDAC11","TNFSF4"
"2447","HDAC2","ALOX5"
"2448","HDAC2","APAF1"
"2449","HDAC2","BMP7"
"2450","HDAC2","CAD"
"2451","HDAC2","CCL2"
"2452","HDAC2","CCNE1"
"2453","HDAC2","CD1D"
"2454","HDAC2","CDH1"
"2455","HDAC2","CDKN1A"
"2456","HDAC2","COL1A2"
"2457","HDAC2","CXCL8"
"2458","HDAC2","DEC1"
"2459","HDAC2","DNMT1"
"2460","HDAC2","GRM2"
"2461","HDAC2","IGF1"
"2462","HDAC2","KLF4"
"2463","HDAC2","MUC5AC"
"2464","HDAC2","MYC"
"2465","HDAC2","MYCN"
"2466","HDAC2","PHB"
"2467","HDAC2","SNAI2"
"2468","HDAC2","SP1"
"2469","HDAC2","TGFBR2"
"2470","HDAC2","TNFSF10"
"2471","HDAC2","TP63"
"2472","HDAC2","TWIST1"
"2473","HDAC2","VEGFA"
"2474","HDAC3","ALOX5"
"2475","HDAC3","APOC3"
"2476","HDAC3","CDH1"
"2477","HDAC3","CDKN2A"
"2478","HDAC3","CXCR4"
"2479","HDAC3","EGFR"
"2480","HDAC3","GAS2"
"2481","HDAC3","GATA2"
"2482","HDAC3","GCM1"
"2483","HDAC3","GRHL1"
"2484","HDAC3","GTF2I"
"2485","HDAC3","IFNA1"
"2486","HDAC3","JUN"
"2487","HDAC3","LGALS9"
"2488","HDAC3","LSS"
"2489","HDAC3","MBD1"
"2490","HDAC3","MMP2"
"2491","HDAC3","MYC"
"2492","HDAC3","PCK2"
"2493","HDAC3","PRAM1"
"2494","HDAC3","TLR9"
"2495","HDAC3","TNF"
"2496","HDAC3","ULBP1"
"2497","HDAC3","VEGFA"
"2498","HDAC4","ATF4"
"2499","HDAC4","CA9"
"2500","HDAC4","CDKN1A"
"2501","HDAC4","CDKN2A"
"2502","HDAC4","HDAC3"
"2503","HDAC4","HOXB13"
"2504","HDAC4","IL10"
"2505","HDAC4","IL5"
"2506","HDAC4","JUN"
"2507","HDAC4","KLF4"
"2508","HDAC4","MEF2A"
"2509","HDAC4","MMP13"
"2510","HDAC4","PTPA"
"2511","HDAC4","PTGES"
"2512","HDAC4","PTGS2"
"2513","HDAC4","RECK"
"2514","HDAC4","RUNX2"
"2515","HDAC4","SLC2A4"
"2516","HDAC4","SMAD4"
"2517","HDAC4","TGIF1"
"2518","HDAC4","TGIF2"
"2519","HDAC4","VCAM1"
"2520","HDAC4","VEGFA"
"2521","HDAC4","WT1"
"2522","HDAC5","FGF2"
"2523","HDAC5","IGF2"
"2524","HDAC5","MEF2A"
"2525","HDAC5","SLC2A1"
"2526","HDAC5","SLC2A4"
"2527","HDAC5","SLIT2"
"2528","HDAC5","WT1"
"2529","HDAC5","YY1"
"2530","HDAC7","ACTN4"
"2531","HDAC7","AKAP12"
"2532","HDAC7","CDKN1A"
"2533","HDAC7","CYP7A1"
"2534","HDAC7","ESR1"
"2535","HDAC7","HDC"
"2536","HDAC7","HIF1A"
"2537","HDAC7","MAML1"
"2538","HDAC7","MEF2A"
"2539","HDAC7","MEF2C"
"2540","HDAC7","MEF2D"
"2541","HDAC7","MMP10"
"2542","HDAC7","NR4A1"
"2543","HDAC9","APP"
"2544","HDAC9","CDKN2A"
"2545","HDAC9","CFLAR"
"2546","HDAC9","CITED2"
"2547","HDAC9","DIRAS3"
"2548","HDAC9","ESR1"
"2549","HDAC9","HSPA5"
"2550","HDAC9","IGFBP1"
"2551","HDAC9","IL18"
"2552","HDAC9","MEF2A"
"2553","HDAC9","MMP13"
"2554","HDAC9","MYEF2"
"2555","HDAC9","NFKB1"
"2556","HDAC9","PRL"
"2557","HDAC9","RELA"
"2558","HDAC9","STAT6"
"2559","HDAC9","TNFRSF10B"
"2560","HDAC9","TP53"
"2561","HDGF","CDH1"
"2562","HDGF","FAS"
"2563","HDGF","SMYD1"
"2564","HDGF","VEGFA"
"2565","HDGF","VEGFB"
"2566","HDGF","VIM"
"2567","HES1","ASCL1"
"2568","HES1","CD4"
"2569","HES1","DBF4"
"2570","HES1","E2F1"
"2571","HES1","HTR1A"
"2572","HES1","MAP2"
"2573","HES1","PTEN"
"2574","HES1","PTGDS"
"2575","HES6","ASCL1"
"2576","HES6","HTR1A"
"2577","HEXIM1","CCND1"
"2578","HEXIM1","VEGFA"
"2579","HEY1","ACTA2"
"2580","HEY1","BMP2"
"2581","HEY1","GATA4"
"2582","HEY1","GATA6"
"2583","HEY1","KDR"
"2584","HEY1","OCLN"
"2585","HEY1","PROX1"
"2586","HEY2","ACTA2"
"2587","HEY2","GATA4"
"2588","HEY2","GATA6"
"2589","HEYL","AR"
"2590","HHEX","HNF4A"
"2591","HHEX","SLC5A5"
"2592","HHEX","TLE1"
"2593","HIC1","ACKR3"
"2594","HIC1","E2F1"
"2595","HIC1","EPHA2"
"2596","HIC1","LRP8"
"2597","HIC1","MYC"
"2598","HIC1","SIRT1"
"2599","HIC1","STAT3"
"2600","HIC1","VEGFA"
"2601","HIC1","VLDLR"
"2602","HIF1A","ABCB1"
"2603","HIF1A","ACE"
"2604","HIF1A","ACE2"
"2605","HIF1A","AGTR1"
"2606","HIF1A","ALAS2"
"2607","HIF1A","ALDOA"
"2608","HIF1A","ALOX5AP"
"2609","HIF1A","APEX1"
"2610","HIF1A","AR"
"2611","HIF1A","ARNT"
"2612","HIF1A","ARNT2"
"2613","HIF1A","ASS1"
"2614","HIF1A","BAX"
"2615","HIF1A","BID"
"2616","HIF1A","BNIP3"
"2617","HIF1A","CA9"
"2618","HIF1A","CCND1"
"2619","HIF1A","CCR7"
"2620","HIF1A","CDH1"
"2621","HIF1A","CTGF"
"2622","HIF1A","CXCL12"
"2623","HIF1A","CXCR4"
"2624","HIF1A","E2F3"
"2625","HIF1A","EDN1"
"2626","HIF1A","EDNRB"
"2627","HIF1A","EGLN1"
"2628","HIF1A","EGLN3"
"2629","HIF1A","ENO1"
"2630","HIF1A","EPO"
"2631","HIF1A","ERCC2"
"2632","HIF1A","FAM162A"
"2633","HIF1A","FGF2"
"2634","HIF1A","GAPDH"
"2635","HIF1A","GCK"
"2636","HIF1A","HBEGF"
"2637","HIF1A","HIF1A"
"2638","HIF1A","ITGB2"
"2639","HIF1A","KLK3"
"2640","HIF1A","LDHA"
"2641","HIF1A","LEP"
"2642","HIF1A","LOX"
"2643","HIF1A","MET"
"2644","HIF1A","MICA"
"2645","HIF1A","MIF"
"2646","HIF1A","MMP2"
"2647","HIF1A","MUC1"
"2648","HIF1A","MUC3A"
"2649","HIF1A","NR3C1"
"2650","HIF1A","NR4A1"
"2651","HIF1A","NT5E"
"2652","HIF1A","PFKFB3"
"2653","HIF1A","PFKFB4"
"2654","HIF1A","PGK1"
"2655","HIF1A","PIK3CA"
"2656","HIF1A","PLAU"
"2657","HIF1A","PPARA"
"2658","HIF1A","PPP1R3C"
"2659","HIF1A","PTGES"
"2660","HIF1A","RECK"
"2661","HIF1A","RORA"
"2662","HIF1A","SDHB"
"2663","HIF1A","SERPINE1"
"2664","HIF1A","SETD2"
"2665","HIF1A","SLC29A1"
"2666","HIF1A","SLC2A1"
"2667","HIF1A","SOCS1"
"2668","HIF1A","STAT3"
"2669","HIF1A","TERT"
"2670","HIF1A","TFRC"
"2671","HIF1A","TGFB3"
"2672","HIF1A","TIMP2"
"2673","HIF1A","TLR2"
"2674","HIF1A","TLR6"
"2675","HIF1A","TUBB3"
"2676","HIF1A","TWIST1"
"2677","HIF1A","TWIST2"
"2678","HIF1A","VEGFA"
"2679","HIF1A","VEGFB"
"2680","HIF1A","VHL"
"2681","HIF1A","VIM"
"2682","HIF1A","WASF3"
"2683","HIF1A","XPC"
"2684","HIF1A","ZNF217"
"2685","HIF3A","EPAS1"
"2686","HIF3A","HIF1A"
"2687","HINFP","MBD2"
"2688","HIPK2","ABCB1"
"2689","HIPK2","CDKN1A"
"2690","HIPK2","CTBP2"
"2691","HIPK2","HIF1A"
"2692","HIPK2","MEF2C"
"2693","HIPK2","NOX1"
"2694","HIPK2","TP53"
"2695","HIPK2","VEGFA"
"2696","HIPK2","VIM"
"2697","HIRA","PLB1"
"2698","HIVEP2","HLA-A"
"2699","HIVEP2","HLA-B"
"2700","HIVEP2","HLA-C"
"2701","HIVEP2","HLA-E"
"2702","HIVEP2","HLA-F"
"2703","HIVEP2","HLA-G"
"2704","HLF","DBP"
"2705","HLF","RUNX1"
"2706","HLTF","HERC2"
"2707","HLTF","OCA2"
"2708","HLX","BTG1"
"2709","HLX","PAK1"
"2710","HMG20B","BRCA2"
"2711","HMGA1","BRCA1"
"2712","HMGA1","CD44"
"2713","HMGA1","CDC25A"
"2714","HMGA1","CDH1"
"2715","HMGA1","CRYAB"
"2716","HMGA1","CXCL1"
"2717","HMGA1","IL1B"
"2718","HMGA1","INSR"
"2719","HMGA1","KL"
"2720","HMGA1","POU1F1"
"2721","HMGA1","PTGS2"
"2722","HMGA1","RAG2"
"2723","HMGA1","SLC2A3"
"2724","HMGA1","SP1"
"2725","HMGA1","TP53"
"2726","HMGA1","TWIST1"
"2727","HMGA1","XPA"
"2728","HMGA2","CDH1"
"2729","HMGA2","COL11A2"
"2730","HMGA2","IGF2BP2"
"2731","HMGA2","POU1F1"
"2732","HMGA2","SNAI1"
"2733","HMGB2","GFI1B"
"2734","HMGB2","TNF"
"2735","HMGN1","FOS"
"2736","HMGN1","PCNA"
"2737","HMGN1","TFF1"
"2738","HNF1A","ACAT2"
"2739","HNF1A","AKR1C4"
"2740","HNF1A","ALB"
"2741","HNF1A","APOM"
"2742","HNF1A","CDH17"
"2743","HNF1A","CRP"
"2744","HNF1A","CSRP1"
"2745","HNF1A","CYP1A2"
"2746","HNF1A","FABP1"
"2747","HNF1A","GPR39"
"2748","HNF1A","IGFBP1"
"2749","HNF1A","LCT"
"2750","HNF1A","MTTP"
"2751","HNF1A","NT5E"
"2752","HNF1A","SLC22A10"
"2753","HNF1A","SLC22A9"
"2754","HNF1A","SLCO1B3"
"2755","HNF1A","TM4SF1"
"2756","HNF1A","UGT1A1"
"2757","HNF1A","UGT1A10"
"2758","HNF1A","UGT1A7"
"2759","HNF1A","UGT1A8"
"2760","HNF1A","UGT1A9"
"2761","HNF1A","UGT2B17"
"2762","HNF1A","UGT2B7"
"2763","HNF1A","VEGFA"
"2764","HNF1B","FXYD2"
"2765","HNF1B","UMOD"
"2766","HNF4A","ABCC6"
"2767","HNF4A","ABCG5"
"2768","HNF4A","ABCG8"
"2769","HNF4A","ACAT2"
"2770","HNF4A","AFP"
"2771","HNF4A","AKR1C4"
"2772","HNF4A","APOA1"
"2773","HNF4A","APOA2"
"2774","HNF4A","APOB"
"2775","HNF4A","APOC3"
"2776","HNF4A","C1QTNF5"
"2777","HNF4A","CDKN1A"
"2778","HNF4A","CEACAM1"
"2779","HNF4A","CYP27A1"
"2780","HNF4A","CYP2B6"
"2781","HNF4A","CYP2C8"
"2782","HNF4A","CYP2C9"
"2783","HNF4A","CYP2D6"
"2784","HNF4A","CYP3A4"
"2785","HNF4A","CYP7A1"
"2786","HNF4A","FABP2"
"2787","HNF4A","GCK"
"2788","HNF4A","GFER"
"2789","HNF4A","GH1"
"2790","HNF4A","GPR39"
"2791","HNF4A","HNF1A"
"2792","HNF4A","KCNJ11"
"2793","HNF4A","LDLR"
"2794","HNF4A","LIPC"
"2795","HNF4A","MMP7"
"2796","HNF4A","MTTP"
"2797","HNF4A","MYC"
"2798","HNF4A","NPC1L1"
"2799","HNF4A","NR1I2"
"2800","HNF4A","PCSK9"
"2801","HNF4A","PPARA"
"2802","HNF4A","RNASE2"
"2803","HNF4A","SERPINC1"
"2804","HNF4A","SHBG"
"2805","HNF4A","SLC22A6"
"2806","HNF4A","SLC26A3"
"2807","HNF4A","TBP"
"2808","HNF4A","TCF7L2"
"2809","HNF4A","UGT1A7"
"2810","HNF4A","UGT2B7"
"2811","HNF4G","AFP"
"2812","HNF4G","AKR1C4"
"2813","HNF4G","CYP2D6"
"2814","HNRNPD","KLF2"
"2815","HNRNPR","ASCL1"
"2816","HOPX","FLG"
"2817","HOPX","FOS"
"2818","HOPX","LOR"
"2819","HOXA1","BCL2"
"2820","HOXA1","CCND1"
"2821","HOXA1","EPAS1"
"2822","HOXA1","IER3"
"2823","HOXA1","LYL1"
"2824","HOXA1","MYC"
"2825","HOXA1","PCNA"
"2826","HOXA10","BHLHE22"
"2827","HOXA10","CDKN1C"
"2828","HOXA10","EMX2"
"2829","HOXA10","ID2"
"2830","HOXA10","IGFBP1"
"2831","HOXA10","IL11"
"2832","HOXA10","IL15"
"2833","HOXA10","ITGB3"
"2834","HOXA10","KLF9"
"2835","HOXA10","LYL1"
"2836","HOXA10","MYCN"
"2837","HOXA10","PHGDH"
"2838","HOXA10","SNAI1"
"2839","HOXA10","TP53"
"2840","HOXA10","WT1"
"2841","HOXA11","HOXA10"
"2842","HOXA4","TH"
"2843","HOXA5","ARHGEF1"
"2844","HOXA5","PGR"
"2845","HOXA5","PTN"
"2846","HOXA5","TH"
"2847","HOXA7","CDH1"
"2848","HOXA7","IVL"
"2849","HOXA7","KRT10"
"2850","HOXA7","TERT"
"2851","HOXA7","VIM"
"2852","HOXA9","ARHGEF1"
"2853","HOXA9","CDH3"
"2854","HOXA9","ID2"
"2855","HOXA9","MYCN"
"2856","HOXA9","NFKB1"
"2857","HOXA9","RELA"
"2858","HOXA9","SELE"
"2859","HOXA9","SHOX"
"2860","HOXA9","VCAM1"
"2861","HOXB1","TCF4"
"2862","HOXB13","TCF4"
"2863","HOXB4","PROM1"
"2864","HOXB7","CCND1"
"2865","HOXB7","CDKN1B"
"2866","HOXB7","DAPK1"
"2867","HOXB7","EGFR"
"2868","HOXB7","FGF2"
"2869","HOXB7","MMP2"
"2870","HOXB7","PDGFA"
"2871","HOXB7","THBS2"
"2872","HOXB7","VEGFA"
"2873","HOXB7","WNT5A"
"2874","HOXC10","HOXB8"
"2875","HOXC11","LCT"
"2876","HOXC11","S100B"
"2877","HOXC13","DSG4"
"2878","HOXC13","SPI1"
"2879","HOXC6","IGFBP3"
"2880","HOXC6","MME"
"2881","HOXC8","TNFRSF11B"
"2882","HOXC9","HOXB8"
"2883","HOXD1","ITGB1"
"2884","HOXD13","FHL1"
"2885","HOXD3","ITGA5"
"2886","HOXD3","ITGAV"
"2887","HOXD3","ITGB1"
"2888","HOXD3","ITGB3"
"2889","HOXD3","PLAU"
"2890","HOXD9","HOXD9"
"2891","HR","OLR1"
"2892","HSF1","ABCB1"
"2893","HSF1","ATG7"
"2894","HSF1","BAG3"
"2895","HSF1","CDKN1A"
"2896","HSF1","CRYGA"
"2897","HSF1","CRYGB"
"2898","HSF1","FKBP4"
"2899","HSF1","FUT4"
"2900","HSF1","GUCA2B"
"2901","HSF1","HLA-G"
"2902","HSF1","HOPX"
"2903","HSF1","HSD17B6"
"2904","HSF1","HSP90B2P"
"2905","HSF1","HSPA1A"
"2906","HSF1","HSPA1B"
"2907","HSF1","HSPA4"
"2908","HSF1","IL1B"
"2909","HSF1","JUN"
"2910","HSF1","LDHA"
"2911","HSF1","MAP3K14"
"2912","HSF1","MICA"
"2913","HSF1","MICB"
"2914","HSF1","NAT1"
"2915","HSF1","NFKB1"
"2916","HSF1","POLK"
"2917","HSF1","RELA"
"2918","HSF1","SERPINE1"
"2919","HSF1","SESN3"
"2920","HSF1","STIP1"
"2921","HSF1","TNF"
"2922","HSF1","UBB"
"2923","HSF2","FOS"
"2924","HSF2","HIF1A"
"2925","HSF2","HSPA4"
"2926","HSF2","MAP2K4"
"2927","HSF2","MAPK8"
"2928","HSF2","TNFSF11"
"2929","HSF2","TXN"
"2930","HSF4","CRYGC"
"2931","HSF4","DNASE2B"
"2932","HSF4","HIF1A"
"2933","HSF4","RAD51"
"2934","HTATIP2","MMP2"
"2935","HTATIP2","SPP1"
"2936","HTATIP2","VEGFA"
"2937","ID1","ZNF148"
"2938","ID2","SNAI1"
"2939","ID2","TERT"
"2940","ID3","TCF3"
"2941","ID3","VEGFA"
"2942","ID4","BRCA1"
"2943","ID4","SOX2"
"2944","IFI16","BRCA1"
"2945","IFI16","ICAM1"
"2946","IFI16","MYC"
"2947","IFI16","TP53"
"2948","IFI16","WT1"
"2949","IKBKB","CD44"
"2950","IKBKB","CXCL8"
"2951","IKBKB","MMP9"
"2952","IKBKB","NOS2"
"2953","IKBKB","TP53"
"2954","IKBKB","VCAM1"
"2955","IKZF1","FGFR4"
"2956","ILF2","ACRV1"
"2957","ILF2","IL2"
"2958","ILF2","ILF3"
"2959","ILF3","ACRV1"
"2960","ILF3","BIRC5"
"2961","ILF3","HLA-DQA1"
"2962","ILF3","HLA-DRA"
"2963","ILF3","HLA-DRB1"
"2964","ILF3","IL2"
"2965","ILF3","PLAU"
"2966","ING1","AFP"
"2967","ING1","BAX"
"2968","ING1","CASP3"
"2969","ING1","CDKN1A"
"2970","ING1","FAT1"
"2971","ING1","PCNA"
"2972","ING1","TP53"
"2973","ING2","BCL2"
"2974","ING2","MMP13"
"2975","ING2","TMEM71"
"2976","ING4","ANGPT1"
"2977","ING4","ARL6IP5"
"2978","ING4","BAX"
"2979","ING4","BCL2"
"2980","ING4","CASP3"
"2981","ING4","CCND1"
"2982","ING4","CDKN1A"
"2983","ING4","CDKN1B"
"2984","ING4","CXCL8"
"2985","ING4","NGF"
"2986","ING4","NTRK1"
"2987","ING4","PTGS2"
"2988","ING4","SKP2"
"2989","ING4","SPP1"
"2990","ING4","TP53"
"2991","IRF1","BCL2"
