"","source","target"
"4419","Rela","Slc1a2"
"4420","Rela","Slc2a4"
"4421","Rela","Sod2"
"4422","Rela","Sox9"
"4423","Rela","Stim1"
"4424","Rela","Stk39"
"4425","Rela","Tcrg-C1"
"4426","Rela","Tec"
"4427","Rela","Tlr2"
"4428","Rela","Tnf"
"4429","Rela","Tnfaip3"
"4430","Rela","Tnfrsf4"
"4431","Rela","Tnfsf13b"
"4432","Rela","Trim63"
"4433","Rela","Trp53"
"4434","Rela","Trp63"
"4435","Rela","Trp73"
"4436","Rela","Twist1"
"4437","Rela","Upp1"
"4438","Rela","Vcam1"
"4439","Rela","Wt1"
"4440","Rela","Yy1"
"4441","Relb","Birc2"
"4442","Relb","Ccnd1"
"4443","Relb","Hes1"
"4444","Relb","Myb"
"4445","Relb","Myc"
"4446","Relb","Tcrg-C1"
"4447","Rere","Rarb"
"4448","Rest","Bdnf"
"4449","Rest","Brinp1"
"4450","Rest","Bsx"
"4451","Rest","Cacna1h"
"4452","Rest","Celsr3"
"4453","Rest","Dyrk1a"
"4454","Rest","Gjd2"
"4455","Rest","Grin2b"
"4456","Rest","Kcnn4"
"4457","Rest","Npas4"
"4458","Rest","Oprm1"
"4459","Rest","Penk"
"4460","Rest","Scn8a"
"4461","Rest","Srrm4"
"4462","Rest","Tph2"
"4463","Rfx1","Fgf1"
"4464","Rfx1","Map1a"
"4465","Rfx3","Gck"
"4466","Rfx4","Msi1"
"4467","Rfx5","H2-Aa"
"4468","Rfx5","H2-Ab1"
"4469","Rfx5","H2-DMa"
"4470","Rfx5","H2-DMb1"
"4471","Rfx5","H2-Ea-ps"
"4472","Rfx5","H2-Eb1"
"4473","Rfx5","H2-Oa"
"4474","Rfx5","H2-Ob"
"4475","Rfxank","H2-Aa"
"4476","Rfxank","H2-Ab1"
"4477","Rfxank","H2-DMa"
"4478","Rfxank","H2-DMb1"
"4479","Rfxank","H2-Ea-ps"
"4480","Rfxank","H2-Eb1"
"4481","Rfxank","H2-Oa"
"4482","Rfxank","H2-Ob"
"4483","Rfxap","H2-Aa"
"4484","Rfxap","H2-Ab1"
"4485","Rfxap","H2-DMa"
"4486","Rfxap","H2-DMb1"
"4487","Rfxap","H2-Ea-ps"
"4488","Rfxap","H2-Eb1"
"4489","Rfxap","H2-Oa"
"4490","Rfxap","H2-Ob"
"4491","Rnf2","Fezf2"
"4492","Rnf2","Hoxb4"
"4493","Rnf2","Hoxb6"
"4494","Rnf2","Hoxb8"
"4495","Rnf2","Scnn1a"
"4496","Rnf2","Sox2"
"4497","Rnf2","Trp63"
"4498","Rnf2","Zfp42"
"4499","Rora","Apoa1"
"4500","Rora","Apoc3"
"4501","Rora","Arntl"
"4502","Rora","Cav3"
"4503","Rora","Cpt1b"
"4504","Rora","Cyp7b1"
"4505","Rora","E2f1"
"4506","Rora","Lamb1"
"4507","Rora","Npsr1"
"4508","Rora","Pcp2"
"4509","Rora","Ppara"
"4510","Rps6ka5","Fos"
"4511","Runx1","AI467606"
"4512","Runx1","Art1"
"4513","Runx1","Cd40"
"4514","Runx1","Cd79a"
"4515","Runx1","Cdkn2a"
"4516","Runx1","Cebpa"
"4517","Runx1","Csf1r"
"4518","Runx1","Fxyd2"
"4519","Runx1","Ifng"
"4520","Runx1","Igfbp3"
"4521","Runx1","Il2"
"4522","Runx1","Il23a"
"4523","Runx1","Mpl"
"4524","Runx1","Piezo2"
"4525","Runx1","Slc22a17"
"4526","Runx1","Smad6"
"4527","Runx1","Spi1"
"4528","Runx1t1","Bcl2"
"4529","Runx1t1","Runx1"
"4530","Runx1t1","Tcf12"
"4531","Runx2","Alpl"
"4532","Runx2","Asrgl1"
"4533","Runx2","Atf6"
"4534","Runx2","Axin2"
"4535","Runx2","Bax"
"4536","Runx2","Bglap"
"4537","Runx2","Bglap2"
"4538","Runx2","Bmp2"
"4539","Runx2","COX2"
"4540","Runx2","Col10a1"
"4541","Runx2","Col1a1"
"4542","Runx2","Col1a2"
"4543","Runx2","Col2a1"
"4544","Runx2","Crebzf"
"4545","Runx2","Csn2"
"4546","Runx2","Cyp11a1"
"4547","Runx2","Cyp19a1"
"4548","Runx2","Ddx5"
"4549","Runx2","Dkk1"
"4550","Runx2","Dspp"
"4551","Runx2","Elanee"
"4552","Runx2","Enpp1"
"4553","Runx2","Fgr18"
"4554","Runx2","Fgf18"
"4555","Runx2","Fgf3"
"4556","Runx2","Gdf10"
"4557","Runx2","Gja3"
"4558","Runx2","Hbegf"
"4559","Runx2","Hes1"
"4560","Runx2","Ibsp"
"4561","Runx2","Ifi204"
"4562","Runx2","Ihh"
"4563","Runx2","Ikzf1"
"4564","Runx2","Lef1"
"4565","Runx2","Lgals3"
"4566","Runx2","Mcm3"
"4567","Runx2","Mgp"
"4568","Runx2","Mmp13"
"4569","Runx2","Nr2f2"
"4570","Runx2","Olfr17"
"4571","Runx2","Osr1"
"4572","Runx2","Panx3"
"4573","Runx2","Pparg"
"4574","Runx2","Pttg1ip"
"4575","Runx2","Shox2"
"4576","Runx2","Smad6"
"4577","Runx2","Smurf1"
"4578","Runx2","Sox5"
"4579","Runx2","Sox6"
"4580","Runx2","Sox9"
"4581","Runx2","Sp7"
"4582","Runx2","Spp1"
"4583","Runx2","Tcf7"
"4584","Runx2","Tg"
"4585","Runx2","Thbs1"
"4586","Runx2","Tnfsf11"
"4587","Runx2","Zfp64"
"4588","Runx3","Ccr7"
"4589","Runx3","Cd4"
"4590","Runx3","Cldn7"
"4591","Runx3","Ifng"
"4592","Runx3","Itgae"
"4593","Runx3","Pirb"
"4594","Runx3","Slc22a17"
"4595","Runx3","Thbs1"
"4596","Ruvbl2","Cdkn2c"
"4597","Rxra","Abcb11"
"4598","Rxra","Amelx"
"4599","Rxra","Cyp26a1"
"4600","Rxra","Cyp2b10"
"4601","Rxra","Cyp7a1"
"4602","Rxra","Dr1"
"4603","Rxra","Lipe"
"4604","Rxra","Mpo"
"4605","Rxra","Abcc2"
"4606","Rxra","Mttp"
"4607","Rxra","Nr0b2"
"4608","Rxra","Pcx"
"4609","Rxra","Rare1"
"4610","Rxra","Rare2"
"4611","Rxra","Srebf1"
"4612","Rxrb","Pcx"
"4613","Sall1","Kif26b"
"4614","Sall2","Bax"
"4615","Sall2","Cdkn1a"
"4616","Sall4","Hoxa9"
"4617","Sall4","Pou5f1"
"4618","Sall4","Pten"
"4619","Sall4","Sall4"
"4620","Satb1","Bcl2"
"4621","Satb1","Cr2"
"4622","Satb1","Il4"
"4623","Satb1","Nanog"
"4624","Satb1","Nes"
"4625","Satb1","Spi1"
"4626","Satb2","Trp63"
"4627","Satb2","Upf3b"
"4628","Scx","Col2a1"
"4629","Sertad1","E2f1"
"4630","Sertad1","Tfdp1"
"4631","Setbp1","Hoxa10"
"4632","Sf1","Abcg2"
"4633","Sf1","Amh"
"4634","Sf1","Cga"
"4635","Sf1","Cyp11a1"
"4636","Sf1","Cyp17a1"
"4637","Sf1","Cyp26b1"
"4638","Sf1","Gnrh1"
"4639","Sf1","Hsd3b4"
"4640","Sf1","Inha"
"4641","Sf1","Lhb"
"4642","Sf1","Nr0b1"
"4643","Sf1","Pou5f1"
"4644","Sf1","Sox9"
"4645","Sf1","Star"
"4646","Sf1","Vnn1"
"4647","Sfpq","Cyp11a1"
"4648","Shh","Gli1"
"4649","Shox2","Bmp4"
"4650","Shox2","Hcn4"
"4651","Shox2","Nkx2-5"
"4652","Sim1","Pou3f2"
"4653","Sim2","Myod1"
"4654","Sim2","Otp"
"4655","Sin3a","Cebpb"
"4656","Sin3a","Map4"
"4657","Sin3a","Nos2"
"4658","Sin3a","Rest"
"4659","Sin3a","Smarca4"
"4660","Sin3a","Sp3"
"4661","Sin3a","Star"
"4662","Sin3b","Bmi1"
"4663","Sirt1","Abcb1a"
"4664","Sirt1","Bcl2l1"
"4665","Sirt1","Bclaf1"
"4666","Sirt1","Crp"
"4667","Sirt1","Dkk1"
"4668","Sirt1","Hes1"
"4669","Sirt1","Il6"
"4670","Sirt1","Mmp13"
"4671","Sirt1","Mmp9"
"4672","Sirt1","Nox1"
"4673","Sirt1","Nr0b2"
"4674","Sirt1","Nr1i2"
"4675","Sirt1","Hcrtr2"
"4676","Sirt1","Parp1"
"4677","Sirt1","Pparg"
"4678","Sirt1","Rela"
"4679","Sirt1","Retn"
"4680","Sirt1","Rictor"
"4681","Sirt1","Scnn1a"
"4682","Sirt1","Shc1"
"4683","Sirt1","Sirt6"
"4684","Sirt1","Smad3"
"4685","Sirt1","Srebf1"
"4686","Sirt1","Timp1"
"4687","Sirt1","Trp53"
"4688","Sirt1","Ucp2"
"4689","Sirt5","Hmgcs2"
"4690","Six1","Atoh1"
"4691","Six1","Ccna2"
"4692","Six1","Ccnd1"
"4693","Six1","Dusp6"
"4694","Six1","Mtor"
"4695","Six1","Myf5"
"4696","Six1","Myod1"
"4697","Six1","Myog"
"4698","Six1","Neurod1"
"4699","Six1","Neurog1"
"4700","Six1","Pax2"
"4701","Six1","Sall1"
"4702","Six1","Six2"
"4703","Six1","Vegfc"
"4704","Six2","Fgf8"
"4705","Six2","Gdnf"
"4706","Six2","Osr1"
"4707","Six2","Wnt4"
"4708","Six2","Zeb2"
"4709","Six3","Crygd"
"4710","Six3","Pax6"
"4711","Six3","Shh"
"4712","Six3","Wnt1"
"4713","Six3","Wnt8b"
"4714","Six4","Myf5"
"4715","Six5","Igfbp5"
"4716","Six6","Cdkn1b"
"4717","Ski","Cck"
"4718","Ski","Myog"
"4719","Ski","Srebf1"
"4720","Skil","Adam12"
"4721","Skil","Afp"
"4722","Skil","Itch"
"4723","Skil","Tpt1"
"4724","Skil","Trp53"
"4725","Sla2","Cd3e"
"4726","Sla2","Csf1r"
"4727","Smad1","Bmp2"
"4728","Smad1","Cdkn1a"
"4729","Smad1","Col1a1"
"4730","Smad1","Col2a1"
"4731","Smad1","Col4a1"
"4732","Smad1","Col4a2"
"4733","Smad1","Creld2"
"4734","Smad1","Dsg4"
"4735","Smad1","Hey1"
"4736","Smad1","Hhex"
"4737","Smad1","Id2"
"4738","Smad1","Id3"
"4739","Smad1","Ifi204"
"4740","Smad1","Msx2"
"4741","Smad1","Nkx2-5"
"4742","Smad1","Ovol2"
"4743","Smad1","Runx1"
"4744","Smad1","Runx2"
"4745","Smad1","Smad6"
"4746","Smad1","Spp1"
"4747","Smad1","Tbx20"
"4748","Smad1","Tlx2"
"4749","Smad1","Tnfrsf11b"
"4750","Smad1","Tnfsf11"
"4751","Smad2","Afp"
"4752","Smad2","Becn1"
"4753","Smad2","Cdkn1a"
"4754","Smad2","Dapk1"
"4755","Smad2","Fbln5"
"4756","Smad2","Foxp3"
"4757","Smad2","Fshb"
"4758","Smad2","Gadd45b"
"4759","Smad2","Gsc"
"4760","Smad2","H19"
"4761","Smad2","Hes1"
"4762","Smad2","Hoxd11"
"4763","Smad2","Il2"
"4764","Smad2","Il9"
"4765","Smad2","Nanog"
"4766","Smad2","Pparg"
"4767","Smad2","Rgcc"
"4768","Smad2","Skil"
"4769","Smad2","Acta2"
"4770","Smad3","Acta2"
"4771","Smad3","Angptl2"
"4772","Smad3","Ccl2"
"4773","Smad3","Cdh1"
"4774","Smad3","Cdkn2b"
"4775","Smad3","Cldn3"
"4776","Smad3","Col1a2"
"4777","Smad3","Col2a1"
"4778","Smad3","Ctgf"
"4779","Smad3","Cxadr"
"4780","Smad3","Dapk1"
"4781","Smad3","Enpp1"
"4782","Smad3","Fbln5"
"4783","Smad3","Fn1"
"4784","Smad3","Foxp3"
"4785","Smad3","Fshb"
"4786","Smad3","Gadd45b"
"4787","Smad3","Gast"
"4788","Smad3","Gsc"
"4789","Smad3","H19"
"4790","Smad3","Il2"
"4791","Smad3","Il23a"
"4792","Smad3","Il31"
"4793","Smad3","Il9"
"4794","Smad3","Jun"
"4795","Smad3","Lgals9"
"4796","Smad3","Mir433"
"4797","Smad3","Mmp9"
"4798","Smad3","Myc"
"4799","Smad3","Myocd"
"4800","Smad3","Nedd9"
"4801","Smad3","Nov"
"4802","Smad3","Ocln"
"4803","Smad3","Plau"
"4804","Smad3","Pparg"
"4805","Smad3","Ppargc1a"
"4806","Smad3","Psme3"
"4807","Smad3","Rif1"
"4808","Smad3","Runx2"
"4809","Smad3","Serpine1"
"4810","Smad3","Sirt1"
"4811","Smad3","Smad7"
"4812","Smad3","Snai1"
"4813","Smad3","Sstr2"
"4814","Smad3","Tagln"
"4815","Smad3","Tnfsf13b"
"4816","Smad3","Tpsab1"
"4817","Smad3","Tpt1"
"4818","Smad3","Vegfa"
"4819","Smad4","Afp"
"4820","Smad4","Bmpr1b"
"4821","Smad4","Cdh1"
"4822","Smad4","Cdkn1a"
"4823","Smad4","Cdkn2b"
"4824","Smad4","Cldn3"
"4825","Smad4","Col2a1"
"4826","Smad4","Cxadr"
"4827","Smad4","Dapk1"
"4828","Smad4","Dsg4"
"4829","Smad4","Fshb"
"4830","Smad4","Gadd45b"
"4831","Smad4","Gast"
"4832","Smad4","Gsc"
"4833","Smad4","H19"
"4834","Smad4","Hgf"
"4835","Smad4","Hhex"
"4836","Smad4","Id2"
"4837","Smad4","Id3"
"4838","Smad4","Ifi204"
"4839","Smad4","Il10"
"4840","Smad4","Il9"
"4841","Smad4","Jun"
"4842","Smad4","Mmp7"
"4843","Smad4","Muc5ac"
"4844","Smad4","Nkx2-1"
"4845","Smad4","Nkx2-5"
"4846","Smad4","Ocln"
"4847","Smad4","Pparg"
"4848","Smad4","Scnn1a"
"4849","Smad4","Skil"
"4850","Smad4","Smad7"
"4851","Smad4","Snai1"
"4852","Smad4","Sstr2"
"4853","Smad4","Tgfb1"
"4854","Smad4","Tgfbr2"
"4855","Smad4","Tlx2"
"4856","Smad4","Tnfsf13b"
"4857","Smad4","Tpsab1"
"4858","Smad4","Vegfa"
"4859","Smad5","Bmp2"
"4860","Smad5","Col2a1"
"4861","Smad5","Creld2"
"4862","Smad5","Dsg4"
"4863","Smad5","Id2"
"4864","Smad5","Id3"
"4865","Smad5","Ifi204"
"4866","Smad5","Ovol2"
"4867","Smad5","Smad6"
"4868","Smad5","Nr2e1"
"4869","Smad6","Cdk6"
"4870","Smad6","Col1a2"
"4871","Smad6","Id1"
"4872","Smad6","Runx1"
"4873","Smad6","Map3k7"
"4874","Smad7","Col1a2"
"4875","Smad7","Glb1"
"4876","Smad7","Met"
"4877","Smad7","Nfkbia"
"4878","Smad7","Smad3"
"4879","Smad7","Tgfb1"
"4880","Smad7","Tnfsf13b"
"4881","Smad7","Vegfa"
"4882","Smad9","Bmpr1b"
"4883","Smad9","Id2"
"4884","Smarca2","Calm1"
"4885","Smarca2","Ccna2"
"4886","Smarca2","Cd44"
"4887","Smarca2","Cdh1"
"4888","Smarca2","Tmem50a"
"4889","Smarca4","Adamts1"
"4890","Smarca4","Calm1"
"4891","Smarca4","Cd44"
"4892","Smarca4","Cdh1"
"4893","Smarca4","Cdkn1a"
"4894","Smarca4","Epb42"
"4895","Smarca4","Hmox1"
"4896","Smarca4","Il4"
"4897","Smarca4","Mitf"
"4898","Smarca4","Myog"
"4899","Smarca4","Nanog"
"4900","Smarca4","Nfkbia"
"4901","Smarca4","Pou5f1"
"4902","Smarca4","Rest"
"4903","Smarca4","Sall4"
"4904","Smarca4","Sftpb"
"4905","Smarca4","Sox2"
"4906","Smarca4","Sparc"
"4907","Smarca4","Tbx5"
"4908","Smarca5","Dido1"
"4909","Smarcc1","Nanog"
"4910","Smarcc1","Psat1"
"4911","Smarcd1","Arntl"
"4912","Smarcd1","G6pc"
"4913","Smarce1","Nanog"
"4914","Smurf1","Smad6"
"4915","Smurf2","Mavs"
"4916","Smurf2","Rap1b"
"4917","Smurf2","Runx2"
"4918","Smyd1","Hand2"
"4919","Snai1","Cdh1"
"4920","Snai1","Cdx2"
"4921","Snai1","Cldn3"
"4922","Snai1","Col2a1"
"4923","Snai1","Ctnnb1"
"4924","Snai1","Cxadr"
"4925","Snai1","Fn1"
"4926","Snai1","Hnf4a"
"4927","Snai1","Id1"
"4928","Snai1","Itgb4"
"4929","Snai1","Kit"
"4930","Snai1","Lin28a"
"4931","Snai1","Llgl2"
"4932","Snai1","Mir290a"
"4933","Snai1","Mir295"
"4934","Snai1","Mmp2"
"4935","Snai1","Nanog"
"4936","Snai1","Nr5a2"
"4937","Snai1","Ocln"
"4938","Snai1","Phgdh"
"4939","Snai1","Ptgs2"
"4940","Snai1","Runx2"
"4941","Snai1","Snai1"
"4942","Snai1","Tcl1"
"4943","Snai1","Tfcp2l1"
"4944","Snai1","Thbd"
"4945","Snai1","Tjp1"
"4946","Snai1","Trp53"
"4947","Snai1","Mmp15"
"4948","Snai2","Bbc3"
"4949","Snai2","Cdh1"
"4950","Snai2","Cdx2"
"4951","Snai2","Col2a1"
"4952","Snai2","Ctnnb1"
"4953","Snai2","Dsg2"
"4954","Snai2","Lpar2"
"4955","Snai2","H19"
"4956","Snai2","Ocln"
"4957","Snai2","Tjp1"
"4958","Snd1","E2f1"
"4959","Sox10","Aatk"
"4960","Sox10","Dct"
"4961","Sox10","Dhh"
"4962","Sox10","Egr2"
"4963","Sox10","Hes5"
"4964","Sox10","L1cam"
"4965","Sox10","Mitf"
"4966","Sox10","Mpz"
"4967","Sox10","Olig2"
"4968","Sox10","Ret"
"4969","Sox10","Sufu"
"4970","Sox10","Tyr"
"4971","Sox11","Gdf5"
"4972","Sox11","Tank"
"4973","Sox11","Wnt4"
"4974","Sox14","Calb2"
"4975","Sox15","Casp3"
"4976","Sox15","Hrc"
"4977","Sox17","Macc1"
"4978","Sox17","Ccnd1"
"4979","Sox17","Cer1"
"4980","Sox17","Ctnnb1"
"4981","Sox17","Foxa2"
"4982","Sox17","Foxj1"
"4983","Sox17","Lama1"
"4984","Sox17","Lef1"
"4985","Sox17","Mbp"
"4986","Sox17","Nepn"
"4987","Sox17","Sftpc"
"4988","Sox18","Oprm1"
"4989","Sox18","Prox1"
"4990","Sox2","Atoh1"
"4991","Sox2","Birc5"
"4992","Sox2","Ccnd1"
"4993","Sox2","Cdkn1b"
"4994","Sox2","Egfr"
"4995","Sox2","Fgf4"
"4996","Sox2","Gli3"
"4997","Sox2","Jag1"
"4998","Sox2","Lef1"
"4999","Sox2","Lefty1"
"5000","Sox2","Ly6a"
"5001","Sox2","Mir302a"
"5002","Sox2","Mycn"
"5003","Sox2","Nanog"
"5004","Sox2","Neurod1"
"5005","Sox2","Neurog1"
"5006","Sox2","Nkx2-1"
"5007","Sox2","Nr2e1"
"5008","Sox2","Pou1f1"
"5009","Sox2","Pou5f1"
"5010","Sox2","Sema6a"
"5011","Sox2","Shh"
"5012","Sox2","Six3"
"5013","Sox2","Sox2"
"5014","Sox2","Utf1"
"5015","Sox2","Xist"
"5016","Sox2","Zscan10"
"5017","Sox2","Zfp819"
"5018","Sox21","Hes5"
"5019","Sox4","Cald1"
"5020","Sox4","Ctnnb1"
"5021","Sox4","Ezh2"
"5022","Sox4","Mecom"
"5023","Sox4","Spi1"
"5024","Sox4","Tcf4"
"5025","Sox5","Catsper1"
"5026","Sox5","Ifi204"
"5027","Sox5","Nfkbib"
"5028","Sox5","Pthlh"
"5029","Sox5","Sox10"
"5030","Sox5","Spag6"
"5031","Sox6","Ccnd1"
"5032","Sox6","Fgf3"
"5033","Sox6","Pthlh"
"5034","Sox6","Trp53"
"5035","Sox7","Fgf3"
"5036","Sox7","Lama1"
"5037","Sox7","Sox4"
"5038","Sox8","Amh"
"5039","Sox8","Col1a1"
"5040","Sox8","Sox10"
"5041","Sox8","Sox9"
"5042","Sox9","Best1"
"5043","Sox9","Bmi1"
"5044","Sox9","Catsper1"
"5045","Sox9","Cdh1"
"5046","Sox9","Cdkn1a"
"5047","Sox9","Col2a1"
"5048","Sox9","Ctgf"
"5049","Sox9","Ctnnb1"
"5050","Sox9","Cyp26b1"
"5051","Sox9","Etv2"
"5052","Sox9","Fgf9"
"5053","Sox9","Furin"
"5054","Sox9","Lxn"
"5055","Sox9","Matn1"
"5056","Sox9","Mia"
"5057","Sox9","Neurog3"
"5058","Sox9","Nkx3-2"
"5059","Sox9","Pax3"
"5060","Sox9","Pdx1"
"5061","Sox9","Phex"
"5062","Sox9","Pik3ca"
"5063","Sox9","Pthlh"
"5064","Sox9","Ret"
"5065","Sox9","Sgca"
"5066","Sox9","Slc6a19"
"5067","Sox9","Sox10"
"5068","Sox9","Vegfa"
"5069","Sox9","Vnn1"
"5070","Sox9","Wwp2"
"5071","Sp1","Abca1"
"5072","Sp1","Abcb1a"
"5073","Sp1","Abcc1"
"5074","Sp1","Abcc6"
"5075","Sp1","Acaca"
"5076","Sp1","Acsbg1"
"5077","Sp1","Acsl4"
"5078","Sp1","Acss1"
"5079","Sp1","Acta2"
"5080","Sp1","Adcy4"
"5081","Sp1","Adcyap1r1"
"5082","Sp1","Agt"
"5083","Sp1","Ahr"
"5084","Sp1","Aldh3a1"
"5085","Sp1","Alox5"
"5086","Sp1","Alox8"
"5087","Sp1","Aplp1"
"5088","Sp1","Apoe"
"5089","Sp1","App"
"5090","Sp1","Ar"
"5091","Sp1","Arntl"
"5092","Sp1","Asah1"
"5093","Sp1","Ascl2"
"5094","Sp1","Atp12a"
"5095","Sp1","Atxn3"
"5096","Sp1","Bace1"
"5097","Sp1","Bach1"
"5098","Sp1","Bfsp1"
"5099","Sp1","Bglap"
"5100","Sp1","Bglap2"
"5101","Sp1","Bhlhe40"
"5102","Sp1","Bmp2"
"5103","Sp1","Bmp4"
"5104","Sp1","Bmp7"
"5105","Sp1","Bsg"
"5106","Sp1","Bsx"
"5107","Sp1","Btk"
"5108","Sp1","Cadm1"
"5109","Sp1","Ccl2"
"5110","Sp1","Ccna1"
"5111","Sp1","Ccnd1"
"5112","Sp1","Ccnd2"
"5113","Sp1","Ccnd3"
"5114","Sp1","Cd14"
"5115","Sp1","Cd1d2"
"5116","Sp1","Cd55"
"5117","Sp1","Cd79a"
"5118","Sp1","Cdh5"
"5119","Sp1","Cdk5r1"
"5120","Sp1","Cdk5r2"
"5121","Sp1","Cdk6"
"5122","Sp1","Cdkn1a"
"5123","Sp1","Cdkn1c"
"5124","Sp1","Cdkn2c"
"5125","Sp1","Cdkn2d"
"5126","Sp1","Cebpa"
"5127","Sp1","Cebpd"
"5128","Sp1","Cend1"
"5129","Sp1","Ces1d"
"5130","Sp1","Ces2c"
"5131","Sp1","Cirbp"
"5132","Sp1","Cldn19"
"5133","Sp1","Col1a1"
"5134","Sp1","Col1a2"
"5135","Sp1","Col2a1"
"5136","Sp1","Col5a1"
"5137","Sp1","Cops5"
"5138","Sp1","Cox17"
"5139","Sp1","Cox4i1"
"5140","Sp1","Csf1"
"5141","Sp1","Csf1r"
"5142","Sp1","Csf2"
"5143","Sp1","Csrp2"
"5144","Sp1","Ctse"
"5145","Sp1","Cxadr"
"5146","Sp1","Cyp11a1"
"5147","Sp1","Dck"
"5148","Sp1","Dmd"
"5149","Sp1","Dnm1"
"5150","Sp1","Dnmt1"
"5151","Sp1","Ecm1"
"5152","Sp1","Egfr"
"5153","Sp1","Egr1"
"5154","Sp1","Epas1"
"5155","Sp1","Epor"
"5156","Sp1","Esrra"
"5157","Sp1","Ets1"
"5158","Sp1","Fabp6"
"5159","Sp1","Fasl"
"5160","Sp1","Fbln1"
"5161","Sp1","Fmr1"
"5162","Sp1","Fos"
"5163","Sp1","Gabra6"
"5164","Sp1","Gfap"
"5165","Sp1","Gfpt2"
"5166","Sp1","Ghr"
"5167","Sp1","Slc2a1"
"5168","Sp1","Gpc4"
"5169","Sp1","Gstk1"
"5170","Sp1","Hba-x"
"5171","Sp1","Hdac7"
"5172","Sp1","Heca"
"5173","Sp1","Hgf"
"5174","Sp1","Hinfp"
"5175","Sp1","Hmga1"
"5176","Sp1","Hmga2"
"5177","Sp1","Hmgcl"
"5178","Sp1","Hmgcr"
"5179","Sp1","Hrasls5"
"5180","Sp1","Hspa1b"
"5181","Sp1","Htr1a"
"5182","Sp1","Icam1"
"5183","Sp1","Ifitm5"
"5184","Sp1","Igfbp3"
"5185","Sp1","Il10"
"5186","Sp1","Il2"
"5187","Sp1","Il5ra"
"5188","Sp1","Il6"
"5189","Sp1","Insr"
"5190","Sp1","Irs1"
"5191","Sp1","Itga5"
"5192","Sp1","Itga6"
"5193","Sp1","Ivl"
"5194","Sp1","Jak3"
"5195","Sp1","Jun"
"5196","Sp1","Jund"
"5197","Sp1","Kcna5"
"5198","Sp1","Kcnn3"
"5199","Sp1","Kctd13"
"5200","Sp1","Kdm5a"
"5201","Sp1","Kit"
"5202","Sp1","Klf16"
"5203","Sp1","Krt5"
"5204","Sp1","Lama1"
"5205","Sp1","Lgals1"
"5206","Sp1","Lhcgr"
"5207","Sp1","Lhx4"
"5208","Sp1","Lipe"
"5209","Sp1","Lmna"
"5210","Sp1","Lor"
"5211","Sp1","Lpl"
"5212","Sp1","Ltf"
"5213","Sp1","Mapk1"
"5214","Sp1","Mbp"
"5215","Sp1","Mertk"
"5216","Sp1","Met"
"5217","Sp1","Mfn2"
"5218","Sp1","Mgarp"
"5219","Sp1","Mgp"
"5220","Sp1","Mgst1"
"5221","Sp1","Mif"
"5222","Sp1","Riox2"
"5223","Sp1","Mmp2"
"5224","Sp1","Mmp28"
"5225","Sp1","Mmp9"
"5226","Sp1","Me1"
"5227","Sp1","Mrc1"
"5228","Sp1","Mta2"
"5229","Sp1","Muc5ac"
"5230","Sp1","Myb"
"5231","Sp1","Myc"
"5232","Sp1","Myh11"
"5233","Sp1","Nkx2-1"
"5234","Sp1","Nanog"
"5235","Sp1","Napepld"
"5236","Sp1","Nat2"
"5237","Sp1","Ndrg1"
"5238","Sp1","Nes"
"5239","Sp1","Nf1"
"5240","Sp1","Nfatc1"
"5241","Sp1","Ngb"
"5242","Sp1","Ngfr"
"5243","Sp1","Nos3"
"5244","Sp1","Notch1"
"5245","Sp1","Npr1"
"5246","Sp1","Nr1h2"
"5247","Sp1","Nr1h3"
"5248","Sp1","Nr5a1"
"5249","Sp1","Nrgn"
"5250","Sp1","Nrp1"
"5251","Sp1","Oprd1"
"5252","Sp1","Oprk1"
"5253","Sp1","Oprm1"
"5254","Sp1","Parg"
"5255","Sp1","Parp1"
"5256","Sp1","Pcyt1a"
"5257","Sp1","Pde6a"
"5258","Sp1","Pde6b"
"5259","Sp1","Pemt"
"5260","Sp1","Pgr"
"5261","Sp1","Phgdh"
"5262","Sp1","Pkd1"
"5263","Sp1","Pla2g16"
"5264","Sp1","Plaur"
"5265","Sp1","Pld2"
"5266","Sp1","Pou5f1"
"5267","Sp1","Ppm1a"
"5268","Sp1","Prdx6"
"5269","Sp1","Prkar2b"
"5270","Sp1","Prkra"
"5271","Sp1","Proc"
"5272","Sp1","Ptdss1"
"5273","Sp1","Ptges2"
"5274","Sp1","Ptgs1"
"5275","Sp1","Ptgs2"
"5276","Sp1","Nectin2"
"5277","Sp1","Rac2"
"5278","Sp1","Ren1"
"5279","Sp1","Rest"
"5280","Sp1","Rho"
"5281","Sp1","Rhox5"
"5282","Sp1","Rnf141"
"5283","Sp1","Rnls"
"5284","Sp1","Runx2"
"5285","Sp1","Scarb1"
"5286","Sp1","Sct"
"5287","Sp1","Sell"
"5288","Sp1","Serpine1"
"5289","Sp1","Setdb1"
"5290","Sp1","Sftpb"
"5291","Sp1","Sh3gl1"
"5292","Sp1","Sirt1"
"5293","Sp1","Skil"
"5294","Sp1","Slc11a1"
"5295","Sp1","Slc25a4"
"5296","Sp1","Slc2a3"
"5297","Sp1","Slc2a4"
"5298","Sp1","Slc3a2"
"5299","Sp1","Slc5a1"
"5300","Sp1","Slc5a2"
"5301","Sp1","Slc7a5"
"5302","Sp1","Slc9a2"
"5303","Sp1","Smad7"
"5304","Sp1","Smarcc1"
